Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Socialdemokratiet,252,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Christel Schaldemose,Socialdemokratiet,57,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Sophie Hæstorp Andersen,Socialdemokratiet,13,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Morten Bødskov,Socialdemokratiet,7,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kenneth F. Christensen,Socialdemokratiet,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Mette Frederiksen,Socialdemokratiet,160,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Bent Greve,Socialdemokratiet,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Mogens Lykketoft,Socialdemokratiet,63,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Simon Pihl Sørensen,Socialdemokratiet,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Det Radikale Venstre,265,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Lone Loklindt,Det Radikale Venstre,32,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Anne Marie Geisler Andersen,Det Radikale Venstre,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Nadeem Farooq,Det Radikale Venstre,7,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Bo Palle Jensen,Det Radikale Venstre,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Henrik Nord,Det Radikale Venstre,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Morten Helveg Petersen,Det Radikale Venstre,53,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Abbas Razvi,Det Radikale Venstre,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Trine Nebel Schou,Det Radikale Venstre,3,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Det Konservative Folkeparti,453,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Connie Hedegaard,Det Konservative Folkeparti,934,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Charlotte Dyremose,Det Konservative Folkeparti,36,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Rasmus Jarlov,Det Konservative Folkeparti,29,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Henrik Rasmussen,Det Konservative Folkeparti,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kurt Scheelsbeck,Det Konservative Folkeparti,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Karsten Skawbo-Jensen,Det Konservative Folkeparti,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Henrik Sørensen,Det Konservative Folkeparti,3,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Rami Panduro Zouzou,Det Konservative Folkeparti,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,SF - Socialistisk Folkeparti,274,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Camilla Burgwald,SF - Socialistisk Folkeparti,39,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Holger K. Nielsen,SF - Socialistisk Folkeparti,34,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Hanne Agersnap,SF - Socialistisk Folkeparti,11,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Bilal Inekci,SF - Socialistisk Folkeparti,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Jakob Nørhøj,SF - Socialistisk Folkeparti,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kirsten Sloth,SF - Socialistisk Folkeparti,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Leif Pedersen,SF - Socialistisk Folkeparti,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Henrik Severin Hansen,SF - Socialistisk Folkeparti,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Kristendemokraterne,15,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Jeppe Laurids Hedaa,Kristendemokraterne,3,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Tove F. Buch,Kristendemokraterne,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Michael Rask Christensen,Kristendemokraterne,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Jens Fogh,Kristendemokraterne,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Monika Johnson,Kristendemokraterne,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Peter Tuff,Kristendemokraterne,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Dansk Folkeparti,237,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Thomas Suenson,Dansk Folkeparti,8,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kenneth Kristensen Berth,Dansk Folkeparti,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Mikkel Dencker,Dansk Folkeparti,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Søren Espersen,Dansk Folkeparti,44,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Aia Fog,Dansk Folkeparti,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Rebecca Vedersø Holst,Dansk Folkeparti,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kristian Niebuhr,Dansk Folkeparti,3,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Lars Prier,Dansk Folkeparti,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,"Venstre, Danmarks Liberale Parti",765,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Jens Hald Madsen,"Venstre, Danmarks Liberale Parti",52,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Gitte Lillelund Bech,"Venstre, Danmarks Liberale Parti",10,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Karen Ellemann,"Venstre, Danmarks Liberale Parti",96,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Bertel Haarder,"Venstre, Danmarks Liberale Parti",295,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kim Johnsen,"Venstre, Danmarks Liberale Parti",5,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kasper Krüger,"Venstre, Danmarks Liberale Parti",28,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Philippe Marcher,"Venstre, Danmarks Liberale Parti",1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Søren P. Rasmussen,"Venstre, Danmarks Liberale Parti",6,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Ny Alliance,195,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,René la Cour Sell,Ny Alliance,21,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kashif Ahmad,Ny Alliance,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Klaus Bendix,Ny Alliance,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Mohamed Gelle,Ny Alliance,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Hans Christian Hansen,Ny Alliance,1,Københavns Omegns Storkreds
