Region,kommune,valgsted_navn,bogstavbetegnelse,kandidat_navn,parti,stemmer
,Morsø,4. Sundby,Ø,"Oskar Hvelplund, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Kent Broe Goldschmidt, Mariagf. Ko",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Shilan A. Sadek, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Anja Lundtoft Thomsen, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Miguel J. Valentine, Mariagerf. Ko",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Gitte Thomsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Andreas Hauervig, Støvring",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Finn Grøn Nielsen, Skørping",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Bitt Juul Jensen, Skørping",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Jens Otto Madsen, Thisted",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Frederik Bøgh Bisgaard, Aalb.Øst",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Hans H. L. Jensen, Hjørring",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Inger Frølner, Sæby",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Peter Jensen, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Safet Bralic, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Morsø,4. Sundby,Ø,"Line Boye Danielsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,A,Listestemmer,Socialdemokratiet,6
,Morsø,5. Solbjerg,A,"Ulla Astman, Gistrup",Socialdemokratiet,10
,Morsø,5. Solbjerg,A,"Vagn Nørgaard, Thisted",Socialdemokratiet,6
,Morsø,5. Solbjerg,A,"Mogens Nørgård, Aabybro",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Tina Juul Kjellberg, Ålbæk",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Thomas Hav, Nørresundby",Socialdemokratiet,1
,Morsø,5. Solbjerg,A,"Pernille Buhelt, Hjørring",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Medzait Ljatifi, Støvring",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Heidi Linnemann Prehn, Aalborg",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Lis Mancini, Hadsund",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Mie Nielsen, Nykøbing Mors",Socialdemokratiet,36
,Morsø,5. Solbjerg,A,"Jette Ramskov, Brønderslev",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Arne Nielsen, Nørresundby",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Jørgen Rørbæk Henriksen, Sæby",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Hanne Majbritt Nielsen, Vestbjerg",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Morten Skaanning, Sindal",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Bente Bang, Vestervig",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Mogens Ove Madsen, Aars",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Poul Erik Andreasen, Dronninglund",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Kurt Toft, Aalborg",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Peter Christensen, Aalborg",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Henrik Ringbæk Madsen, Hobro",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Ejner Guldager Nielsen, Skagen",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Jørgen Hansen, Gandrup",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Asger Andersen, Nibe",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Bent-Ole Pedersen, Svenstrup, Aalb",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Kim Levisen, Brovst",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Bent Sigaard, Hals",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Inge Pedersen, Vadum",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Susanne Talbot, Storvorde",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Allan Rank, Bælum",Socialdemokratiet,0
,Morsø,5. Solbjerg,A,"Vagn Flink, Hobro",Socialdemokratiet,0
,Morsø,5. Solbjerg,B,Listestemmer,Radikale Venstre,4
,Morsø,5. Solbjerg,B,"Ninni Lodahl Gjessing, Vest.H.Kom",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Kjeld Lundager Jørgensen, Reb.kom",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Louise Lundbeck Krog, Aalborg",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Gustav Sieg Sørensen, Thisted Komm",Radikale Venstre,1
,Morsø,5. Solbjerg,B,"Thorsteinn Arnason, Vester Hassing",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Jesper Hansen, Jammerbugt Kommune",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Keld Kollerup Kvist, Aalborg Kommu",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Jørgen Hein, Aalborg",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Marianne Bøgedal Etheridge, Sæby",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Lis Skaanning, Hjørring Kommune",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Bent Jørgensen, Aalborg",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Michael Portefée P. Lex, Reb. Komm",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Christian Stavad, Frederikshavn",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Erling Ramme Nielsen, Klarup",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Peter Carstensen, Mariagerfj. Komm",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Karina Kroustrup, Aalborg",Radikale Venstre,0
,Morsø,5. Solbjerg,B,"Børge V. Madsen, Morsø Kommune",Radikale Venstre,2
,Morsø,5. Solbjerg,C,Listestemmer,Det Konservative Folkeparti,2
,Morsø,5. Solbjerg,C,"Per Larsen, Hjørring",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Kirsten Moesgaard, Vesth. Kommune",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Vibeke Gamst, Aalborg",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Christen Overgaard, Hurup, Thy",Det Konservative Folkeparti,1
,Morsø,5. Solbjerg,C,"Søren Brink, Aabybro",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Villy Møller, Frederikshavn",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Christian Johnson, Mariagerf. Komm",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Katrine Hovaldt Krog Madsen,Reb.ko",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Rasmus Rodenberg Pedersen, Aalborg",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Berit Engholm Pedersen, Aalborg",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Steen Jørgensen, Frederikshavn",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Karsten Elkjær, Mariagerfjord Komm",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Troels D. Nørmølle, Hjørring",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"O. Høegh-Guldberg, Hadsund",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Bjarne Villadsen, Rebild Kommune",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Gry Tange, Aalborg SV",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Lene Gram Skjoldager, Hjørring",Det Konservative Folkeparti,0
,Morsø,5. Solbjerg,C,"Martin Jørgensen, Morsø Kommune",Det Konservative Folkeparti,5
,Morsø,5. Solbjerg,F,Listestemmer,SF - Socialistisk Folkeparti,2
,Morsø,5. Solbjerg,F,"Bente Lauridsen, Thisted",SF - Socialistisk Folkeparti,6
,Morsø,5. Solbjerg,F,"Lene Linnemann, Aalborg Kommune",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Peder Larsen, Mariagerfjord Kommun",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Mathias Caland, Frederikshavn Komm",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Jørgen Grøn, Vesthimmerlands Komm.",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Berit Byg, Vesthimmerlands Kommune",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Anders Hind, Hals",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Mads Guldhammer,Jammerbugt Kommune",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Arne Hansen, Frederikshavn",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Grete Bonde, Hjørring Kommune",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Christian Johansen, Assens, Mariag",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Allan Norré Pedersen, Aalborg",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Peter W. Svendsen, Staun",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,F,"Jørgen E. Jensen, Aalborg",SF - Socialistisk Folkeparti,0
,Morsø,5. Solbjerg,I,Listestemmer,Liberal Alliance,1
,Morsø,5. Solbjerg,I,"Agnethe Benedikt Mørch, Aalborg",Liberal Alliance,0
,Morsø,5. Solbjerg,I,"Birgitte Borup Andersen, Hobro",Liberal Alliance,0
,Morsø,5. Solbjerg,I,"Sten Bach, Frederikshavn",Liberal Alliance,0
,Morsø,5. Solbjerg,I,"Anne Marie Nymark Jensen, Aars",Liberal Alliance,0
,Morsø,5. Solbjerg,I,"Bo Ritterbusch, Hadsund",Liberal Alliance,0
,Morsø,5. Solbjerg,I,"Lise Therkelsen, Vodskov",Liberal Alliance,0
,Morsø,5. Solbjerg,I,"Jens Christian Vangsgaard, Bed.Thy",Liberal Alliance,1
,Morsø,5. Solbjerg,I,"Henrik Viholm, Aalborg",Liberal Alliance,1
,Morsø,5. Solbjerg,K,Listestemmer,Kristendemokraterne,0
,Morsø,5. Solbjerg,K,"Inger Ottesen, Ingstrup",Kristendemokraterne,1
,Morsø,5. Solbjerg,K,"Peter Øhrstrøm, Vestbjerg",Kristendemokraterne,0
,Morsø,5. Solbjerg,K,"Mogens Graversen, Bedsted, Thy",Kristendemokraterne,0
,Morsø,5. Solbjerg,K,"Henning Feldtmose, Strandby",Kristendemokraterne,0
,Morsø,5. Solbjerg,K,"David Jakobsen, Mariager",Kristendemokraterne,0
,Morsø,5. Solbjerg,K,"Ruth Tidemand Nielsen, Hjørring",Kristendemokraterne,0
,Morsø,5. Solbjerg,K,"Villy Jørgensen, Vilsted",Kristendemokraterne,0
,Morsø,5. Solbjerg,N,Listestemmer,Danskernes Parti - De Nationale,0
,Morsø,5. Solbjerg,N,Morten Borup,Danskernes Parti - De Nationale,0
,Morsø,5. Solbjerg,O,Listestemmer,Dansk Folkeparti,7
,Morsø,5. Solbjerg,O,Rikke Karlsson,Dansk Folkeparti,4
,Morsø,5. Solbjerg,O,Kristoffer Hjort Storm,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Tommy Eggers,Dansk Folkeparti,1
,Morsø,5. Solbjerg,O,Vivi Jensen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Annette Vahlgreen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Karina Christensen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Gert Ingolf Johansen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Meiner Nørgaard,Dansk Folkeparti,14
,Morsø,5. Solbjerg,O,Peter Sørensen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Trine Olesen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Tommy Degn,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Ida Stabell,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Jess Kristensen,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Carsten Normann Munk,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Jørgen Svenstrup,Dansk Folkeparti,0
,Morsø,5. Solbjerg,O,Hanne Bøgsted,Dansk Folkeparti,0
,Morsø,5. Solbjerg,R,Listestemmer,Kommunistisk Parti i Danmark,0
,Morsø,5. Solbjerg,R,"Brian Olsen, Vesthimmerlands Komm.",Kommunistisk Parti i Danmark,0
,Morsø,5. Solbjerg,R,"Emil Olsen, Vesthimmerlands Komm.",Kommunistisk Parti i Danmark,0
,Morsø,5. Solbjerg,V,Listestemmer,Venstre - Danmarks Liberale Parti,11
,Morsø,5. Solbjerg,V,"Jess V. Laursen, Mariagerfjord kom",Venstre - Danmarks Liberale Parti,1
,Morsø,5. Solbjerg,V,"Martin Bech, Brønderslev Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Allan Jensen, Rebild Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Anny Winther, Rebild Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Asta Skaksen, Dronninglund",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Bente Koch, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Elsebeth Nielsen, Thisted Kommune",Venstre - Danmarks Liberale Parti,1
,Morsø,5. Solbjerg,V,"Erik Harbo Larsen, Thisted Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Gunhild Olesen Møller, Morsø Kom.",Venstre - Danmarks Liberale Parti,34
,Morsø,5. Solbjerg,V,"Henrik Buchhave, Frederikshavn Kom",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Henrik Harder, Blokhus",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Henrik Munkholt, Jammerbugt Kommun",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Jens Arne Hedegaard, Brønderslev K",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Karen Serup, Thisted Kommune",Venstre - Danmarks Liberale Parti,1
,Morsø,5. Solbjerg,V,"Kristian Andersen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Lars Kringelholt, Frederikshavn Ko",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Lasse Madsen, Mariagerfjord Kommun",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Lone Riisgaard-Jensen, Vesthim.Kom",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Lone Sondrup, Mariagerfjord Kommun",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Mads Thomsen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Mike Bing Grunnet, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Mona Jensen, Vesthimmerlands Kommu",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Morten A. Petersen,Hjørring Kommun",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Morten Bjerg Jakobsen, Hjørring Ko",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Niklas Milthers, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Ole B. Sørensen, Vesthimmerlands K",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Ole Nør Pedersen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Otto Kjær Larsen, Jammerbugt Kommu",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Per Harfeld, Hjørring Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Per Nilsson, Frederikshavn Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Peter Therkildsen, Morsø Kommune",Venstre - Danmarks Liberale Parti,99
,Morsø,5. Solbjerg,V,"Pia Karlsen, Frederikshavn Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Rasmus Lykke Jensen, Frederiksh. K",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Simon Linde, Mariagerfjord Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Svend Erik Jensen, Aalborg Kommune",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Svend Heiselberg, Hanstholm",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,V,"Willy Bjerregaard, Hjørring Kommun",Venstre - Danmarks Liberale Parti,0
,Morsø,5. Solbjerg,Ø,Listestemmer,Enhedslisten - De Rød-Grønne,2
,Morsø,5. Solbjerg,Ø,"Susanne Flydtkjær, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Lis Jensen, Rødhus",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Bjarne Mørch Larsen, Hjørring",Enhedslisten - De Rød-Grønne,1
,Morsø,5. Solbjerg,Ø,"Helene Rée, Thisted",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Jan Jensen, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Bo Fink, Sundby, Mors",Enhedslisten - De Rød-Grønne,6
,Morsø,5. Solbjerg,Ø,"Søren Bruun Jensen, Aalborg Øst",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Jan Rosenkrantz, Hjørring",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Kristina Gammelgård-Larsen, Aalb.",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Anders Lundkvist, Klarup",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Aage Olsen, Voersaa",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Povl-Erik Andersen, Ålbæk",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Cæcilie Lyndgaard Andersen, Nørres",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Anders Geisler Møller, Aalborg Øst",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Allan Kjær Nielsen, Hjallerup",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Oskar Hvelplund, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Kent Broe Goldschmidt, Mariagf. Ko",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Shilan A. Sadek, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Anja Lundtoft Thomsen, Aalborg",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Miguel J. Valentine, Mariagerf. Ko",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Gitte Thomsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Andreas Hauervig, Støvring",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Finn Grøn Nielsen, Skørping",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Bitt Juul Jensen, Skørping",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Jens Otto Madsen, Thisted",Enhedslisten - De Rød-Grønne,1
,Morsø,5. Solbjerg,Ø,"Frederik Bøgh Bisgaard, Aalb.Øst",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Hans H. L. Jensen, Hjørring",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Inger Frølner, Sæby",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Peter Jensen, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Safet Bralic, Frederikshavn",Enhedslisten - De Rød-Grønne,0
,Morsø,5. Solbjerg,Ø,"Line Boye Danielsen, Nørresundby",Enhedslisten - De Rød-Grønne,0
,Morsø,6. Thorup,A,Listestemmer,Socialdemokratiet,9
,Morsø,6. Thorup,A,"Ulla Astman, Gistrup",Socialdemokratiet,10
,Morsø,6. Thorup,A,"Vagn Nørgaard, Thisted",Socialdemokratiet,5
,Morsø,6. Thorup,A,"Mogens Nørgård, Aabybro",Socialdemokratiet,1
,Morsø,6. Thorup,A,"Tina Juul Kjellberg, Ålbæk",Socialdemokratiet,1
,Morsø,6. Thorup,A,"Thomas Hav, Nørresundby",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Pernille Buhelt, Hjørring",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Medzait Ljatifi, Støvring",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Heidi Linnemann Prehn, Aalborg",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Lis Mancini, Hadsund",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Mie Nielsen, Nykøbing Mors",Socialdemokratiet,21
,Morsø,6. Thorup,A,"Jette Ramskov, Brønderslev",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Arne Nielsen, Nørresundby",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Jørgen Rørbæk Henriksen, Sæby",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Hanne Majbritt Nielsen, Vestbjerg",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Morten Skaanning, Sindal",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Bente Bang, Vestervig",Socialdemokratiet,1
,Morsø,6. Thorup,A,"Mogens Ove Madsen, Aars",Socialdemokratiet,1
,Morsø,6. Thorup,A,"Poul Erik Andreasen, Dronninglund",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Kurt Toft, Aalborg",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Peter Christensen, Aalborg",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Henrik Ringbæk Madsen, Hobro",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Ejner Guldager Nielsen, Skagen",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Jørgen Hansen, Gandrup",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Asger Andersen, Nibe",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Bent-Ole Pedersen, Svenstrup, Aalb",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Kim Levisen, Brovst",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Bent Sigaard, Hals",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Inge Pedersen, Vadum",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Susanne Talbot, Storvorde",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Allan Rank, Bælum",Socialdemokratiet,0
,Morsø,6. Thorup,A,"Vagn Flink, Hobro",Socialdemokratiet,0
,Morsø,6. Thorup,B,Listestemmer,Radikale Venstre,3
,Morsø,6. Thorup,B,"Ninni Lodahl Gjessing, Vest.H.Kom",Radikale Venstre,2
,Morsø,6. Thorup,B,"Kjeld Lundager Jørgensen, Reb.kom",Radikale Venstre,0
,Morsø,6. Thorup,B,"Louise Lundbeck Krog, Aalborg",Radikale Venstre,0
,Morsø,6. Thorup,B,"Gustav Sieg Sørensen, Thisted Komm",Radikale Venstre,0
,Morsø,6. Thorup,B,"Thorsteinn Arnason, Vester Hassing",Radikale Venstre,0
,Morsø,6. Thorup,B,"Jesper Hansen, Jammerbugt Kommune",Radikale Venstre,0
,Morsø,6. Thorup,B,"Keld Kollerup Kvist, Aalborg Kommu",Radikale Venstre,0
,Morsø,6. Thorup,B,"Jørgen Hein, Aalborg",Radikale Venstre,0
,Morsø,6. Thorup,B,"Marianne Bøgedal Etheridge, Sæby",Radikale Venstre,0
,Morsø,6. Thorup,B,"Lis Skaanning, Hjørring Kommune",Radikale Venstre,0
,Morsø,6. Thorup,B,"Bent Jørgensen, Aalborg",Radikale Venstre,0
,Morsø,6. Thorup,B,"Michael Portefée P. Lex, Reb. Komm",Radikale Venstre,0
,Morsø,6. Thorup,B,"Christian Stavad, Frederikshavn",Radikale Venstre,0
,Morsø,6. Thorup,B,"Erling Ramme Nielsen, Klarup",Radikale Venstre,0
,Morsø,6. Thorup,B,"Peter Carstensen, Mariagerfj. Komm",Radikale Venstre,0
,Morsø,6. Thorup,B,"Karina Kroustrup, Aalborg",Radikale Venstre,0
,Morsø,6. Thorup,B,"Børge V. Madsen, Morsø Kommune",Radikale Venstre,0
,Morsø,6. Thorup,C,Listestemmer,Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Per Larsen, Hjørring",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Kirsten Moesgaard, Vesth. Kommune",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Vibeke Gamst, Aalborg",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Christen Overgaard, Hurup, Thy",Det Konservative Folkeparti,1
,Morsø,6. Thorup,C,"Søren Brink, Aabybro",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Villy Møller, Frederikshavn",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Christian Johnson, Mariagerf. Komm",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Katrine Hovaldt Krog Madsen,Reb.ko",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Rasmus Rodenberg Pedersen, Aalborg",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Berit Engholm Pedersen, Aalborg",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Steen Jørgensen, Frederikshavn",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Karsten Elkjær, Mariagerfjord Komm",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Troels D. Nørmølle, Hjørring",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"O. Høegh-Guldberg, Hadsund",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Bjarne Villadsen, Rebild Kommune",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Gry Tange, Aalborg SV",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Lene Gram Skjoldager, Hjørring",Det Konservative Folkeparti,0
,Morsø,6. Thorup,C,"Martin Jørgensen, Morsø Kommune",Det Konservative Folkeparti,18
,Morsø,6. Thorup,F,Listestemmer,SF - Socialistisk Folkeparti,5
