Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Sønderborgkredsen,1. Nordborg,Partiliste,Socialdemokratiet,453,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Benny Engelbrecht,Socialdemokratiet,687,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Niels Ole Beck,Socialdemokratiet,15,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Jacob Bjerregaard,Socialdemokratiet,4,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Anne-Kathrine Brorsen,Socialdemokratiet,6,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Bjarne Corydon,Socialdemokratiet,8,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Palle Graversgaard,Socialdemokratiet,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Ove Jensen,Socialdemokratiet,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Karen J. Klint,Socialdemokratiet,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Christina Dam Kristensen,Socialdemokratiet,5,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Christian Rabjerg Madsen,Socialdemokratiet,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Kim Qvist,Socialdemokratiet,8,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Troels Ravn,Socialdemokratiet,1,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Anne Sina,Socialdemokratiet,13,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Partiliste,Radikale Venstre,104,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Morten Wosylus,Radikale Venstre,9,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Christopher Røhl Andersen,Radikale Venstre,4,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Torben Elsig-Pedersen,Radikale Venstre,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Hanna Fogtmann Iversen,Radikale Venstre,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Marlene B. Lorentzen,Radikale Venstre,6,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Lotte Rod,Radikale Venstre,17,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Hans Vestager,Radikale Venstre,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Mikkel Wold,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Partiliste,Det Konservative Folkeparti,41,Sydjyllands Storkreds
