Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Partiliste,Socialdemokratiet,1224,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Jesper Kinch-Jensen,Socialdemokratiet,102,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Poul Andersen,Socialdemokratiet,18,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Carsten Hansen,Socialdemokratiet,126,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Johannes Lundsfryd Jensen,Socialdemokratiet,9,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Peter Rahbæk Juel,Socialdemokratiet,82,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Niels Chr. Nielsen,Socialdemokratiet,1,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Niels Sindal,Socialdemokratiet,24,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Julie Skovsby,Socialdemokratiet,117,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Partiliste,Det Radikale Venstre,346,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Rune Christiansen,Det Radikale Venstre,26,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Claus Kjær Brandstrup,Det Radikale Venstre,3,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Michael Gravesen,Det Radikale Venstre,11,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Solveig Gaarsmand,Det Radikale Venstre,16,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Morten Kirk Jensen,Det Radikale Venstre,1,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Peter Nimann,Det Radikale Venstre,10,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Niels Helveg Petersen,Det Radikale Venstre,82,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Merete Riisager,Det Radikale Venstre,31,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Partiliste,Det Konservative Folkeparti,312,Fyns Storkreds
Odense Østkredsen,1. Østre Kulturcenter,Anne Mette Bang,Det Konservative Folkeparti,14,Fyns Storkreds
