Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Socialdemokratiet,363,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jeppe Kofod,Socialdemokratiet,368,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Christel Schaldemose,Socialdemokratiet,29,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Niels Fuglsang,Socialdemokratiet,13,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Marianne Vind,Socialdemokratiet,23,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Morten Klessen,Socialdemokratiet,192,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jakob Thiemann,Socialdemokratiet,4,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Mette Poulsen,Socialdemokratiet,24,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Lasse Holm Grønning,Socialdemokratiet,5,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anders Baun Sørensen,Socialdemokratiet,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Radikale Venstre,47,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Morten Helveg Petersen,Radikale Venstre,76,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Karen Melchior,Radikale Venstre,5,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Philip Tarning-Andersen,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Sissel van Run-Kvist,Radikale Venstre,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Alexander Bjørn Jensen,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,David Munis Zepernick,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Mathias von Jessen,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Eva Borchorst Mejnertz,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Amalie Søgaard Nielsen,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Camilla Kampmann,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Frederik Aagaard,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kristian Kirk Mailand,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jannie Valentin Dexter Jakobsen,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Poul Elmegård,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Ole Lynggaard Jørgensen,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kim Pagels,Radikale Venstre,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Peter Miltersen Sørensen,Radikale Venstre,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Maria Mejse Mortensen,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Nadeem Farooq,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anton Ebsen,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Det Konservative Folkeparti,43,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Pernille Weiss,Det Konservative Folkeparti,71,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Ali Aminali,Det Konservative Folkeparti,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jens Kindberg,Det Konservative Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kuzma Pavlov Jensen,Det Konservative Folkeparti,4,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Charlotte Libach,Det Konservative Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Lasse Bork Schmidt,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Louisa Schønnemann Bøttkjær,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anders Guldhammer,Det Konservative Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Inge Carlé,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Dino Selimovic,Det Konservative Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jane Christensen,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jakob Sejergaard,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Dina Myrup Raabjerg,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Thomas von Jessen,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Henrik Mielke Ravn,Det Konservative Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Torsten Nielsen,Det Konservative Folkeparti,0,Nordjyllands Storkreds
