Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Helsingørkredsen,1. Helsingør Hallen,Partiliste,Socialdemokratiet,503,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jeppe Kofod,Socialdemokratiet,531,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Christel Schaldemose,Socialdemokratiet,103,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Niels Fuglsang,Socialdemokratiet,23,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Marianne Vind,Socialdemokratiet,50,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Morten Klessen,Socialdemokratiet,15,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jakob Thiemann,Socialdemokratiet,22,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Mette Poulsen,Socialdemokratiet,27,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Lasse Holm Grønning,Socialdemokratiet,11,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Anders Baun Sørensen,Socialdemokratiet,4,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Partiliste,Radikale Venstre,294,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Morten Helveg Petersen,Radikale Venstre,268,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Karen Melchior,Radikale Venstre,36,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Philip Tarning-Andersen,Radikale Venstre,4,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Sissel van Run-Kvist,Radikale Venstre,4,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Alexander Bjørn Jensen,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,David Munis Zepernick,Radikale Venstre,5,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Mathias von Jessen,Radikale Venstre,2,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Eva Borchorst Mejnertz,Radikale Venstre,2,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Amalie Søgaard Nielsen,Radikale Venstre,4,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Camilla Kampmann,Radikale Venstre,33,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Frederik Aagaard,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Kristian Kirk Mailand,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jannie Valentin Dexter Jakobsen,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Poul Elmegård,Radikale Venstre,2,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Ole Lynggaard Jørgensen,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Kim Pagels,Radikale Venstre,11,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Peter Miltersen Sørensen,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Maria Mejse Mortensen,Radikale Venstre,3,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Nadeem Farooq,Radikale Venstre,10,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Anton Ebsen,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Partiliste,Det Konservative Folkeparti,208,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Pernille Weiss,Det Konservative Folkeparti,240,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Ali Aminali,Det Konservative Folkeparti,2,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jens Kindberg,Det Konservative Folkeparti,6,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Kuzma Pavlov Jensen,Det Konservative Folkeparti,17,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Charlotte Libach,Det Konservative Folkeparti,11,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Lasse Bork Schmidt,Det Konservative Folkeparti,1,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Louisa Schønnemann Bøttkjær,Det Konservative Folkeparti,4,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Anders Guldhammer,Det Konservative Folkeparti,1,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Inge Carlé,Det Konservative Folkeparti,1,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Dino Selimovic,Det Konservative Folkeparti,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jane Christensen,Det Konservative Folkeparti,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jakob Sejergaard,Det Konservative Folkeparti,3,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Dina Myrup Raabjerg,Det Konservative Folkeparti,2,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Thomas von Jessen,Det Konservative Folkeparti,2,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Henrik Mielke Ravn,Det Konservative Folkeparti,7,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Torsten Nielsen,Det Konservative Folkeparti,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Partiliste,SF - Socialistisk Folkeparti,266,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Margrete Auken,SF - Socialistisk Folkeparti,555,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Karsten Hønge,SF - Socialistisk Folkeparti,40,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Peter Westermann,SF - Socialistisk Folkeparti,19,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Kira Marie Peter-Hansen,SF - Socialistisk Folkeparti,42,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Kirstine Bille,SF - Socialistisk Folkeparti,3,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Troels Stru Schmidt,SF - Socialistisk Folkeparti,7,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Rikke Lauritsen,SF - Socialistisk Folkeparti,18,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Thue Grum-Schwenssen,SF - Socialistisk Folkeparti,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Jens Rane Holck,SF - Socialistisk Folkeparti,1,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Annemette Schønberg Johnsen,SF - Socialistisk Folkeparti,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Lucas Zukunft,SF - Socialistisk Folkeparti,3,Nordsjællands Storkreds
