kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Socialdemokratiet,A,546
Roskildekredsen,1. Roskilde Bibliotek,Mette Gjerskov,Socialdemokratiet,A,201
Roskildekredsen,1. Roskilde Bibliotek,Jens Folman,Socialdemokratiet,A,48
Roskildekredsen,1. Roskilde Bibliotek,Henrik Sass Larsen,Socialdemokratiet,A,36
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Det Radikale Venstre,B,351
Roskildekredsen,1. Roskilde Bibliotek,Martin Lidegaard,Det Radikale Venstre,B,111
Roskildekredsen,1. Roskilde Bibliotek,Mette Geil,Det Radikale Venstre,B,35
Roskildekredsen,1. Roskilde Bibliotek,Zenia Stampe,Det Radikale Venstre,B,36
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Det Konservative Folkeparti,C,249
Roskildekredsen,1. Roskilde Bibliotek,Mikkel Boe,Det Konservative Folkeparti,C,83
Roskildekredsen,1. Roskilde Bibliotek,Channe Maneth Bjerringgaard,Det Konservative Folkeparti,C,18
Roskildekredsen,1. Roskilde Bibliotek,Christian Wedell-Neergaard,Det Konservative Folkeparti,C,55
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Centrum-Demokraterne,D,34
Roskildekredsen,1. Roskilde Bibliotek,Judith Sabinsky,Centrum-Demokraterne,D,8
Roskildekredsen,1. Roskilde Bibliotek,Per Frederiksen,Centrum-Demokraterne,D,2
Roskildekredsen,1. Roskilde Bibliotek,Kim Pagels,Centrum-Demokraterne,D,0
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Socialistisk Folkeparti,F,260
Roskildekredsen,1. Roskilde Bibliotek,Jan B. Larsen,Socialistisk Folkeparti,F,43
Roskildekredsen,1. Roskilde Bibliotek,Charlotte Gerhauge-Olesen,Socialistisk Folkeparti,F,75
Roskildekredsen,1. Roskilde Bibliotek,Kim Chr. Jensen,Socialistisk Folkeparti,F,3
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Kristendemokraterne,K,41
Roskildekredsen,1. Roskilde Bibliotek,Alf Mulnæs,Kristendemokraterne,K,6
Roskildekredsen,1. Roskilde Bibliotek,Henrik Berg,Kristendemokraterne,K,3
Roskildekredsen,1. Roskilde Bibliotek,Metha Kjeldsen,Kristendemokraterne,K,3
Roskildekredsen,1. Roskilde Bibliotek,Ib Algot Nielsen,Kristendemokraterne,K,0
Roskildekredsen,1. Roskilde Bibliotek,Partiliste,Minoritetspartiet,M,6
Roskildekredsen,1. Roskilde Bibliotek,Ebba Bigler,Minoritetspartiet,M,5
Roskildekredsen,1. Roskilde Bibliotek,Ulf Kobbernagel,Minoritetspartiet,M,1
