kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Århus Østkredsen,21. Rådhushallen,Lis Randa,Det Konservative Folkeparti,C,4
Århus Østkredsen,21. Rådhushallen,Jonny Trapp Steffensen,Det Konservative Folkeparti,C,8
Århus Østkredsen,21. Rådhushallen,Partiliste,Centrum-Demokraterne,D,134
Århus Østkredsen,21. Rådhushallen,Winnie Ladefoged,Centrum-Demokraterne,D,17
Århus Østkredsen,21. Rådhushallen,Rodein Al-Hadid,Centrum-Demokraterne,D,4
Århus Østkredsen,21. Rådhushallen,Bjarke Rosenbæk Jensen,Centrum-Demokraterne,D,1
Århus Østkredsen,21. Rådhushallen,Erwin Maria Jöhnk,Centrum-Demokraterne,D,0
Århus Østkredsen,21. Rådhushallen,Anna Sigrid Pii Svane,Centrum-Demokraterne,D,7
Århus Østkredsen,21. Rådhushallen,Chris Gade Oxholm Sørensen,Centrum-Demokraterne,D,0
Århus Østkredsen,21. Rådhushallen,Arne Thorsen,Centrum-Demokraterne,D,0
Århus Østkredsen,21. Rådhushallen,Partiliste,Socialistisk Folkeparti,F,565
Århus Østkredsen,21. Rådhushallen,Pernille Frahm,Socialistisk Folkeparti,F,151
Århus Østkredsen,21. Rådhushallen,Morten Homann,Socialistisk Folkeparti,F,114
Århus Østkredsen,21. Rådhushallen,Eigil Andersen,Socialistisk Folkeparti,F,14
Århus Østkredsen,21. Rådhushallen,Rasmus Lindblom,Socialistisk Folkeparti,F,8
Århus Østkredsen,21. Rådhushallen,Jonas Dahl,Socialistisk Folkeparti,F,8
Århus Østkredsen,21. Rådhushallen,Kirstine Bille,Socialistisk Folkeparti,F,21
Århus Østkredsen,21. Rådhushallen,Joan Friis Frausing,Socialistisk Folkeparti,F,5
Århus Østkredsen,21. Rådhushallen,Michael Tersbøl,Socialistisk Folkeparti,F,6
Århus Østkredsen,21. Rådhushallen,Mogens Christian Bedsted,Socialistisk Folkeparti,F,2
Århus Østkredsen,21. Rådhushallen,Helge Jensen,Socialistisk Folkeparti,F,2
Århus Østkredsen,21. Rådhushallen,Partiliste,Kristendemokraterne,K,65
Århus Østkredsen,21. Rådhushallen,Torben Jensen,Kristendemokraterne,K,4
Århus Østkredsen,21. Rådhushallen,Peter Ingeslev,Kristendemokraterne,K,0
Århus Østkredsen,21. Rådhushallen,Marianne Karlsmose,Kristendemokraterne,K,41
Århus Østkredsen,21. Rådhushallen,Mathias Kirkegaard,Kristendemokraterne,K,1
Århus Østkredsen,21. Rådhushallen,Jonas Norgaard Mortensen,Kristendemokraterne,K,5
Århus Østkredsen,21. Rådhushallen,Mogens Stig Nielsen,Kristendemokraterne,K,0
Århus Østkredsen,21. Rådhushallen,Lenette G. Schultz-Knudsen,Kristendemokraterne,K,0
Århus Østkredsen,21. Rådhushallen,Peder Svinth,Kristendemokraterne,K,4
Århus Østkredsen,21. Rådhushallen,Partiliste,Minoritetspartiet,M,24
Århus Østkredsen,21. Rådhushallen,Rune Engelbreth Larsen,Minoritetspartiet,M,33
Århus Østkredsen,21. Rådhushallen,Birgit Breüner,Minoritetspartiet,M,3
Århus Østkredsen,21. Rådhushallen,Steen W. E. Jakobsen,Minoritetspartiet,M,0
Århus Østkredsen,21. Rådhushallen,Johnny Lauritsen,Minoritetspartiet,M,0
Århus Østkredsen,21. Rådhushallen,Bo Stoffregen,Minoritetspartiet,M,1
Århus Østkredsen,21. Rådhushallen,Partiliste,Dansk Folkeparti,O,288
Århus Østkredsen,21. Rådhushallen,Niels-Christian Herholdt Braad,Dansk Folkeparti,O,23
Århus Østkredsen,21. Rådhushallen,Kim Christiansen,Dansk Folkeparti,O,9
Århus Østkredsen,21. Rådhushallen,Per Dalgaard,Dansk Folkeparti,O,8
Århus Østkredsen,21. Rådhushallen,Niels Kallehave,Dansk Folkeparti,O,1
Århus Østkredsen,21. Rådhushallen,Uno Larsson,Dansk Folkeparti,O,3
Århus Østkredsen,21. Rådhushallen,Leif Lund,Dansk Folkeparti,O,3
Århus Østkredsen,21. Rådhushallen,Morten Messerschmidt,Dansk Folkeparti,O,51
Århus Østkredsen,21. Rådhushallen,Thorsten Mikkelsen,Dansk Folkeparti,O,5
Århus Østkredsen,21. Rådhushallen,Martin Skjødt Poulsen,Dansk Folkeparti,O,1
Århus Østkredsen,21. Rådhushallen,Birthe Skaarup,Dansk Folkeparti,O,49
Århus Østkredsen,21. Rådhushallen,Partiliste,"Venstre, Danmarks Liberale Parti",V,1445
Århus Østkredsen,21. Rådhushallen,Hans Kargaard Thomsen,"Venstre, Danmarks Liberale Parti",V,83
Århus Østkredsen,21. Rådhushallen,Kim Andersen,"Venstre, Danmarks Liberale Parti",V,44
Århus Østkredsen,21. Rådhushallen,Anne-Mette Winther Christiansen,"Venstre, Danmarks Liberale Parti",V,79
Århus Østkredsen,21. Rådhushallen,Freddy Dam,"Venstre, Danmarks Liberale Parti",V,30
Århus Østkredsen,21. Rådhushallen,Michael Aastrup Jensen,"Venstre, Danmarks Liberale Parti",V,53
Århus Østkredsen,21. Rådhushallen,Leif Mikkelsen,"Venstre, Danmarks Liberale Parti",V,11
Århus Østkredsen,21. Rådhushallen,Søren Hauberg Nielsen,"Venstre, Danmarks Liberale Parti",V,3
Århus Østkredsen,21. Rådhushallen,Eyvind Vesselbo,"Venstre, Danmarks Liberale Parti",V,39
Århus Østkredsen,21. Rådhushallen,Henrik Vestergaard,"Venstre, Danmarks Liberale Parti",V,55
Århus Østkredsen,21. Rådhushallen,Jørgen Winther,"Venstre, Danmarks Liberale Parti",V,80
Århus Østkredsen,21. Rådhushallen,Partiliste,Enhedslisten - De Rød-Grønne,Ø,293
Århus Østkredsen,21. Rådhushallen,Frank Aaen,Enhedslisten - De Rød-Grønne,Ø,224
Århus Østkredsen,21. Rådhushallen,Søren Egge Rasmussen,Enhedslisten - De Rød-Grønne,Ø,35
Århus Østkredsen,21. Rådhushallen,Jette Jensen,Enhedslisten - De Rød-Grønne,Ø,35
Århus Østkredsen,21. Rådhushallen,Lene Fruelund,Enhedslisten - De Rød-Grønne,Ø,14
Århus Østkredsen,21. Rådhushallen,Peder Meyhoff,Enhedslisten - De Rød-Grønne,Ø,2
Århus Østkredsen,21. Rådhushallen,Rune Møller Stahl,Enhedslisten - De Rød-Grønne,Ø,6
Århus Østkredsen,21. Rådhushallen,Finn Andersen,Enhedslisten - De Rød-Grønne,Ø,2
Århus Østkredsen,21. Rådhushallen,Kit Aastrup,Enhedslisten - De Rød-Grønne,Ø,8
Århus Østkredsen,21. Rådhushallen,Henrik Qvist,Enhedslisten - De Rød-Grønne,Ø,1
Århus Østkredsen,21. Rådhushallen,Janus Kramer Møller,(Uden for parti),(Uden for parti),5
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Socialdemokratiet,A,957
Århus Østkredsen,41. Samsøgades Skole,Svend Auken,Socialdemokratiet,A,1078
Århus Østkredsen,41. Samsøgades Skole,Hüseyin Arac,Socialdemokratiet,A,115
Århus Østkredsen,41. Samsøgades Skole,Lars Bang,Socialdemokratiet,A,4
Århus Østkredsen,41. Samsøgades Skole,René Skau Björnsson,Socialdemokratiet,A,74
Århus Østkredsen,41. Samsøgades Skole,Kirsten Brosbøl,Socialdemokratiet,A,76
Århus Østkredsen,41. Samsøgades Skole,Torben Hansen,Socialdemokratiet,A,7
Århus Østkredsen,41. Samsøgades Skole,Anne-Marie Meldgaard,Socialdemokratiet,A,75
Århus Østkredsen,41. Samsøgades Skole,Jørn Pedersen,Socialdemokratiet,A,2
Århus Østkredsen,41. Samsøgades Skole,Jan Petersen,Socialdemokratiet,A,6
Århus Østkredsen,41. Samsøgades Skole,Rita Vinding,Socialdemokratiet,A,5
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Det Radikale Venstre,B,1732
Århus Østkredsen,41. Samsøgades Skole,Elisabeth Arnold,Det Radikale Venstre,B,304
Århus Østkredsen,41. Samsøgades Skole,Kåre Albrechtsen,Det Radikale Venstre,B,61
Århus Østkredsen,41. Samsøgades Skole,Mogens Frederiksen,Det Radikale Venstre,B,4
Århus Østkredsen,41. Samsøgades Skole,Gunhild Husum,Det Radikale Venstre,B,15
Århus Østkredsen,41. Samsøgades Skole,Lasse Højgaard,Det Radikale Venstre,B,4
Århus Østkredsen,41. Samsøgades Skole,Mogens Nyholm,Det Radikale Venstre,B,1
Århus Østkredsen,41. Samsøgades Skole,Ela Nørgaard,Det Radikale Venstre,B,2
Århus Østkredsen,41. Samsøgades Skole,Marianne Saxtoft,Det Radikale Venstre,B,27
Århus Østkredsen,41. Samsøgades Skole,Sven Skovmand,Det Radikale Venstre,B,13
Århus Østkredsen,41. Samsøgades Skole,Morten Østergaard,Det Radikale Venstre,B,278
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Det Konservative Folkeparti,C,531
Århus Østkredsen,41. Samsøgades Skole,Henriette Kjær,Det Konservative Folkeparti,C,315
Århus Østkredsen,41. Samsøgades Skole,Tom Behnke,Det Konservative Folkeparti,C,29
Århus Østkredsen,41. Samsøgades Skole,Ole Esmark,Det Konservative Folkeparti,C,19
Århus Østkredsen,41. Samsøgades Skole,Søren Fischer,Det Konservative Folkeparti,C,8
Århus Østkredsen,41. Samsøgades Skole,Benny Hammer,Det Konservative Folkeparti,C,6
Århus Østkredsen,41. Samsøgades Skole,Benny Jensen,Det Konservative Folkeparti,C,7
Århus Østkredsen,41. Samsøgades Skole,Ann-Kathrine Karoff,Det Konservative Folkeparti,C,40
Århus Østkredsen,41. Samsøgades Skole,Poul Müller,Det Konservative Folkeparti,C,9
Århus Østkredsen,41. Samsøgades Skole,Lis Randa,Det Konservative Folkeparti,C,4
Århus Østkredsen,41. Samsøgades Skole,Jonny Trapp Steffensen,Det Konservative Folkeparti,C,20
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Centrum-Demokraterne,D,115
Århus Østkredsen,41. Samsøgades Skole,Winnie Ladefoged,Centrum-Demokraterne,D,12
Århus Østkredsen,41. Samsøgades Skole,Rodein Al-Hadid,Centrum-Demokraterne,D,14
Århus Østkredsen,41. Samsøgades Skole,Bjarke Rosenbæk Jensen,Centrum-Demokraterne,D,4
Århus Østkredsen,41. Samsøgades Skole,Erwin Maria Jöhnk,Centrum-Demokraterne,D,0
Århus Østkredsen,41. Samsøgades Skole,Anna Sigrid Pii Svane,Centrum-Demokraterne,D,5
Århus Østkredsen,41. Samsøgades Skole,Chris Gade Oxholm Sørensen,Centrum-Demokraterne,D,0
Århus Østkredsen,41. Samsøgades Skole,Arne Thorsen,Centrum-Demokraterne,D,0
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Socialistisk Folkeparti,F,741
Århus Østkredsen,41. Samsøgades Skole,Pernille Frahm,Socialistisk Folkeparti,F,153
Århus Østkredsen,41. Samsøgades Skole,Morten Homann,Socialistisk Folkeparti,F,139
Århus Østkredsen,41. Samsøgades Skole,Eigil Andersen,Socialistisk Folkeparti,F,10
Århus Østkredsen,41. Samsøgades Skole,Rasmus Lindblom,Socialistisk Folkeparti,F,5
Århus Østkredsen,41. Samsøgades Skole,Jonas Dahl,Socialistisk Folkeparti,F,19
Århus Østkredsen,41. Samsøgades Skole,Kirstine Bille,Socialistisk Folkeparti,F,29
Århus Østkredsen,41. Samsøgades Skole,Joan Friis Frausing,Socialistisk Folkeparti,F,10
Århus Østkredsen,41. Samsøgades Skole,Michael Tersbøl,Socialistisk Folkeparti,F,5
Århus Østkredsen,41. Samsøgades Skole,Mogens Christian Bedsted,Socialistisk Folkeparti,F,2
Århus Østkredsen,41. Samsøgades Skole,Helge Jensen,Socialistisk Folkeparti,F,1
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Kristendemokraterne,K,83
Århus Østkredsen,41. Samsøgades Skole,Torben Jensen,Kristendemokraterne,K,2
Århus Østkredsen,41. Samsøgades Skole,Peter Ingeslev,Kristendemokraterne,K,1
Århus Østkredsen,41. Samsøgades Skole,Marianne Karlsmose,Kristendemokraterne,K,62
Århus Østkredsen,41. Samsøgades Skole,Mathias Kirkegaard,Kristendemokraterne,K,0
Århus Østkredsen,41. Samsøgades Skole,Jonas Norgaard Mortensen,Kristendemokraterne,K,8
Århus Østkredsen,41. Samsøgades Skole,Mogens Stig Nielsen,Kristendemokraterne,K,1
Århus Østkredsen,41. Samsøgades Skole,Lenette G. Schultz-Knudsen,Kristendemokraterne,K,2
Århus Østkredsen,41. Samsøgades Skole,Peder Svinth,Kristendemokraterne,K,4
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Minoritetspartiet,M,21
Århus Østkredsen,41. Samsøgades Skole,Rune Engelbreth Larsen,Minoritetspartiet,M,25
Århus Østkredsen,41. Samsøgades Skole,Birgit Breüner,Minoritetspartiet,M,2
Århus Østkredsen,41. Samsøgades Skole,Steen W. E. Jakobsen,Minoritetspartiet,M,0
Århus Østkredsen,41. Samsøgades Skole,Johnny Lauritsen,Minoritetspartiet,M,0
Århus Østkredsen,41. Samsøgades Skole,Bo Stoffregen,Minoritetspartiet,M,1
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Dansk Folkeparti,O,300
Århus Østkredsen,41. Samsøgades Skole,Niels-Christian Herholdt Braad,Dansk Folkeparti,O,12
Århus Østkredsen,41. Samsøgades Skole,Kim Christiansen,Dansk Folkeparti,O,8
Århus Østkredsen,41. Samsøgades Skole,Per Dalgaard,Dansk Folkeparti,O,8
Århus Østkredsen,41. Samsøgades Skole,Niels Kallehave,Dansk Folkeparti,O,3
Århus Østkredsen,41. Samsøgades Skole,Uno Larsson,Dansk Folkeparti,O,0
Århus Østkredsen,41. Samsøgades Skole,Leif Lund,Dansk Folkeparti,O,0
Århus Østkredsen,41. Samsøgades Skole,Morten Messerschmidt,Dansk Folkeparti,O,43
Århus Østkredsen,41. Samsøgades Skole,Thorsten Mikkelsen,Dansk Folkeparti,O,5
Århus Østkredsen,41. Samsøgades Skole,Martin Skjødt Poulsen,Dansk Folkeparti,O,4
Århus Østkredsen,41. Samsøgades Skole,Birthe Skaarup,Dansk Folkeparti,O,52
Århus Østkredsen,41. Samsøgades Skole,Partiliste,"Venstre, Danmarks Liberale Parti",V,1290
Århus Østkredsen,41. Samsøgades Skole,Hans Kargaard Thomsen,"Venstre, Danmarks Liberale Parti",V,73
Århus Østkredsen,41. Samsøgades Skole,Kim Andersen,"Venstre, Danmarks Liberale Parti",V,30
Århus Østkredsen,41. Samsøgades Skole,Anne-Mette Winther Christiansen,"Venstre, Danmarks Liberale Parti",V,52
Århus Østkredsen,41. Samsøgades Skole,Freddy Dam,"Venstre, Danmarks Liberale Parti",V,31
Århus Østkredsen,41. Samsøgades Skole,Michael Aastrup Jensen,"Venstre, Danmarks Liberale Parti",V,40
Århus Østkredsen,41. Samsøgades Skole,Leif Mikkelsen,"Venstre, Danmarks Liberale Parti",V,12
Århus Østkredsen,41. Samsøgades Skole,Søren Hauberg Nielsen,"Venstre, Danmarks Liberale Parti",V,1
Århus Østkredsen,41. Samsøgades Skole,Eyvind Vesselbo,"Venstre, Danmarks Liberale Parti",V,27
Århus Østkredsen,41. Samsøgades Skole,Henrik Vestergaard,"Venstre, Danmarks Liberale Parti",V,40
Århus Østkredsen,41. Samsøgades Skole,Jørgen Winther,"Venstre, Danmarks Liberale Parti",V,70
Århus Østkredsen,41. Samsøgades Skole,Partiliste,Enhedslisten - De Rød-Grønne,Ø,429
Århus Østkredsen,41. Samsøgades Skole,Frank Aaen,Enhedslisten - De Rød-Grønne,Ø,294
Århus Østkredsen,41. Samsøgades Skole,Søren Egge Rasmussen,Enhedslisten - De Rød-Grønne,Ø,55
Århus Østkredsen,41. Samsøgades Skole,Jette Jensen,Enhedslisten - De Rød-Grønne,Ø,49
Århus Østkredsen,41. Samsøgades Skole,Lene Fruelund,Enhedslisten - De Rød-Grønne,Ø,21
Århus Østkredsen,41. Samsøgades Skole,Peder Meyhoff,Enhedslisten - De Rød-Grønne,Ø,4
Århus Østkredsen,41. Samsøgades Skole,Rune Møller Stahl,Enhedslisten - De Rød-Grønne,Ø,8
Århus Østkredsen,41. Samsøgades Skole,Finn Andersen,Enhedslisten - De Rød-Grønne,Ø,4
Århus Østkredsen,41. Samsøgades Skole,Kit Aastrup,Enhedslisten - De Rød-Grønne,Ø,15
Århus Østkredsen,41. Samsøgades Skole,Henrik Qvist,Enhedslisten - De Rød-Grønne,Ø,3
Århus Østkredsen,41. Samsøgades Skole,Janus Kramer Møller,(Uden for parti),(Uden for parti),2
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Socialdemokratiet,A,408
Århus Østkredsen,45. Bellevue-Hallen,Svend Auken,Socialdemokratiet,A,595
Århus Østkredsen,45. Bellevue-Hallen,Hüseyin Arac,Socialdemokratiet,A,68
Århus Østkredsen,45. Bellevue-Hallen,Lars Bang,Socialdemokratiet,A,4
Århus Østkredsen,45. Bellevue-Hallen,René Skau Björnsson,Socialdemokratiet,A,73
Århus Østkredsen,45. Bellevue-Hallen,Kirsten Brosbøl,Socialdemokratiet,A,50
Århus Østkredsen,45. Bellevue-Hallen,Torben Hansen,Socialdemokratiet,A,4
Århus Østkredsen,45. Bellevue-Hallen,Anne-Marie Meldgaard,Socialdemokratiet,A,92
Århus Østkredsen,45. Bellevue-Hallen,Jørn Pedersen,Socialdemokratiet,A,0
Århus Østkredsen,45. Bellevue-Hallen,Jan Petersen,Socialdemokratiet,A,5
Århus Østkredsen,45. Bellevue-Hallen,Rita Vinding,Socialdemokratiet,A,4
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Det Radikale Venstre,B,559
Århus Østkredsen,45. Bellevue-Hallen,Elisabeth Arnold,Det Radikale Venstre,B,211
Århus Østkredsen,45. Bellevue-Hallen,Kåre Albrechtsen,Det Radikale Venstre,B,29
Århus Østkredsen,45. Bellevue-Hallen,Mogens Frederiksen,Det Radikale Venstre,B,1
Århus Østkredsen,45. Bellevue-Hallen,Gunhild Husum,Det Radikale Venstre,B,12
Århus Østkredsen,45. Bellevue-Hallen,Lasse Højgaard,Det Radikale Venstre,B,3
Århus Østkredsen,45. Bellevue-Hallen,Mogens Nyholm,Det Radikale Venstre,B,0
Århus Østkredsen,45. Bellevue-Hallen,Ela Nørgaard,Det Radikale Venstre,B,1
Århus Østkredsen,45. Bellevue-Hallen,Marianne Saxtoft,Det Radikale Venstre,B,20
Århus Østkredsen,45. Bellevue-Hallen,Sven Skovmand,Det Radikale Venstre,B,11
Århus Østkredsen,45. Bellevue-Hallen,Morten Østergaard,Det Radikale Venstre,B,104
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Det Konservative Folkeparti,C,363
Århus Østkredsen,45. Bellevue-Hallen,Henriette Kjær,Det Konservative Folkeparti,C,400
Århus Østkredsen,45. Bellevue-Hallen,Tom Behnke,Det Konservative Folkeparti,C,74
Århus Østkredsen,45. Bellevue-Hallen,Ole Esmark,Det Konservative Folkeparti,C,14
Århus Østkredsen,45. Bellevue-Hallen,Søren Fischer,Det Konservative Folkeparti,C,8
Århus Østkredsen,45. Bellevue-Hallen,Benny Hammer,Det Konservative Folkeparti,C,1
Århus Østkredsen,45. Bellevue-Hallen,Benny Jensen,Det Konservative Folkeparti,C,1
Århus Østkredsen,45. Bellevue-Hallen,Ann-Kathrine Karoff,Det Konservative Folkeparti,C,38
Århus Østkredsen,45. Bellevue-Hallen,Poul Müller,Det Konservative Folkeparti,C,24
Århus Østkredsen,45. Bellevue-Hallen,Lis Randa,Det Konservative Folkeparti,C,7
Århus Østkredsen,45. Bellevue-Hallen,Jonny Trapp Steffensen,Det Konservative Folkeparti,C,5
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Centrum-Demokraterne,D,44
Århus Østkredsen,45. Bellevue-Hallen,Winnie Ladefoged,Centrum-Demokraterne,D,9
Århus Østkredsen,45. Bellevue-Hallen,Rodein Al-Hadid,Centrum-Demokraterne,D,1
Århus Østkredsen,45. Bellevue-Hallen,Bjarke Rosenbæk Jensen,Centrum-Demokraterne,D,0
Århus Østkredsen,45. Bellevue-Hallen,Erwin Maria Jöhnk,Centrum-Demokraterne,D,0
Århus Østkredsen,45. Bellevue-Hallen,Anna Sigrid Pii Svane,Centrum-Demokraterne,D,3
Århus Østkredsen,45. Bellevue-Hallen,Chris Gade Oxholm Sørensen,Centrum-Demokraterne,D,0
Århus Østkredsen,45. Bellevue-Hallen,Arne Thorsen,Centrum-Demokraterne,D,0
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Socialistisk Folkeparti,F,208
Århus Østkredsen,45. Bellevue-Hallen,Pernille Frahm,Socialistisk Folkeparti,F,103
Århus Østkredsen,45. Bellevue-Hallen,Morten Homann,Socialistisk Folkeparti,F,62
Århus Østkredsen,45. Bellevue-Hallen,Eigil Andersen,Socialistisk Folkeparti,F,10
Århus Østkredsen,45. Bellevue-Hallen,Rasmus Lindblom,Socialistisk Folkeparti,F,2
Århus Østkredsen,45. Bellevue-Hallen,Jonas Dahl,Socialistisk Folkeparti,F,6
Århus Østkredsen,45. Bellevue-Hallen,Kirstine Bille,Socialistisk Folkeparti,F,11
Århus Østkredsen,45. Bellevue-Hallen,Joan Friis Frausing,Socialistisk Folkeparti,F,9
Århus Østkredsen,45. Bellevue-Hallen,Michael Tersbøl,Socialistisk Folkeparti,F,1
Århus Østkredsen,45. Bellevue-Hallen,Mogens Christian Bedsted,Socialistisk Folkeparti,F,3
Århus Østkredsen,45. Bellevue-Hallen,Helge Jensen,Socialistisk Folkeparti,F,1
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Kristendemokraterne,K,45
Århus Østkredsen,45. Bellevue-Hallen,Torben Jensen,Kristendemokraterne,K,4
Århus Østkredsen,45. Bellevue-Hallen,Peter Ingeslev,Kristendemokraterne,K,0
Århus Østkredsen,45. Bellevue-Hallen,Marianne Karlsmose,Kristendemokraterne,K,43
Århus Østkredsen,45. Bellevue-Hallen,Mathias Kirkegaard,Kristendemokraterne,K,2
Århus Østkredsen,45. Bellevue-Hallen,Jonas Norgaard Mortensen,Kristendemokraterne,K,5
Århus Østkredsen,45. Bellevue-Hallen,Mogens Stig Nielsen,Kristendemokraterne,K,1
Århus Østkredsen,45. Bellevue-Hallen,Lenette G. Schultz-Knudsen,Kristendemokraterne,K,0
Århus Østkredsen,45. Bellevue-Hallen,Peder Svinth,Kristendemokraterne,K,2
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Minoritetspartiet,M,8
Århus Østkredsen,45. Bellevue-Hallen,Rune Engelbreth Larsen,Minoritetspartiet,M,5
Århus Østkredsen,45. Bellevue-Hallen,Birgit Breüner,Minoritetspartiet,M,2
Århus Østkredsen,45. Bellevue-Hallen,Steen W. E. Jakobsen,Minoritetspartiet,M,0
Århus Østkredsen,45. Bellevue-Hallen,Johnny Lauritsen,Minoritetspartiet,M,0
Århus Østkredsen,45. Bellevue-Hallen,Bo Stoffregen,Minoritetspartiet,M,1
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,Dansk Folkeparti,O,279
Århus Østkredsen,45. Bellevue-Hallen,Niels-Christian Herholdt Braad,Dansk Folkeparti,O,17
Århus Østkredsen,45. Bellevue-Hallen,Kim Christiansen,Dansk Folkeparti,O,7
Århus Østkredsen,45. Bellevue-Hallen,Per Dalgaard,Dansk Folkeparti,O,5
Århus Østkredsen,45. Bellevue-Hallen,Niels Kallehave,Dansk Folkeparti,O,2
Århus Østkredsen,45. Bellevue-Hallen,Uno Larsson,Dansk Folkeparti,O,3
Århus Østkredsen,45. Bellevue-Hallen,Leif Lund,Dansk Folkeparti,O,2
Århus Østkredsen,45. Bellevue-Hallen,Morten Messerschmidt,Dansk Folkeparti,O,38
Århus Østkredsen,45. Bellevue-Hallen,Thorsten Mikkelsen,Dansk Folkeparti,O,1
Århus Østkredsen,45. Bellevue-Hallen,Martin Skjødt Poulsen,Dansk Folkeparti,O,2
Århus Østkredsen,45. Bellevue-Hallen,Birthe Skaarup,Dansk Folkeparti,O,91
Århus Østkredsen,45. Bellevue-Hallen,Partiliste,"Venstre, Danmarks Liberale Parti",V,1131
Århus Østkredsen,45. Bellevue-Hallen,Hans Kargaard Thomsen,"Venstre, Danmarks Liberale Parti",V,433
Århus Østkredsen,45. Bellevue-Hallen,Kim Andersen,"Venstre, Danmarks Liberale Parti",V,46
Århus Østkredsen,45. Bellevue-Hallen,Anne-Mette Winther Christiansen,"Venstre, Danmarks Liberale Parti",V,95
Århus Østkredsen,45. Bellevue-Hallen,Freddy Dam,"Venstre, Danmarks Liberale Parti",V,49
Århus Østkredsen,45. Bellevue-Hallen,Michael Aastrup Jensen,"Venstre, Danmarks Liberale Parti",V,47
Århus Østkredsen,45. Bellevue-Hallen,Leif Mikkelsen,"Venstre, Danmarks Liberale Parti",V,13
Århus Østkredsen,45. Bellevue-Hallen,Søren Hauberg Nielsen,"Venstre, Danmarks Liberale Parti",V,4
Århus Østkredsen,45. Bellevue-Hallen,Eyvind Vesselbo,"Venstre, Danmarks Liberale Parti",V,55
