kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Ryvangskredsen,1. 1. Ryvang,Partiliste,Socialdemokratiet,A,969
Ryvangskredsen,1. 1. Ryvang,Ole Hækkerup,Socialdemokratiet,A,186
Ryvangskredsen,1. 1. Ryvang,Yildiz Akdogan,Socialdemokratiet,A,36
Ryvangskredsen,1. 1. Ryvang,Jytte Andersen,Socialdemokratiet,A,81
Ryvangskredsen,1. 1. Ryvang,Anette Holst Christensen,Socialdemokratiet,A,15
Ryvangskredsen,1. 1. Ryvang,Lars Kramer Mikkelsen,Socialdemokratiet,A,25
Ryvangskredsen,1. 1. Ryvang,Peter Fogsgaard Nielsen,Socialdemokratiet,A,20
Ryvangskredsen,1. 1. Ryvang,Jakob Thiemann,Socialdemokratiet,A,4
Ryvangskredsen,1. 1. Ryvang,Helle Thorning-Schmidt,Socialdemokratiet,A,295
Ryvangskredsen,1. 1. Ryvang,Partiliste,Det Radikale Venstre,B,892
Ryvangskredsen,1. 1. Ryvang,Mikkel Sarbo,Det Radikale Venstre,B,19
Ryvangskredsen,1. 1. Ryvang,Tina Bostrup,Det Radikale Venstre,B,64
Ryvangskredsen,1. 1. Ryvang,Inger Marie Bruun-Vierø,Det Radikale Venstre,B,32
Ryvangskredsen,1. 1. Ryvang,Rune Heiberg Hansen,Det Radikale Venstre,B,10
Ryvangskredsen,1. 1. Ryvang,Naser Khader,Det Radikale Venstre,B,359
Ryvangskredsen,1. 1. Ryvang,Gorm Boe Petersen,Det Radikale Venstre,B,3
Ryvangskredsen,1. 1. Ryvang,Merete Riisager,Det Radikale Venstre,B,40
Ryvangskredsen,1. 1. Ryvang,Jeppe Trolle,Det Radikale Venstre,B,6
Ryvangskredsen,1. 1. Ryvang,Partiliste,Det Konservative Folkeparti,C,535
Ryvangskredsen,1. 1. Ryvang,Helle Sjelle,Det Konservative Folkeparti,C,133
Ryvangskredsen,1. 1. Ryvang,Peter Grane,Det Konservative Folkeparti,C,11
Ryvangskredsen,1. 1. Ryvang,Rasmus Jarlov,Det Konservative Folkeparti,C,17
Ryvangskredsen,1. 1. Ryvang,Mogens Lønborg,Det Konservative Folkeparti,C,46
Ryvangskredsen,1. 1. Ryvang,Frank Høgholm Pedersen,Det Konservative Folkeparti,C,3
Ryvangskredsen,1. 1. Ryvang,Brian K. Schjertzer,Det Konservative Folkeparti,C,1
Ryvangskredsen,1. 1. Ryvang,Vilhelm Topsøe,Det Konservative Folkeparti,C,5
Ryvangskredsen,1. 1. Ryvang,Martin H. Wolffbrandt,Det Konservative Folkeparti,C,16
Ryvangskredsen,1. 1. Ryvang,Partiliste,Centrum-Demokraterne,D,70
Ryvangskredsen,1. 1. Ryvang,A. Ben Haddou,Centrum-Demokraterne,D,6
Ryvangskredsen,1. 1. Ryvang,Alex Heick,Centrum-Demokraterne,D,0
Ryvangskredsen,1. 1. Ryvang,Christian Hesselberg,Centrum-Demokraterne,D,6
Ryvangskredsen,1. 1. Ryvang,Stig Joensen,Centrum-Demokraterne,D,1
Ryvangskredsen,1. 1. Ryvang,Anne Laugesen,Centrum-Demokraterne,D,1
Ryvangskredsen,1. 1. Ryvang,Lisbeth Ougaard,Centrum-Demokraterne,D,0
Ryvangskredsen,1. 1. Ryvang,Partiliste,Socialistisk Folkeparti,F,415
Ryvangskredsen,1. 1. Ryvang,Nis Bech,Socialistisk Folkeparti,F,9
Ryvangskredsen,1. 1. Ryvang,Ozlem Cekic,Socialistisk Folkeparti,F,29
Ryvangskredsen,1. 1. Ryvang,Thake Fogh Cordt,Socialistisk Folkeparti,F,8
Ryvangskredsen,1. 1. Ryvang,Jan Damskier,Socialistisk Folkeparti,F,0
Ryvangskredsen,1. 1. Ryvang,Marie Fugl,Socialistisk Folkeparti,F,38
Ryvangskredsen,1. 1. Ryvang,Anne Grete Holmsgaard,Socialistisk Folkeparti,F,147
Ryvangskredsen,1. 1. Ryvang,Ole Riisgaard,Socialistisk Folkeparti,F,1
Ryvangskredsen,1. 1. Ryvang,Pelle Voigt,Socialistisk Folkeparti,F,7
Ryvangskredsen,1. 1. Ryvang,Partiliste,Kristendemokraterne,K,66
Ryvangskredsen,1. 1. Ryvang,Bent Sohn Thomsen,Kristendemokraterne,K,2
Ryvangskredsen,1. 1. Ryvang,Nanna Bock,Kristendemokraterne,K,5
Ryvangskredsen,1. 1. Ryvang,Nikolaj Feldbech,Kristendemokraterne,K,3
Ryvangskredsen,1. 1. Ryvang,Ole Dupont Kofod,Kristendemokraterne,K,2
Ryvangskredsen,1. 1. Ryvang,Anette Nilsson,Kristendemokraterne,K,3
Ryvangskredsen,1. 1. Ryvang,Partiliste,Minoritetspartiet,M,16
Ryvangskredsen,1. 1. Ryvang,Gunnar Wulff,Minoritetspartiet,M,3
Ryvangskredsen,1. 1. Ryvang,Adel Hassan,Minoritetspartiet,M,1
Ryvangskredsen,1. 1. Ryvang,Mikkel Johannsen,Minoritetspartiet,M,0
Ryvangskredsen,1. 1. Ryvang,Abdul-Wahid Pedersen,Minoritetspartiet,M,6
Ryvangskredsen,1. 1. Ryvang,Kjeld I. Thomsen,Minoritetspartiet,M,2
Ryvangskredsen,1. 1. Ryvang,Partiliste,Dansk Folkeparti,O,444
Ryvangskredsen,1. 1. Ryvang,Peter Skaarup,Dansk Folkeparti,O,268
Ryvangskredsen,1. 1. Ryvang,Torben Viktor Adelborg-Beck,Dansk Folkeparti,O,15
Ryvangskredsen,1. 1. Ryvang,Jette M. Bertelsen,Dansk Folkeparti,O,14
Ryvangskredsen,1. 1. Ryvang,Anna Rosbach,Dansk Folkeparti,O,13
Ryvangskredsen,1. 1. Ryvang,Partiliste,"Venstre, Danmarks Liberale Parti",V,906
Ryvangskredsen,1. 1. Ryvang,Søren Pind,"Venstre, Danmarks Liberale Parti",V,301
Ryvangskredsen,1. 1. Ryvang,Inge Dahl-Sørensen,"Venstre, Danmarks Liberale Parti",V,80
Ryvangskredsen,1. 1. Ryvang,Kasper Krüger,"Venstre, Danmarks Liberale Parti",V,28
Ryvangskredsen,1. 1. Ryvang,Philippe Marcher,"Venstre, Danmarks Liberale Parti",V,10
Ryvangskredsen,1. 1. Ryvang,Heidi Wang,"Venstre, Danmarks Liberale Parti",V,41
Ryvangskredsen,1. 1. Ryvang,Partiliste,Enhedslisten - De Rød-Grønne,Ø,151
Ryvangskredsen,1. 1. Ryvang,Jens Borking,Enhedslisten - De Rød-Grønne,Ø,13
Ryvangskredsen,1. 1. Ryvang,Pernille Rosenkrantz-Theil,Enhedslisten - De Rød-Grønne,Ø,502
Ryvangskredsen,1. 1. Ryvang,Majbrit Berlau,Enhedslisten - De Rød-Grønne,Ø,10
Ryvangskredsen,1. 1. Ryvang,Mette Bloch Hansen,Enhedslisten - De Rød-Grønne,Ø,3
Ryvangskredsen,1. 1. Ryvang,Morten Kabell,Enhedslisten - De Rød-Grønne,Ø,1
Ryvangskredsen,1. 1. Ryvang,Khaled Mustapha,Enhedslisten - De Rød-Grønne,Ø,3
Ryvangskredsen,1. 1. Ryvang,Bente Møller,Enhedslisten - De Rød-Grønne,Ø,3
Ryvangskredsen,1. 1. Ryvang,Ole Donbæk Jensen,Enhedslisten - De Rød-Grønne,Ø,1
Ryvangskredsen,1. 1. Ryvang,Åse Clausen,(Uden for parti),(Uden for parti),0
Ryvangskredsen,1. 1. Ryvang,Maria Ibsen,(Uden for parti),(Uden for parti),0
Ryvangskredsen,1. 1. Ryvang,Feride Istogu Gillesberg,(Uden for parti),(Uden for parti),1
Ryvangskredsen,2. 1. Vest,Partiliste,Socialdemokratiet,A,518
Ryvangskredsen,2. 1. Vest,Ole Hækkerup,Socialdemokratiet,A,219
Ryvangskredsen,2. 1. Vest,Yildiz Akdogan,Socialdemokratiet,A,7
Ryvangskredsen,2. 1. Vest,Jytte Andersen,Socialdemokratiet,A,74
Ryvangskredsen,2. 1. Vest,Anette Holst Christensen,Socialdemokratiet,A,11
Ryvangskredsen,2. 1. Vest,Lars Kramer Mikkelsen,Socialdemokratiet,A,17
Ryvangskredsen,2. 1. Vest,Peter Fogsgaard Nielsen,Socialdemokratiet,A,2
Ryvangskredsen,2. 1. Vest,Jakob Thiemann,Socialdemokratiet,A,3
Ryvangskredsen,2. 1. Vest,Helle Thorning-Schmidt,Socialdemokratiet,A,109
Ryvangskredsen,2. 1. Vest,Partiliste,Det Radikale Venstre,B,241
Ryvangskredsen,2. 1. Vest,Mikkel Sarbo,Det Radikale Venstre,B,4
Ryvangskredsen,2. 1. Vest,Tina Bostrup,Det Radikale Venstre,B,28
Ryvangskredsen,2. 1. Vest,Inger Marie Bruun-Vierø,Det Radikale Venstre,B,8
Ryvangskredsen,2. 1. Vest,Rune Heiberg Hansen,Det Radikale Venstre,B,0
Ryvangskredsen,2. 1. Vest,Naser Khader,Det Radikale Venstre,B,103
Ryvangskredsen,2. 1. Vest,Gorm Boe Petersen,Det Radikale Venstre,B,1
Ryvangskredsen,2. 1. Vest,Merete Riisager,Det Radikale Venstre,B,8
Ryvangskredsen,2. 1. Vest,Jeppe Trolle,Det Radikale Venstre,B,1
Ryvangskredsen,2. 1. Vest,Partiliste,Det Konservative Folkeparti,C,140
Ryvangskredsen,2. 1. Vest,Helle Sjelle,Det Konservative Folkeparti,C,35
Ryvangskredsen,2. 1. Vest,Peter Grane,Det Konservative Folkeparti,C,3
Ryvangskredsen,2. 1. Vest,Rasmus Jarlov,Det Konservative Folkeparti,C,4
Ryvangskredsen,2. 1. Vest,Mogens Lønborg,Det Konservative Folkeparti,C,19
