kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Socialdemokratiet,A,18
Vardekredsen,1. Henne Søndre Sogn,Henrik Nielsen,Socialdemokratiet,A,9
Vardekredsen,1. Henne Søndre Sogn,Kim Mortensen,Socialdemokratiet,A,5
Vardekredsen,1. Henne Søndre Sogn,Troels Ravn,Socialdemokratiet,A,0
Vardekredsen,1. Henne Søndre Sogn,Margot Torp,Socialdemokratiet,A,3
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Det Radikale Venstre,B,12
Vardekredsen,1. Henne Søndre Sogn,Hans Vestager,Det Radikale Venstre,B,3
Vardekredsen,1. Henne Søndre Sogn,Gunnar O. Schmidt,Det Radikale Venstre,B,1
Vardekredsen,1. Henne Søndre Sogn,Bjarke Thomassen,Det Radikale Venstre,B,0
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Det Konservative Folkeparti,C,15
Vardekredsen,1. Henne Søndre Sogn,Bodil Tang Kristensen,Det Konservative Folkeparti,C,16
Vardekredsen,1. Henne Søndre Sogn,Per Christensen,Det Konservative Folkeparti,C,0
Vardekredsen,1. Henne Søndre Sogn,Hans Ulrich Madsen,Det Konservative Folkeparti,C,3
Vardekredsen,1. Henne Søndre Sogn,Eva Thisted,Det Konservative Folkeparti,C,1
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Centrum-Demokraterne,D,4
Vardekredsen,1. Henne Søndre Sogn,Jette Seidenschnur,Centrum-Demokraterne,D,1
Vardekredsen,1. Henne Søndre Sogn,Lars Bo,Centrum-Demokraterne,D,0
Vardekredsen,1. Henne Søndre Sogn,Anders Yoon Veie Gudsø,Centrum-Demokraterne,D,0
Vardekredsen,1. Henne Søndre Sogn,Bob Madsen,Centrum-Demokraterne,D,0
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Socialistisk Folkeparti,F,3
Vardekredsen,1. Henne Søndre Sogn,Claus Larsen,Socialistisk Folkeparti,F,0
Vardekredsen,1. Henne Søndre Sogn,Jørgen Ahlqvist,Socialistisk Folkeparti,F,0
Vardekredsen,1. Henne Søndre Sogn,Ida Auken,Socialistisk Folkeparti,F,4
Vardekredsen,1. Henne Søndre Sogn,Bodil Baagø,Socialistisk Folkeparti,F,0
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Kristendemokraterne,K,19
Vardekredsen,1. Henne Søndre Sogn,Inger Gimm,Kristendemokraterne,K,7
Vardekredsen,1. Henne Søndre Sogn,Knud Erik Hermann,Kristendemokraterne,K,0
Vardekredsen,1. Henne Søndre Sogn,Gunnar Lundsgaard,Kristendemokraterne,K,0
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Minoritetspartiet,M,1
Vardekredsen,1. Henne Søndre Sogn,Signe Engelbreth Larsen,Minoritetspartiet,M,0
Vardekredsen,1. Henne Søndre Sogn,Aase Bak-Nielsen,Minoritetspartiet,M,0
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Dansk Folkeparti,O,28
Vardekredsen,1. Henne Søndre Sogn,Eva Brammer,Dansk Folkeparti,O,4
Vardekredsen,1. Henne Søndre Sogn,Bjarne Jensen,Dansk Folkeparti,O,1
Vardekredsen,1. Henne Søndre Sogn,Karin Nødgaard,Dansk Folkeparti,O,2
Vardekredsen,1. Henne Søndre Sogn,Partiliste,"Venstre, Danmarks Liberale Parti",V,28
Vardekredsen,1. Henne Søndre Sogn,Christian Lund Jepsen,"Venstre, Danmarks Liberale Parti",V,45
Vardekredsen,1. Henne Søndre Sogn,Kurt Kirkegaard,"Venstre, Danmarks Liberale Parti",V,3
Vardekredsen,1. Henne Søndre Sogn,Preben Rudiengaard,"Venstre, Danmarks Liberale Parti",V,4
Vardekredsen,1. Henne Søndre Sogn,Ulla Tørnæs,"Venstre, Danmarks Liberale Parti",V,16
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Enhedslisten - De Rød-Grønne,Ø,5
Vardekredsen,1. Henne Søndre Sogn,John Littau,Enhedslisten - De Rød-Grønne,Ø,0
Vardekredsen,1. Henne Søndre Sogn,Sarah Nørris Christensen,Enhedslisten - De Rød-Grønne,Ø,0
Vardekredsen,1. Henne Søndre Sogn,Ingelise Bech Hansen,Enhedslisten - De Rød-Grønne,Ø,1
Vardekredsen,1. Henne Søndre Sogn,Henning Hyllested,Enhedslisten - De Rød-Grønne,Ø,0
Vardekredsen,1. Oksbøl,Partiliste,Socialdemokratiet,A,218
Vardekredsen,1. Oksbøl,Henrik Nielsen,Socialdemokratiet,A,75
Vardekredsen,1. Oksbøl,Kim Mortensen,Socialdemokratiet,A,90
Vardekredsen,1. Oksbøl,Troels Ravn,Socialdemokratiet,A,4
Vardekredsen,1. Oksbøl,Margot Torp,Socialdemokratiet,A,17
Vardekredsen,1. Oksbøl,Partiliste,Det Radikale Venstre,B,92
Vardekredsen,1. Oksbøl,Hans Vestager,Det Radikale Venstre,B,15
Vardekredsen,1. Oksbøl,Gunnar O. Schmidt,Det Radikale Venstre,B,2
Vardekredsen,1. Oksbøl,Bjarke Thomassen,Det Radikale Venstre,B,2
Vardekredsen,1. Oksbøl,Partiliste,Det Konservative Folkeparti,C,74
Vardekredsen,1. Oksbøl,Bodil Tang Kristensen,Det Konservative Folkeparti,C,83
Vardekredsen,1. Oksbøl,Per Christensen,Det Konservative Folkeparti,C,4
Vardekredsen,1. Oksbøl,Hans Ulrich Madsen,Det Konservative Folkeparti,C,21
Vardekredsen,1. Oksbøl,Eva Thisted,Det Konservative Folkeparti,C,1
Vardekredsen,1. Oksbøl,Partiliste,Centrum-Demokraterne,D,11
Vardekredsen,1. Oksbøl,Jette Seidenschnur,Centrum-Demokraterne,D,2
Vardekredsen,1. Oksbøl,Lars Bo,Centrum-Demokraterne,D,2
Vardekredsen,1. Oksbøl,Anders Yoon Veie Gudsø,Centrum-Demokraterne,D,0
Vardekredsen,1. Oksbøl,Bob Madsen,Centrum-Demokraterne,D,0
Vardekredsen,1. Oksbøl,Partiliste,Socialistisk Folkeparti,F,45
