kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Helsingørkredsen,"2. Montebello, Gurrevej 90",Charlotte Antonsen,"Venstre, Danmarks Liberale Parti",V,67
Helsingørkredsen,"2. Montebello, Gurrevej 90",Thor Pedersen,"Venstre, Danmarks Liberale Parti",V,19
Helsingørkredsen,"2. Montebello, Gurrevej 90",Lars Løkke Rasmussen,"Venstre, Danmarks Liberale Parti",V,394
Helsingørkredsen,"2. Montebello, Gurrevej 90",Partiliste,Enhedslisten - De Rød-Grønne,Ø,209
Helsingørkredsen,"2. Montebello, Gurrevej 90",Helge Bo Jensen,Enhedslisten - De Rød-Grønne,Ø,21
Helsingørkredsen,"2. Montebello, Gurrevej 90",Anders Taarnby Thomsen,Enhedslisten - De Rød-Grønne,Ø,37
Helsingørkredsen,"2. Montebello, Gurrevej 90",Peter Eckardt,Enhedslisten - De Rød-Grønne,Ø,2
Helsingørkredsen,"2. Montebello, Gurrevej 90",Pernille Jensen,Enhedslisten - De Rød-Grønne,Ø,40
Helsingørkredsen,"2. Montebello, Gurrevej 90",Mette Tolstrup,Enhedslisten - De Rød-Grønne,Ø,6
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Socialdemokratiet,A,409
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Carsten Bo Jensen,Socialdemokratiet,A,637
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Klaus Hækkerup,Socialdemokratiet,A,55
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Lone Møller,Socialdemokratiet,A,189
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Hans Nissen,Socialdemokratiet,A,26
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Det Radikale Venstre,B,154
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Poul Bernt Jensen,Det Radikale Venstre,B,31
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Kim Sejr,Det Radikale Venstre,B,4
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Peter Sørensen,Det Radikale Venstre,B,4
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Margrethe Vestager,Det Radikale Venstre,B,242
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Det Konservative Folkeparti,C,171
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Sten Kallenbach,Det Konservative Folkeparti,C,127
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Lars Barfoed,Det Konservative Folkeparti,C,42
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Finn Hansen,Det Konservative Folkeparti,C,1
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Benedikte Kiær,Det Konservative Folkeparti,C,51
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Centrum-Demokraterne,D,55
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Lars Richard Rasmussen,Centrum-Demokraterne,D,7
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Susanne Clemensen,Centrum-Demokraterne,D,14
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Jesper Skovsgaard Frederiksen,Centrum-Demokraterne,D,1
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Bjarne Møgelhøj,Centrum-Demokraterne,D,2
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Socialistisk Folkeparti,F,168
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Erik Bach,Socialistisk Folkeparti,F,35
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Poul Henrik Hedeboe,Socialistisk Folkeparti,F,3
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Pia Olsen,Socialistisk Folkeparti,F,57
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Nikolaj Bührmann,Socialistisk Folkeparti,F,4
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Kristendemokraterne,K,28
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Claus Dyhrberg,Kristendemokraterne,K,2
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Anne-Mie Andersen,Kristendemokraterne,K,5
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Brian Kjøller,Kristendemokraterne,K,1
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Birger Reuss Schmidt,Kristendemokraterne,K,4
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Kristian Øhrstrøm,Kristendemokraterne,K,1
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Minoritetspartiet,M,11
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Poul Gerhard C. Kristiansen,Minoritetspartiet,M,4
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Godfred Louis-Jensen,Minoritetspartiet,M,0
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Dansk Folkeparti,O,441
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Poula Thrane,Dansk Folkeparti,O,57
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Walter Christophersen,Dansk Folkeparti,O,15
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Louise Frevert,Dansk Folkeparti,O,174
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Egil Møller,Dansk Folkeparti,O,24
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,"Venstre, Danmarks Liberale Parti",V,440
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Hans Andersen,"Venstre, Danmarks Liberale Parti",V,137
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Charlotte Antonsen,"Venstre, Danmarks Liberale Parti",V,43
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Thor Pedersen,"Venstre, Danmarks Liberale Parti",V,10
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Lars Løkke Rasmussen,"Venstre, Danmarks Liberale Parti",V,276
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Partiliste,Enhedslisten - De Rød-Grønne,Ø,82
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Helge Bo Jensen,Enhedslisten - De Rød-Grønne,Ø,10
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Anders Taarnby Thomsen,Enhedslisten - De Rød-Grønne,Ø,12
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Peter Eckardt,Enhedslisten - De Rød-Grønne,Ø,2
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Pernille Jensen,Enhedslisten - De Rød-Grønne,Ø,14
Helsingørkredsen,"3. Laden, Gl. Vapnagård",Mette Tolstrup,Enhedslisten - De Rød-Grønne,Ø,7
Helsingørkredsen,4. Hellebæk,Partiliste,Socialdemokratiet,A,264
Helsingørkredsen,4. Hellebæk,Carsten Bo Jensen,Socialdemokratiet,A,222
Helsingørkredsen,4. Hellebæk,Klaus Hækkerup,Socialdemokratiet,A,46
Helsingørkredsen,4. Hellebæk,Lone Møller,Socialdemokratiet,A,111
Helsingørkredsen,4. Hellebæk,Hans Nissen,Socialdemokratiet,A,9
Helsingørkredsen,4. Hellebæk,Partiliste,Det Radikale Venstre,B,126
Helsingørkredsen,4. Hellebæk,Poul Bernt Jensen,Det Radikale Venstre,B,25
Helsingørkredsen,4. Hellebæk,Kim Sejr,Det Radikale Venstre,B,2
Helsingørkredsen,4. Hellebæk,Peter Sørensen,Det Radikale Venstre,B,3
Helsingørkredsen,4. Hellebæk,Margrethe Vestager,Det Radikale Venstre,B,331
Helsingørkredsen,4. Hellebæk,Partiliste,Det Konservative Folkeparti,C,234
Helsingørkredsen,4. Hellebæk,Sten Kallenbach,Det Konservative Folkeparti,C,151
Helsingørkredsen,4. Hellebæk,Lars Barfoed,Det Konservative Folkeparti,C,68
Helsingørkredsen,4. Hellebæk,Finn Hansen,Det Konservative Folkeparti,C,3
Helsingørkredsen,4. Hellebæk,Benedikte Kiær,Det Konservative Folkeparti,C,67
Helsingørkredsen,4. Hellebæk,Partiliste,Centrum-Demokraterne,D,24
Helsingørkredsen,4. Hellebæk,Lars Richard Rasmussen,Centrum-Demokraterne,D,1
Helsingørkredsen,4. Hellebæk,Susanne Clemensen,Centrum-Demokraterne,D,2
Helsingørkredsen,4. Hellebæk,Jesper Skovsgaard Frederiksen,Centrum-Demokraterne,D,0
Helsingørkredsen,4. Hellebæk,Bjarne Møgelhøj,Centrum-Demokraterne,D,5
Helsingørkredsen,4. Hellebæk,Partiliste,Socialistisk Folkeparti,F,126
Helsingørkredsen,4. Hellebæk,Erik Bach,Socialistisk Folkeparti,F,26
Helsingørkredsen,4. Hellebæk,Poul Henrik Hedeboe,Socialistisk Folkeparti,F,4
Helsingørkredsen,4. Hellebæk,Pia Olsen,Socialistisk Folkeparti,F,32
Helsingørkredsen,4. Hellebæk,Nikolaj Bührmann,Socialistisk Folkeparti,F,3
Helsingørkredsen,4. Hellebæk,Partiliste,Kristendemokraterne,K,19
Helsingørkredsen,4. Hellebæk,Claus Dyhrberg,Kristendemokraterne,K,3
Helsingørkredsen,4. Hellebæk,Anne-Mie Andersen,Kristendemokraterne,K,5
Helsingørkredsen,4. Hellebæk,Brian Kjøller,Kristendemokraterne,K,0
Helsingørkredsen,4. Hellebæk,Birger Reuss Schmidt,Kristendemokraterne,K,1
Helsingørkredsen,4. Hellebæk,Kristian Øhrstrøm,Kristendemokraterne,K,0
Helsingørkredsen,4. Hellebæk,Partiliste,Minoritetspartiet,M,6
Helsingørkredsen,4. Hellebæk,Poul Gerhard C. Kristiansen,Minoritetspartiet,M,1
Helsingørkredsen,4. Hellebæk,Godfred Louis-Jensen,Minoritetspartiet,M,1
Helsingørkredsen,4. Hellebæk,Partiliste,Dansk Folkeparti,O,269
Helsingørkredsen,4. Hellebæk,Poula Thrane,Dansk Folkeparti,O,32
Helsingørkredsen,4. Hellebæk,Walter Christophersen,Dansk Folkeparti,O,11
Helsingørkredsen,4. Hellebæk,Louise Frevert,Dansk Folkeparti,O,117
Helsingørkredsen,4. Hellebæk,Egil Møller,Dansk Folkeparti,O,4
Helsingørkredsen,4. Hellebæk,Partiliste,"Venstre, Danmarks Liberale Parti",V,486
Helsingørkredsen,4. Hellebæk,Hans Andersen,"Venstre, Danmarks Liberale Parti",V,112
Helsingørkredsen,4. Hellebæk,Charlotte Antonsen,"Venstre, Danmarks Liberale Parti",V,64
Helsingørkredsen,4. Hellebæk,Thor Pedersen,"Venstre, Danmarks Liberale Parti",V,17
Helsingørkredsen,4. Hellebæk,Lars Løkke Rasmussen,"Venstre, Danmarks Liberale Parti",V,380
Helsingørkredsen,4. Hellebæk,Partiliste,Enhedslisten - De Rød-Grønne,Ø,54
Helsingørkredsen,4. Hellebæk,Helge Bo Jensen,Enhedslisten - De Rød-Grønne,Ø,12
Helsingørkredsen,4. Hellebæk,Anders Taarnby Thomsen,Enhedslisten - De Rød-Grønne,Ø,3
Helsingørkredsen,4. Hellebæk,Peter Eckardt,Enhedslisten - De Rød-Grønne,Ø,1
Helsingørkredsen,4. Hellebæk,Pernille Jensen,Enhedslisten - De Rød-Grønne,Ø,13
Helsingørkredsen,4. Hellebæk,Mette Tolstrup,Enhedslisten - De Rød-Grønne,Ø,5
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Socialdemokratiet,A,269
Helsingørkredsen,5. Hornbæk Skole,Carsten Bo Jensen,Socialdemokratiet,A,172
Helsingørkredsen,5. Hornbæk Skole,Klaus Hækkerup,Socialdemokratiet,A,48
Helsingørkredsen,5. Hornbæk Skole,Lone Møller,Socialdemokratiet,A,106
Helsingørkredsen,5. Hornbæk Skole,Hans Nissen,Socialdemokratiet,A,17
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Det Radikale Venstre,B,121
Helsingørkredsen,5. Hornbæk Skole,Poul Bernt Jensen,Det Radikale Venstre,B,5
Helsingørkredsen,5. Hornbæk Skole,Kim Sejr,Det Radikale Venstre,B,2
Helsingørkredsen,5. Hornbæk Skole,Peter Sørensen,Det Radikale Venstre,B,1
Helsingørkredsen,5. Hornbæk Skole,Margrethe Vestager,Det Radikale Venstre,B,238
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Det Konservative Folkeparti,C,231
Helsingørkredsen,5. Hornbæk Skole,Sten Kallenbach,Det Konservative Folkeparti,C,102
Helsingørkredsen,5. Hornbæk Skole,Lars Barfoed,Det Konservative Folkeparti,C,42
Helsingørkredsen,5. Hornbæk Skole,Finn Hansen,Det Konservative Folkeparti,C,1
Helsingørkredsen,5. Hornbæk Skole,Benedikte Kiær,Det Konservative Folkeparti,C,51
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Centrum-Demokraterne,D,47
Helsingørkredsen,5. Hornbæk Skole,Lars Richard Rasmussen,Centrum-Demokraterne,D,3
Helsingørkredsen,5. Hornbæk Skole,Susanne Clemensen,Centrum-Demokraterne,D,3
Helsingørkredsen,5. Hornbæk Skole,Jesper Skovsgaard Frederiksen,Centrum-Demokraterne,D,1
Helsingørkredsen,5. Hornbæk Skole,Bjarne Møgelhøj,Centrum-Demokraterne,D,1
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Socialistisk Folkeparti,F,87
Helsingørkredsen,5. Hornbæk Skole,Erik Bach,Socialistisk Folkeparti,F,15
Helsingørkredsen,5. Hornbæk Skole,Poul Henrik Hedeboe,Socialistisk Folkeparti,F,4
Helsingørkredsen,5. Hornbæk Skole,Pia Olsen,Socialistisk Folkeparti,F,32
Helsingørkredsen,5. Hornbæk Skole,Nikolaj Bührmann,Socialistisk Folkeparti,F,1
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Kristendemokraterne,K,12
Helsingørkredsen,5. Hornbæk Skole,Claus Dyhrberg,Kristendemokraterne,K,0
Helsingørkredsen,5. Hornbæk Skole,Anne-Mie Andersen,Kristendemokraterne,K,5
Helsingørkredsen,5. Hornbæk Skole,Brian Kjøller,Kristendemokraterne,K,0
Helsingørkredsen,5. Hornbæk Skole,Birger Reuss Schmidt,Kristendemokraterne,K,0
Helsingørkredsen,5. Hornbæk Skole,Kristian Øhrstrøm,Kristendemokraterne,K,1
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Minoritetspartiet,M,5
Helsingørkredsen,5. Hornbæk Skole,Poul Gerhard C. Kristiansen,Minoritetspartiet,M,1
Helsingørkredsen,5. Hornbæk Skole,Godfred Louis-Jensen,Minoritetspartiet,M,1
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Dansk Folkeparti,O,298
Helsingørkredsen,5. Hornbæk Skole,Poula Thrane,Dansk Folkeparti,O,38
Helsingørkredsen,5. Hornbæk Skole,Walter Christophersen,Dansk Folkeparti,O,13
Helsingørkredsen,5. Hornbæk Skole,Louise Frevert,Dansk Folkeparti,O,123
Helsingørkredsen,5. Hornbæk Skole,Egil Møller,Dansk Folkeparti,O,10
Helsingørkredsen,5. Hornbæk Skole,Partiliste,"Venstre, Danmarks Liberale Parti",V,466
Helsingørkredsen,5. Hornbæk Skole,Hans Andersen,"Venstre, Danmarks Liberale Parti",V,106
Helsingørkredsen,5. Hornbæk Skole,Charlotte Antonsen,"Venstre, Danmarks Liberale Parti",V,60
Helsingørkredsen,5. Hornbæk Skole,Thor Pedersen,"Venstre, Danmarks Liberale Parti",V,24
Helsingørkredsen,5. Hornbæk Skole,Lars Løkke Rasmussen,"Venstre, Danmarks Liberale Parti",V,337
Helsingørkredsen,5. Hornbæk Skole,Partiliste,Enhedslisten - De Rød-Grønne,Ø,70
Helsingørkredsen,5. Hornbæk Skole,Helge Bo Jensen,Enhedslisten - De Rød-Grønne,Ø,5
Helsingørkredsen,5. Hornbæk Skole,Anders Taarnby Thomsen,Enhedslisten - De Rød-Grønne,Ø,4
Helsingørkredsen,5. Hornbæk Skole,Peter Eckardt,Enhedslisten - De Rød-Grønne,Ø,0
Helsingørkredsen,5. Hornbæk Skole,Pernille Jensen,Enhedslisten - De Rød-Grønne,Ø,11
Helsingørkredsen,5. Hornbæk Skole,Mette Tolstrup,Enhedslisten - De Rød-Grønne,Ø,12
Helsingørkredsen,6. Nygård Skole,Partiliste,Socialdemokratiet,A,52
Helsingørkredsen,6. Nygård Skole,Carsten Bo Jensen,Socialdemokratiet,A,52
Helsingørkredsen,6. Nygård Skole,Klaus Hækkerup,Socialdemokratiet,A,12
Helsingørkredsen,6. Nygård Skole,Lone Møller,Socialdemokratiet,A,34
Helsingørkredsen,6. Nygård Skole,Hans Nissen,Socialdemokratiet,A,6
Helsingørkredsen,6. Nygård Skole,Partiliste,Det Radikale Venstre,B,36
Helsingørkredsen,6. Nygård Skole,Poul Bernt Jensen,Det Radikale Venstre,B,2
Helsingørkredsen,6. Nygård Skole,Kim Sejr,Det Radikale Venstre,B,0
Helsingørkredsen,6. Nygård Skole,Peter Sørensen,Det Radikale Venstre,B,0
Helsingørkredsen,6. Nygård Skole,Margrethe Vestager,Det Radikale Venstre,B,64
Helsingørkredsen,6. Nygård Skole,Partiliste,Det Konservative Folkeparti,C,47
Helsingørkredsen,6. Nygård Skole,Sten Kallenbach,Det Konservative Folkeparti,C,16
Helsingørkredsen,6. Nygård Skole,Lars Barfoed,Det Konservative Folkeparti,C,15
Helsingørkredsen,6. Nygård Skole,Finn Hansen,Det Konservative Folkeparti,C,1
Helsingørkredsen,6. Nygård Skole,Benedikte Kiær,Det Konservative Folkeparti,C,14
Helsingørkredsen,6. Nygård Skole,Partiliste,Centrum-Demokraterne,D,7
Helsingørkredsen,6. Nygård Skole,Lars Richard Rasmussen,Centrum-Demokraterne,D,2
Helsingørkredsen,6. Nygård Skole,Susanne Clemensen,Centrum-Demokraterne,D,1
Helsingørkredsen,6. Nygård Skole,Jesper Skovsgaard Frederiksen,Centrum-Demokraterne,D,0
Helsingørkredsen,6. Nygård Skole,Bjarne Møgelhøj,Centrum-Demokraterne,D,2
Helsingørkredsen,6. Nygård Skole,Partiliste,Socialistisk Folkeparti,F,26
Helsingørkredsen,6. Nygård Skole,Erik Bach,Socialistisk Folkeparti,F,1
Helsingørkredsen,6. Nygård Skole,Poul Henrik Hedeboe,Socialistisk Folkeparti,F,0
Helsingørkredsen,6. Nygård Skole,Pia Olsen,Socialistisk Folkeparti,F,3
Helsingørkredsen,6. Nygård Skole,Nikolaj Bührmann,Socialistisk Folkeparti,F,0
Helsingørkredsen,6. Nygård Skole,Partiliste,Kristendemokraterne,K,2
Helsingørkredsen,6. Nygård Skole,Claus Dyhrberg,Kristendemokraterne,K,0
