kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Gentoftekredsen,1. Jægersborg,Partiliste,Socialdemokratiet,A,180
Gentoftekredsen,1. Jægersborg,Christel Schaldemose,Socialdemokratiet,A,44
Gentoftekredsen,1. Jægersborg,Morten Bødskov,Socialdemokratiet,A,3
Gentoftekredsen,1. Jægersborg,Mette Frederiksen,Socialdemokratiet,A,78
Gentoftekredsen,1. Jægersborg,Bent Greve,Socialdemokratiet,A,1
Gentoftekredsen,1. Jægersborg,Karen Hækkerup,Socialdemokratiet,A,15
Gentoftekredsen,1. Jægersborg,Per Kaalund,Socialdemokratiet,A,6
Gentoftekredsen,1. Jægersborg,Mogens Lykketoft,Socialdemokratiet,A,148
Gentoftekredsen,1. Jægersborg,Irene Lütken,Socialdemokratiet,A,8
Gentoftekredsen,1. Jægersborg,Simon Pihl Sørensen,Socialdemokratiet,A,3
Gentoftekredsen,1. Jægersborg,Partiliste,Det Radikale Venstre,B,334
Gentoftekredsen,1. Jægersborg,Lone Loklindt,Det Radikale Venstre,B,70
Gentoftekredsen,1. Jægersborg,Helle Bahl,Det Radikale Venstre,B,3
Gentoftekredsen,1. Jægersborg,Tage Dræbye,Det Radikale Venstre,B,4
Gentoftekredsen,1. Jægersborg,Elisabeth Geday,Det Radikale Venstre,B,7
Gentoftekredsen,1. Jægersborg,Anne-Marie Malmos,Det Radikale Venstre,B,10
Gentoftekredsen,1. Jægersborg,Henrik Nord,Det Radikale Venstre,B,2
Gentoftekredsen,1. Jægersborg,Morten Helveg Petersen,Det Radikale Venstre,B,124
Gentoftekredsen,1. Jægersborg,Abbas Razvi,Det Radikale Venstre,B,10
Gentoftekredsen,1. Jægersborg,Partiliste,Det Konservative Folkeparti,C,324
Gentoftekredsen,1. Jægersborg,Connie Hedegaard,Det Konservative Folkeparti,C,912
Gentoftekredsen,1. Jægersborg,Lars Abel,Det Konservative Folkeparti,C,9
