kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Haderslevkredsen,1. Aller,Partiliste,Socialdemokratiet,A,30
Haderslevkredsen,1. Aller,Grethe H. Nielsen,Socialdemokratiet,A,23
Haderslevkredsen,1. Aller,Inger Bierbaum,Socialdemokratiet,A,1
Haderslevkredsen,1. Aller,Elva Hansen,Socialdemokratiet,A,0
Haderslevkredsen,1. Aller,Jens Ole Juhler,Socialdemokratiet,A,0
Haderslevkredsen,1. Aller,Lise von Seelen,Socialdemokratiet,A,1
Haderslevkredsen,1. Aller,Søren Ebbesen Skov,Socialdemokratiet,A,0
Haderslevkredsen,1. Aller,Frode Sørensen,Socialdemokratiet,A,0
Haderslevkredsen,1. Aller,Partiliste,Det Radikale Venstre,B,11
Haderslevkredsen,1. Aller,Bente Dahl,Det Radikale Venstre,B,5
Haderslevkredsen,1. Aller,Per Kleis Bønnelycke,Det Radikale Venstre,B,0
Haderslevkredsen,1. Aller,Horst Gronwald,Det Radikale Venstre,B,0
Haderslevkredsen,1. Aller,Nicolas Lund-Larsen,Det Radikale Venstre,B,1
Haderslevkredsen,1. Aller,Partiliste,Det Konservative Folkeparti,C,15
Haderslevkredsen,1. Aller,Eskild Enemark,Det Konservative Folkeparti,C,6
Haderslevkredsen,1. Aller,Mandus Andresen,Det Konservative Folkeparti,C,0
Haderslevkredsen,1. Aller,Martin Andresen,Det Konservative Folkeparti,C,0
Haderslevkredsen,1. Aller,Bente Lassen,Det Konservative Folkeparti,C,0
Haderslevkredsen,1. Aller,John Lohff,Det Konservative Folkeparti,C,0
Haderslevkredsen,1. Aller,Allan Niebuhr,Det Konservative Folkeparti,C,0
Haderslevkredsen,1. Aller,Frank Søgaard,Det Konservative Folkeparti,C,1
Haderslevkredsen,1. Aller,Partiliste,Centrum-Demokraterne,D,4
Haderslevkredsen,1. Aller,Henning Borchert-Jørgensen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Holger Madsen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Henning Nielsen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Peter B. Nissen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Helle Redder,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Volker Schade,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Michael Walther,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Aller,Partiliste,Socialistisk Folkeparti,F,10
Haderslevkredsen,1. Aller,Bent Iversen,Socialistisk Folkeparti,F,1
Haderslevkredsen,1. Aller,Jesper Petersen,Socialistisk Folkeparti,F,2
Haderslevkredsen,1. Aller,Bjarne Eliasen,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Aller,Nina Gabelgaard,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Aller,Kurt Nielsen,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Aller,Henrik J. Møller,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Aller,Kresten Andersen,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Aller,Partiliste,Kristendemokraterne,K,4
Haderslevkredsen,1. Aller,Bjarke Friis,Kristendemokraterne,K,0
Haderslevkredsen,1. Aller,Vibeke Christensen,Kristendemokraterne,K,1
Haderslevkredsen,1. Aller,Knud Erik Hansen,Kristendemokraterne,K,0
Haderslevkredsen,1. Aller,Henning Holm,Kristendemokraterne,K,0
Haderslevkredsen,1. Aller,Hans Stengaard Jessen,Kristendemokraterne,K,0
Haderslevkredsen,1. Aller,Partiliste,Minoritetspartiet,M,1
Haderslevkredsen,1. Aller,Mette Langdal,Minoritetspartiet,M,0
Haderslevkredsen,1. Aller,Johanne Langdal Kristiansen,Minoritetspartiet,M,0
Haderslevkredsen,1. Aller,Else Sommer,Minoritetspartiet,M,0
Haderslevkredsen,1. Aller,Partiliste,Dansk Folkeparti,O,35
Haderslevkredsen,1. Aller,Kell Kristiansen,Dansk Folkeparti,O,5
Haderslevkredsen,1. Aller,Anita Kjøng-Rasmussen,Dansk Folkeparti,O,3
Haderslevkredsen,1. Aller,Søren Krarup,Dansk Folkeparti,O,7
Haderslevkredsen,1. Aller,Jette Kristiansen,Dansk Folkeparti,O,2
Haderslevkredsen,1. Aller,Theis Mathiasen,Dansk Folkeparti,O,0
Haderslevkredsen,1. Aller,Niels Oluf Michaelsen Petersen,Dansk Folkeparti,O,1
Haderslevkredsen,1. Aller,Lars Rydhard,Dansk Folkeparti,O,0
Haderslevkredsen,1. Aller,Partiliste,"Venstre, Danmarks Liberale Parti",V,50
Haderslevkredsen,1. Aller,Allan Emiliussen,"Venstre, Danmarks Liberale Parti",V,33
Haderslevkredsen,1. Aller,Peter Christensen,"Venstre, Danmarks Liberale Parti",V,5
Haderslevkredsen,1. Aller,Peter Hansen,"Venstre, Danmarks Liberale Parti",V,3
Haderslevkredsen,1. Aller,Louise Howard-Jessen,"Venstre, Danmarks Liberale Parti",V,4
Haderslevkredsen,1. Aller,Helga Moos,"Venstre, Danmarks Liberale Parti",V,3
Haderslevkredsen,1. Aller,Ellen Trane Nørby,"Venstre, Danmarks Liberale Parti",V,5
Haderslevkredsen,1. Aller,Hans Chr. Schmidt,"Venstre, Danmarks Liberale Parti",V,32
Haderslevkredsen,1. Aller,Partiliste,Enhedslisten - De Rød-Grønne,Ø,7
Haderslevkredsen,1. Aller,Svend K. Brandt,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Aller,Baltser Andersen,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Aller,Anders K. Brandt,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Aller,Britta Felbøl,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Aller,Jette Hedegaard,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Aller,Egon Laugesen,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Hertug Hans,Partiliste,Socialdemokratiet,A,315
Haderslevkredsen,1. Hertug Hans,Grethe H. Nielsen,Socialdemokratiet,A,175
Haderslevkredsen,1. Hertug Hans,Inger Bierbaum,Socialdemokratiet,A,7
Haderslevkredsen,1. Hertug Hans,Elva Hansen,Socialdemokratiet,A,7
Haderslevkredsen,1. Hertug Hans,Jens Ole Juhler,Socialdemokratiet,A,9
Haderslevkredsen,1. Hertug Hans,Lise von Seelen,Socialdemokratiet,A,10
Haderslevkredsen,1. Hertug Hans,Søren Ebbesen Skov,Socialdemokratiet,A,5
Haderslevkredsen,1. Hertug Hans,Frode Sørensen,Socialdemokratiet,A,19
Haderslevkredsen,1. Hertug Hans,Partiliste,Det Radikale Venstre,B,152
Haderslevkredsen,1. Hertug Hans,Bente Dahl,Det Radikale Venstre,B,21
Haderslevkredsen,1. Hertug Hans,Per Kleis Bønnelycke,Det Radikale Venstre,B,2
Haderslevkredsen,1. Hertug Hans,Horst Gronwald,Det Radikale Venstre,B,0
Haderslevkredsen,1. Hertug Hans,Nicolas Lund-Larsen,Det Radikale Venstre,B,5
Haderslevkredsen,1. Hertug Hans,Partiliste,Det Konservative Folkeparti,C,128
Haderslevkredsen,1. Hertug Hans,Eskild Enemark,Det Konservative Folkeparti,C,41
Haderslevkredsen,1. Hertug Hans,Mandus Andresen,Det Konservative Folkeparti,C,2
Haderslevkredsen,1. Hertug Hans,Martin Andresen,Det Konservative Folkeparti,C,2
Haderslevkredsen,1. Hertug Hans,Bente Lassen,Det Konservative Folkeparti,C,7
Haderslevkredsen,1. Hertug Hans,John Lohff,Det Konservative Folkeparti,C,8
Haderslevkredsen,1. Hertug Hans,Allan Niebuhr,Det Konservative Folkeparti,C,3
Haderslevkredsen,1. Hertug Hans,Frank Søgaard,Det Konservative Folkeparti,C,1
Haderslevkredsen,1. Hertug Hans,Partiliste,Centrum-Demokraterne,D,14
Haderslevkredsen,1. Hertug Hans,Henning Borchert-Jørgensen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Hertug Hans,Holger Madsen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Hertug Hans,Henning Nielsen,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Hertug Hans,Peter B. Nissen,Centrum-Demokraterne,D,1
Haderslevkredsen,1. Hertug Hans,Helle Redder,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Hertug Hans,Volker Schade,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Hertug Hans,Michael Walther,Centrum-Demokraterne,D,0
Haderslevkredsen,1. Hertug Hans,Partiliste,Socialistisk Folkeparti,F,69
Haderslevkredsen,1. Hertug Hans,Bent Iversen,Socialistisk Folkeparti,F,25
Haderslevkredsen,1. Hertug Hans,Jesper Petersen,Socialistisk Folkeparti,F,31
Haderslevkredsen,1. Hertug Hans,Bjarne Eliasen,Socialistisk Folkeparti,F,1
Haderslevkredsen,1. Hertug Hans,Nina Gabelgaard,Socialistisk Folkeparti,F,7
Haderslevkredsen,1. Hertug Hans,Kurt Nielsen,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Hertug Hans,Henrik J. Møller,Socialistisk Folkeparti,F,0
Haderslevkredsen,1. Hertug Hans,Kresten Andersen,Socialistisk Folkeparti,F,3
Haderslevkredsen,1. Hertug Hans,Partiliste,Kristendemokraterne,K,41
Haderslevkredsen,1. Hertug Hans,Bjarke Friis,Kristendemokraterne,K,8
Haderslevkredsen,1. Hertug Hans,Vibeke Christensen,Kristendemokraterne,K,2
Haderslevkredsen,1. Hertug Hans,Knud Erik Hansen,Kristendemokraterne,K,6
Haderslevkredsen,1. Hertug Hans,Henning Holm,Kristendemokraterne,K,0
Haderslevkredsen,1. Hertug Hans,Hans Stengaard Jessen,Kristendemokraterne,K,0
Haderslevkredsen,1. Hertug Hans,Partiliste,Minoritetspartiet,M,1
Haderslevkredsen,1. Hertug Hans,Mette Langdal,Minoritetspartiet,M,1
Haderslevkredsen,1. Hertug Hans,Johanne Langdal Kristiansen,Minoritetspartiet,M,1
Haderslevkredsen,1. Hertug Hans,Else Sommer,Minoritetspartiet,M,1
Haderslevkredsen,1. Hertug Hans,Partiliste,Dansk Folkeparti,O,200
Haderslevkredsen,1. Hertug Hans,Kell Kristiansen,Dansk Folkeparti,O,12
Haderslevkredsen,1. Hertug Hans,Anita Kjøng-Rasmussen,Dansk Folkeparti,O,14
Haderslevkredsen,1. Hertug Hans,Søren Krarup,Dansk Folkeparti,O,34
Haderslevkredsen,1. Hertug Hans,Jette Kristiansen,Dansk Folkeparti,O,4
Haderslevkredsen,1. Hertug Hans,Theis Mathiasen,Dansk Folkeparti,O,2
Haderslevkredsen,1. Hertug Hans,Niels Oluf Michaelsen Petersen,Dansk Folkeparti,O,5
Haderslevkredsen,1. Hertug Hans,Lars Rydhard,Dansk Folkeparti,O,10
Haderslevkredsen,1. Hertug Hans,Partiliste,"Venstre, Danmarks Liberale Parti",V,314
Haderslevkredsen,1. Hertug Hans,Allan Emiliussen,"Venstre, Danmarks Liberale Parti",V,199
Haderslevkredsen,1. Hertug Hans,Peter Christensen,"Venstre, Danmarks Liberale Parti",V,9
Haderslevkredsen,1. Hertug Hans,Peter Hansen,"Venstre, Danmarks Liberale Parti",V,8
Haderslevkredsen,1. Hertug Hans,Louise Howard-Jessen,"Venstre, Danmarks Liberale Parti",V,12
Haderslevkredsen,1. Hertug Hans,Helga Moos,"Venstre, Danmarks Liberale Parti",V,12
Haderslevkredsen,1. Hertug Hans,Ellen Trane Nørby,"Venstre, Danmarks Liberale Parti",V,41
Haderslevkredsen,1. Hertug Hans,Hans Chr. Schmidt,"Venstre, Danmarks Liberale Parti",V,140
Haderslevkredsen,1. Hertug Hans,Partiliste,Enhedslisten - De Rød-Grønne,Ø,27
Haderslevkredsen,1. Hertug Hans,Svend K. Brandt,Enhedslisten - De Rød-Grønne,Ø,10
Haderslevkredsen,1. Hertug Hans,Baltser Andersen,Enhedslisten - De Rød-Grønne,Ø,1
Haderslevkredsen,1. Hertug Hans,Anders K. Brandt,Enhedslisten - De Rød-Grønne,Ø,0
Haderslevkredsen,1. Hertug Hans,Britta Felbøl,Enhedslisten - De Rød-Grønne,Ø,2
Haderslevkredsen,1. Hertug Hans,Jette Hedegaard,Enhedslisten - De Rød-Grønne,Ø,2
Haderslevkredsen,1. Hertug Hans,Egon Laugesen,Enhedslisten - De Rød-Grønne,Ø,1
Haderslevkredsen,2. Humletoften,Partiliste,Socialdemokratiet,A,333
Haderslevkredsen,2. Humletoften,Grethe H. Nielsen,Socialdemokratiet,A,255
Haderslevkredsen,2. Humletoften,Inger Bierbaum,Socialdemokratiet,A,6
Haderslevkredsen,2. Humletoften,Elva Hansen,Socialdemokratiet,A,6
Haderslevkredsen,2. Humletoften,Jens Ole Juhler,Socialdemokratiet,A,10
Haderslevkredsen,2. Humletoften,Lise von Seelen,Socialdemokratiet,A,6
Haderslevkredsen,2. Humletoften,Søren Ebbesen Skov,Socialdemokratiet,A,4
Haderslevkredsen,2. Humletoften,Frode Sørensen,Socialdemokratiet,A,23
Haderslevkredsen,2. Humletoften,Partiliste,Det Radikale Venstre,B,79
Haderslevkredsen,2. Humletoften,Bente Dahl,Det Radikale Venstre,B,17
Haderslevkredsen,2. Humletoften,Per Kleis Bønnelycke,Det Radikale Venstre,B,1
Haderslevkredsen,2. Humletoften,Horst Gronwald,Det Radikale Venstre,B,0
Haderslevkredsen,2. Humletoften,Nicolas Lund-Larsen,Det Radikale Venstre,B,1
Haderslevkredsen,2. Humletoften,Partiliste,Det Konservative Folkeparti,C,70
Haderslevkredsen,2. Humletoften,Eskild Enemark,Det Konservative Folkeparti,C,29
Haderslevkredsen,2. Humletoften,Mandus Andresen,Det Konservative Folkeparti,C,1
Haderslevkredsen,2. Humletoften,Martin Andresen,Det Konservative Folkeparti,C,1
Haderslevkredsen,2. Humletoften,Bente Lassen,Det Konservative Folkeparti,C,2
Haderslevkredsen,2. Humletoften,John Lohff,Det Konservative Folkeparti,C,2
Haderslevkredsen,2. Humletoften,Allan Niebuhr,Det Konservative Folkeparti,C,6
