kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Thistedkredsen,1. Bedsted,Partiliste,Socialdemokratiet,A,100
Thistedkredsen,1. Bedsted,Ole Vagn Christensen,Socialdemokratiet,A,169
Thistedkredsen,1. Bedsted,Kjeld Bak,Socialdemokratiet,A,1
Thistedkredsen,1. Bedsted,Pernille Blach Hansen,Socialdemokratiet,A,60
Thistedkredsen,1. Bedsted,Jens Chr. Lund,Socialdemokratiet,A,22
Thistedkredsen,1. Bedsted,Anny Mortensen,Socialdemokratiet,A,2
Thistedkredsen,1. Bedsted,Partiliste,Det Radikale Venstre,B,67
Thistedkredsen,1. Bedsted,Ole Andersen,Det Radikale Venstre,B,13
Thistedkredsen,1. Bedsted,Poul Erik Christensen,Det Radikale Venstre,B,2
Thistedkredsen,1. Bedsted,Svend Thue Damgaard,Det Radikale Venstre,B,0
Thistedkredsen,1. Bedsted,Bo Fink,Det Radikale Venstre,B,2
Thistedkredsen,1. Bedsted,Erika Lorentsen,Det Radikale Venstre,B,3
Thistedkredsen,1. Bedsted,Partiliste,Det Konservative Folkeparti,C,29
Thistedkredsen,1. Bedsted,Else Theill Sørensen,Det Konservative Folkeparti,C,49
Thistedkredsen,1. Bedsted,Erik Borregaard,Det Konservative Folkeparti,C,3
Thistedkredsen,1. Bedsted,Methe Dybdahl,Det Konservative Folkeparti,C,0
Thistedkredsen,1. Bedsted,Bent Lorentzen,Det Konservative Folkeparti,C,1
Thistedkredsen,1. Bedsted,Steen A. Stephansen,Det Konservative Folkeparti,C,2
Thistedkredsen,1. Bedsted,Partiliste,Centrum-Demokraterne,D,5
Thistedkredsen,1. Bedsted,Kurt Westermann,Centrum-Demokraterne,D,1
Thistedkredsen,1. Bedsted,Erik Amdi,Centrum-Demokraterne,D,1
Thistedkredsen,1. Bedsted,Søren Bastholm,Centrum-Demokraterne,D,0
Thistedkredsen,1. Bedsted,Inge Gabrielle Hansen,Centrum-Demokraterne,D,2
Thistedkredsen,1. Bedsted,Kim Odgaard,Centrum-Demokraterne,D,0
Thistedkredsen,1. Bedsted,Partiliste,Socialistisk Folkeparti,F,17
Thistedkredsen,1. Bedsted,Anders Bøge,Socialistisk Folkeparti,F,2
