kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Socialdemokratiet,A,701
Christianshavnskredsen,4. 2. Christianshavn,Jette Bergenholtz Bautrup,Socialdemokratiet,A,126
Christianshavnskredsen,4. 2. Christianshavn,Christine Antorini,Socialdemokratiet,A,444
Christianshavnskredsen,4. 2. Christianshavn,Jørgen Elikofer,Socialdemokratiet,A,5
Christianshavnskredsen,4. 2. Christianshavn,Claus Larsen-Jensen,Socialdemokratiet,A,39
Christianshavnskredsen,4. 2. Christianshavn,Lars Weiss,Socialdemokratiet,A,73
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Det Radikale Venstre,B,1006
Christianshavnskredsen,4. 2. Christianshavn,Christian Friis Bach,Det Radikale Venstre,B,133
Christianshavnskredsen,4. 2. Christianshavn,Charlotte Fischer,Det Radikale Venstre,B,166
Christianshavnskredsen,4. 2. Christianshavn,Anders Lundt Hansen,Det Radikale Venstre,B,6
Christianshavnskredsen,4. 2. Christianshavn,Anders Thomsen,Det Radikale Venstre,B,4
Christianshavnskredsen,4. 2. Christianshavn,Monica Thon,Det Radikale Venstre,B,34
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Det Konservative Folkeparti,C,346
Christianshavnskredsen,4. 2. Christianshavn,Lone Skov Al Awssi,Det Konservative Folkeparti,C,55
Christianshavnskredsen,4. 2. Christianshavn,Kræn Blume,Det Konservative Folkeparti,C,7
Christianshavnskredsen,4. 2. Christianshavn,Jakob Næsager,Det Konservative Folkeparti,C,22
Christianshavnskredsen,4. 2. Christianshavn,Søren Pedersen,Det Konservative Folkeparti,C,6
Christianshavnskredsen,4. 2. Christianshavn,Marina Willems,Det Konservative Folkeparti,C,11
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Centrum-Demokraterne,D,58
Christianshavnskredsen,4. 2. Christianshavn,Christina Mortensen,Centrum-Demokraterne,D,0
Christianshavnskredsen,4. 2. Christianshavn,Poul Brandrup,Centrum-Demokraterne,D,2
Christianshavnskredsen,4. 2. Christianshavn,Malene Brus,Centrum-Demokraterne,D,0
Christianshavnskredsen,4. 2. Christianshavn,Jens V. Bruun,Centrum-Demokraterne,D,0
Christianshavnskredsen,4. 2. Christianshavn,Martin Karbech Mouritsen,Centrum-Demokraterne,D,2
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Socialistisk Folkeparti,F,389
Christianshavnskredsen,4. 2. Christianshavn,Lotte Thiim Bertelsen,Socialistisk Folkeparti,F,107
Christianshavnskredsen,4. 2. Christianshavn,Marie Daugaard,Socialistisk Folkeparti,F,26
Christianshavnskredsen,4. 2. Christianshavn,Jeppe Juul,Socialistisk Folkeparti,F,9
Christianshavnskredsen,4. 2. Christianshavn,Anders Finn Jørgensen,Socialistisk Folkeparti,F,4
Christianshavnskredsen,4. 2. Christianshavn,Kamal H. Qureshi,Socialistisk Folkeparti,F,297
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Kristendemokraterne,K,28
Christianshavnskredsen,4. 2. Christianshavn,Jørgen Maltesen,Kristendemokraterne,K,2
Christianshavnskredsen,4. 2. Christianshavn,Gerda Wienberg Hansen,Kristendemokraterne,K,0
Christianshavnskredsen,4. 2. Christianshavn,Marie-Louise From Høeg,Kristendemokraterne,K,0
Christianshavnskredsen,4. 2. Christianshavn,Maria Hørby,Kristendemokraterne,K,11
Christianshavnskredsen,4. 2. Christianshavn,Pernille Moll,Kristendemokraterne,K,2
Christianshavnskredsen,4. 2. Christianshavn,Kirsten Elise Ottosen,Kristendemokraterne,K,0
Christianshavnskredsen,4. 2. Christianshavn,Andreas Peters-Lehm,Kristendemokraterne,K,0
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Minoritetspartiet,M,27
Christianshavnskredsen,4. 2. Christianshavn,Peter Ali Nicolajsen,Minoritetspartiet,M,3
Christianshavnskredsen,4. 2. Christianshavn,Thomas Ammitzbøll-Bach,Minoritetspartiet,M,3
Christianshavnskredsen,4. 2. Christianshavn,Leyla Tamer,Minoritetspartiet,M,3
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Dansk Folkeparti,O,297
Christianshavnskredsen,4. 2. Christianshavn,Karin Storgaard,Dansk Folkeparti,O,40
Christianshavnskredsen,4. 2. Christianshavn,Mette Dencker,Dansk Folkeparti,O,23
Christianshavnskredsen,4. 2. Christianshavn,Preben Elmenhoff,Dansk Folkeparti,O,11
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,"Venstre, Danmarks Liberale Parti",V,518
Christianshavnskredsen,4. 2. Christianshavn,Martin Geertsen,"Venstre, Danmarks Liberale Parti",V,89
Christianshavnskredsen,4. 2. Christianshavn,Ulrik Kragh,"Venstre, Danmarks Liberale Parti",V,36
Christianshavnskredsen,4. 2. Christianshavn,Jens Rohde,"Venstre, Danmarks Liberale Parti",V,261
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Enhedslisten - De Rød-Grønne,Ø,755
Christianshavnskredsen,4. 2. Christianshavn,Rikke Fog-Møller,Enhedslisten - De Rød-Grønne,Ø,169
Christianshavnskredsen,4. 2. Christianshavn,Thomas Nyboe Stein,Enhedslisten - De Rød-Grønne,Ø,9
Christianshavnskredsen,4. 2. Christianshavn,Annelise Ebbe,Enhedslisten - De Rød-Grønne,Ø,12
Christianshavnskredsen,4. 2. Christianshavn,Gorm Gunnarsen,Enhedslisten - De Rød-Grønne,Ø,6
Christianshavnskredsen,4. 2. Christianshavn,Hanne Schmidt,Enhedslisten - De Rød-Grønne,Ø,17
