kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Fredericiakredsen,1. Brejning,Partiliste,Socialdemokratiet,A,207
Fredericiakredsen,1. Brejning,Bjørn Medom Nielsen,Socialdemokratiet,A,94
Fredericiakredsen,1. Brejning,Jan Friis,Socialdemokratiet,A,4
Fredericiakredsen,1. Brejning,Tobias Gräs,Socialdemokratiet,A,3
Fredericiakredsen,1. Brejning,Karen J. Klint,Socialdemokratiet,A,97
Fredericiakredsen,1. Brejning,Lissa Mathiasen,Socialdemokratiet,A,7
Fredericiakredsen,1. Brejning,Jan Trøjborg,Socialdemokratiet,A,31
Fredericiakredsen,1. Brejning,Partiliste,Det Radikale Venstre,B,69
Fredericiakredsen,1. Brejning,Hans-Jørgen Jagd,Det Radikale Venstre,B,2
Fredericiakredsen,1. Brejning,Henrik Larsen,Det Radikale Venstre,B,3
Fredericiakredsen,1. Brejning,Jan Lux,Det Radikale Venstre,B,0
Fredericiakredsen,1. Brejning,Elsebeth Gerner Nielsen,Det Radikale Venstre,B,52
Fredericiakredsen,1. Brejning,Laura Friberg Nielsen,Det Radikale Venstre,B,3
Fredericiakredsen,1. Brejning,Nils Sjøberg,Det Radikale Venstre,B,1
Fredericiakredsen,1. Brejning,Partiliste,Det Konservative Folkeparti,C,72
Fredericiakredsen,1. Brejning,Iver Krogh,Det Konservative Folkeparti,C,9
Fredericiakredsen,1. Brejning,Martin Albertsen,Det Konservative Folkeparti,C,6
Fredericiakredsen,1. Brejning,Jan Køpke Christensen,Det Konservative Folkeparti,C,4
Fredericiakredsen,1. Brejning,Flemming Hansen,Det Konservative Folkeparti,C,23
Fredericiakredsen,1. Brejning,Jørn Hansen,Det Konservative Folkeparti,C,1
Fredericiakredsen,1. Brejning,Anette Elise Pedersen,Det Konservative Folkeparti,C,9
Fredericiakredsen,1. Brejning,Partiliste,Centrum-Demokraterne,D,16
Fredericiakredsen,1. Brejning,Bjarne Trampedach,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Brejning,Niels Bach,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Brejning,Jesper Brønnum,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Brejning,Nira Hove,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Brejning,Max P. Jensen,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Brejning,Nuri Ünlü,Centrum-Demokraterne,D,1
Fredericiakredsen,1. Brejning,Partiliste,Socialistisk Folkeparti,F,54
Fredericiakredsen,1. Brejning,Marianne Thomsen,Socialistisk Folkeparti,F,7
Fredericiakredsen,1. Brejning,Astrid Krag Kristensen,Socialistisk Folkeparti,F,1
Fredericiakredsen,1. Brejning,Ingrid Olsson,Socialistisk Folkeparti,F,0
Fredericiakredsen,1. Brejning,Sanne Rubinke,Socialistisk Folkeparti,F,3
Fredericiakredsen,1. Brejning,Villy Søvndal,Socialistisk Folkeparti,F,47
Fredericiakredsen,1. Brejning,Marwan Zobi,Socialistisk Folkeparti,F,1
Fredericiakredsen,1. Brejning,Partiliste,Kristendemokraterne,K,13
Fredericiakredsen,1. Brejning,Peder Tind,Kristendemokraterne,K,7
Fredericiakredsen,1. Brejning,Henning Bech-Larsen,Kristendemokraterne,K,0
Fredericiakredsen,1. Brejning,Johannes W. Jakobsen,Kristendemokraterne,K,0
Fredericiakredsen,1. Brejning,Bjarne Nederby Jessen,Kristendemokraterne,K,1
Fredericiakredsen,1. Brejning,Michael Lund Markussen,Kristendemokraterne,K,9
Fredericiakredsen,1. Brejning,Ruth Fibiger Olesen,Kristendemokraterne,K,12
Fredericiakredsen,1. Brejning,Partiliste,Minoritetspartiet,M,2
Fredericiakredsen,1. Brejning,Jan Møgelbjerg,Minoritetspartiet,M,0
Fredericiakredsen,1. Brejning,Abdullah Fejzic,Minoritetspartiet,M,0
Fredericiakredsen,1. Brejning,Jørgen Villy Jensen,Minoritetspartiet,M,0
Fredericiakredsen,1. Brejning,Partiliste,Dansk Folkeparti,O,144
Fredericiakredsen,1. Brejning,Holger Gorm Petersen,Dansk Folkeparti,O,30
Fredericiakredsen,1. Brejning,Torkild Christensen,Dansk Folkeparti,O,3
Fredericiakredsen,1. Brejning,Jørn Dohrmann,Dansk Folkeparti,O,17
Fredericiakredsen,1. Brejning,Hans Kristian Skibby,Dansk Folkeparti,O,6
Fredericiakredsen,1. Brejning,Partiliste,"Venstre, Danmarks Liberale Parti",V,257
Fredericiakredsen,1. Brejning,Lars Gormsen,"Venstre, Danmarks Liberale Parti",V,28
Fredericiakredsen,1. Brejning,Eva Kjer Hansen,"Venstre, Danmarks Liberale Parti",V,79
Fredericiakredsen,1. Brejning,Karsten Madsen,"Venstre, Danmarks Liberale Parti",V,11
Fredericiakredsen,1. Brejning,Troels Lund Poulsen,"Venstre, Danmarks Liberale Parti",V,35
Fredericiakredsen,1. Brejning,Irene Simonsen,"Venstre, Danmarks Liberale Parti",V,8
Fredericiakredsen,1. Brejning,Jens Vibjerg,"Venstre, Danmarks Liberale Parti",V,21
Fredericiakredsen,1. Brejning,Partiliste,Enhedslisten - De Rød-Grønne,Ø,16
Fredericiakredsen,1. Brejning,Bent Hindrup Andersen,Enhedslisten - De Rød-Grønne,Ø,7
Fredericiakredsen,1. Brejning,Charlotte Walkusch,Enhedslisten - De Rød-Grønne,Ø,2
Fredericiakredsen,1. Brejning,Erik Voss,Enhedslisten - De Rød-Grønne,Ø,0
Fredericiakredsen,1. Brejning,Benjamin Blender,(Uden for parti),(Uden for parti),0
Fredericiakredsen,1. Gymnasiet,Partiliste,Socialdemokratiet,A,1078
Fredericiakredsen,1. Gymnasiet,Bjørn Medom Nielsen,Socialdemokratiet,A,1429
Fredericiakredsen,1. Gymnasiet,Jan Friis,Socialdemokratiet,A,16
Fredericiakredsen,1. Gymnasiet,Tobias Gräs,Socialdemokratiet,A,8
Fredericiakredsen,1. Gymnasiet,Karen J. Klint,Socialdemokratiet,A,69
Fredericiakredsen,1. Gymnasiet,Lissa Mathiasen,Socialdemokratiet,A,49
Fredericiakredsen,1. Gymnasiet,Jan Trøjborg,Socialdemokratiet,A,128
Fredericiakredsen,1. Gymnasiet,Partiliste,Det Radikale Venstre,B,316
Fredericiakredsen,1. Gymnasiet,Hans-Jørgen Jagd,Det Radikale Venstre,B,28
Fredericiakredsen,1. Gymnasiet,Henrik Larsen,Det Radikale Venstre,B,6
Fredericiakredsen,1. Gymnasiet,Jan Lux,Det Radikale Venstre,B,3
Fredericiakredsen,1. Gymnasiet,Elsebeth Gerner Nielsen,Det Radikale Venstre,B,161
Fredericiakredsen,1. Gymnasiet,Laura Friberg Nielsen,Det Radikale Venstre,B,10
Fredericiakredsen,1. Gymnasiet,Nils Sjøberg,Det Radikale Venstre,B,1
Fredericiakredsen,1. Gymnasiet,Partiliste,Det Konservative Folkeparti,C,375
Fredericiakredsen,1. Gymnasiet,Iver Krogh,Det Konservative Folkeparti,C,46
Fredericiakredsen,1. Gymnasiet,Martin Albertsen,Det Konservative Folkeparti,C,6
Fredericiakredsen,1. Gymnasiet,Jan Køpke Christensen,Det Konservative Folkeparti,C,17
Fredericiakredsen,1. Gymnasiet,Flemming Hansen,Det Konservative Folkeparti,C,117
Fredericiakredsen,1. Gymnasiet,Jørn Hansen,Det Konservative Folkeparti,C,5
Fredericiakredsen,1. Gymnasiet,Anette Elise Pedersen,Det Konservative Folkeparti,C,29
Fredericiakredsen,1. Gymnasiet,Partiliste,Centrum-Demokraterne,D,42
Fredericiakredsen,1. Gymnasiet,Bjarne Trampedach,Centrum-Demokraterne,D,3
Fredericiakredsen,1. Gymnasiet,Niels Bach,Centrum-Demokraterne,D,1
Fredericiakredsen,1. Gymnasiet,Jesper Brønnum,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Gymnasiet,Nira Hove,Centrum-Demokraterne,D,1
Fredericiakredsen,1. Gymnasiet,Max P. Jensen,Centrum-Demokraterne,D,0
Fredericiakredsen,1. Gymnasiet,Nuri Ünlü,Centrum-Demokraterne,D,3
Fredericiakredsen,1. Gymnasiet,Partiliste,Socialistisk Folkeparti,F,253
Fredericiakredsen,1. Gymnasiet,Marianne Thomsen,Socialistisk Folkeparti,F,128
Fredericiakredsen,1. Gymnasiet,Astrid Krag Kristensen,Socialistisk Folkeparti,F,14
Fredericiakredsen,1. Gymnasiet,Ingrid Olsson,Socialistisk Folkeparti,F,3
Fredericiakredsen,1. Gymnasiet,Sanne Rubinke,Socialistisk Folkeparti,F,3
Fredericiakredsen,1. Gymnasiet,Villy Søvndal,Socialistisk Folkeparti,F,187
Fredericiakredsen,1. Gymnasiet,Marwan Zobi,Socialistisk Folkeparti,F,4
Fredericiakredsen,1. Gymnasiet,Partiliste,Kristendemokraterne,K,66
Fredericiakredsen,1. Gymnasiet,Peder Tind,Kristendemokraterne,K,76
Fredericiakredsen,1. Gymnasiet,Henning Bech-Larsen,Kristendemokraterne,K,2
Fredericiakredsen,1. Gymnasiet,Johannes W. Jakobsen,Kristendemokraterne,K,0
Fredericiakredsen,1. Gymnasiet,Bjarne Nederby Jessen,Kristendemokraterne,K,2
Fredericiakredsen,1. Gymnasiet,Michael Lund Markussen,Kristendemokraterne,K,0
Fredericiakredsen,1. Gymnasiet,Ruth Fibiger Olesen,Kristendemokraterne,K,31
Fredericiakredsen,1. Gymnasiet,Partiliste,Minoritetspartiet,M,13
Fredericiakredsen,1. Gymnasiet,Jan Møgelbjerg,Minoritetspartiet,M,3
Fredericiakredsen,1. Gymnasiet,Abdullah Fejzic,Minoritetspartiet,M,7
Fredericiakredsen,1. Gymnasiet,Jørgen Villy Jensen,Minoritetspartiet,M,0
Fredericiakredsen,1. Gymnasiet,Partiliste,Dansk Folkeparti,O,959
Fredericiakredsen,1. Gymnasiet,Holger Gorm Petersen,Dansk Folkeparti,O,200
Fredericiakredsen,1. Gymnasiet,Torkild Christensen,Dansk Folkeparti,O,20
Fredericiakredsen,1. Gymnasiet,Jørn Dohrmann,Dansk Folkeparti,O,94
Fredericiakredsen,1. Gymnasiet,Hans Kristian Skibby,Dansk Folkeparti,O,22
Fredericiakredsen,1. Gymnasiet,Partiliste,"Venstre, Danmarks Liberale Parti",V,1201
Fredericiakredsen,1. Gymnasiet,Lars Gormsen,"Venstre, Danmarks Liberale Parti",V,230
Fredericiakredsen,1. Gymnasiet,Eva Kjer Hansen,"Venstre, Danmarks Liberale Parti",V,304
Fredericiakredsen,1. Gymnasiet,Karsten Madsen,"Venstre, Danmarks Liberale Parti",V,24
Fredericiakredsen,1. Gymnasiet,Troels Lund Poulsen,"Venstre, Danmarks Liberale Parti",V,106
Fredericiakredsen,1. Gymnasiet,Irene Simonsen,"Venstre, Danmarks Liberale Parti",V,17
Fredericiakredsen,1. Gymnasiet,Jens Vibjerg,"Venstre, Danmarks Liberale Parti",V,12
Fredericiakredsen,1. Gymnasiet,Partiliste,Enhedslisten - De Rød-Grønne,Ø,141
Fredericiakredsen,1. Gymnasiet,Bent Hindrup Andersen,Enhedslisten - De Rød-Grønne,Ø,52
