kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer
Frederikshavnkredsen,1. Frederikshavn Syd,Partiliste,Socialdemokratiet,A,581
Frederikshavnkredsen,1. Frederikshavn Syd,Bjarne Laustsen,Socialdemokratiet,A,755
Frederikshavnkredsen,1. Frederikshavn Syd,Helle Christensen,Socialdemokratiet,A,25
Frederikshavnkredsen,1. Frederikshavn Syd,Vagn Flink,Socialdemokratiet,A,6
Frederikshavnkredsen,1. Frederikshavn Syd,Lene Hansen,Socialdemokratiet,A,8
Frederikshavnkredsen,1. Frederikshavn Syd,Frank Jensen,Socialdemokratiet,A,157
Frederikshavnkredsen,1. Frederikshavn Syd,Brian Kjær,Socialdemokratiet,A,50
Frederikshavnkredsen,1. Frederikshavn Syd,Rasmus Prehn,Socialdemokratiet,A,7
Frederikshavnkredsen,1. Frederikshavn Syd,Ole Stavad,Socialdemokratiet,A,52
Frederikshavnkredsen,1. Frederikshavn Syd,Arne Toft,Socialdemokratiet,A,5
Frederikshavnkredsen,1. Frederikshavn Syd,Partiliste,Det Radikale Venstre,B,106
Frederikshavnkredsen,1. Frederikshavn Syd,Torsten B. Jakobsen,Det Radikale Venstre,B,7
Frederikshavnkredsen,1. Frederikshavn Syd,Daniel Nyboe Andersen,Det Radikale Venstre,B,8
Frederikshavnkredsen,1. Frederikshavn Syd,Jakob Erle,Det Radikale Venstre,B,0
Frederikshavnkredsen,1. Frederikshavn Syd,Nicolaj Holm,Det Radikale Venstre,B,0
Frederikshavnkredsen,1. Frederikshavn Syd,Marianne Jelved,Det Radikale Venstre,B,124
Frederikshavnkredsen,1. Frederikshavn Syd,Keld Kollerup Kvist,Det Radikale Venstre,B,0
Frederikshavnkredsen,1. Frederikshavn Syd,Vagn Kvist,Det Radikale Venstre,B,0
Frederikshavnkredsen,1. Frederikshavn Syd,Erling Ramme Nielsen,Det Radikale Venstre,B,0
Frederikshavnkredsen,1. Frederikshavn Syd,Gunhild Bach Nielsen,Det Radikale Venstre,B,2
Frederikshavnkredsen,1. Frederikshavn Syd,Partiliste,Det Konservative Folkeparti,C,115
Frederikshavnkredsen,1. Frederikshavn Syd,Line Randa,Det Konservative Folkeparti,C,17
Frederikshavnkredsen,1. Frederikshavn Syd,Lene Espersen,Det Konservative Folkeparti,C,445
Frederikshavnkredsen,1. Frederikshavn Syd,Karsten Frederiksen,Det Konservative Folkeparti,C,2
Frederikshavnkredsen,1. Frederikshavn Syd,Dan Kristensen,Det Konservative Folkeparti,C,0
Frederikshavnkredsen,1. Frederikshavn Syd,Martin Kaasgaard,Det Konservative Folkeparti,C,0
Frederikshavnkredsen,1. Frederikshavn Syd,Per Larsen,Det Konservative Folkeparti,C,2
Frederikshavnkredsen,1. Frederikshavn Syd,Jakob Axel Nielsen,Det Konservative Folkeparti,C,0
Frederikshavnkredsen,1. Frederikshavn Syd,Anders Stenild,Det Konservative Folkeparti,C,1
Frederikshavnkredsen,1. Frederikshavn Syd,Partiliste,Centrum-Demokraterne,D,21
Frederikshavnkredsen,1. Frederikshavn Syd,Lars Hofmann Høyer,Centrum-Demokraterne,D,2
Frederikshavnkredsen,1. Frederikshavn Syd,Jesper Overgaard Andersen,Centrum-Demokraterne,D,0
Frederikshavnkredsen,1. Frederikshavn Syd,Peter Duetoft,Centrum-Demokraterne,D,20
Frederikshavnkredsen,1. Frederikshavn Syd,Bent Nøhr Risager,Centrum-Demokraterne,D,0
Frederikshavnkredsen,1. Frederikshavn Syd,Elert Sindalsen,Centrum-Demokraterne,D,1
Frederikshavnkredsen,1. Frederikshavn Syd,Karen Bodil Pii Svane,Centrum-Demokraterne,D,2
Frederikshavnkredsen,1. Frederikshavn Syd,Helen Tøttrup,Centrum-Demokraterne,D,0
Frederikshavnkredsen,1. Frederikshavn Syd,Partiliste,Socialistisk Folkeparti,F,112
Frederikshavnkredsen,1. Frederikshavn Syd,Brian Lykke,Socialistisk Folkeparti,F,33
Frederikshavnkredsen,1. Frederikshavn Syd,Pernille Vigsø Bagge,Socialistisk Folkeparti,F,10
Frederikshavnkredsen,1. Frederikshavn Syd,Villy Dyhr,Socialistisk Folkeparti,F,7
Frederikshavnkredsen,1. Frederikshavn Syd,Søren F. Frandsen,Socialistisk Folkeparti,F,2
Frederikshavnkredsen,1. Frederikshavn Syd,Lene Garsdal,Socialistisk Folkeparti,F,9
