Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Socialdemokratiet,533,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Helle Thorning-Schmidt,Socialdemokratiet,1865,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Yildiz Akdogan,Socialdemokratiet,18,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Christine Antorini,Socialdemokratiet,76,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jette Bergenholtz Bautrup,Socialdemokratiet,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jacob Bjerregaard,Socialdemokratiet,16,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lars Gaardhøj,Socialdemokratiet,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Susan Hedlund,Socialdemokratiet,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karen Hækkerup,Socialdemokratiet,30,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mette Reissmann,Socialdemokratiet,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Bo Sandberg,Socialdemokratiet,14,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Michael Vindfeldt,Socialdemokratiet,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lars Weiss,Socialdemokratiet,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Det Radikale Venstre,738,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Johannes Lebech,Det Radikale Venstre,19,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Christian Holm Donatzky,Det Radikale Venstre,11,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lone Dybkjær,Det Radikale Venstre,196,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Charlotte Fischer,Det Radikale Venstre,70,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Laura Friberg,Det Radikale Venstre,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Per Svejstrup Hansen,Det Radikale Venstre,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Rune Heiberg Hansen,Det Radikale Venstre,8,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Dorthe Kjerulf-Thomasen,Det Radikale Venstre,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karen Lumholt,Det Radikale Venstre,7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mia Nyegaard,Det Radikale Venstre,11,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mikkel Sarbo,Det Radikale Venstre,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Manu Sareen,Det Radikale Venstre,173,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Det Konservative Folkeparti,629,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Helle Sjelle,Det Konservative Folkeparti,131,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Annette Birch,Det Konservative Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Channe M. Bjerringgaard,Det Konservative Folkeparti,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Flemming Brank,Det Konservative Folkeparti,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Claus Christiansen,Det Konservative Folkeparti,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anne-Louise Eppler,Det Konservative Folkeparti,12,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Peter Grane,Det Konservative Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Paula Larrain,Det Konservative Folkeparti,69,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Asger Larsen,Det Konservative Folkeparti,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mogens Lønborg,Det Konservative Folkeparti,29,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Per Stig Møller,Det Konservative Folkeparti,388,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jakob Næsager,Det Konservative Folkeparti,8,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,SF - Socialistisk Folkeparti,1447,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anne Grete Holmsgaard,SF - Socialistisk Folkeparti,319,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Balder Mørk Andersen,SF - Socialistisk Folkeparti,15,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ida Auken,SF - Socialistisk Folkeparti,214,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lotte Thiim Bertelsen,SF - Socialistisk Folkeparti,15,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Özlem Sara Cekic,SF - Socialistisk Folkeparti,101,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Rachid El Mousti,SF - Socialistisk Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Marie Fugl,SF - Socialistisk Folkeparti,35,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Torben Lund,SF - Socialistisk Folkeparti,9,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Trine Mach,SF - Socialistisk Folkeparti,45,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Kamal H. Qureshi,SF - Socialistisk Folkeparti,152,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ole Riisgaard,SF - Socialistisk Folkeparti,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ninna Thomsen,SF - Socialistisk Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Kristendemokraterne,24,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Michael Hedelund,Kristendemokraterne,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Andreas Eriksen,Kristendemokraterne,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jens Lund Jensen,Kristendemokraterne,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Bodil Kornbek,Kristendemokraterne,25,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anette Nilsson,Kristendemokraterne,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Bent Sohn Thomsen,Kristendemokraterne,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Hanne Wahl,Kristendemokraterne,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Dansk Folkeparti,386,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karin Storgaard,Dansk Folkeparti,46,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anet Burchard,Dansk Folkeparti,7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Martin Henriksen,Dansk Folkeparti,7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Paw Vagtborg Karslund,Dansk Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Allan Lønborg,Dansk Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Peter Skaarup,Dansk Folkeparti,248,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,"Venstre, Danmarks Liberale Parti",1117,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Søren Pind,"Venstre, Danmarks Liberale Parti",330,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Leslie Arentoft,"Venstre, Danmarks Liberale Parti",37,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ulrik E. Fink,"Venstre, Danmarks Liberale Parti",7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Poul F. Hansen,"Venstre, Danmarks Liberale Parti",13,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Rikke Hvilshøj,"Venstre, Danmarks Liberale Parti",91,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jan E. Jørgensen,"Venstre, Danmarks Liberale Parti",14,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Michael Lange,"Venstre, Danmarks Liberale Parti",8,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Marion Pedersen,"Venstre, Danmarks Liberale Parti",10,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Torben Skytte Raahede,"Venstre, Danmarks Liberale Parti",9,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Bent Soelberg,"Venstre, Danmarks Liberale Parti",3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Søren Toft,"Venstre, Danmarks Liberale Parti",7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lone Yalcinkaya,"Venstre, Danmarks Liberale Parti",13,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Ny Alliance,274,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Naser Khader,Ny Alliance,228,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Aamer Ahmad,Ny Alliance,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Peter Juel Andersen,Ny Alliance,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Camilla Bartholdy,Ny Alliance,19,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Morten Bay,Ny Alliance,9,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Susanne Clemensen,Ny Alliance,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Charlotte Engell,Ny Alliance,16,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Poul Hauch Fenger,Ny Alliance,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Poul Gemzøe-Enemark,Ny Alliance,1,Københavns Storkreds
