Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Socialdemokratiet,637,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Helle Thorning-Schmidt,Socialdemokratiet,1123,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Yildiz Akdogan,Socialdemokratiet,50,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jan Andreasen,Socialdemokratiet,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Thomas Bøgh,Socialdemokratiet,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lars Gaardhøj,Socialdemokratiet,10,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Susan Hedlund,Socialdemokratiet,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karen Hækkerup,Socialdemokratiet,32,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mette Reissmann,Socialdemokratiet,41,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Bo Sandberg,Socialdemokratiet,16,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ikram Sarwar,Socialdemokratiet,19,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Michael Vindfeldt,Socialdemokratiet,9,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lars Weiss,Socialdemokratiet,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Radikale Venstre,1550,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Christian Donatzky,Radikale Venstre,44,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Uffe Elbæk,Radikale Venstre,68,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Pernille Boye Koch,Radikale Venstre,47,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karsten Lauritsen,Radikale Venstre,11,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lone Loklindt,Radikale Venstre,16,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karen Lumholt,Radikale Venstre,29,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mia Nyegaard,Radikale Venstre,21,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Sofie Plenge,Radikale Venstre,15,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lars Richard Rasmussen,Radikale Venstre,18,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mette Annelie Rasmussen,Radikale Venstre,37,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Manu Sareen,Radikale Venstre,506,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ditte Søndergaard,Radikale Venstre,37,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Det Konservative Folkeparti,375,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Channe Bjerringgaard,Det Konservative Folkeparti,7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Helle Bonnesen,Det Konservative Folkeparti,23,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Nikolaj Bøgh,Det Konservative Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Rasmus Jarlov,Det Konservative Folkeparti,103,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mogens Lønborg,Det Konservative Folkeparti,27,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Per Stig Møller,Det Konservative Folkeparti,194,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jakob Næsager,Det Konservative Folkeparti,12,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jette Nøhr,Det Konservative Folkeparti,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Per Junker Thiesgaard,Det Konservative Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Heidi Winther,Det Konservative Folkeparti,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Pernille Ørsted,Det Konservative Folkeparti,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,SF - Socialistisk Folkeparti,536,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Özlem Sara Cekic,SF - Socialistisk Folkeparti,217,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Balder Mørk Andersen,SF - Socialistisk Folkeparti,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ida Auken,SF - Socialistisk Folkeparti,218,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mette Boye,SF - Socialistisk Folkeparti,18,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Trine Mach,SF - Socialistisk Folkeparti,26,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Kamal Qureshi,SF - Socialistisk Folkeparti,54,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ole Riisgaard,SF - Socialistisk Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Dorte Skovgård,SF - Socialistisk Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Annika Smith,SF - Socialistisk Folkeparti,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Charlie Stjerneklar,SF - Socialistisk Folkeparti,10,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Villy Søvndal,SF - Socialistisk Folkeparti,299,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lotte Wassini,SF - Socialistisk Folkeparti,8,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anne-Mette Wehmüller,SF - Socialistisk Folkeparti,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Liberal Alliance,560,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Simon Emil Ammitzbøll,Liberal Alliance,185,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karl Iver Dahl-Madsen,Liberal Alliance,7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Benjamin Dickow,Liberal Alliance,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lars Berg Dueholm,Liberal Alliance,24,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Thomas Køhler,Liberal Alliance,11,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Laura Lindahl,Liberal Alliance,46,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Heidi Wang,Liberal Alliance,19,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Kristendemokraterne,33,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jesper Truelsen,Kristendemokraterne,2,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Kirsten Hasberg,Kristendemokraterne,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Simon Høeg Jensen,Kristendemokraterne,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Simon Poulsen,Kristendemokraterne,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Bess Serner-Pedersen,Kristendemokraterne,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Kåre Skarsholm,Kristendemokraterne,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anne-Marie Valentin,Kristendemokraterne,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Dansk Folkeparti,296,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Karin Storgaard,Dansk Folkeparti,22,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Lærke Helene Becker,Dansk Folkeparti,14,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Gunnar Biering,Dansk Folkeparti,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Morten Dreyer,Dansk Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Carl Christian Ebbesen,Dansk Folkeparti,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Martin Henriksen,Dansk Folkeparti,21,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Paw Karslund,Dansk Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Daniel Nørhave,Dansk Folkeparti,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Christina Pedersen,Dansk Folkeparti,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Peter Skaarup,Dansk Folkeparti,153,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Henrik Svendsen,Dansk Folkeparti,1,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jakob Vanddam,Dansk Folkeparti,0,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,"Venstre, Danmarks Liberale Parti",1267,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Søren Pind,"Venstre, Danmarks Liberale Parti",593,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Leslie Arentoft,"Venstre, Danmarks Liberale Parti",8,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Ulrik E. Fink,"Venstre, Danmarks Liberale Parti",3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Martin Geertsen,"Venstre, Danmarks Liberale Parti",36,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Michael Haugaard,"Venstre, Danmarks Liberale Parti",6,Københavns Storkreds
