Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Socialdemokratiet,580,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jeppe Kofod,Socialdemokratiet,507,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ole Christensen,Socialdemokratiet,26,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Christel Schaldemose,Socialdemokratiet,160,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Lasse Quvang Rasmussen,Socialdemokratiet,114,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Britta Thomsen,Socialdemokratiet,61,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Kathrine Alexandrowiz,Socialdemokratiet,22,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Gunde Odgaard,Socialdemokratiet,15,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Rasmus Gjedssø Bertelsen,Socialdemokratiet,10,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Radikale Venstre,416,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Morten Helveg Petersen,Radikale Venstre,442,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Christian Kjølhede,Radikale Venstre,61,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Kristina Siig,Radikale Venstre,23,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Samira Nawa Amini,Radikale Venstre,45,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Karen Melchior,Radikale Venstre,71,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Thomas Elkjær,Radikale Venstre,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Sissel Kvist,Radikale Venstre,13,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Det Konservative Folkeparti,134,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Bendt Bendtsen,Det Konservative Folkeparti,348,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Josefine Kofoed,Det Konservative Folkeparti,24,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Tove Videbæk,Det Konservative Folkeparti,23,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nichlas Vind,Det Konservative Folkeparti,21,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Christian Wedell-Neergaard,Det Konservative Folkeparti,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Morten Thiessen,Det Konservative Folkeparti,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Julie Broe,Det Konservative Folkeparti,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Catja C. Gaebel,Det Konservative Folkeparti,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Anders Stoltenberg,Det Konservative Folkeparti,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Mette-Katrine Ejby Buch,Det Konservative Folkeparti,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,SF - Socialistisk Folkeparti,425,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Margrete Auken,SF - Socialistisk Folkeparti,853,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Tonni Hansen,SF - Socialistisk Folkeparti,15,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Anne-Mette Wehmüller,SF - Socialistisk Folkeparti,30,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Christine Sidenius,SF - Socialistisk Folkeparti,19,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Teis Volstrup,SF - Socialistisk Folkeparti,26,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jacob Isøe Klærke,SF - Socialistisk Folkeparti,32,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Fathi El-Abed,SF - Socialistisk Folkeparti,8,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Halime Oguz,SF - Socialistisk Folkeparti,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Meta Fuglsang,SF - Socialistisk Folkeparti,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Allan Norre Pedersen,SF - Socialistisk Folkeparti,12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Rune Bai Nielsen,SF - Socialistisk Folkeparti,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Charlotte Broman Mølbæk,SF - Socialistisk Folkeparti,18,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Michael Thomsen,SF - Socialistisk Folkeparti,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Søren Gytz Olesen,SF - Socialistisk Folkeparti,18,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jan Kjær,SF - Socialistisk Folkeparti,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jørgen Jørgensen,SF - Socialistisk Folkeparti,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Troels Stru Schmidt,SF - Socialistisk Folkeparti,9,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Lau Tambjerg,SF - Socialistisk Folkeparti,19,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Annemette Schønberg Johnsen,SF - Socialistisk Folkeparti,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Anne Lise Holst Jensen,SF - Socialistisk Folkeparti,10,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Liberal Alliance,132,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Christina Egelund,Liberal Alliance,176,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Niels Westy,Liberal Alliance,12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Kasper Heumann Kristensen,Liberal Alliance,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Marianne Mørk Mathiesen,Liberal Alliance,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jakob Bille,Liberal Alliance,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Sabeena Sareen,Liberal Alliance,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Andreas Hastrup,Liberal Alliance,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Anne Kathrine Kirk,Liberal Alliance,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Niels Høiby,Liberal Alliance,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Folkebevægelsen mod EU,373,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Rina Ronja Kari,Folkebevægelsen mod EU,260,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Lave K. Broch,Folkebevægelsen mod EU,26,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ole Nors Nielsen,Folkebevægelsen mod EU,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Christian Juhl,Folkebevægelsen mod EU,17,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Karina Rohr Sørensen,Folkebevægelsen mod EU,8,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jørgen Grøn,Folkebevægelsen mod EU,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Mette Langdal,Folkebevægelsen mod EU,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Brian Olsen,Folkebevægelsen mod EU,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Erik Bach,Folkebevægelsen mod EU,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Helge Rørtoft-Madsen,Folkebevægelsen mod EU,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Thorkil Sohn,Folkebevægelsen mod EU,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Hans-Henrik Larsen,Folkebevægelsen mod EU,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jean Thierry,Folkebevægelsen mod EU,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Inger-Marie Tryde Martensen,Folkebevægelsen mod EU,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Malte Bang,Folkebevægelsen mod EU,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Mehmet Aksoy,Folkebevægelsen mod EU,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Victoria Ninosca Risbjerg Velasque,Folkebevægelsen mod EU,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Troels Juel,Folkebevægelsen mod EU,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Tobias Clausen,Folkebevægelsen mod EU,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Preben Kristensen,Folkebevægelsen mod EU,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Dansk Folkeparti,194,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Morten Messerschmidt,Dansk Folkeparti,814,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Anders Primdahl Vistisen,Dansk Folkeparti,15,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Rikke Karlsson,Dansk Folkeparti,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Karsten Lorentzen,Dansk Folkeparti,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Tilde Bork,Dansk Folkeparti,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jørn Dohrmann,Dansk Folkeparti,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Susanne Eilersen,Dansk Folkeparti,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Kristina Jørgensen,Dansk Folkeparti,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Githa Nelander,Dansk Folkeparti,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Danni Olsen,Dansk Folkeparti,0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,"Venstre, Danmarks Liberale Parti",405,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ulla Tørnæs,"Venstre, Danmarks Liberale Parti",259,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nils Juhl Andreasen,"Venstre, Danmarks Liberale Parti",8,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Asger Christensen,"Venstre, Danmarks Liberale Parti",11,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ole Davidsen,"Venstre, Danmarks Liberale Parti",20,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Diego Gugliotta,"Venstre, Danmarks Liberale Parti",6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Poul-Erik Høyer,"Venstre, Danmarks Liberale Parti",44,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Harry Jensen,"Venstre, Danmarks Liberale Parti",3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Marcus Knuth,"Venstre, Danmarks Liberale Parti",9,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Morten Løkkegaard,"Venstre, Danmarks Liberale Parti",261,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jess Myrthu,"Venstre, Danmarks Liberale Parti",12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nicolai Svejgaard Poulsen,"Venstre, Danmarks Liberale Parti",9,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Henrik Frost Rasmussen,"Venstre, Danmarks Liberale Parti",0,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jens Rohde,"Venstre, Danmarks Liberale Parti",127,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Irene Simonsen,"Venstre, Danmarks Liberale Parti",12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Aleksander Aagaard,"Venstre, Danmarks Liberale Parti",9,Østjyllands Storkreds
