Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Struerkredsen,1. Lemvig,Partiliste,Socialdemokratiet,138,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jeppe Kofod,Socialdemokratiet,303,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Ole Christensen,Socialdemokratiet,17,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christel Schaldemose,Socialdemokratiet,36,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Lasse Quvang Rasmussen,Socialdemokratiet,33,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Britta Thomsen,Socialdemokratiet,7,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Kathrine Alexandrowiz,Socialdemokratiet,8,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Gunde Odgaard,Socialdemokratiet,9,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Rasmus Gjedssø Bertelsen,Socialdemokratiet,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,Radikale Venstre,30,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Morten Helveg Petersen,Radikale Venstre,100,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christian Kjølhede,Radikale Venstre,8,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Kristina Siig,Radikale Venstre,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Samira Nawa Amini,Radikale Venstre,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Karen Melchior,Radikale Venstre,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Thomas Elkjær,Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Sissel Kvist,Radikale Venstre,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,Det Konservative Folkeparti,16,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Bendt Bendtsen,Det Konservative Folkeparti,197,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Josefine Kofoed,Det Konservative Folkeparti,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Tove Videbæk,Det Konservative Folkeparti,41,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Nichlas Vind,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christian Wedell-Neergaard,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Morten Thiessen,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Julie Broe,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Catja C. Gaebel,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anders Stoltenberg,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Mette-Katrine Ejby Buch,Det Konservative Folkeparti,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,SF - Socialistisk Folkeparti,31,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Margrete Auken,SF - Socialistisk Folkeparti,145,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Tonni Hansen,SF - Socialistisk Folkeparti,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anne-Mette Wehmüller,SF - Socialistisk Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christine Sidenius,SF - Socialistisk Folkeparti,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Teis Volstrup,SF - Socialistisk Folkeparti,19,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jacob Isøe Klærke,SF - Socialistisk Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Fathi El-Abed,SF - Socialistisk Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Halime Oguz,SF - Socialistisk Folkeparti,1,Vestjyllands Storkreds
