Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Socialdemokratiet,124,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jeppe Kofod,Socialdemokratiet,188,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Ole Christensen,Socialdemokratiet,273,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Christel Schaldemose,Socialdemokratiet,31,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Lasse Quvang Rasmussen,Socialdemokratiet,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Britta Thomsen,Socialdemokratiet,11,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kathrine Alexandrowiz,Socialdemokratiet,4,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Gunde Odgaard,Socialdemokratiet,11,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Rasmus Gjedssø Bertelsen,Socialdemokratiet,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Radikale Venstre,14,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Morten Helveg Petersen,Radikale Venstre,58,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Christian Kjølhede,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kristina Siig,Radikale Venstre,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Samira Nawa Amini,Radikale Venstre,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Karen Melchior,Radikale Venstre,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Thomas Elkjær,Radikale Venstre,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Sissel Kvist,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Det Konservative Folkeparti,13,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Bendt Bendtsen,Det Konservative Folkeparti,176,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Josefine Kofoed,Det Konservative Folkeparti,4,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Tove Videbæk,Det Konservative Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Nichlas Vind,Det Konservative Folkeparti,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Christian Wedell-Neergaard,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Morten Thiessen,Det Konservative Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Julie Broe,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Catja C. Gaebel,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anders Stoltenberg,Det Konservative Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Mette-Katrine Ejby Buch,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,SF - Socialistisk Folkeparti,18,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Margrete Auken,SF - Socialistisk Folkeparti,112,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Tonni Hansen,SF - Socialistisk Folkeparti,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anne-Mette Wehmüller,SF - Socialistisk Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Christine Sidenius,SF - Socialistisk Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Teis Volstrup,SF - Socialistisk Folkeparti,13,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jacob Isøe Klærke,SF - Socialistisk Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Fathi El-Abed,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Halime Oguz,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Meta Fuglsang,SF - Socialistisk Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Allan Norre Pedersen,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Rune Bai Nielsen,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Charlotte Broman Mølbæk,SF - Socialistisk Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Michael Thomsen,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Søren Gytz Olesen,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jan Kjær,SF - Socialistisk Folkeparti,4,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jørgen Jørgensen,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Troels Stru Schmidt,SF - Socialistisk Folkeparti,3,Nordjyllands Storkreds
