Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Frederikshavnkredsen;1. Skagen;Ja;1648;57,9
Frederikshavnkredsen;1. Skagen;Nej;1199;42,1
Frederikshavnkredsen;2. Hulsig;Ja;35;50,7
Frederikshavnkredsen;2. Hulsig;Nej;34;49,3
Frederikshavnkredsen;3. Ålbæk;Ja;400;53,1
Frederikshavnkredsen;3. Ålbæk;Nej;354;46,9
Frederikshavnkredsen;4. Jerup;Ja;202;52,3
Frederikshavnkredsen;4. Jerup;Nej;184;47,7
Frederikshavnkredsen;5. Elling;Ja;313;53,4
Frederikshavnkredsen;5. Elling;Nej;273;46,6
Frederikshavnkredsen;6. Strandby;Ja;551;55,8
Frederikshavnkredsen;6. Strandby;Nej;436;44,2
Frederikshavnkredsen;7. Frederikshavn Nord;Ja;1099;51,7
Frederikshavnkredsen;7. Frederikshavn Nord;Nej;1026;48,3
Frederikshavnkredsen;8. Frederikshavn Midt;Ja;1665;53,7
Frederikshavnkredsen;8. Frederikshavn Midt;Nej;1433;46,3
Frederikshavnkredsen;9. Frederikshavn Syd;Ja;1578;58,8
Frederikshavnkredsen;9. Frederikshavn Syd;Nej;1107;41,2
Frederikshavnkredsen;10. Ravnshøj;Ja;449;60,0
Frederikshavnkredsen;10. Ravnshøj;Nej;299;40,0
Frederikshavnkredsen;11. Gærum;Ja;521;64,6
Frederikshavnkredsen;11. Gærum;Nej;285;35,4
Frederikshavnkredsen;12. Sæby;Ja;2189;64,5
Frederikshavnkredsen;12. Sæby;Nej;1207;35,5
Frederikshavnkredsen;13. Brønden;Ja;113;57,1
Frederikshavnkredsen;13. Brønden;Nej;85;42,9
Frederikshavnkredsen;14. Dybvad;Ja;239;61,3
Frederikshavnkredsen;14. Dybvad;Nej;151;38,7
Frederikshavnkredsen;15. Hørby;Ja;186;60,4
Frederikshavnkredsen;15. Hørby;Nej;122;39,6
Frederikshavnkredsen;15. Læsø;Ja;362;56,6
Frederikshavnkredsen;15. Læsø;Nej;278;43,4
Frederikshavnkredsen;16. Præstbro;Ja;107;56,6
Frederikshavnkredsen;16. Præstbro;Nej;82;43,4
Frederikshavnkredsen;17. Thorshøj;Ja;144;55,6
Frederikshavnkredsen;17. Thorshøj;Nej;115;44,4
Frederikshavnkredsen;18. Understed;Ja;105;52,0
Frederikshavnkredsen;18. Understed;Nej;97;48,0
Frederikshavnkredsen;19. Voerså;Ja;170;54,0
Frederikshavnkredsen;19. Voerså;Nej;145;46,0
Frederikshavnkredsen;20. Volstrup;Ja;152;61,3
Frederikshavnkredsen;20. Volstrup;Nej;96;38,7
Frederikshavnkredsen;21. Østervrå;Ja;353;57,8
Frederikshavnkredsen;21. Østervrå;Nej;258;42,2
Frederikshavnkredsen;22. Lyngså;Ja;124;50,6
Frederikshavnkredsen;22. Lyngså;Nej;121;49,4
Hjørringkredsen;1. Horne;Ja;398;57,0
Hjørringkredsen;1. Horne;Nej;300;43,0
Hjørringkredsen;3. Hirtshals;Ja;1021;55,9
Hjørringkredsen;3. Hirtshals;Nej;806;44,1
Hjørringkredsen;4. Hjørring - Centrum;Ja;2236;61,8
Hjørringkredsen;4. Hjørring - Centrum;Nej;1382;38,2
Hjørringkredsen;6. Tornby;Ja;465;64,4
Hjørringkredsen;6. Tornby;Nej;257;35,6
Hjørringkredsen;7. Bindslev;Ja;379;64,1
Hjørringkredsen;7. Bindslev;Nej;212;35,9
Hjørringkredsen;8. Tversted;Ja;397;61,0
Hjørringkredsen;8. Tversted;Nej;254;39,0
Hjørringkredsen;11. Taars;Ja;792;67,1
Hjørringkredsen;11. Taars;Nej;388;32,9
