Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ja;5070;65,6
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Nej;2656;34,4
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;Ja;1980;59,1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;Nej;1369;40,9
Aarhus Sydkredsen;3. Rundhøjhallen,Holme;Ja;2277;62,2
Aarhus Sydkredsen;3. Rundhøjhallen,Holme;Nej;1381;37,8
Aarhus Sydkredsen;4. Kragelundskolen,Højbjerg;Ja;1635;67,7
Aarhus Sydkredsen;4. Kragelundskolen,Højbjerg;Nej;779;32,3
Aarhus Sydkredsen;6. Tranbjerg Skole;Ja;2340;60,1
Aarhus Sydkredsen;6. Tranbjerg Skole;Nej;1556;39,9
Aarhus Sydkredsen;9. Beder Skole;Ja;1494;69,0
Aarhus Sydkredsen;9. Beder Skole;Nej;670;31,0
Aarhus Sydkredsen;11. Malling Skole;Ja;1497;65,0
Aarhus Sydkredsen;11. Malling Skole;Nej;807;35,0
Aarhus Sydkredsen;12. Mårslet Skole;Ja;1796;71,0
Aarhus Sydkredsen;12. Mårslet Skole;Nej;732;29,0
Aarhus Sydkredsen;13. Solbjergskolen;Ja;1427;65,1
Aarhus Sydkredsen;13. Solbjergskolen;Nej;765;34,9
Aarhus Sydkredsen;66. Skåde Skole;Ja;2025;70,4
Aarhus Sydkredsen;66. Skåde Skole;Nej;852;29,6
Aarhus Vestkredsen;7. Rosenvangskolen,Viby J;Ja;2122;65,0
Aarhus Vestkredsen;7. Rosenvangskolen,Viby J;Nej;1143;35,0
Aarhus Vestkredsen;8. Viby Hallen;Ja;2564;58,4
Aarhus Vestkredsen;8. Viby Hallen;Nej;1830;41,6
Aarhus Vestkredsen;16. Ormslev Præstegård;Ja;185;65,8
Aarhus Vestkredsen;16. Ormslev Præstegård;Nej;96;34,2
Aarhus Vestkredsen;18. Hasselager Hallen;Ja;1618;61,1
Aarhus Vestkredsen;18. Hasselager Hallen;Nej;1029;38,9
Aarhus Vestkredsen;19. Højvangskolen,Stavtrup;Ja;1456;64,9
Aarhus Vestkredsen;19. Højvangskolen,Stavtrup;Nej;787;35,1
Aarhus Vestkredsen;24. Brabrand Hallen,Brabrand;Ja;2350;65,8
Aarhus Vestkredsen;24. Brabrand Hallen,Brabrand;Nej;1222;34,2
Aarhus Vestkredsen;25. Globus 1, Brabrand;Ja;826;53,7
Aarhus Vestkredsen;25. Globus 1, Brabrand;Nej;712;46,3
Aarhus Vestkredsen;26. Skjoldhøjskolen;Ja;1351;55,8
Aarhus Vestkredsen;26. Skjoldhøjskolen;Nej;1068;44,2
Aarhus Vestkredsen;28. Tilst Skole,Tilst;Ja;1604;58,7
Aarhus Vestkredsen;28. Tilst Skole,Tilst;Nej;1127;41,3
Aarhus Vestkredsen;30. Næshøj Hallen, Harlev;Ja;1309;65,8
Aarhus Vestkredsen;30. Næshøj Hallen, Harlev;Nej;680;34,2
Aarhus Vestkredsen;31. Borum Forsamlingshus;Ja;186;59,2
Aarhus Vestkredsen;31. Borum Forsamlingshus;Nej;128;40,8
Aarhus Vestkredsen;33. Sabro-Korsvejskolen,Sabro;Ja;840;62,5
Aarhus Vestkredsen;33. Sabro-Korsvejskolen,Sabro;Nej;505;37,5
Aarhus Vestkredsen;62. Søndervangskolen,Viby J;Ja;545;52,5
Aarhus Vestkredsen;62. Søndervangskolen,Viby J;Nej;493;47,5
Aarhus Vestkredsen;64. Åby Skole;Ja;1647;58,8
Aarhus Vestkredsen;64. Åby Skole;Nej;1154;41,2
Aarhus Nordkredsen;22. Gammelgårdskolen,Åbyhøj;Ja;1315;64,2
Aarhus Nordkredsen;22. Gammelgårdskolen,Åbyhøj;Nej;734;35,8
Aarhus Nordkredsen;23. Hasle Skole;Ja;2018;62,0
Aarhus Nordkredsen;23. Hasle Skole;Nej;1237;38,0
Aarhus Nordkredsen;42. Skovvangskolen;Ja;3353;60,3
Aarhus Nordkredsen;42. Skovvangskolen;Nej;2208;39,7
Aarhus Nordkredsen;43. Møllevangskolen;Ja;3409;59,2
Aarhus Nordkredsen;43. Møllevangskolen;Nej;2353;40,8
Aarhus Nordkredsen;44. Lisbjergskolen;Ja;379;58,0
Aarhus Nordkredsen;44. Lisbjergskolen;Nej;275;42,0
Aarhus Nordkredsen;47. Lystrup Skole;Ja;3023;65,1
Aarhus Nordkredsen;47. Lystrup Skole;Nej;1619;34,9
Aarhus Nordkredsen;53. Bjørnshøjcentret,Trige;Ja;647;58,4
Aarhus Nordkredsen;53. Bjørnshøjcentret,Trige;Nej;460;41,6
Aarhus Nordkredsen;55. Spørring Fælleshus;Ja;258;59,0
Aarhus Nordkredsen;55. Spørring Fælleshus;Nej;179;41,0
Aarhus Nordkredsen;56. Hårup Hallen;Ja;536;65,7
Aarhus Nordkredsen;56. Hårup Hallen;Nej;280;34,3
Aarhus Nordkredsen;63. Center -10 (Frydenlundskolen);Ja;2505;56,1
Aarhus Nordkredsen;63. Center -10 (Frydenlundskolen);Nej;1961;43,9
Aarhus Nordkredsen;67. Katrinebjergskolen;Ja;1667;61,1
Aarhus Nordkredsen;67. Katrinebjergskolen;Nej;1063;38,9
Aarhus Nordkredsen;68. Vorrevangskolen;Ja;824;51,5
Aarhus Nordkredsen;68. Vorrevangskolen;Nej;777;48,5
Aarhus Østkredsen;21. Rådhushallen;Ja;4351;63,6
Aarhus Østkredsen;21. Rådhushallen;Nej;2487;36,4
Aarhus Østkredsen;41. Samsøgades Skole;Ja;4661;61,4
Aarhus Østkredsen;41. Samsøgades Skole;Nej;2926;38,6
Aarhus Østkredsen;45. Bellevue-Hallen;Ja;3665;74,4
Aarhus Østkredsen;45. Bellevue-Hallen;Nej;1259;25,6
Aarhus Østkredsen;48. Virupskolen,Hjortshøj;Ja;1055;64,8
Aarhus Østkredsen;48. Virupskolen,Hjortshøj;Nej;572;35,2
Aarhus Østkredsen;49. Sølystskolen,Egå;Ja;1567;69,5
Aarhus Østkredsen;49. Sølystskolen,Egå;Nej;689;30,5
Aarhus Østkredsen;50. Skæring Skole;Ja;1443;66,2
Aarhus Østkredsen;50. Skæring Skole;Nej;736;33,8
Aarhus Østkredsen;51. Skødstrup Hallen;Ja;2192;67,4
Aarhus Østkredsen;51. Skødstrup Hallen;Nej;1061;32,6
Aarhus Østkredsen;61. Vejlby Risskov Hallen;Ja;2442;57,9
Aarhus Østkredsen;61. Vejlby Risskov Hallen;Nej;1778;42,1
Aarhus Østkredsen;65. Ellevangskolen,Risskov;Ja;2333;64,8
Aarhus Østkredsen;65. Ellevangskolen,Risskov;Nej;1268;35,2
Djurskredsen;1. Ebeltoft;Ja;2443;64,4
Djurskredsen;1. Ebeltoft;Nej;1351;35,6
Djurskredsen;1. Kulturhuset Pavillonen;Ja;2128;60,4
Djurskredsen;1. Kulturhuset Pavillonen;Nej;1398;39,6
Djurskredsen;2. Anholt Skole;Ja;39;49,4
Djurskredsen;2. Anholt Skole;Nej;40;50,6
Djurskredsen;2. Mols;Ja;1042;62,7
Djurskredsen;2. Mols;Nej;620;37,3
Djurskredsen;3. Kulturhuset Stationen;Ja;541;57,0
Djurskredsen;3. Kulturhuset Stationen;Nej;408;43,0
Djurskredsen;3. Tirstrup;Ja;478;56,4
Djurskredsen;3. Tirstrup;Nej;369;43,6
Djurskredsen;4. Grenaa Idrætscenter;Ja;1314;56,3
Djurskredsen;4. Grenaa Idrætscenter;Nej;1022;43,8
Djurskredsen;4. Kolind;Ja;745;60,6
Djurskredsen;4. Kolind;Nej;484;39,4
Djurskredsen;5. Glesborg;Ja;892;56,2
Djurskredsen;5. Glesborg;Nej;696;43,8
Djurskredsen;5. Ryomgård;Ja;969;58,0
Djurskredsen;5. Ryomgård;Nej;702;42,0
Djurskredsen;6. Hornslet;Ja;1850;65,4
Djurskredsen;6. Hornslet;Nej;980;34,6
Djurskredsen;6. Ørum;Ja;485;61,5
Djurskredsen;6. Ørum;Nej;303;38,5
Djurskredsen;7. Mørke;Ja;834;59,6
Djurskredsen;7. Mørke;Nej;566;40,4
Djurskredsen;7. Ørsted;Ja;653;57,5
Djurskredsen;7. Ørsted;Nej;483;42,5
