Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Lollandkredsen;3. Holeby;Ja;829;59,7
Lollandkredsen;3. Holeby;Nej;560;40,3
Lollandkredsen;11. Søllested;Ja;494;56,5
Lollandkredsen;11. Søllested;Nej;381;43,5
Lollandkredsen;13. Maribo;Ja;1781;62,7
Lollandkredsen;13. Maribo;Nej;1061;37,3
Lollandkredsen;19. Østofte;Ja;754;53,1
Lollandkredsen;19. Østofte;Nej;665;46,9
Lollandkredsen;20. Nakskov Idrætscenter;Ja;1859;56,4
Lollandkredsen;20. Nakskov Idrætscenter;Nej;1440;43,6
Lollandkredsen;21. Nakskov Stormarkskolen;Ja;1174;58,0
Lollandkredsen;21. Nakskov Stormarkskolen;Nej;850;42,0
Lollandkredsen;27. Fejø;Ja;113;50,9
Lollandkredsen;27. Fejø;Nej;109;49,1
Lollandkredsen;29. Horslunde;Ja;566;53,8
Lollandkredsen;29. Horslunde;Nej;487;46,2
Lollandkredsen;35. Dannemare;Ja;722;61,7
Lollandkredsen;35. Dannemare;Nej;449;38,3
Lollandkredsen;36. Rødby;Ja;811;58,3
Lollandkredsen;36. Rødby;Nej;579;41,7
Lollandkredsen;37. Rødbyhavn;Ja;296;50,5
Lollandkredsen;37. Rødbyhavn;Nej;290;49,5
Guldborgsundkredsen;1. Bykredsen;Ja;927;57,0
Guldborgsundkredsen;1. Bykredsen;Nej;699;43,0
Guldborgsundkredsen;2. Østerbro;Ja;887;57,1
Guldborgsundkredsen;2. Østerbro;Nej;666;42,9
Guldborgsundkredsen;3. Lindeskov;Ja;893;60,4
Guldborgsundkredsen;3. Lindeskov;Nej;585;39,6
Guldborgsundkredsen;4. Ejegod;Ja;1003;58,0
Guldborgsundkredsen;4. Ejegod;Nej;726;42,0
Guldborgsundkredsen;5. Kraghave;Ja;744;63,2
Guldborgsundkredsen;5. Kraghave;Nej;433;36,8
Guldborgsundkredsen;6. Toreby;Ja;399;53,7
Guldborgsundkredsen;6. Toreby;Nej;344;46,3
Guldborgsundkredsen;7. Sundby;Ja;1028;65,0
Guldborgsundkredsen;7. Sundby;Nej;554;35,0
Guldborgsundkredsen;8. Nysted;Ja;803;60,2
Guldborgsundkredsen;8. Nysted;Nej;531;39,8
Guldborgsundkredsen;9. Øster Ulslev;Ja;405;54,6
Guldborgsundkredsen;9. Øster Ulslev;Nej;337;45,4
Guldborgsundkredsen;10. Nørre Alslev;Ja;756;55,5
Guldborgsundkredsen;10. Nørre Alslev;Nej;607;44,5
Guldborgsundkredsen;11. Nørre Vedby;Ja;528;55,3
Guldborgsundkredsen;11. Nørre Vedby;Nej;426;44,7
Guldborgsundkredsen;12. Eskilstrup;Ja;658;59,1
Guldborgsundkredsen;12. Eskilstrup;Nej;455;40,9
Guldborgsundkredsen;13. Sakskøbing;Ja;1250;59,0
Guldborgsundkredsen;13. Sakskøbing;Nej;870;41,0
Guldborgsundkredsen;14. Majbølle;Ja;378;50,5
Guldborgsundkredsen;14. Majbølle;Nej;370;49,5
Guldborgsundkredsen;15. Våbensted;Ja;282;59,5
Guldborgsundkredsen;15. Våbensted;Nej;192;40,5
Guldborgsundkredsen;16. Stubbekøbing;Ja;910;55,4
Guldborgsundkredsen;16. Stubbekøbing;Nej;732;44,6
Guldborgsundkredsen;17. Horreby;Ja;725;53,5
Guldborgsundkredsen;17. Horreby;Nej;630;46,5
Guldborgsundkredsen;18. Idestrup;Ja;494;58,8
Guldborgsundkredsen;18. Idestrup;Nej;346;41,2
Guldborgsundkredsen;19. Væggerløse;Ja;1067;63,0
Guldborgsundkredsen;19. Væggerløse;Nej;626;37,0
Guldborgsundkredsen;20. Gedser;Ja;300;43,9
Guldborgsundkredsen;20. Gedser;Nej;383;56,1
Vordingborgkredsen;1. Vordingborg;Ja;1317;57,0
Vordingborgkredsen;1. Vordingborg;Nej;993;43,0
Vordingborgkredsen;2. Masnedsund;Ja;992;55,4
Vordingborgkredsen;2. Masnedsund;Nej;800;44,6
Vordingborgkredsen;3. Nyråd;Ja;882;66,5
Vordingborgkredsen;3. Nyråd;Nej;445;33,5
Vordingborgkredsen;4. Kastrup;Ja;566;54,3
Vordingborgkredsen;4. Kastrup;Nej;476;45,7
Vordingborgkredsen;5. Bårse;Ja;308;59,1
Vordingborgkredsen;5. Bårse;Nej;213;40,9
Vordingborgkredsen;6. Lundby;Ja;853;55,8
Vordingborgkredsen;6. Lundby;Nej;675;44,2
Vordingborgkredsen;7. Ørslev;Ja;562;62,5
Vordingborgkredsen;7. Ørslev;Nej;337;37,5
Vordingborgkredsen;8. Stege;Ja;1594;63,6
Vordingborgkredsen;8. Stege;Nej;912;36,4
Vordingborgkredsen;9. Østmøn;Ja;473;59,6
Vordingborgkredsen;9. Østmøn;Nej;321;40,4
Vordingborgkredsen;10. Vestmøn;Ja;626;57,2
Vordingborgkredsen;10. Vestmøn;Nej;468;42,8
Vordingborgkredsen;11. Bogø;Ja;352;62,3
Vordingborgkredsen;11. Bogø;Nej;213;37,7
Vordingborgkredsen;12. Præstø;Ja;1138;61,9
Vordingborgkredsen;12. Præstø;Nej;699;38,1
Vordingborgkredsen;13. Allerslev;Ja;338;61,5
Vordingborgkredsen;13. Allerslev;Nej;212;38,5
Vordingborgkredsen;14. Jungshoved;Ja;227;58,1
Vordingborgkredsen;14. Jungshoved;Nej;164;41,9
Vordingborgkredsen;15. Mern;Ja;442;54,8
Vordingborgkredsen;15. Mern;Nej;364;45,2
Vordingborgkredsen;16. Kalvehave;Ja;597;59,9
Vordingborgkredsen;16. Kalvehave;Nej;399;40,1
Vordingborgkredsen;17. Stensved;Ja;539;59,7
Vordingborgkredsen;17. Stensved;Nej;364;40,3
Næstvedkredsen;1. Fuglebjerg Hallen;Ja;1061;61,3
Næstvedkredsen;1. Fuglebjerg Hallen;Nej;671;38,7
Næstvedkredsen;2. Everdrup;Ja;311;64,1
Næstvedkredsen;2. Everdrup;Nej;174;35,9
Næstvedkredsen;3. Grønbro-Hallen;Ja;445;56,6
Næstvedkredsen;3. Grønbro-Hallen;Nej;341;43,4
Næstvedkredsen;4. Næstelsø - Mogenstrup;Ja;761;68,2
Næstvedkredsen;4. Næstelsø - Mogenstrup;Nej;355;31,8
Næstvedkredsen;5. Tybjerg;Ja;254;58,4
Næstvedkredsen;5. Tybjerg;Nej;181;41,6
Næstvedkredsen;6. Snesere;Ja;645;61,8
Næstvedkredsen;6. Snesere;Nej;398;38,2
Næstvedkredsen;7. Hammer - Vester Egesborg;Ja;414;60,2
Næstvedkredsen;7. Hammer - Vester Egesborg;Nej;274;39,8
Næstvedkredsen;8. Fensmark;Ja;1225;62,8
Næstvedkredsen;8. Fensmark;Nej;725;37,2
Næstvedkredsen;9. Holme-Olstrup;Ja;359;57,1
Næstvedkredsen;9. Holme-Olstrup;Nej;270;42,9
Næstvedkredsen;10. Toksværd;Ja;345;51,2
Næstvedkredsen;10. Toksværd;Nej;329;48,8
Næstvedkredsen;11. Glumsø;Ja;807;56,6
Næstvedkredsen;11. Glumsø;Nej;618;43,4
Næstvedkredsen;12. Sandby;Ja;149;62,9
Næstvedkredsen;12. Sandby;Nej;88;37,1
Næstvedkredsen;13. Skelby;Ja;179;62,2
Næstvedkredsen;13. Skelby;Nej;109;37,8
Næstvedkredsen;14. Herlufmagle;Ja;809;60,0
Næstvedkredsen;14. Herlufmagle;Nej;540;40,0
Næstvedkredsen;20. Ll. Næstved Skole-Karrebækvej;Ja;1299;68,4
Næstvedkredsen;20. Ll. Næstved Skole-Karrebækvej;Nej;601;31,6
Næstvedkredsen;21. Grønnegades Kaserne;Ja;797;58,0
Næstvedkredsen;21. Grønnegades Kaserne;Nej;576;42,0
Næstvedkredsen;22. Kildemarkskolen;Ja;1076;54,5
Næstvedkredsen;22. Kildemarkskolen;Nej;898;45,5
Næstvedkredsen;23. Næstved Hallerne;Ja;1545;63,7
Næstvedkredsen;23. Næstved Hallerne;Nej;881;36,3
Næstvedkredsen;24. Sct. Jørgens Skole;Ja;1589;61,8
Næstvedkredsen;24. Sct. Jørgens Skole;Nej;981;38,2
Næstvedkredsen;25. Kalbyrisskolen;Ja;793;55,3
Næstvedkredsen;25. Kalbyrisskolen;Nej;640;44,7
Næstvedkredsen;26. Ll Næstved Skole-Herlufsholmve;Ja;1129;70,3
Næstvedkredsen;26. Ll Næstved Skole-Herlufsholmve;Nej;477;29,7
Næstvedkredsen;27. Herlufsholmhallen;Ja;1388;65,2
Næstvedkredsen;27. Herlufsholmhallen;Nej;742;34,8
Næstvedkredsen;28. Sydbyskolen;Ja;949;56,0
Næstvedkredsen;28. Sydbyskolen;Nej;746;44,0
Næstvedkredsen;29. Rønnebæk;Ja;256;66,1
Næstvedkredsen;29. Rønnebæk;Nej;131;33,9
Næstvedkredsen;31. Hyllinge;Ja;475;62,2
Næstvedkredsen;31. Hyllinge;Nej;289;37,8
Næstvedkredsen;32. Karrebæk;Ja;795;68,9
Næstvedkredsen;32. Karrebæk;Nej;359;31,1
Faksekredsen;1. Haslev 01;Ja;1798;61,9
Faksekredsen;1. Haslev 01;Nej;1106;38,1
Faksekredsen;1. Hårlevhallen;Ja;1256;55,3
Faksekredsen;1. Hårlevhallen;Nej;1014;44,7
Faksekredsen;2. Haslev 02;Ja;1835;62,5
Faksekredsen;2. Haslev 02;Nej;1103;37,5
Faksekredsen;2. Strøbyhallen;Ja;1851;61,6
Faksekredsen;2. Strøbyhallen;Nej;1155;38,4
Faksekredsen;3. Faxe;Ja;1034;58,5
Faksekredsen;3. Faxe;Nej;734;41,5
Faksekredsen;3. Stevnshallen;Ja;1329;56,3
Faksekredsen;3. Stevnshallen;Nej;1032;43,7
Faksekredsen;4. Harmonien;Ja;968;55,9
Faksekredsen;4. Harmonien;Nej;765;44,1
Faksekredsen;4. Hylleholt;Ja;945;57,6
Faksekredsen;4. Hylleholt;Nej;697;42,4
Faksekredsen;5. Karise;Ja;858;55,0
Faksekredsen;5. Karise;Nej;701;45,0
Faksekredsen;6. Dalby;Ja;915;62,8
Faksekredsen;6. Dalby;Nej;541;37,2
Faksekredsen;7. Rønnede;Ja;909;60,8
Faksekredsen;7. Rønnede;Nej;587;39,2
Køgekredsen;1. Hyllinge-Lyndby;Ja;1038;61,6
Køgekredsen;1. Hyllinge-Lyndby;Nej;648;38,4
Køgekredsen;1. Køge By - Midt;Ja;1301;65,9
Køgekredsen;1. Køge By - Midt;Nej;674;34,1
Køgekredsen;2. Køge By - Vest;Ja;1221;58,5
Køgekredsen;2. Køge By - Vest;Nej;867;41,5
Køgekredsen;2. Rye;Ja;658;60,7
Køgekredsen;2. Rye;Nej;426;39,3
Køgekredsen;3. Lellinge;Ja;283;66,1
Køgekredsen;3. Lellinge;Nej;145;33,9
Køgekredsen;3. Sæby-Gershøj;Ja;572;74,1
Køgekredsen;3. Sæby-Gershøj;Nej;200;25,9
Køgekredsen;4. Højelse / Lille Skensved;Ja;592;61,0
Køgekredsen;4. Højelse / Lille Skensved;Nej;379;39,0
Køgekredsen;4. Sonnerup;Ja;401;58,1
Køgekredsen;4. Sonnerup;Nej;289;41,9
Køgekredsen;5. Glim;Ja;355;65,0
Køgekredsen;5. Glim;Nej;191;35,0
Køgekredsen;5. Ølby;Ja;1090;56,4
Køgekredsen;5. Ølby;Nej;841;43,6
Køgekredsen;6. Hvalsø;Ja;1320;64,0
Køgekredsen;6. Hvalsø;Nej;742;36,0
Køgekredsen;6. Ølsemagle;Ja;980;58,0
Køgekredsen;6. Ølsemagle;Nej;710;42,0
Køgekredsen;7. Herfølge;Ja;774;60,9
Køgekredsen;7. Herfølge;Nej;496;39,1
Køgekredsen;8. Alkestrup;Ja;359;61,0
Køgekredsen;8. Alkestrup;Nej;230;39,0
Køgekredsen;8. Kr.Såby;Ja;809;59,6
Køgekredsen;8. Kr.Såby;Nej;549;40,4
Køgekredsen;9. Gevninge;Ja;950;69,3
Køgekredsen;9. Gevninge;Nej;421;30,7
Køgekredsen;9. Hastrup;Ja;1359;61,6
Køgekredsen;9. Hastrup;Nej;848;38,4
Køgekredsen;10. Køge By - Nord;Ja;1443;64,7
Køgekredsen;10. Køge By - Nord;Nej;787;35,3
Køgekredsen;11. Herfølge - Syd;Ja;746;52,9
Køgekredsen;11. Herfølge - Syd;Nej;664;47,1
Køgekredsen;11. Lejre;Ja;1006;73,9
Køgekredsen;11. Lejre;Nej;355;26,1
Køgekredsen;12. Borup;Ja;1608;61,1
Køgekredsen;12. Borup;Nej;1025;38,9
Køgekredsen;12. Osted;Ja;890;65,2
Køgekredsen;12. Osted;Nej;476;34,8
Køgekredsen;13. Ejby;Ja;980;60,5
Køgekredsen;13. Ejby;Nej;640;39,5
Køgekredsen;14. Gørslev;Ja;331;58,7
Køgekredsen;14. Gørslev;Nej;233;41,3
Køgekredsen;15. Bjæverskov;Ja;855;60,2
Køgekredsen;15. Bjæverskov;Nej;566;39,8
Køgekredsen;16. Vemmedrup;Ja;501;63,1
Køgekredsen;16. Vemmedrup;Nej;293;36,9
Grevekredsen;1. Arenaskolen;Ja;754;52,3
Grevekredsen;1. Arenaskolen;Nej;687;47,7
Grevekredsen;1. Havdrup;Ja;1167;62,5
Grevekredsen;1. Havdrup;Nej;700;37,5
Grevekredsen;2. Tjørnelyskolen;Ja;2138;66,2
Grevekredsen;2. Tjørnelyskolen;Nej;1094;33,8
Grevekredsen;3. Holmeagerskolen;Ja;2761;62,0
Grevekredsen;3. Holmeagerskolen;Nej;1695;38,0
Grevekredsen;4. Det Nordlige Strandområde;Ja;1987;66,1
Grevekredsen;4. Det Nordlige Strandområde;Nej;1018;33,9
Grevekredsen;4. Mosedeskolen;Ja;1696;70,3
Grevekredsen;4. Mosedeskolen;Nej;716;29,7
Grevekredsen;5. Det Sydlige Strandområde;Ja;2837;66,5
Grevekredsen;5. Det Sydlige Strandområde;Nej;1430;33,5
Grevekredsen;5. Karlslundehallerne;Ja;2435;67,5
Grevekredsen;5. Karlslundehallerne;Nej;1170;32,5
Grevekredsen;6. Tunehallerne;Ja;1820;63,3
Grevekredsen;6. Tunehallerne;Nej;1057;36,7
Grevekredsen;7. Hundigehallen;Ja;954;54,6
Grevekredsen;7. Hundigehallen;Nej;794;45,4
Roskildekredsen;1. Roskilde Bymidte;Ja;1602;65,3
Roskildekredsen;1. Roskilde Bymidte;Nej;852;34,7
Roskildekredsen;2. Klostermarken;Ja;1960;69,8
