Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Assenskredsen;1. Assens;Nej;1018;37,4
Assenskredsen;2. Ebberup;Ja;421;63,4
Assenskredsen;2. Ebberup;Nej;243;36,6
Assenskredsen;3. Turup;Ja;238;59,4
Assenskredsen;3. Turup;Nej;163;40,6
Assenskredsen;4. Salbrovad;Ja;235;62,0
Assenskredsen;4. Salbrovad;Nej;144;38,0
Assenskredsen;5. Helnæs;Ja;81;60,0
Assenskredsen;5. Helnæs;Nej;54;40,0
Assenskredsen;7. Køng;Ja;281;61,6
Assenskredsen;7. Køng;Nej;175;38,4
Assenskredsen;8. Glamsbjerg;Ja;668;61,2
Assenskredsen;8. Glamsbjerg;Nej;424;38,8
Assenskredsen;9. Flemløse;Ja;261;56,3
Assenskredsen;9. Flemløse;Nej;203;43,8
Assenskredsen;10. Søllested;Ja;121;53,1
Assenskredsen;10. Søllested;Nej;107;46,9
Assenskredsen;11. Ørsted;Ja;135;61,4
Assenskredsen;11. Ørsted;Nej;85;38,6
Assenskredsen;12. Dreslette;Ja;266;66,7
Assenskredsen;12. Dreslette;Nej;133;33,3
Assenskredsen;13. Haarby;Ja;873;63,8
Assenskredsen;13. Haarby;Nej;496;36,2
Assenskredsen;14. Jordløse;Ja;188;63,9
Assenskredsen;14. Jordløse;Nej;106;36,1
Assenskredsen;15. Brylle;Ja;530;67,3
Assenskredsen;15. Brylle;Nej;258;32,7
Assenskredsen;16. Tommerup;Ja;539;64,1
Assenskredsen;16. Tommerup;Nej;302;35,9
Assenskredsen;17. Tommerup St;Ja;696;65,7
Assenskredsen;17. Tommerup St;Nej;364;34,3
Assenskredsen;18. Verninge;Ja;311;61,7
Assenskredsen;18. Verninge;Nej;193;38,3
Assenskredsen;19. Nårup;Ja;125;60,1
Assenskredsen;19. Nårup;Nej;83;39,9
Assenskredsen;20. Vissenbjerg;Ja;1500;61,0
Assenskredsen;20. Vissenbjerg;Nej;960;39,0
Assenskredsen;21. Aarup;Ja;958;65,7
Assenskredsen;21. Aarup;Nej;501;34,3
Assenskredsen;22. Kerte;Ja;167;60,9
Assenskredsen;22. Kerte;Nej;107;39,1
Assenskredsen;23. Orte;Ja;223;64,3
Assenskredsen;23. Orte;Nej;124;35,7
Assenskredsen;24. Rørup;Ja;188;58,4
Assenskredsen;24. Rørup;Nej;134;41,6
Middelfartkredsen;1. Bogense;Ja;1104;66,5
Middelfartkredsen;1. Bogense;Nej;555;33,5
Middelfartkredsen;1. Middelfart V;Ja;1760;64,0
Middelfartkredsen;1. Middelfart V;Nej;991;36,0
Middelfartkredsen;2. Klinte;Ja;232;52,4
Middelfartkredsen;2. Klinte;Nej;211;47,6
Middelfartkredsen;2. Middelfart Ø;Ja;1903;67,3
Middelfartkredsen;2. Middelfart Ø;Nej;925;32,7
Middelfartkredsen;3. Kongslund;Ja;389;59,2
Middelfartkredsen;3. Kongslund;Nej;268;40,8
Middelfartkredsen;3. Strib;Ja;1586;73,2
Middelfartkredsen;3. Strib;Nej;581;26,8
Middelfartkredsen;4. Horsebæk;Ja;330;60,7
Middelfartkredsen;4. Horsebæk;Nej;214;39,3
Middelfartkredsen;4. Hyllehøj;Ja;692;68,1
Middelfartkredsen;4. Hyllehøj;Nej;324;31,9
Middelfartkredsen;5. Aulby;Ja;377;63,3
Middelfartkredsen;5. Aulby;Nej;219;36,7
Middelfartkredsen;5. Krogsbølle;Ja;528;63,9
Middelfartkredsen;5. Krogsbølle;Nej;298;36,1
Middelfartkredsen;6. Nørre Aaby;Ja;971;64,5
Middelfartkredsen;6. Nørre Aaby;Nej;534;35,5
Middelfartkredsen;6. Otterup;Ja;1380;65,8
Middelfartkredsen;6. Otterup;Nej;718;34,2
Middelfartkredsen;7. Baaring;Ja;572;67,0
Middelfartkredsen;7. Baaring;Nej;282;33,0
Middelfartkredsen;7. Løkkemark;Ja;383;65,5
Middelfartkredsen;7. Løkkemark;Nej;202;34,5
Middelfartkredsen;8. Ejby;Ja;787;65,0
Middelfartkredsen;8. Ejby;Nej;424;35,0
Middelfartkredsen;8. Skovløkke;Ja;315;58,2
Middelfartkredsen;8. Skovløkke;Nej;226;41,8
Middelfartkredsen;9. Gelsted;Ja;644;61,7
Middelfartkredsen;9. Gelsted;Nej;399;38,3
Middelfartkredsen;9. Veflinge;Ja;414;63,2
Middelfartkredsen;9. Veflinge;Nej;241;36,8
Middelfartkredsen;10. Brenderup;Ja;704;65,5
Middelfartkredsen;10. Brenderup;Nej;371;34,5
Middelfartkredsen;10. Hårslev;Ja;324;59,1
Middelfartkredsen;10. Hårslev;Nej;224;40,9
Middelfartkredsen;11. Fjelsted/Harndrup;Ja;462;63,5
Middelfartkredsen;11. Fjelsted/Harndrup;Nej;266;36,5
Middelfartkredsen;11. Morud;Ja;837;67,4
Middelfartkredsen;11. Morud;Nej;404;32,6
Middelfartkredsen;12. Særslev;Ja;408;63,9
Middelfartkredsen;12. Særslev;Nej;230;36,1
Middelfartkredsen;13. Søndersø;Ja;1098;65,1
Middelfartkredsen;13. Søndersø;Nej;589;34,9
Nyborgkredsen;1. Aunslev Forsamlingshus;Ja;484;63,0
Nyborgkredsen;1. Aunslev Forsamlingshus;Nej;284;37,0
Nyborgkredsen;1. Mesinge;Ja;607;63,7
Nyborgkredsen;1. Mesinge;Nej;346;36,3
Nyborgkredsen;2. Kerteminde 1;Ja;1154;63,7
Nyborgkredsen;2. Kerteminde 1;Nej;658;36,3
Nyborgkredsen;2. Nyborghallen;Ja;1869;60,6
Nyborgkredsen;2. Nyborghallen;Nej;1213;39,4
Nyborgkredsen;3. Borgerforeningens Hus;Ja;1719;62,8
Nyborgkredsen;3. Borgerforeningens Hus;Nej;1020;37,2
Nyborgkredsen;3. Kerteminde 2;Ja;832;63,7
Nyborgkredsen;3. Kerteminde 2;Nej;475;36,3
Nyborgkredsen;4. Nymarken;Ja;590;58,6
Nyborgkredsen;4. Nymarken;Nej;417;41,4
Nyborgkredsen;4. Vindinge Forsamlingshus;Ja;857;63,7
Nyborgkredsen;4. Vindinge Forsamlingshus;Nej;489;36,3
Nyborgkredsen;5. Langå, Svindinge Og Øksendrup;Ja;310;63,0
Nyborgkredsen;5. Langå, Svindinge Og Øksendrup;Nej;182;37,0
Nyborgkredsen;5. Marslev;Ja;538;59,1
Nyborgkredsen;5. Marslev;Nej;373;40,9
Nyborgkredsen;6. Langeskov;Ja;1231;64,6
Nyborgkredsen;6. Langeskov;Nej;676;35,4
Nyborgkredsen;6. Ullerslev;Ja;775;62,4
Nyborgkredsen;6. Ullerslev;Nej;467;37,6
Nyborgkredsen;7. Munkebo;Ja;1396;57,2
Nyborgkredsen;7. Munkebo;Nej;1044;42,8
Nyborgkredsen;8. Skellerup;Ja;312;64,3
Nyborgkredsen;8. Skellerup;Nej;173;35,7
Nyborgkredsen;9. Langtved;Ja;272;62,8
Nyborgkredsen;9. Langtved;Nej;161;37,2
Nyborgkredsen;10. Ørbæk;Ja;779;66,2
Nyborgkredsen;10. Ørbæk;Nej;398;33,8
Nyborgkredsen;11. Frørup Og Tårup;Ja;422;62,9
Nyborgkredsen;11. Frørup Og Tårup;Nej;249;37,1
Nyborgkredsen;12. Ellested Og Herrested;Ja;341;67,3
Nyborgkredsen;12. Ellested Og Herrested;Nej;166;32,7
Svendborgkredsen;1. Bagenkop;Ja;228;57,1
Svendborgkredsen;1. Bagenkop;Nej;171;42,9
Svendborgkredsen;1. Byen;Ja;3431;60,9
Svendborgkredsen;1. Byen;Nej;2206;39,1
Svendborgkredsen;2. Humble;Ja;430;63,6
Svendborgkredsen;2. Humble;Nej;246;36,4
Svendborgkredsen;2. Nordre;Ja;673;52,7
Svendborgkredsen;2. Nordre;Nej;603;47,3
Svendborgkredsen;3. Lindelse;Ja;322;66,3
Svendborgkredsen;3. Lindelse;Nej;164;33,7
Svendborgkredsen;3. Østre;Ja;1458;57,5
Svendborgkredsen;3. Østre;Nej;1079;42,5
Svendborgkredsen;4. Bjerreby/Landet;Ja;572;62,9
Svendborgkredsen;4. Bjerreby/Landet;Nej;337;37,1
Svendborgkredsen;5. Bregninge;Ja;1361;68,7
Svendborgkredsen;5. Bregninge;Nej;620;31,3
Svendborgkredsen;5. Rudkøbing;Ja;1269;61,8
Svendborgkredsen;5. Rudkøbing;Nej;786;38,2
Svendborgkredsen;6. Drejø;Ja;26;74,3
Svendborgkredsen;6. Drejø;Nej;9;25,7
Svendborgkredsen;6. Strynø;Ja;54;50,9
Svendborgkredsen;6. Strynø;Nej;52;49,1
Svendborgkredsen;7. Egense;Ja;899;68,5
Svendborgkredsen;7. Egense;Nej;413;31,5
Svendborgkredsen;7. Tullebølle;Ja;464;65,0
Svendborgkredsen;7. Tullebølle;Nej;250;35,0
Svendborgkredsen;8. Lejbølle;Ja;172;56,2
Svendborgkredsen;8. Lejbølle;Nej;134;43,8
Svendborgkredsen;9. Skårup;Ja;757;65,0
Svendborgkredsen;9. Skårup;Nej;408;35,0
Svendborgkredsen;10. Hou;Ja;295;57,1
Svendborgkredsen;10. Hou;Nej;222;42,9
Svendborgkredsen;10. Thurø;Ja;1275;70,3
Svendborgkredsen;10. Thurø;Nej;538;29,7
Svendborgkredsen;11. Tved;Ja;768;63,8
Svendborgkredsen;11. Tved;Nej;435;36,2
Svendborgkredsen;14. Kirkeby;Ja;361;56,9
Svendborgkredsen;14. Kirkeby;Nej;274;43,1
Svendborgkredsen;16. Ollerup;Ja;529;55,6
Svendborgkredsen;16. Ollerup;Nej;422;44,4
Svendborgkredsen;17. Stenstrup;Ja;598;59,2
Svendborgkredsen;17. Stenstrup;Nej;412;40,8
Svendborgkredsen;19. V.Skerninge;Ja;754;61,4
Svendborgkredsen;19. V.Skerninge;Nej;475;38,6
Svendborgkredsen;21. Gudbjerg;Ja;383;66,1
Svendborgkredsen;21. Gudbjerg;Nej;196;33,9
Svendborgkredsen;23. Gudme;Ja;445;69,4
Svendborgkredsen;23. Gudme;Nej;196;30,6
Svendborgkredsen;25. Hesselager;Ja;368;60,5
Svendborgkredsen;25. Hesselager;Nej;240;39,5
Svendborgkredsen;27. Oure;Ja;537;63,7
Svendborgkredsen;27. Oure;Nej;306;36,3
Faaborgkredsen;1. Allested-Vejle;Ja;441;59,0
Faaborgkredsen;1. Allested-Vejle;Nej;306;41,0
Faaborgkredsen;1. Marstal;Ja;750;58,8
Faaborgkredsen;1. Marstal;Nej;526;41,2
Faaborgkredsen;2. Brobyværk;Ja;345;61,3
Faaborgkredsen;2. Brobyværk;Nej;218;38,7
Faaborgkredsen;2. Ærøskøbing;Ja;671;69,6
Faaborgkredsen;2. Ærøskøbing;Nej;293;30,4
Faaborgkredsen;3. Nørre Broby;Ja;535;61,9
Faaborgkredsen;3. Nørre Broby;Nej;329;38,1
Faaborgkredsen;3. Søby;Ja;288;63,3
Faaborgkredsen;3. Søby;Nej;167;36,7
Faaborgkredsen;4. Vester Hæsinge;Ja;307;61,8
Faaborgkredsen;4. Vester Hæsinge;Nej;190;38,2
Faaborgkredsen;5. Avernakø;Ja;31;47,7
Faaborgkredsen;5. Avernakø;Nej;34;52,3
Faaborgkredsen;6. Faaborg Vest;Ja;752;67,0
Faaborgkredsen;6. Faaborg Vest;Nej;371;33,0
Faaborgkredsen;7. Faaborg Øst;Ja;1583;63,6
Faaborgkredsen;7. Faaborg Øst;Nej;905;36,4
Faaborgkredsen;8. Horne;Ja;572;64,4
Faaborgkredsen;8. Horne;Nej;316;35,6
Faaborgkredsen;9. Korinth;Ja;506;60,2
Faaborgkredsen;9. Korinth;Nej;335;39,8
Faaborgkredsen;10. Lyø;Ja;45;71,4
Faaborgkredsen;10. Lyø;Nej;18;28,6
Faaborgkredsen;11. Svanninge;Ja;618;63,8
Faaborgkredsen;11. Svanninge;Nej;351;36,2
Faaborgkredsen;12. Vester Aaby;Ja;526;66,8
Faaborgkredsen;12. Vester Aaby;Nej;262;33,2
Faaborgkredsen;13. Espe;Ja;420;66,0
Faaborgkredsen;13. Espe;Nej;216;34,0
Faaborgkredsen;14. Hillerslev;Ja;366;63,9
Faaborgkredsen;14. Hillerslev;Nej;207;36,1
Faaborgkredsen;15. Ringe;Ja;2110;67,6
Faaborgkredsen;15. Ringe;Nej;1010;32,4
Faaborgkredsen;16. Søllinge;Ja;297;59,8
Faaborgkredsen;16. Søllinge;Nej;200;40,2
Faaborgkredsen;17. Gislev;Ja;549;63,0
Faaborgkredsen;17. Gislev;Nej;322;37,0
Faaborgkredsen;18. Kværndrup;Ja;593;65,0
Faaborgkredsen;18. Kværndrup;Nej;319;35,0
Faaborgkredsen;19. Ryslinge;Ja;683;64,1
Faaborgkredsen;19. Ryslinge;Nej;382;35,9
Faaborgkredsen;20. Nr. Lyndelse;Ja;1068;66,9
Faaborgkredsen;20. Nr. Lyndelse;Nej;528;33,1
Faaborgkredsen;21. Rolfsted;Ja;536;66,9
Faaborgkredsen;21. Rolfsted;Nej;265;33,1
Faaborgkredsen;22. Årslev;Ja;1258;66,7
Faaborgkredsen;22. Årslev;Nej;628;33,3
