Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Sønderborgkredsen;1. Nordborg;Ja;1529;64,5
Sønderborgkredsen;1. Nordborg;Nej;840;35,5
Sønderborgkredsen;2. Havnbjerg;Ja;711;61,9
Sønderborgkredsen;2. Havnbjerg;Nej;438;38,1
Sønderborgkredsen;3. Egen;Ja;940;64,9
Sønderborgkredsen;3. Egen;Nej;509;35,1
Sønderborgkredsen;4. Fynshav;Ja;625;63,7
Sønderborgkredsen;4. Fynshav;Nej;356;36,3
Sønderborgkredsen;5. Augustenborg;Ja;1099;66,1
Sønderborgkredsen;5. Augustenborg;Nej;564;33,9
Sønderborgkredsen;6. Hørup;Ja;1120;74,7
Sønderborgkredsen;6. Hørup;Nej;380;25,3
Sønderborgkredsen;7. Sydals;Ja;603;64,1
Sønderborgkredsen;7. Sydals;Nej;338;35,9
Sønderborgkredsen;8. Kegnæs;Ja;162;64,8
Sønderborgkredsen;8. Kegnæs;Nej;88;35,2
Sønderborgkredsen;9. Humlehøj, Sønderborg;Ja;2137;65,9
Sønderborgkredsen;9. Humlehøj, Sønderborg;Nej;1105;34,1
Sønderborgkredsen;10. Sønderskov, Sønderborg;Ja;1755;61,9
Sønderborgkredsen;10. Sønderskov, Sønderborg;Nej;1080;38,1
Sønderborgkredsen;11. Biblioteket, Sønderborg;Ja;1846;64,6
Sønderborgkredsen;11. Biblioteket, Sønderborg;Nej;1013;35,4
Sønderborgkredsen;12. Dybbøl;Ja;1851;71,5
Sønderborgkredsen;12. Dybbøl;Nej;739;28,5
Sønderborgkredsen;13. Vester Sottrup;Ja;830;67,1
Sønderborgkredsen;13. Vester Sottrup;Nej;407;32,9
Sønderborgkredsen;14. Ullerup;Ja;515;62,8
Sønderborgkredsen;14. Ullerup;Nej;305;37,2
Sønderborgkredsen;15. Broager;Ja;1252;66,3
Sønderborgkredsen;15. Broager;Nej;635;33,7
Sønderborgkredsen;16. Gråsten;Ja;2050;64,3
Sønderborgkredsen;16. Gråsten;Nej;1137;35,7
Sønderborgkredsen;17. Kværs;Ja;198;56,7
Sønderborgkredsen;17. Kværs;Nej;151;43,3
Aabenraakredsen;1. Hovslund;Ja;205;60,1
Aabenraakredsen;1. Hovslund;Nej;136;39,9
Aabenraakredsen;2. Hellevad;Ja;200;60,8
Aabenraakredsen;2. Hellevad;Nej;129;39,2
Aabenraakredsen;3. Rødekro;Ja;1615;62,1
Aabenraakredsen;3. Rødekro;Nej;987;37,9
Aabenraakredsen;4. Løjt;Ja;1272;66,1
Aabenraakredsen;4. Løjt;Nej;653;33,9
Aabenraakredsen;5. Hjordkær;Ja;441;58,2
Aabenraakredsen;5. Hjordkær;Nej;317;41,8
Aabenraakredsen;6. Ravsted;Ja;220;67,5
Aabenraakredsen;6. Ravsted;Nej;106;32,5
Aabenraakredsen;7. Bolderslev;Ja;473;58,4
Aabenraakredsen;7. Bolderslev;Nej;337;41,6
Aabenraakredsen;8. Ensted;Ja;647;65,1
Aabenraakredsen;8. Ensted;Nej;347;34,9
Aabenraakredsen;9. Felsted;Ja;521;60,4
Aabenraakredsen;9. Felsted;Nej;341;39,6
Aabenraakredsen;10. Varnæs;Ja;328;66,9
Aabenraakredsen;10. Varnæs;Nej;162;33,1
Aabenraakredsen;11. Bylderup;Ja;512;58,6
Aabenraakredsen;11. Bylderup;Nej;361;41,4
Aabenraakredsen;12. Tinglev;Ja;797;66,4
Aabenraakredsen;12. Tinglev;Nej;404;33,6
Aabenraakredsen;13. Kliplev;Ja;498;61,8
Aabenraakredsen;13. Kliplev;Nej;308;38,2
Aabenraakredsen;14. Kruså;Ja;1006;66,0
Aabenraakredsen;14. Kruså;Nej;519;34,0
Aabenraakredsen;15. Padborg;Ja;1073;59,4
Aabenraakredsen;15. Padborg;Nej;732;40,6
Aabenraakredsen;16. Aabenraa Midt;Ja;2261;63,8
Aabenraakredsen;16. Aabenraa Midt;Nej;1285;36,2
Aabenraakredsen;17. Aabenraa Syd;Ja;948;61,1
Aabenraakredsen;17. Aabenraa Syd;Nej;603;38,9
Aabenraakredsen;18. Aabenraa Nord;Ja;611;63,3
Aabenraakredsen;18. Aabenraa Nord;Nej;355;36,7
Tønderkredsen;1. Bredebro;Ja;489;67,4
Tønderkredsen;1. Bredebro;Nej;236;32,6
Tønderkredsen;2. Ballum;Ja;180;63,8
Tønderkredsen;2. Ballum;Nej;102;36,2
Tønderkredsen;3. Visby;Ja;133;67,5
Tønderkredsen;3. Visby;Nej;64;32,5
Tønderkredsen;4. Højer;Ja;422;63,9
Tønderkredsen;4. Højer;Nej;238;36,1
Tønderkredsen;7. Sdr. Sejerslev;Ja;171;68,4
Tønderkredsen;7. Sdr. Sejerslev;Nej;79;31,6
Tønderkredsen;8. Møgeltønder;Ja;327;68,3
Tønderkredsen;8. Møgeltønder;Nej;152;31,7
Tønderkredsen;12. Løgumkloster;Ja;804;63,3
Tønderkredsen;12. Løgumkloster;Nej;466;36,7
Tønderkredsen;14. Nr. Løgum;Ja;331;67,0
Tønderkredsen;14. Nr. Løgum;Nej;163;33,0
Tønderkredsen;15. Bedsted;Ja;177;59,6
Tønderkredsen;15. Bedsted;Nej;120;40,4
Tønderkredsen;16. Øster Højst;Ja;212;61,8
Tønderkredsen;16. Øster Højst;Nej;131;38,2
Tønderkredsen;17. Agerskov;Ja;505;61,4
Tønderkredsen;17. Agerskov;Nej;317;38,6
Tønderkredsen;18. Arrild;Ja;223;69,0
Tønderkredsen;18. Arrild;Nej;100;31,0
Tønderkredsen;19. Branderup;Ja;144;73,1
Tønderkredsen;19. Branderup;Nej;53;26,9
Tønderkredsen;21. Døstrup;Ja;160;67,5
Tønderkredsen;21. Døstrup;Nej;77;32,5
Tønderkredsen;23. Toftlund;Ja;1046;65,2
Tønderkredsen;23. Toftlund;Nej;559;34,8
Tønderkredsen;24. Brøns;Ja;234;62,1
Tønderkredsen;24. Brøns;Nej;143;37,9
Tønderkredsen;25. Tønder;Ja;2041;70,0
Tønderkredsen;25. Tønder;Nej;876;30,0
Tønderkredsen;27. Abild;Ja;291;65,1
Tønderkredsen;27. Abild;Nej;156;34,9
Tønderkredsen;29. Hostrup;Ja;292;70,9
Tønderkredsen;29. Hostrup;Nej;120;29,1
Tønderkredsen;51. Rømø;Ja;165;65,2
Tønderkredsen;51. Rømø;Nej;88;34,8
Tønderkredsen;61. Skærbæk;Ja;851;63,6
Tønderkredsen;61. Skærbæk;Nej;487;36,4
Tønderkredsen;71. Vodder;Ja;210;72,9
Tønderkredsen;71. Vodder;Nej;78;27,1
Esbjerg Bykredsen;1. Nordby;Ja;816;63,0
Esbjerg Bykredsen;1. Nordby;Nej;480;37,0
Esbjerg Bykredsen;2. Esbjerg Rådhus;Ja;2461;55,5
Esbjerg Bykredsen;2. Esbjerg Rådhus;Nej;1971;44,5
Esbjerg Bykredsen;2. Sønderho;Ja;132;71,0
Esbjerg Bykredsen;2. Sønderho;Nej;54;29,0
Esbjerg Bykredsen;3. Skovbo Centeret;Ja;445;46,5
Esbjerg Bykredsen;3. Skovbo Centeret;Nej;513;53,5
Esbjerg Bykredsen;4. Rørkjær;Ja;845;49,7
Esbjerg Bykredsen;4. Rørkjær;Nej;855;50,3
Esbjerg Bykredsen;5. Bakkeskolen;Ja;959;46,8
Esbjerg Bykredsen;5. Bakkeskolen;Nej;1088;53,2
Esbjerg Bykredsen;6. Boldesager;Ja;1392;58,1
Esbjerg Bykredsen;6. Boldesager;Nej;1004;41,9
Esbjerg Bykredsen;7. Østerbycentret;Ja;849;48,6
Esbjerg Bykredsen;7. Østerbycentret;Nej;897;51,4
Esbjerg Bykredsen;11. Vestervangskolen;Ja;1083;64,5
Esbjerg Bykredsen;11. Vestervangskolen;Nej;596;35,5
Esbjerg Bykredsen;15. Sædding;Ja;1691;59,2
Esbjerg Bykredsen;15. Sædding;Nej;1167;40,8
Esbjerg Bykredsen;21. Kvaglund;Ja;628;53,2
Esbjerg Bykredsen;21. Kvaglund;Nej;552;46,8
Esbjerg Bykredsen;22. Ådalskolen;Ja;681;55,1
Esbjerg Bykredsen;22. Ådalskolen;Nej;554;44,9
Esbjerg Bykredsen;23. Blåbjerggårdskolen;Ja;879;55,5
Esbjerg Bykredsen;23. Blåbjerggårdskolen;Nej;706;44,5
Esbjerg Omegnskredsen;8. Skads;Ja;490;60,9
Esbjerg Omegnskredsen;8. Skads;Nej;314;39,1
Esbjerg Omegnskredsen;12. Bryndum;Ja;830;64,4
Esbjerg Omegnskredsen;12. Bryndum;Nej;458;35,6
Esbjerg Omegnskredsen;16. Hjerting;Ja;2092;68,4
Esbjerg Omegnskredsen;16. Hjerting;Nej;968;31,6
Esbjerg Omegnskredsen;17. Guldager;Ja;323;63,1
Esbjerg Omegnskredsen;17. Guldager;Nej;189;36,9
Esbjerg Omegnskredsen;20. Tjæreborg;Ja;869;63,5
Esbjerg Omegnskredsen;20. Tjæreborg;Nej;500;36,5
Esbjerg Omegnskredsen;24. Sønderris;Ja;825;59,8
Esbjerg Omegnskredsen;24. Sønderris;Nej;554;40,2
Esbjerg Omegnskredsen;25. Bramming;Ja;2469;65,1
Esbjerg Omegnskredsen;25. Bramming;Nej;1322;34,9
Esbjerg Omegnskredsen;28. Ribe;Ja;2836;64,4
Esbjerg Omegnskredsen;28. Ribe;Nej;1567;35,6
Esbjerg Omegnskredsen;32. Egebæk-Hviding;Ja;445;59,8
Esbjerg Omegnskredsen;32. Egebæk-Hviding;Nej;299;40,2
Esbjerg Omegnskredsen;33. Gredstedbro;Ja;637;64,5
Esbjerg Omegnskredsen;33. Gredstedbro;Nej;351;35,5
Esbjerg Omegnskredsen;35. Mandø;Ja;12;54,5
Esbjerg Omegnskredsen;35. Mandø;Nej;10;45,5
Esbjerg Omegnskredsen;38. Høm;Ja;365;62,8
Esbjerg Omegnskredsen;38. Høm;Nej;216;37,2
Esbjerg Omegnskredsen;40. Gørding;Ja;770;62,7
Esbjerg Omegnskredsen;40. Gørding;Nej;458;37,3
Vardekredsen;1. Varde By;Ja;3269;64,6
Vardekredsen;1. Varde By;Nej;1791;35,4
Vardekredsen;4. Sig;Ja;359;70,1
Vardekredsen;4. Sig;Nej;153;29,9
Vardekredsen;5. Billum;Ja;240;68,0
Vardekredsen;5. Billum;Nej;113;32,0
Vardekredsen;6. Tinghøj;Ja;218;65,1
Vardekredsen;6. Tinghøj;Nej;117;34,9
Vardekredsen;7. Alslev;Ja;401;65,1
Vardekredsen;7. Alslev;Nej;215;34,9
Vardekredsen;8. Horne;Ja;311;65,6
Vardekredsen;8. Horne;Nej;163;34,4
Vardekredsen;9. Janderup;Ja;355;65,3
Vardekredsen;9. Janderup;Nej;189;34,7
Vardekredsen;10. Lunde;Ja;322;64,9
Vardekredsen;10. Lunde;Nej;174;35,1
Vardekredsen;13. Nørre Nebel;Ja;587;65,1
Vardekredsen;13. Nørre Nebel;Nej;314;34,9
Vardekredsen;14. Henne;Ja;205;61,9
Vardekredsen;14. Henne;Nej;126;38,1
Vardekredsen;15. Outrup;Ja;424;68,5
Vardekredsen;15. Outrup;Nej;195;31,5
Vardekredsen;18. Oksbøl;Ja;947;61,3
Vardekredsen;18. Oksbøl;Nej;599;38,7
Vardekredsen;19. Blåvand;Ja;170;61,2
Vardekredsen;19. Blåvand;Nej;108;38,8
Vardekredsen;22. Årre;Ja;321;66,6
Vardekredsen;22. Årre;Nej;161;33,4
Vardekredsen;23. Agerbæk;Ja;439;69,0
Vardekredsen;23. Agerbæk;Nej;197;31,0
Vardekredsen;24. Fåborg;Ja;229;73,2
Vardekredsen;24. Fåborg;Nej;84;26,8
Vardekredsen;26. Næsbjerg;Ja;429;68,8
Vardekredsen;26. Næsbjerg;Nej;195;31,3
Vardekredsen;27. Starup;Ja;281;64,0
Vardekredsen;27. Starup;Nej;158;36,0
Vardekredsen;28. Nordenskov;Ja;405;66,5
Vardekredsen;28. Nordenskov;Nej;204;33,5
Vardekredsen;30. Ølgod;Ja;1570;67,7
Vardekredsen;30. Ølgod;Nej;749;32,3
Vardekredsen;31. Tistrup;Ja;555;73,0
Vardekredsen;31. Tistrup;Nej;205;27,0
Vardekredsen;32. Ansager;Ja;462;67,0
Vardekredsen;32. Ansager;Nej;228;33,0
Vardekredsen;33. Skovlund;Ja;300;73,9
Vardekredsen;33. Skovlund;Nej;106;26,1
Vejenkredsen;1. Billund;Ja;1688;68,5
Vejenkredsen;1. Billund;Nej;776;31,5
Vejenkredsen;1. Brørup;Ja;1403;66,2
Vejenkredsen;1. Brørup;Nej;717;33,8
Vejenkredsen;2. Lindknud;Ja;195;59,8
Vejenkredsen;2. Lindknud;Nej;131;40,2
Vejenkredsen;2. Sdr. Omme;Ja;547;64,1
Vejenkredsen;2. Sdr. Omme;Nej;307;35,9
Vejenkredsen;3. Holsted;Ja;901;65,8
Vejenkredsen;3. Holsted;Nej;469;34,2
Vejenkredsen;3. Vorbasse;Ja;469;59,2
Vejenkredsen;3. Vorbasse;Nej;323;40,8
Vejenkredsen;4. Filskov;Ja;243;60,3
