Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Fredensborgkredsen;4. Baunebjerg;Ja;1421;66,4
Fredensborgkredsen;4. Baunebjerg;Nej;719;33,6
Fredensborgkredsen;4. Grønnegade;Ja;168;70,6
Fredensborgkredsen;4. Grønnegade;Nej;70;29,4
Fredensborgkredsen;5. Ullerød;Ja;1334;70,5
Fredensborgkredsen;5. Ullerød;Nej;557;29,5
Fredensborgkredsen;5. Vallerød;Ja;2339;77,0
Fredensborgkredsen;5. Vallerød;Nej;700;23,0
Fredensborgkredsen;6. Brønsholm;Ja;1340;65,7
Fredensborgkredsen;6. Brønsholm;Nej;700;34,3
Fredensborgkredsen;7. Niverød;Ja;1159;66,1
Fredensborgkredsen;7. Niverød;Nej;594;33,9
Fredensborgkredsen;8. Karlebo;Ja;398;71,2
Fredensborgkredsen;8. Karlebo;Nej;161;28,8
Fredensborgkredsen;9. Nivå;Ja;1156;70,3
Fredensborgkredsen;9. Nivå;Nej;489;29,7
Hillerødkredsen;1. Blistrup;Ja;1147;58,6
Hillerødkredsen;1. Blistrup;Nej;812;41,4
Hillerødkredsen;1. Frederiksborgcentret;Ja;2335;66,4
Hillerødkredsen;1. Frederiksborgcentret;Nej;1184;33,6
Hillerødkredsen;2. Esbønderup;Ja;772;59,5
Hillerødkredsen;2. Esbønderup;Nej;526;40,5
Hillerødkredsen;2. Hillerødsholmsskolen;Ja;1905;69,7
Hillerødkredsen;2. Hillerødsholmsskolen;Nej;828;30,3
Hillerødkredsen;3. Brødeskov;Ja;340;76,1
Hillerødkredsen;3. Brødeskov;Nej;107;23,9
Hillerødkredsen;3. Valby;Ja;191;70,5
Hillerødkredsen;3. Valby;Nej;80;29,5
Hillerødkredsen;4. Græsted;Ja;1154;60,0
Hillerødkredsen;4. Græsted;Nej;769;40,0
Hillerødkredsen;4. Hammersholt;Ja;627;72,6
Hillerødkredsen;4. Hammersholt;Nej;237;27,4
Hillerødkredsen;5. Alsønderup;Ja;703;66,1
Hillerødkredsen;5. Alsønderup;Nej;360;33,9
Hillerødkredsen;5. Annisse;Ja;702;66,2
Hillerødkredsen;5. Annisse;Nej;358;33,8
Hillerødkredsen;6. Gilleleje;Ja;1847;63,7
Hillerødkredsen;6. Gilleleje;Nej;1053;36,3
Hillerødkredsen;6. Ullerød;Ja;1481;66,1
Hillerødkredsen;6. Ullerød;Nej;759;33,9
Hillerødkredsen;7. Nødebo;Ja;700;72,0
Hillerødkredsen;7. Nødebo;Nej;272;28,0
Hillerødkredsen;7. Søborg;Ja;402;60,1
Hillerødkredsen;7. Søborg;Nej;267;39,9
Hillerødkredsen;8. Gadevang;Ja;483;83,0
Hillerødkredsen;8. Gadevang;Nej;99;17,0
Hillerødkredsen;8. Helsinge;Ja;1996;63,7
Hillerødkredsen;8. Helsinge;Nej;1135;36,3
Hillerødkredsen;9. Grønnevang Skole, Jespervej;Ja;1420;70,1
Hillerødkredsen;9. Grønnevang Skole, Jespervej;Nej;606;29,9
Hillerødkredsen;9. Mårum;Ja;350;66,4
Hillerødkredsen;9. Mårum;Nej;177;33,6
Hillerødkredsen;10. Grønnevang Skole, Østervang;Ja;1869;65,3
Hillerødkredsen;10. Grønnevang Skole, Østervang;Nej;992;34,7
Hillerødkredsen;10. Ramløse;Ja;882;65,2
Hillerødkredsen;10. Ramløse;Nej;470;34,8
Hillerødkredsen;11. Lille Lyngby;Ja;541;62,3
Hillerødkredsen;11. Lille Lyngby;Nej;328;37,7
Hillerødkredsen;11. Vejby;Ja;714;54,7
Hillerødkredsen;11. Vejby;Nej;592;45,3
Hillerødkredsen;12. Skævinge, Harløse, Strø;Ja;984;65,0
Hillerødkredsen;12. Skævinge, Harløse, Strø;Nej;530;35,0
Hillerødkredsen;12. Tibirke;Ja;680;66,2
Hillerødkredsen;12. Tibirke;Nej;347;33,8
Hillerødkredsen;13. Gørløse;Ja;361;62,8
Hillerødkredsen;13. Gørløse;Nej;214;37,2
Hillerødkredsen;14. Uvelse;Ja;446;66,5
Hillerødkredsen;14. Uvelse;Nej;225;33,5
Frederikssundkredsen;1. Frederikssund Syd;Ja;3069;65,3
Frederikssundkredsen;1. Frederikssund Syd;Nej;1632;34,7
Frederikssundkredsen;1. Hundested Hallen;Ja;2172;54,5
Frederikssundkredsen;1. Hundested Hallen;Nej;1810;45,5
Frederikssundkredsen;2. Enghave Hallen;Ja;911;57,7
Frederikssundkredsen;2. Enghave Hallen;Nej;668;42,3
Frederikssundkredsen;2. Frederikssund Nord;Ja;2095;60,4
Frederikssundkredsen;2. Frederikssund Nord;Nej;1375;39,6
Frederikssundkredsen;3. Rådhuset;Ja;1838;57,2
Frederikssundkredsen;3. Rådhuset;Nej;1378;42,8
Frederikssundkredsen;3. Slangerup;Ja;2106;62,8
Frederikssundkredsen;3. Slangerup;Nej;1250;37,2
Frederikssundkredsen;4. Skibby;Ja;1990;57,7
Frederikssundkredsen;4. Skibby;Nej;1458;42,3
Frederikssundkredsen;4. Ølsted Hallen;Ja;728;57,5
Frederikssundkredsen;4. Ølsted Hallen;Nej;537;42,5
Frederikssundkredsen;5. Jægerspris;Ja;1978;57,6
Frederikssundkredsen;5. Jægerspris;Nej;1457;42,4
Frederikssundkredsen;5. Melby Hallen;Ja;1049;59,4
Frederikssundkredsen;5. Melby Hallen;Nej;718;40,6
Egedalkredsen;1. Ledøje Forsamlingshus;Ja;363;70,8
Egedalkredsen;1. Ledøje Forsamlingshus;Nej;150;29,2
Egedalkredsen;1. Værløse;Ja;3379;71,6
Egedalkredsen;1. Værløse;Nej;1340;28,4
Egedalkredsen;2. Hareskov;Ja;1491;79,1
Egedalkredsen;2. Hareskov;Nej;395;20,9
Egedalkredsen;2. Ledøje-Smørum Idrætscenter;Ja;3005;67,3
Egedalkredsen;2. Ledøje-Smørum Idrætscenter;Nej;1457;32,7
Egedalkredsen;3. Stenløse;Ja;1807;64,8
Egedalkredsen;3. Stenløse;Nej;981;35,2
Egedalkredsen;3. Søndersø;Ja;1901;77,3
Egedalkredsen;3. Søndersø;Nej;559;22,7
Egedalkredsen;4. Jonstrup;Ja;500;76,6
Egedalkredsen;4. Jonstrup;Nej;153;23,4
Egedalkredsen;4. Veksø;Ja;618;65,1
Egedalkredsen;4. Veksø;Nej;331;34,9
Egedalkredsen;5. Ganløse;Ja;1180;71,3
Egedalkredsen;5. Ganløse;Nej;475;28,7
Egedalkredsen;5. Stavnsholt;Ja;2150;76,0
Egedalkredsen;5. Stavnsholt;Nej;678;24,0
Egedalkredsen;6. Slagslunde;Ja;514;63,2
Egedalkredsen;6. Slagslunde;Nej;299;36,8
Egedalkredsen;6. Solvang;Ja;2493;72,6
Egedalkredsen;6. Solvang;Nej;939;27,4
Egedalkredsen;7. Paltholm;Ja;971;59,0
Egedalkredsen;7. Paltholm;Nej;676;41,0
Egedalkredsen;7. Toftehøjskolen;Ja;1888;64,4
Egedalkredsen;7. Toftehøjskolen;Nej;1043;35,6
Egedalkredsen;8. Stengårdsskolen;Ja;1603;61,8
Egedalkredsen;8. Stengårdsskolen;Nej;989;38,2
Egedalkredsen;9. Bækkegårdsskolen;Ja;1100;64,6
Egedalkredsen;9. Bækkegårdsskolen;Nej;603;35,4
Rudersdalkredsen;1. Birkerød;Ja;2376;74,7
Rudersdalkredsen;1. Birkerød;Nej;803;25,3
Rudersdalkredsen;1. Blovstrød;Ja;1041;77,3
Rudersdalkredsen;1. Blovstrød;Nej;305;22,7
Rudersdalkredsen;2. Høsterkøb;Ja;856;77,7
Rudersdalkredsen;2. Høsterkøb;Nej;245;22,3
Rudersdalkredsen;2. Skovvang;Ja;1525;68,3
Rudersdalkredsen;2. Skovvang;Nej;707;31,7
Rudersdalkredsen;3. Lillerød;Ja;2146;76,2
Rudersdalkredsen;3. Lillerød;Nej;670;23,8
Rudersdalkredsen;3. Ny Holte;Ja;2570;80,4
Rudersdalkredsen;3. Ny Holte;Nej;625;19,6
Rudersdalkredsen;4. Lynge;Ja;1653;70,3
Rudersdalkredsen;4. Lynge;Nej;700;29,7
Rudersdalkredsen;4. Nærum;Ja;1632;69,6
Rudersdalkredsen;4. Nærum;Nej;712;30,4
Rudersdalkredsen;5. Ravnsholt;Ja;2155;77,5
Rudersdalkredsen;5. Ravnsholt;Nej;624;22,5
Rudersdalkredsen;5. Sjælsø;Ja;1861;73,8
Rudersdalkredsen;5. Sjælsø;Nej;662;26,2
Rudersdalkredsen;6. Skovly;Ja;1358;78,6
Rudersdalkredsen;6. Skovly;Nej;369;21,4
Rudersdalkredsen;7. Toftevang;Ja;2733;74,1
Rudersdalkredsen;7. Toftevang;Nej;956;25,9
Rudersdalkredsen;8. Trørød;Ja;1937;75,5
Rudersdalkredsen;8. Trørød;Nej;628;24,5
Rudersdalkredsen;9. Vangebo;Ja;1637;79,5
Rudersdalkredsen;9. Vangebo;Nej;422;20,5
Rudersdalkredsen;10. Vedbæk;Ja;2587;76,3
Rudersdalkredsen;10. Vedbæk;Nej;805;23,7
