Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Partiliste;50
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Nanna Bonde;52
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Mikkel Ammitzbøll;3
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Britta Bitsch;3
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Henrik Boye;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Karina Lorentzen Dehnhardt;13
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Lars Olesen;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Gunner Poulsen;1
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Mathilde Ziefeldt;0
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Partiliste;22
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Steen Holm Iversen;2
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Martin Boye;1
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Claus Hansen;0
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Henrik Dahl;4
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;John Rasmussen;2
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Søren Peder Stensgård Sørensen;1
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Pernille Schwaner;2
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Partiliste;18
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Marianne Karlsmose;12
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Gert Brennalt;0
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Jesper Nissen Brogaard-Radoor;0
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Jackie D. Hansen;2
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Inge Marie Jensen;0
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Søren Lydeking Pedersen;2
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Merete Mogensen;0
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Henri Nissen;0
Sønderborgkredsen;1. Nordborg;K;Kristendemokraterne;Britta Thomsen;0
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Partiliste;181
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Jan Rytkjær Callesen;197
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Torbjørn Fristed;7
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Karina Adsbøl;7
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Karsten Brønnum;0
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Julie Gottschalk;4
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Kenneth Fredslund Petersen;1
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Kristian Thulesen Dahl;145
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Susanne Eilersen;2
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Marie Krarup;2
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Annette Tandrup Beier Andersen;4
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Susanne Dyreborg;3
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Jan Voss Hansen;4
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Ida Smed;1
Sønderborgkredsen;1. Nordborg;P;Stram Kurs;Partiliste;63
Sønderborgkredsen;1. Nordborg;P;Stram Kurs;Carsten Normann Munk;7
Sønderborgkredsen;1. Nordborg;P;Stram Kurs;Emil Jensen;2
Sønderborgkredsen;1. Nordborg;P;Stram Kurs;Mike Iversen;2
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Partiliste;255
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Ellen Trane Nørby;461
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Claus Christensen;1
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Mogens Dall;74
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Tom Eriksen;2
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Eva Kjer Hansen;27
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Tobias Jørgensen;4
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Anni Matthiesen;8
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Christoffer Aagaard Melson;1
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Lene Ravn Rasmussen;1
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Hans Nissen Rosenberg;0
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Hans Christian Schmidt;25
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Philip Tietje;3
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Ulla Tørnæs;10
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Partiliste;68
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Martin Schmidt Konradsen;7
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Henning Hyllested;8
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Rasmus Vestergaard Madsen;2
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Lene Dalsgaard;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Maya Ryom;0
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Kirsten Cordtz;0
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Flemming Leer Jakobsen;0
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Sarah Nørris;0
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Sabrina Louise Christiansen;2
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Benny Dall;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Helene Hellesøe Appel;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Mathias D. Christiansen;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Partiliste;22
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Karin Rohr Genz;5
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Søren Haastrup;1
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Rune Ranaivo Bjerremand;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Edvard Korsbæk;1
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Tina Brixen;2
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Ditte Madvig Evald;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Bjarne Aasø;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Stefan S. Kirkegaard-Kronborg;1
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Mette Bram;1
Sønderborgkredsen;1. Nordborg;(Uden for parti);(Uden for parti);Michael Thomsen;10
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Partiliste;198
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Benny Engelbrecht;372
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Niels Ole Beck;4
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Henny Fiskbæk;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Theis Kylling Hommeltoft;5
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Ove Jensen;1
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Anders Kronborg;1
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Christian Rabjerg Madsen;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Jesper Petersen;13
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Troels Ravn;3
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Kim Printz Ringbæk;1
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Jens Jonatan Steen;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;René Vilstrup-Bie;1
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Birgitte Vind;6
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Partiliste;33
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Nils Sjøberg;6
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Lotte Rod;12
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Rune Christiansen;1
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Ole Lynggaard Jørgensen;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Nanna Nørholm;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Daisy Nykjær-Andersen;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Jonna Buch Andersen;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Gitte Reimer;1
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Karl Erik Olesen;2
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Partiliste;31
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Niels Flemming Hansen;4
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Søren Tylvad Andersen;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;David Gulløv;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Klaus Juhl;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Knud Erik Langhoff;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Anette Abildgaard Larsen;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Frederik Bloch Münster;4
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Katri Søgaard;1
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Partiliste;9
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Pernille Vermund;57
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Bo Kleis Christensen;6
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Anne Marie Buch;1
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Jan Køpke Christensen;2
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Morten Filipsen;1
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Per B. Frostholm;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Anton Kudsk;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Mikkel Bjørn Sørensen;0
Sønderborgkredsen;2. Havnbjerg;E;Klaus Riskær Pedersen;Partiliste;5
Sønderborgkredsen;2. Havnbjerg;E;Klaus Riskær Pedersen;Torben Østergaard Christoffersen;0
Sønderborgkredsen;2. Havnbjerg;E;Klaus Riskær Pedersen;Peter Martin Pedersen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Partiliste;31
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Nanna Bonde;33
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Mikkel Ammitzbøll;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Britta Bitsch;1
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Henrik Boye;1
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Karina Lorentzen Dehnhardt;5
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Lars Olesen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Gunner Poulsen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Mathilde Ziefeldt;2
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Partiliste;13
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Steen Holm Iversen;1
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Martin Boye;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Claus Hansen;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Henrik Dahl;4
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;John Rasmussen;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Søren Peder Stensgård Sørensen;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Pernille Schwaner;3
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Partiliste;8
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Marianne Karlsmose;4
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Gert Brennalt;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Jesper Nissen Brogaard-Radoor;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Jackie D. Hansen;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Inge Marie Jensen;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Søren Lydeking Pedersen;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Merete Mogensen;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Henri Nissen;0
Sønderborgkredsen;2. Havnbjerg;K;Kristendemokraterne;Britta Thomsen;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Partiliste;97
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Jan Rytkjær Callesen;59
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Torbjørn Fristed;4
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Karina Adsbøl;2
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Karsten Brønnum;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Julie Gottschalk;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Kenneth Fredslund Petersen;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Kristian Thulesen Dahl;61
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Susanne Eilersen;1
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Marie Krarup;4
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Annette Tandrup Beier Andersen;1
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Susanne Dyreborg;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Jan Voss Hansen;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Ida Smed;2
Sønderborgkredsen;2. Havnbjerg;P;Stram Kurs;Partiliste;34
Sønderborgkredsen;2. Havnbjerg;P;Stram Kurs;Carsten Normann Munk;3
Sønderborgkredsen;2. Havnbjerg;P;Stram Kurs;Emil Jensen;0
Sønderborgkredsen;2. Havnbjerg;P;Stram Kurs;Mike Iversen;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Partiliste;107
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Ellen Trane Nørby;200
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Claus Christensen;2
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Mogens Dall;33
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Tom Eriksen;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Eva Kjer Hansen;15
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Tobias Jørgensen;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Anni Matthiesen;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Christoffer Aagaard Melson;2
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Lene Ravn Rasmussen;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Hans Nissen Rosenberg;2
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Hans Christian Schmidt;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Philip Tietje;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Ulla Tørnæs;3
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Partiliste;24
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Martin Schmidt Konradsen;7
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Henning Hyllested;2
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Rasmus Vestergaard Madsen;2
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Lene Dalsgaard;3
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Maya Ryom;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Kirsten Cordtz;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Flemming Leer Jakobsen;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Sarah Nørris;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Sabrina Louise Christiansen;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Benny Dall;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Helene Hellesøe Appel;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Mathias D. Christiansen;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Partiliste;11
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Karin Rohr Genz;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Søren Haastrup;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Rune Ranaivo Bjerremand;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Edvard Korsbæk;1
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Tina Brixen;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Ditte Madvig Evald;1
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Bjarne Aasø;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Stefan S. Kirkegaard-Kronborg;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Mette Bram;1
Sønderborgkredsen;2. Havnbjerg;(Uden for parti);(Uden for parti);Michael Thomsen;24
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Partiliste;233
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Benny Engelbrecht;521
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Niels Ole Beck;5
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Henny Fiskbæk;3
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Theis Kylling Hommeltoft;3
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Ove Jensen;0
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Anders Kronborg;5
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Christian Rabjerg Madsen;4
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Jesper Petersen;15
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Troels Ravn;1
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Kim Printz Ringbæk;2
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Jens Jonatan Steen;1
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;René Vilstrup-Bie;1
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Birgitte Vind;5
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Partiliste;30
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Nils Sjøberg;8
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Lotte Rod;15
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Rune Christiansen;1
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Ole Lynggaard Jørgensen;0
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Nanna Nørholm;0
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Daisy Nykjær-Andersen;2
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Jonna Buch Andersen;0
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Gitte Reimer;0
Sønderborgkredsen;3. Egen;B;Radikale Venstre;Karl Erik Olesen;1
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Partiliste;44
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Niels Flemming Hansen;8
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Søren Tylvad Andersen;2
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;David Gulløv;0
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Klaus Juhl;0
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Knud Erik Langhoff;2
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Anette Abildgaard Larsen;6
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Frederik Bloch Münster;3
Sønderborgkredsen;3. Egen;C;Det Konservative Folkeparti;Katri Søgaard;1
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Partiliste;29
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Pernille Vermund;91
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Bo Kleis Christensen;10
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Anne Marie Buch;0
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Jan Køpke Christensen;0
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Morten Filipsen;0
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Per B. Frostholm;0
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Anton Kudsk;1
Sønderborgkredsen;3. Egen;D;Nye Borgerlige;Mikkel Bjørn Sørensen;0
Sønderborgkredsen;3. Egen;E;Klaus Riskær Pedersen;Partiliste;8
Sønderborgkredsen;3. Egen;E;Klaus Riskær Pedersen;Torben Østergaard Christoffersen;1
Sønderborgkredsen;3. Egen;E;Klaus Riskær Pedersen;Peter Martin Pedersen;0
