Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Gentoftekredsen;1. Jægersborg;Å;Alternativet;Thomas Anker;2
Gentoftekredsen;1. Jægersborg;(Uden for parti);(Uden for parti);Christian B. Olesen;1
Gentoftekredsen;1. Jægersborg;(Uden for parti);(Uden for parti);Mads Palsvig;13
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Partiliste;396
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Malthe Johan Poulsen;17
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Jeppe Bruus;90
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Morten Bødskov;37
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Maria Durhuus;18
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Kasper Sand Kjær;5
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Anne Sina;8
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Simon Pihl Sørensen;4
Gentoftekredsen;2. Munkegård;A;Socialdemokratiet;Mattias Tesfaye;114
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Partiliste;296
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Sofie Carsten Nielsen;245
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Stinus Lindgreen;37
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Mads Høj Jørgensen;13
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Susanne Wad Leth;8
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Abbas Razvi;1
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Dennis Schmock;0
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Petar Socevic;10
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Jeanné Vetling;8
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Partiliste;249
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Rasmus Jarlov;229
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Hanne Bjørn-Klausen;10
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Steffen Mølgaard;5
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Merete Scheelsbeck;28
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Lisa Skov;5
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Henrik Sørensen;6
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Partiliste;56
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Jeppe Juhl;8
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Anahita Malakians;8
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Hans Blaaberg;2
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Renee Funder;2
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Lone Madsen;4
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Claus Bøgh Svenningsen;0
Gentoftekredsen;2. Munkegård;E;Klaus Riskær Pedersen;Partiliste;26
Gentoftekredsen;2. Munkegård;E;Klaus Riskær Pedersen;Peter Hjorth;2
Gentoftekredsen;2. Munkegård;E;Klaus Riskær Pedersen;Anette Prang;0
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Partiliste;235
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Serdal Benli;23
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Vivi Nør Jacobsen;18
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Marianne Bigum;54
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Ina Strøjer-Schmidt;68
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Niels Christian Barkholt;4
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Betina Skovby;4
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Joachim Schiødt;9
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Henrik Lund;1
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Partiliste;54
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Joachim B. Olsen;58
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Steffen Larsen;0
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Morten Kristoffer Hansen;0
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Michael Melchert;0
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Nikolaj Vester;0
Gentoftekredsen;2. Munkegård;K;Kristendemokraterne;Partiliste;35
Gentoftekredsen;2. Munkegård;K;Kristendemokraterne;Jacob Rabjerg;1
Gentoftekredsen;2. Munkegård;K;Kristendemokraterne;Johnnie Gregersen;0
Gentoftekredsen;2. Munkegård;K;Kristendemokraterne;Lars Sejergaard;1
Gentoftekredsen;2. Munkegård;K;Kristendemokraterne;Sara Sejergaard;4
Gentoftekredsen;2. Munkegård;K;Kristendemokraterne;Kim Grenov;2
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Partiliste;77
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Danni Olsen;0
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Pia Kjærsgaard;97
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Kenneth Kristensen Berth;4
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Mette Qwinten;3
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Mikkel Dencker;1
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Kim Hammer;1
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Asbjørn Gerting Olsson;0
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Anette Skafte;1
Gentoftekredsen;2. Munkegård;P;Stram Kurs;Partiliste;40
Gentoftekredsen;2. Munkegård;P;Stram Kurs;Henrik Westermann Søndergård;2
Gentoftekredsen;2. Munkegård;P;Stram Kurs;Kim Jessen;0
Gentoftekredsen;2. Munkegård;P;Stram Kurs;Bjarke Rosenkilde;1
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Partiliste;492
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Colette Brix;10
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Flemming Andersen;6
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Christine Dal;21
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Karen Ellemann;126
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Mads Fuglede;48
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Mikkel Molin;0
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Charlotte Munch;5
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Kim Valentin;45
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Partiliste;218
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Jeanne Toxværd;21
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Søren Søndergaard;43
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Ibrahim Benli;5
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Anna Berg;9
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Annika Holm Nielsen;3
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Helge Bo Jensen;1
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Tobias Clausen;2
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Stine Rahbek Pedersen;1
Gentoftekredsen;2. Munkegård;Å;Alternativet;Partiliste;76
Gentoftekredsen;2. Munkegård;Å;Alternativet;Sikandar Siddique;8
Gentoftekredsen;2. Munkegård;Å;Alternativet;Marianne Victor Hansen;11
Gentoftekredsen;2. Munkegård;Å;Alternativet;Ken Patrick Petersson;0
Gentoftekredsen;2. Munkegård;Å;Alternativet;Sofie Groth;22
Gentoftekredsen;2. Munkegård;Å;Alternativet;Anders Stjernholm;2
Gentoftekredsen;2. Munkegård;Å;Alternativet;Kim Christiansen;2
Gentoftekredsen;2. Munkegård;Å;Alternativet;Thomas Anker;1
Gentoftekredsen;2. Munkegård;(Uden for parti);(Uden for parti);Christian B. Olesen;0
Gentoftekredsen;2. Munkegård;(Uden for parti);(Uden for parti);Mads Palsvig;10
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Partiliste;281
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Malthe Johan Poulsen;9
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Jeppe Bruus;36
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Morten Bødskov;23
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Maria Durhuus;2
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Kasper Sand Kjær;1
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Anne Sina;8
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Simon Pihl Sørensen;1
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Mattias Tesfaye;95
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Partiliste;390
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Sofie Carsten Nielsen;236
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Stinus Lindgreen;25
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Mads Høj Jørgensen;13
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Susanne Wad Leth;9
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Abbas Razvi;9
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Dennis Schmock;7
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Petar Socevic;6
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Jeanné Vetling;1
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Partiliste;434
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Rasmus Jarlov;458
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Hanne Bjørn-Klausen;19
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Steffen Mølgaard;8
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Merete Scheelsbeck;28
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Lisa Skov;10
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Henrik Sørensen;3
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Partiliste;60
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Jeppe Juhl;4
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Anahita Malakians;13
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Hans Blaaberg;1
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Renee Funder;2
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Lone Madsen;0
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Claus Bøgh Svenningsen;0
Gentoftekredsen;3. Rådhuset;E;Klaus Riskær Pedersen;Partiliste;22
Gentoftekredsen;3. Rådhuset;E;Klaus Riskær Pedersen;Peter Hjorth;0
Gentoftekredsen;3. Rådhuset;E;Klaus Riskær Pedersen;Anette Prang;1
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Partiliste;174
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Serdal Benli;6
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Vivi Nør Jacobsen;8
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Marianne Bigum;37
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Ina Strøjer-Schmidt;32
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Niels Christian Barkholt;5
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Betina Skovby;3
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Joachim Schiødt;6
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Henrik Lund;1
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Partiliste;103
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Joachim B. Olsen;116
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Steffen Larsen;3
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Morten Kristoffer Hansen;0
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Michael Melchert;1
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Nikolaj Vester;1
Gentoftekredsen;3. Rådhuset;K;Kristendemokraterne;Partiliste;31
Gentoftekredsen;3. Rådhuset;K;Kristendemokraterne;Jacob Rabjerg;0
Gentoftekredsen;3. Rådhuset;K;Kristendemokraterne;Johnnie Gregersen;1
Gentoftekredsen;3. Rådhuset;K;Kristendemokraterne;Lars Sejergaard;1
Gentoftekredsen;3. Rådhuset;K;Kristendemokraterne;Sara Sejergaard;2
Gentoftekredsen;3. Rådhuset;K;Kristendemokraterne;Kim Grenov;1
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Partiliste;65
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Danni Olsen;1
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Pia Kjærsgaard;58
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Kenneth Kristensen Berth;3
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Mette Qwinten;0
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Mikkel Dencker;0
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Kim Hammer;0
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Asbjørn Gerting Olsson;0
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Anette Skafte;0
Gentoftekredsen;3. Rådhuset;P;Stram Kurs;Partiliste;40
Gentoftekredsen;3. Rådhuset;P;Stram Kurs;Henrik Westermann Søndergård;4
Gentoftekredsen;3. Rådhuset;P;Stram Kurs;Kim Jessen;0
Gentoftekredsen;3. Rådhuset;P;Stram Kurs;Bjarke Rosenkilde;1
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Partiliste;611
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Colette Brix;6
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Flemming Andersen;0
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Christine Dal;19
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Karen Ellemann;192
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Mads Fuglede;84
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Mikkel Molin;3
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Charlotte Munch;6
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Kim Valentin;91
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Partiliste;146
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Jeanne Toxværd;19
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Søren Søndergaard;16
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Ibrahim Benli;5
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Anna Berg;2
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Annika Holm Nielsen;2
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Helge Bo Jensen;1
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Tobias Clausen;1
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Stine Rahbek Pedersen;2
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Partiliste;81
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Sikandar Siddique;6
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Marianne Victor Hansen;7
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Ken Patrick Petersson;4
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Sofie Groth;12
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Anders Stjernholm;3
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Kim Christiansen;0
Gentoftekredsen;3. Rådhuset;Å;Alternativet;Thomas Anker;2
Gentoftekredsen;3. Rådhuset;(Uden for parti);(Uden for parti);Christian B. Olesen;0
Gentoftekredsen;3. Rådhuset;(Uden for parti);(Uden for parti);Mads Palsvig;10
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Partiliste;441
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Malthe Johan Poulsen;20
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Jeppe Bruus;128
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Morten Bødskov;27
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Maria Durhuus;25
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Kasper Sand Kjær;2
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Anne Sina;7
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Simon Pihl Sørensen;6
Gentoftekredsen;4. Bakkegård;A;Socialdemokratiet;Mattias Tesfaye;112
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Partiliste;316
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Sofie Carsten Nielsen;194
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Stinus Lindgreen;27
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Mads Høj Jørgensen;14
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Susanne Wad Leth;9
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Abbas Razvi;7
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Dennis Schmock;3
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Petar Socevic;5
Gentoftekredsen;4. Bakkegård;B;Radikale Venstre;Jeanné Vetling;10
Gentoftekredsen;4. Bakkegård;C;Det Konservative Folkeparti;Partiliste;334
Gentoftekredsen;4. Bakkegård;C;Det Konservative Folkeparti;Rasmus Jarlov;245
Gentoftekredsen;4. Bakkegård;C;Det Konservative Folkeparti;Hanne Bjørn-Klausen;15
Gentoftekredsen;4. Bakkegård;C;Det Konservative Folkeparti;Steffen Mølgaard;7
