Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Østerbrokredsen;1. 1. Østerbro;Ø;Enhedslisten - De Rød-Grønne;Jakob Nerup;7
Østerbrokredsen;1. 1. Østerbro;Ø;Enhedslisten - De Rød-Grønne;Karen Skærlund Risvig;0
Østerbrokredsen;1. 1. Østerbro;Ø;Enhedslisten - De Rød-Grønne;Louis Jacobsen;20
Østerbrokredsen;1. 1. Østerbro;Ø;Enhedslisten - De Rød-Grønne;Mette Bang Larsen;3
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Partiliste;265
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Uffe Elbæk;157
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Carolina Magdalene Maier;48
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Kåre Traberg Smidt;44
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Jan Kristoffersen;5
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Asbjørn Ammitzbøll Flügge;4
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Henrik Marstal;4
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Jonathan Ries;12
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Nina Svane-Mikkelsen;12
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Shahzad Riaz;1
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Rolf Bjerre;1
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Mette Rose Nielsen;3
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Kashif Ahmad;13
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);Tommy Schou Christesen;1
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);Tom Gillesberg;1
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);John Jørgensen;2
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);Pierre Tavares;4
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);John Erik Wagner;0
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Partiliste;412
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Pernille Rosenkrantz-Theil;184
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Yildiz Akdogan;20
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Niels E. Bjerrum;7
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Claus Hasselmann;7
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Sine Heltberg;5
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Peter Hummelgaard;26
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Verner Sand Kirk;5
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Lone Larsen;1
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Jørgen Mørup Pedersen;0
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Lars Aslan Rasmussen;37
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Mette Reissmann;40
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Simon Simonsen;17
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Partiliste;434
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Mette Annelie Rasmussen;44
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Ida Auken;277
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Samira Nawa;32
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Ruben Kidde;16
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Jeppe Fransson;4
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Jens Rohde;68
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Louise Vinther Alis;6
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Rune Scharff Andreasen;9
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Andreas Pourkamali;4
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Jesper Abildgaard;3
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Thomas Maare;5
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Lartey Lawson;9
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Partiliste;280
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Helle Bonnesen;59
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Katarina Ammitzbøll;24
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Lasse Vogel Andersen;4
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Nikolaj Bøgh;16
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Marie Høgh;17
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Anders Johansson;3
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Peter Stakemann;11
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Caspar Stefani;8
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Partiliste;63
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Ketil Wathne Rasmussen;0
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Tom Andkjær;7
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Cherif Tomra Ayouty;4
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Helle Rosenvig;4
Østerbrokredsen;2. 1. Nord;E;Klaus Riskær Pedersen;Partiliste;10
Østerbrokredsen;2. 1. Nord;E;Klaus Riskær Pedersen;Klaus Riskær Pedersen;22
Østerbrokredsen;2. 1. Nord;E;Klaus Riskær Pedersen;Manja Aarslev Sørensen;0
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Partiliste;228
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Pia Olsen Dyhr;216
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Carl Valentin;13
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Kasper Nordborg Kiær;7
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Halime Oguz;14
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Balder Mørk Andersen;5
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Louise Tuxen Romsdal;13
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Rasmus Steenberger;6
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Melissa Skovgaard Jensen;3
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Ebbe A. Hansen;6
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Rikke Lauritsen;1
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Partiliste;102
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Simon Emil Ammitzbøll-Bille;35
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Jacob Rosenberg;5
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Danny Malkowski;3
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Lars Berg Andersen;3
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Martin Ancher;4
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;David Bertelsen;1
Østerbrokredsen;2. 1. Nord;K;Kristendemokraterne;Partiliste;32
Østerbrokredsen;2. 1. Nord;K;Kristendemokraterne;Stig Grenov;6
Østerbrokredsen;2. 1. Nord;K;Kristendemokraterne;Nanna Bock;3
Østerbrokredsen;2. 1. Nord;K;Kristendemokraterne;Anne Grønlund;0
Østerbrokredsen;2. 1. Nord;K;Kristendemokraterne;Anne-Lise Wagner;0
Østerbrokredsen;2. 1. Nord;K;Kristendemokraterne;Bess Serner-Pedersen;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Partiliste;118
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Susanne Damsgaard;2
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Martin Henriksen;19
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Per Brix;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Carsten Ullmann Andersen;1
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Laila Sortland;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Cheanne Nielsen;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Peter Skaarup;52
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Søren Hald Christensen;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Julie Jacobsen;1
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Brian Borglund Bruun;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Lars Vestergaard;1
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Paw Karslund;0
Østerbrokredsen;2. 1. Nord;P;Stram Kurs;Partiliste;63
Østerbrokredsen;2. 1. Nord;P;Stram Kurs;Martin Skriver;7
Østerbrokredsen;2. 1. Nord;P;Stram Kurs;Lemmy Lundquist;2
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Partiliste;438
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Tommy Ahlers;494
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Martin Geertsen;23
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Jan E. Jørgensen;43
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Kasper Kristensen;15
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Bjarke Kværnø;1
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Michael Lange;7
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Jens-Kristian Lütken;1
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Casper Pedersen;0
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Anne Rasmussen;7
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Bo Sandroos;3
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Sven Aage Schlosrich;0
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Søren Sørensen;1
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Partiliste;245
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;David Rønne;3
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Pernille Skipper;315
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Rosa Lund;14
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Rune Lund;8
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Jette Gottlieb;5
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Jonathan Simmel;3
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Dorthe Hecht;1
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Michael Neumann;3
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Jakob Nerup;0
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Karen Skærlund Risvig;0
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Louis Jacobsen;2
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Mette Bang Larsen;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Partiliste;109
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Uffe Elbæk;58
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Carolina Magdalene Maier;23
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Kåre Traberg Smidt;14
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Jan Kristoffersen;4
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Asbjørn Ammitzbøll Flügge;4
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Henrik Marstal;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Jonathan Ries;6
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Nina Svane-Mikkelsen;1
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Shahzad Riaz;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Rolf Bjerre;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Mette Rose Nielsen;8
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Kashif Ahmad;7
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);Tommy Schou Christesen;0
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);Tom Gillesberg;0
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);John Jørgensen;0
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);Pierre Tavares;3
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);John Erik Wagner;0
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Partiliste;724
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Pernille Rosenkrantz-Theil;442
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Yildiz Akdogan;64
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Niels E. Bjerrum;20
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Claus Hasselmann;9
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Sine Heltberg;14
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Peter Hummelgaard;46
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Verner Sand Kirk;13
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Lone Larsen;0
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Jørgen Mørup Pedersen;0
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Lars Aslan Rasmussen;76
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Mette Reissmann;44
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Simon Simonsen;21
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Partiliste;802
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Mette Annelie Rasmussen;68
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Ida Auken;716
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Samira Nawa;60
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Ruben Kidde;44
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Jeppe Fransson;5
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Jens Rohde;167
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Louise Vinther Alis;10
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Rune Scharff Andreasen;14
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Andreas Pourkamali;18
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Jesper Abildgaard;7
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Thomas Maare;4
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Lartey Lawson;15
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Partiliste;352
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Helle Bonnesen;57
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Katarina Ammitzbøll;55
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Lasse Vogel Andersen;2
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Nikolaj Bøgh;22
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Marie Høgh;25
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Anders Johansson;8
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Peter Stakemann;20
Østerbrokredsen;3. 1. Syd;C;Det Konservative Folkeparti;Caspar Stefani;16
Østerbrokredsen;3. 1. Syd;D;Nye Borgerlige;Partiliste;90
Østerbrokredsen;3. 1. Syd;D;Nye Borgerlige;Ketil Wathne Rasmussen;3
Østerbrokredsen;3. 1. Syd;D;Nye Borgerlige;Tom Andkjær;13
Østerbrokredsen;3. 1. Syd;D;Nye Borgerlige;Cherif Tomra Ayouty;3
Østerbrokredsen;3. 1. Syd;D;Nye Borgerlige;Helle Rosenvig;6
Østerbrokredsen;3. 1. Syd;E;Klaus Riskær Pedersen;Partiliste;13
Østerbrokredsen;3. 1. Syd;E;Klaus Riskær Pedersen;Klaus Riskær Pedersen;51
Østerbrokredsen;3. 1. Syd;E;Klaus Riskær Pedersen;Manja Aarslev Sørensen;0
Østerbrokredsen;3. 1. Syd;F;SF - Socialistisk Folkeparti;Partiliste;563
Østerbrokredsen;3. 1. Syd;F;SF - Socialistisk Folkeparti;Pia Olsen Dyhr;529
Østerbrokredsen;3. 1. Syd;F;SF - Socialistisk Folkeparti;Carl Valentin;40
Østerbrokredsen;3. 1. Syd;F;SF - Socialistisk Folkeparti;Kasper Nordborg Kiær;16
