Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Helsingørkredsen;1. Helsingør Hallen;F;SF - Socialistisk Folkeparti;Lucas Antonio Madsen;35
Helsingørkredsen;1. Helsingør Hallen;F;SF - Socialistisk Folkeparti;Lise Müller;60
Helsingørkredsen;1. Helsingør Hallen;F;SF - Socialistisk Folkeparti;Dorte Nørbo;14
Helsingørkredsen;1. Helsingør Hallen;F;SF - Socialistisk Folkeparti;Anna Ockelmann;11
Helsingørkredsen;1. Helsingør Hallen;F;SF - Socialistisk Folkeparti;Trine Torp;102
Helsingørkredsen;1. Helsingør Hallen;I;Liberal Alliance;Partiliste;82
Helsingørkredsen;1. Helsingør Hallen;I;Liberal Alliance;Anders Samuelsen;127
Helsingørkredsen;1. Helsingør Hallen;I;Liberal Alliance;May-Britt Kattrup;9
Helsingørkredsen;1. Helsingør Hallen;I;Liberal Alliance;Ole F. Holleufer;0
Helsingørkredsen;1. Helsingør Hallen;I;Liberal Alliance;Steffen Sjørslev;1
Helsingørkredsen;1. Helsingør Hallen;K;Kristendemokraterne;Partiliste;58
Helsingørkredsen;1. Helsingør Hallen;K;Kristendemokraterne;Britta Glønborg Kristensen;5
Helsingørkredsen;1. Helsingør Hallen;K;Kristendemokraterne;Martin Rask Olsen;3
Helsingørkredsen;1. Helsingør Hallen;K;Kristendemokraterne;Andreas Peters-Lehm;2
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Partiliste;321
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Jan Erik Messmann;23
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Poul Cullura;2
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Preben Andersen;2
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Glen Madsen;6
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Marlene Harpsøe;82
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Morten Messerschmidt;151
Helsingørkredsen;1. Helsingør Hallen;P;Stram Kurs;Partiliste;118
Helsingørkredsen;1. Helsingør Hallen;P;Stram Kurs;Iben Thranholm;10
Helsingørkredsen;1. Helsingør Hallen;P;Stram Kurs;Casper Hansen;16
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Partiliste;615
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Thomas Bak;29
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Hans Andersen;72
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Claus Hjort Frederiksen;92
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Kristian N. Jensen;17
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Anna Libak;77
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Sophie Løhde;138
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Partiliste;624
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Helena Jørgensen;106
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Mai Villadsen;74
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Øjvind Vilsholm;11
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Annie Hagel;10
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Tormod Olsen;2
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Casper Pedersen;4
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Partiliste;192
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Christian Poll;31
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Theresa Scavenius;41
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Julie Herdal Molbech;31
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Allon Hein Sørensen;6
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Bina Seff;4
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Susan Kjeldgaard;9
Helsingørkredsen;1. Helsingør Hallen;(Uden for parti);(Uden for parti);Hans Frederik Brobjerg;4
Helsingørkredsen;1. Helsingør Hallen;(Uden for parti);(Uden for parti);Gert Lassen;4
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Partiliste;959
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Henrik Møller;792
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Maria Gudme;64
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Per Frost Henriksen;8
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Nick Hækkerup;113
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Miki Dam Larsen;3
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Rasmus Stoklund;60
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;David Trads;27
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Partiliste;227
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Camilla Kampmann;29
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Martin Lidegaard;118
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Kristian Hegaard;37
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Jacob Netteberg;8
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Christina Thorholm;18
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Rikke Mortensen;11
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Partiliste;220
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Birgitte Bergman;98
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Mette Abildgaard;49
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Lars Arne Christensen;1
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Otto B. Christiansen;1
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Kjeld Haslund;1
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Egil Hulgaard;3
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Erik Lund;7
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Partiliste;128
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Mette Thiesen;97
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Ulla Kokfelt;12
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Nina Froberg;3
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Jesper Hammer;2
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Lene Kattrup;1
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Leif Barbré Knudsen;1
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Ditlev Otte-Trojel;1
Helsingørkredsen;2. Skolen ved Gurrevej;E;Klaus Riskær Pedersen;Partiliste;53
Helsingørkredsen;2. Skolen ved Gurrevej;E;Klaus Riskær Pedersen;Søren Søfelt;6
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Partiliste;301
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Lucas Antonio Madsen;36
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Lise Müller;33
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Dorte Nørbo;6
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Anna Ockelmann;8
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Trine Torp;52
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Partiliste;26
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Anders Samuelsen;69
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;May-Britt Kattrup;6
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Ole F. Holleufer;0
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Steffen Sjørslev;0
Helsingørkredsen;2. Skolen ved Gurrevej;K;Kristendemokraterne;Partiliste;29
Helsingørkredsen;2. Skolen ved Gurrevej;K;Kristendemokraterne;Britta Glønborg Kristensen;4
Helsingørkredsen;2. Skolen ved Gurrevej;K;Kristendemokraterne;Martin Rask Olsen;2
Helsingørkredsen;2. Skolen ved Gurrevej;K;Kristendemokraterne;Andreas Peters-Lehm;1
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Partiliste;308
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Jan Erik Messmann;20
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Poul Cullura;1
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Preben Andersen;0
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Glen Madsen;4
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Marlene Harpsøe;106
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Morten Messerschmidt;165
Helsingørkredsen;2. Skolen ved Gurrevej;P;Stram Kurs;Partiliste;119
Helsingørkredsen;2. Skolen ved Gurrevej;P;Stram Kurs;Iben Thranholm;12
Helsingørkredsen;2. Skolen ved Gurrevej;P;Stram Kurs;Casper Hansen;12
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Partiliste;363
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Thomas Bak;21
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Hans Andersen;67
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Claus Hjort Frederiksen;56
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Kristian N. Jensen;15
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Anna Libak;26
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Sophie Løhde;90
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Partiliste;356
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Helena Jørgensen;87
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Mai Villadsen;37
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Øjvind Vilsholm;2
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Annie Hagel;6
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Tormod Olsen;4
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Casper Pedersen;3
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Partiliste;85
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Christian Poll;10
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Theresa Scavenius;23
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Julie Herdal Molbech;7
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Allon Hein Sørensen;4
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Bina Seff;0
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Susan Kjeldgaard;4
Helsingørkredsen;2. Skolen ved Gurrevej;(Uden for parti);(Uden for parti);Hans Frederik Brobjerg;0
Helsingørkredsen;2. Skolen ved Gurrevej;(Uden for parti);(Uden for parti);Gert Lassen;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Partiliste;504
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Henrik Møller;513
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Maria Gudme;38
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Per Frost Henriksen;8
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Nick Hækkerup;56
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Miki Dam Larsen;5
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Rasmus Stoklund;32
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;David Trads;17
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Partiliste;279
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Camilla Kampmann;34
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Martin Lidegaard;156
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Kristian Hegaard;78
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Jacob Netteberg;16
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Christina Thorholm;20
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Rikke Mortensen;10
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Partiliste;184
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Birgitte Bergman;142
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Mette Abildgaard;58
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Lars Arne Christensen;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Otto B. Christiansen;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Kjeld Haslund;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Egil Hulgaard;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Erik Lund;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Partiliste;98
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Mette Thiesen;65
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Ulla Kokfelt;9
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Nina Froberg;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Jesper Hammer;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Lene Kattrup;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Leif Barbré Knudsen;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Ditlev Otte-Trojel;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;E;Klaus Riskær Pedersen;Partiliste;39
Helsingørkredsen;3. Laden, Gl. Vapnagård;E;Klaus Riskær Pedersen;Søren Søfelt;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Partiliste;210
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Lucas Antonio Madsen;13
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Lise Müller;31
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Dorte Nørbo;6
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Anna Ockelmann;5
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Trine Torp;38
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Partiliste;19
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Anders Samuelsen;57
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;May-Britt Kattrup;6
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Ole F. Holleufer;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Steffen Sjørslev;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;Kristendemokraterne;Partiliste;22
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;Kristendemokraterne;Britta Glønborg Kristensen;5
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;Kristendemokraterne;Martin Rask Olsen;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;Kristendemokraterne;Andreas Peters-Lehm;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Partiliste;200
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Jan Erik Messmann;14
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Poul Cullura;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Preben Andersen;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Glen Madsen;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Marlene Harpsøe;63
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Morten Messerschmidt;125
Helsingørkredsen;3. Laden, Gl. Vapnagård;P;Stram Kurs;Partiliste;86
Helsingørkredsen;3. Laden, Gl. Vapnagård;P;Stram Kurs;Iben Thranholm;15
Helsingørkredsen;3. Laden, Gl. Vapnagård;P;Stram Kurs;Casper Hansen;10
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Partiliste;316
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Thomas Bak;14
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Hans Andersen;50
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Claus Hjort Frederiksen;53
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Kristian N. Jensen;5
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Anna Libak;35
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Sophie Løhde;74
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Partiliste;275
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Helena Jørgensen;67
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Mai Villadsen;26
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Øjvind Vilsholm;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Annie Hagel;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Tormod Olsen;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Casper Pedersen;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Partiliste;65
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Christian Poll;16
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Theresa Scavenius;18
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Julie Herdal Molbech;21
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Allon Hein Sørensen;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Bina Seff;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;Å;Alternativet;Susan Kjeldgaard;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;(Uden for parti);(Uden for parti);Hans Frederik Brobjerg;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;(Uden for parti);(Uden for parti);Gert Lassen;3
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Partiliste;391
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Henrik Møller;267
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Maria Gudme;41
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Per Frost Henriksen;4
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Nick Hækkerup;74
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Miki Dam Larsen;3
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;Rasmus Stoklund;26
Helsingørkredsen;4. Bølgen;A;Socialdemokratiet;David Trads;16
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Partiliste;129
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Camilla Kampmann;57
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Martin Lidegaard;156
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Kristian Hegaard;12
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Jacob Netteberg;0
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Christina Thorholm;13
Helsingørkredsen;4. Bølgen;B;Radikale Venstre;Rikke Mortensen;8
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Partiliste;239
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Birgitte Bergman;207
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Mette Abildgaard;71
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Lars Arne Christensen;4
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Otto B. Christiansen;2
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Kjeld Haslund;0
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Egil Hulgaard;10
Helsingørkredsen;4. Bølgen;C;Det Konservative Folkeparti;Erik Lund;6
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Partiliste;60
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Mette Thiesen;44
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Ulla Kokfelt;9
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Nina Froberg;2
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Jesper Hammer;1
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Lene Kattrup;0
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Leif Barbré Knudsen;1
Helsingørkredsen;4. Bølgen;D;Nye Borgerlige;Ditlev Otte-Trojel;0
Helsingørkredsen;4. Bølgen;E;Klaus Riskær Pedersen;Partiliste;29
Helsingørkredsen;4. Bølgen;E;Klaus Riskær Pedersen;Søren Søfelt;1
Helsingørkredsen;4. Bølgen;F;SF - Socialistisk Folkeparti;Partiliste;146
Helsingørkredsen;4. Bølgen;F;SF - Socialistisk Folkeparti;Lucas Antonio Madsen;12
Helsingørkredsen;4. Bølgen;F;SF - Socialistisk Folkeparti;Lise Müller;27
Helsingørkredsen;4. Bølgen;F;SF - Socialistisk Folkeparti;Dorte Nørbo;9
Helsingørkredsen;4. Bølgen;F;SF - Socialistisk Folkeparti;Anna Ockelmann;8
Helsingørkredsen;4. Bølgen;F;SF - Socialistisk Folkeparti;Trine Torp;33
Helsingørkredsen;4. Bølgen;I;Liberal Alliance;Partiliste;32
Helsingørkredsen;4. Bølgen;I;Liberal Alliance;Anders Samuelsen;71
