Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Peder Hvelplund;2
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Sinem Demir;0
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Susanne Flydtkjær;0
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Berit Raldin;1
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Anna Aaen;0
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Finn Grøn Nielsen;0
Frederikshavnkredsen;2. Hulsig;Ø;Enhedslisten - De Rød-Grønne;Torsten Ringgaard;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Partiliste;1
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Susanne Zimmer;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Simon Leed Krøs;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Ulla Gram Larsen;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Christian Gade Bjerrum;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Camilla Bundgaard;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Gustav Sieg Sørensen;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Lars Rosenkvist;0
Frederikshavnkredsen;2. Hulsig;Å;Alternativet;Anne-Louise L. Bøttger-Rasmussen;0
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Partiliste;94
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Bjarne Laustsen;157
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Mette Frederiksen;119
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Ane Halsboe-Jørgensen;7
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Orla Hav;7
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Per Husted;1
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Søren Valgreen Knudsen;1
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Simon Kollerup;2
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Flemming Møller Mortensen;2
Frederikshavnkredsen;3. Ålbæk;A;Socialdemokratiet;Rasmus Prehn;8
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Partiliste;16
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Amalie Mørkøre Højsholt;1
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Daniel Nyboe Andersen;0
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Niels Arbøl;0
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Casper Hedegaard;3
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Marianne Jelved;4
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Marianne Mulle Jensen;1
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Rikke-Marie Jørgensen;0
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Helle Sommer Kjærgaard;0
Frederikshavnkredsen;3. Ålbæk;B;Radikale Venstre;Gitte Lopdrup;0
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Partiliste;31
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Peter E. Nielsen;89
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Henrik Dalgaard;0
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Jens Kindberg;0
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Jens-Henrik Kirk;0
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Per Larsen;5
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Per Møller;3
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Torben Overgaard;0
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Karsten Skov Petersen;0
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Mia Tang;3
Frederikshavnkredsen;3. Ålbæk;C;Det Konservative Folkeparti;Morten Thiessen;0
Frederikshavnkredsen;3. Ålbæk;D;Nye Borgerlige;Partiliste;20
Frederikshavnkredsen;3. Ålbæk;D;Nye Borgerlige;Poul Højlund;2
Frederikshavnkredsen;3. Ålbæk;D;Nye Borgerlige;John Bjerg;0
Frederikshavnkredsen;3. Ålbæk;D;Nye Borgerlige;Niels M. Christensen;0
Frederikshavnkredsen;3. Ålbæk;D;Nye Borgerlige;Frode Larsen;1
Frederikshavnkredsen;3. Ålbæk;E;Klaus Riskær Pedersen;Partiliste;10
Frederikshavnkredsen;3. Ålbæk;E;Klaus Riskær Pedersen;Rune Frøsig Osmundsen;1
Frederikshavnkredsen;3. Ålbæk;E;Klaus Riskær Pedersen;Maria Terese Fog Bartholdy;0
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Partiliste;25
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Allan Norré Pedersen;0
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Theresa Berg Andersen;6
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Karl H. Bornhøft;3
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Henning Jørgensen;0
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Jacob Klivager;1
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Lene Linnemann;1
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Thorkil Olesen;1
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Lisbeth Bech Poulsen;6
Frederikshavnkredsen;3. Ålbæk;F;SF - Socialistisk Folkeparti;Janni Platz Sthyr;1
Frederikshavnkredsen;3. Ålbæk;I;Liberal Alliance;Partiliste;7
Frederikshavnkredsen;3. Ålbæk;I;Liberal Alliance;Christina Egelund;2
Frederikshavnkredsen;3. Ålbæk;I;Liberal Alliance;Bo Ritterbusch;0
Frederikshavnkredsen;3. Ålbæk;I;Liberal Alliance;Martin K. Madsen;0
Frederikshavnkredsen;3. Ålbæk;I;Liberal Alliance;Jacob Høfler;0
Frederikshavnkredsen;3. Ålbæk;I;Liberal Alliance;Claus Hermansen;0
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;Partiliste;13
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;Britta Eckhardt;0
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;Inger Ottesen;1
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;David Jakobsen;0
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;Piratheep Krishnapalan;1
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;Robert Thomsen;0
Frederikshavnkredsen;3. Ålbæk;K;Kristendemokraterne;Anne-Marie Jørgensen;0
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Partiliste;101
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Bent Bøgsted;39
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Peter Sørensen;3
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Kim Edberg Andersen;6
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Morten Marinus;1
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Hans Henrik Sørensen;0
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Tommy Degn;0
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Lise Bech;4
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Ib Poulsen;8
Frederikshavnkredsen;3. Ålbæk;O;Dansk Folkeparti;Erik Høgh-Sørensen;6
Frederikshavnkredsen;3. Ålbæk;P;Stram Kurs;Partiliste;18
Frederikshavnkredsen;3. Ålbæk;P;Stram Kurs;Uwe Max Jensen;1
Frederikshavnkredsen;3. Ålbæk;P;Stram Kurs;Danni Pedersen;1
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Partiliste;136
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Henrik Buchhave;16
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Marie Bjerre;2
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Preben Bang Henriksen;60
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Henrik Jørgensen;2
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Karsten Lauritzen;81
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Torsten Schack Pedersen;0
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Thomas Thomsen;1
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Maja Torp;5
Frederikshavnkredsen;3. Ålbæk;V;Venstre, Danmarks Liberale Parti;Anne Honoré Østergaard;2
Frederikshavnkredsen;3. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Partiliste;39
Frederikshavnkredsen;3. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Poul-Erik Andersen;11
Frederikshavnkredsen;3. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Peder Hvelplund;3
Frederikshavnkredsen;3. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Sinem Demir;2
Frederikshavnkredsen;3. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Susanne Flydtkjær;1
Frederikshavnkredsen;3. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Berit Raldin;1
