Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Partiliste;54
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Kasper Roug;77
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Kaare Dybvad Bek;1
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Tom Block;1
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Brian Bressendorff;0
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Lennart Damsbo-Andersen;18
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Mette Gjerskov;5
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Magnus Heunicke;7
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Astrid Krag;10
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Rasmus Horn Langhoff;0
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Henrik Sass Larsen;1
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Tanja Larsson;1
Lollandkredsen;1. Errindlev;A;Socialdemokratiet;Anne Madsen;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Partiliste;9
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Henriette Bødewadt;11
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Zenia Stampe;4
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Kathrine Olldag;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Troels Brandt;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Jeppe Trolle;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Line Krogh Lay;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Vibeke Grønbæk;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Jeppe Sørensen;0
Lollandkredsen;1. Errindlev;B;Radikale Venstre;Bo Nygaard Larsen;1
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Partiliste;7
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Daniel Blak Pedersen;1
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Mads Andersen;1
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Jesper Wienmann Hansen;0
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Brigitte Klintskov Jerkel;0
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Naser Khader;6
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Stine Pilt Olsen;2
Lollandkredsen;1. Errindlev;C;Det Konservative Folkeparti;Michael Suhr;1
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Partiliste;7
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Peter Seier Christensen;7
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Josh Bjørkman;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Henrik Engel Elborough;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Klaus Juel Hansen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Bo Erik Hansen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Martin Knudsen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Ulrik Nick Lassen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Bob Richard Nielsen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Tonny Voldby Pedersen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Jørn Rasmussen;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Thomas Vesth;0
Lollandkredsen;1. Errindlev;D;Nye Borgerlige;Janni Walies;1
Lollandkredsen;1. Errindlev;E;Klaus Riskær Pedersen;Partiliste;4
Lollandkredsen;1. Errindlev;E;Klaus Riskær Pedersen;Martin Nordstjerne Rasmussen;0
Lollandkredsen;1. Errindlev;E;Klaus Riskær Pedersen;Birger Niemann;0
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Partiliste;7
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Jacob Mark;3
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Astrid Carøe;1
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Anne Valentina Berthelsen;1
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Jan Bjergskov Larsen;0
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Michael Graakjær;0
Lollandkredsen;1. Errindlev;F;SF - Socialistisk Folkeparti;Annemette Schønberg Johnsen;1
