Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;E;Klaus Riskær Pedersen;Mogens Birkelund;2
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;E;Klaus Riskær Pedersen;Dennis Kronborg;2
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Partiliste;815
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Kirsten Normann Andersen;222
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Anna Brændemose;87
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Charlotte Broman Mølbæk;49
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Aleksander Myrhøj;16
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Charlotte Vindeløv;42
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Morten Siig Henriksen;6
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Niels Callesøe;16
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Theis Rubinke Sørensen;35
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Jan Tidemand;12
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;F;SF - Socialistisk Folkeparti;Paw Amdisen;12
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;I;Liberal Alliance;Partiliste;340
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;I;Liberal Alliance;Ole Birk Olesen;63
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;I;Liberal Alliance;Jens Meilvang;21
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;I;Liberal Alliance;Iben Høiaas Jeppesen;20
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;I;Liberal Alliance;Jakob Rixen;31
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;I;Liberal Alliance;Ida Bihl;29
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Partiliste;38
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Isabella Arendt;177
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Jens Jul Nielsen;0
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Anja Smedstrup Christensen;1
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Birgit Jakobsen;3
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Sven-Erik F. Jørgensen;0
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Simon Overby Kristensen;0
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Kristian Søndergaard Larsen;1
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Nils-Erik Mulvad;0
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;K;Kristendemokraterne;Esper Thidemann;0
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Partiliste;223
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Knud N. Mathiesen;27
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Steffen Graff Daugaard;4
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Hans Kristian Skibby;4
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Mette Hjermind Dencker;3
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Michael Nedersøe;3
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Claus Kvist Hansen;3
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Nick Zimmermann;1
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Kim Christiansen;2
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Jakob Søgaard Clausen;10
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Ole Revsgaard Andersen;3
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;O;Dansk Folkeparti;Steen Thomsen;9
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;P;Stram Kurs;Partiliste;70
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;P;Stram Kurs;Helmuth Nyborg;18
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;P;Stram Kurs;Anitta Nørgaard Johansen;2
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;P;Stram Kurs;René Paw Christensen;2
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Partiliste;1296
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Jakob Ellemann-Jensen;595
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Birte M. Andersen;16
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Britt Bager;92
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Heidi Bank;154
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Anders G. Christensen;12
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Michael Aastrup Jensen;34
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Karina Rohrberg Jessen;12
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Gustav Juul;20
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Troels Lund Poulsen;27
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Simon Ø. Simonsen;6
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;V;Venstre, Danmarks Liberale Parti;Fatma Øktem;98
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Partiliste;984
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Else Kayser;85
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Nikolaj Villumsen;55
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Søren Egge Rasmussen;60
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Anne Hegelund;95
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Maja W. Albrechtsen;33
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Maria Temponeras;23
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Jesper Yde Knudsen;7
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Helle Nielsen;2
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Karina Hjorth;6
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Peder Meyhoff;3
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Ø;Enhedslisten - De Rød-Grønne;Malene Erenskjold;17
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Partiliste;561
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Torsten Gejl;43
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Mira Issa Bloch;41
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Nilas Bay-Foged;9
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Rasmus Foged;18
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Birgitte Kehler Holst;27
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;HC Molbech;18
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Helle Wium;23
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Carsten Borup;7
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Niels Christiansen;1
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Line Aaen;21
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;Å;Alternativet;Peter Barner Steinbrenner;1
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;(Uden for parti);(Uden for parti);Chresten H. Ibsen;12
Aarhus Sydkredsen;1. Frederiksbjerg Hallerne;(Uden for parti);(Uden for parti);Hans Schultz;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Partiliste;519
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Nicolai Wammen;383
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Camilla Fabricius;90
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Dorthe Hindborg;17
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Daniel Toft Jakobsen;9
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Leif Lahn Jensen;9
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Jens Joel;121
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Henrik Dam Kristensen;12
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Malte Larsen;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Thyge Risvig;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Iben Sønderup;5
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;A;Socialdemokratiet;Christen Sørensen;41
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Partiliste;295
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Anne Sophie Callesen;34
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Bassam El-Daoud;10
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Tom Brøcher Jakobsen;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Michael Skaaning Johansen;12
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Susan Kronborg;20
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Karen Melchior;10
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Søren Bo Pedersen;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Katrine Robsøe;75
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Morten Kjær Sørensen;6
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Henrik Vinther;18
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;B;Radikale Venstre;Morten Østergaard;215
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Partiliste;174
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Jens Salling;18
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Ali Aminali;17
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Jane Christensen;4
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Charlotte Green;20
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Lars Jensen;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Mona Juul;33
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Victoria D. Kilpatrick;6
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Anders Krojgaard Lund;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;David Munk-Bogballe;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;C;Det Konservative Folkeparti;Niels Rosenberg;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Partiliste;50
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Lars Boje Mathiesen;24
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Caroline Mathilde Reitzel;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Niels-Christian Braad;1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Niels Børge Eriksen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Ulrik Hermann;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Inger-Marie Tryde Martensen;1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;D;Nye Borgerlige;Lars Axel Nielsen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;E;Klaus Riskær Pedersen;Partiliste;44
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;E;Klaus Riskær Pedersen;Mogens Birkelund;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;E;Klaus Riskær Pedersen;Dennis Kronborg;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Partiliste;366
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Kirsten Normann Andersen;103
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Anna Brændemose;38
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Charlotte Broman Mølbæk;27
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Aleksander Myrhøj;10
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Charlotte Vindeløv;18
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Morten Siig Henriksen;5
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Niels Callesøe;8
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Theis Rubinke Sørensen;14
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Jan Tidemand;6
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;F;SF - Socialistisk Folkeparti;Paw Amdisen;5
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;I;Liberal Alliance;Partiliste;144
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;I;Liberal Alliance;Ole Birk Olesen;34
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;I;Liberal Alliance;Jens Meilvang;14
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;I;Liberal Alliance;Iben Høiaas Jeppesen;8
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;I;Liberal Alliance;Jakob Rixen;17
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;I;Liberal Alliance;Ida Bihl;21
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Partiliste;19
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Isabella Arendt;95
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Jens Jul Nielsen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Anja Smedstrup Christensen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Birgit Jakobsen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Sven-Erik F. Jørgensen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Simon Overby Kristensen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Kristian Søndergaard Larsen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Nils-Erik Mulvad;1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;K;Kristendemokraterne;Esper Thidemann;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Partiliste;143
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Knud N. Mathiesen;16
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Steffen Graff Daugaard;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Hans Kristian Skibby;1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Mette Hjermind Dencker;8
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Michael Nedersøe;3
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Claus Kvist Hansen;6
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Nick Zimmermann;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Kim Christiansen;0
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Jakob Søgaard Clausen;11
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Ole Revsgaard Andersen;1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;O;Dansk Folkeparti;Steen Thomsen;4
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;P;Stram Kurs;Partiliste;52
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;P;Stram Kurs;Helmuth Nyborg;5
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;P;Stram Kurs;Anitta Nørgaard Johansen;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;P;Stram Kurs;René Paw Christensen;1
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Partiliste;488
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Jakob Ellemann-Jensen;184
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Birte M. Andersen;2
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Britt Bager;43
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Heidi Bank;34
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Anders G. Christensen;6
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Michael Aastrup Jensen;16
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Karina Rohrberg Jessen;6
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Gustav Juul;15
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Troels Lund Poulsen;12
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Simon Ø. Simonsen;5
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;V;Venstre, Danmarks Liberale Parti;Fatma Øktem;27
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;Ø;Enhedslisten - De Rød-Grønne;Partiliste;456
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;Ø;Enhedslisten - De Rød-Grønne;Else Kayser;42
Aarhus Sydkredsen;2. Lokalcenter Fr.Bjerg/Langenæs;Ø;Enhedslisten - De Rød-Grønne;Nikolaj Villumsen;26
