Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Struerkredsen;1. Lemvig;Ja;2411;68,9
Struerkredsen;1. Lemvig;Nej;1087;31,1
Struerkredsen;1. Struer;Ja;2516;65,1
Struerkredsen;1. Struer;Nej;1348;34,9
Struerkredsen;2. Gimsing;Ja;717;66,0
Struerkredsen;2. Gimsing;Nej;369;34,0
Struerkredsen;2. Nørre Nissum;Ja;802;67,5
Struerkredsen;2. Nørre Nissum;Nej;387;32,5
Struerkredsen;3. Hjerm;Ja;614;66,4
Struerkredsen;3. Hjerm;Nej;311;33,6
Struerkredsen;3. Klinkby;Ja;805;69,2
Struerkredsen;3. Klinkby;Nej;359;30,8
Struerkredsen;4. Humlum;Ja;622;64,5
Struerkredsen;4. Humlum;Nej;342;35,5
Struerkredsen;4. Ramme;Ja;592;58,8
Struerkredsen;4. Ramme;Nej;415;41,2
Struerkredsen;5. Bremdal;Ja;821;72,1
Struerkredsen;5. Bremdal;Nej;317;27,9
Struerkredsen;5. Bøvling;Ja;383;62,4
Struerkredsen;5. Bøvling;Nej;231;37,6
Struerkredsen;6. Flynder;Ja;442;61,8
Struerkredsen;6. Flynder;Nej;273;38,2
Struerkredsen;6. Langhøj;Ja;760;67,2
Struerkredsen;6. Langhøj;Nej;371;32,8
Struerkredsen;7. Hvidbjerg;Ja;977;63,0
Struerkredsen;7. Hvidbjerg;Nej;575;37,0
Struerkredsen;7. Thyborøn;Ja;494;55,5
Struerkredsen;7. Thyborøn;Nej;396;44,5
Struerkredsen;8. Harboøre;Ja;570;63,7
Struerkredsen;8. Harboøre;Nej;325;36,3
Skivekredsen;1. Aakjær;Ja;2161;61,7
Skivekredsen;1. Aakjær;Nej;1339;38,3
Skivekredsen;2. Skivehus;Ja;2452;71,3
Skivekredsen;2. Skivehus;Nej;989;28,7
Skivekredsen;3. Brårup;Ja;2063;62,0
Skivekredsen;3. Brårup;Nej;1262;38,0
Skivekredsen;4. Højslev;Ja;1319;64,9
Skivekredsen;4. Højslev;Nej;712;35,1
Skivekredsen;5. Ørslevkloster;Ja;471;64,0
Skivekredsen;5. Ørslevkloster;Nej;265;36,0
Skivekredsen;6. Rønbjerg;Ja;216;51,9
Skivekredsen;6. Rønbjerg;Nej;200;48,1
Skivekredsen;7. Hem;Ja;281;57,1
Skivekredsen;7. Hem;Nej;211;42,9
Skivekredsen;8. Lihme;Ja;229;61,6
Skivekredsen;8. Lihme;Nej;143;38,4
Skivekredsen;9. Oddense - Otting;Ja;293;67,8
Skivekredsen;9. Oddense - Otting;Nej;139;32,2
Skivekredsen;10. Rødding;Ja;454;63,1
Skivekredsen;10. Rødding;Nej;265;36,9
Skivekredsen;11. Glyngøre;Ja;598;63,0
Skivekredsen;11. Glyngøre;Nej;351;37,0
Skivekredsen;12. Durup;Ja;385;58,2
Skivekredsen;12. Durup;Nej;277;41,8
Skivekredsen;13. Roslev;Ja;680;60,8
Skivekredsen;13. Roslev;Nej;439;39,2
Skivekredsen;14. Jebjerg-Lyby;Ja;448;58,1
