Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Rønnekredsen;7. Klemensker;Ja;724;57,0
Rønnekredsen;7. Klemensker;Nej;547;43,0
Rønnekredsen;8. Rønne;Ja;4771;65,5
Rønnekredsen;8. Rønne;Nej;2511;34,5
Rønnekredsen;9. Hasle;Ja;895;58,3
Rønnekredsen;9. Hasle;Nej;641;41,7
Aakirkebykredsen;0. Christiansø;Ja;40;67,8
Aakirkebykredsen;0. Christiansø;Nej;19;32,2
Aakirkebykredsen;1. Allinge;Ja;1001;59,5
Aakirkebykredsen;1. Allinge;Nej;681;40,5
Aakirkebykredsen;2. Østermarie;Ja;960;61,0
Aakirkebykredsen;2. Østermarie;Nej;615;39,0
Aakirkebykredsen;3. Svaneke;Ja;860;70,2
Aakirkebykredsen;3. Svaneke;Nej;365;29,8
Aakirkebykredsen;4. Nexø;Ja;1395;63,7
Aakirkebykredsen;4. Nexø;Nej;795;36,3
Aakirkebykredsen;5. Pedersker;Ja;601;63,1
Aakirkebykredsen;5. Pedersker;Nej;351;36,9
Aakirkebykredsen;6. Aakirkeby;Ja;1580;60,6
Aakirkebykredsen;6. Aakirkeby;Nej;1027;39,4
