Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Odense Østkredsen;1. Skt. Jørgens Hallen;Ja;4013;69,8
Odense Østkredsen;1. Skt. Jørgens Hallen;Nej;1733;30,2
Odense Østkredsen;2. Sct. Hans Skole;Ja;3597;68,4
Odense Østkredsen;2. Sct. Hans Skole;Nej;1658;31,6
Odense Østkredsen;3. Risingskolen;Ja;1117;64,9
Odense Østkredsen;3. Risingskolen;Nej;603;35,1
Odense Østkredsen;4. Munkebjergskolen;Ja;3384;72,8
Odense Østkredsen;4. Munkebjergskolen;Nej;1263;27,2
Odense Østkredsen;5. Ejerslykkeskolen;Ja;1825;62,2
Odense Østkredsen;5. Ejerslykkeskolen;Nej;1110;37,8
Odense Østkredsen;6. Agedrup Skole;Ja;894;62,2
Odense Østkredsen;6. Agedrup Skole;Nej;544;37,8
Odense Østkredsen;7. Fjordager-Hallen;Ja;1732;62,3
Odense Østkredsen;7. Fjordager-Hallen;Nej;1046;37,7
Odense Østkredsen;9. Fraugde Fritidscenter;Ja;1107;65,6
Odense Østkredsen;9. Fraugde Fritidscenter;Nej;581;34,4
Odense Østkredsen;35. Camp U;Ja;992;54,7
Odense Østkredsen;35. Camp U;Nej;820;45,3
Odense Østkredsen;36. UngOdense (Tidl.Bækholmskolen);Ja;1476;67,0
Odense Østkredsen;36. UngOdense (Tidl.Bækholmskolen);Nej;726;33,0
Odense Vestkredsen;11. Seniorhus Odense;Ja;4404;72,8
Odense Vestkredsen;11. Seniorhus Odense;Nej;1647;27,2
Odense Vestkredsen;12. CSV-Skolen;Ja;2718;61,8
Odense Vestkredsen;12. CSV-Skolen;Nej;1683;38,2
Odense Vestkredsen;13. Lumby Skole;Ja;376;60,5
Odense Vestkredsen;13. Lumby Skole;Nej;246;39,5
Odense Vestkredsen;14. Stige Skole;Ja;2193;67,1
Odense Vestkredsen;14. Stige Skole;Nej;1074;32,9
Odense Vestkredsen;16. Spurvelundskolen;Ja;1372;65,5
Odense Vestkredsen;16. Spurvelundskolen;Nej;722;34,5
Odense Vestkredsen;17. Kroggårdsskolen;Ja;2234;70,1
Odense Vestkredsen;17. Kroggårdsskolen;Nej;951;29,9
Odense Vestkredsen;18. Tarup Skole;Ja;2237;72,0
Odense Vestkredsen;18. Tarup Skole;Nej;868;28,0
Odense Vestkredsen;19. Paarup Hallen;Ja;1699;71,9
Odense Vestkredsen;19. Paarup Hallen;Nej;663;28,1
Odense Vestkredsen;20. Korup Skole;Ja;1563;65,6
Odense Vestkredsen;20. Korup Skole;Nej;818;34,4
Odense Vestkredsen;21. Ubberud Kultur & Bevægelseshus;Ja;999;67,1
Odense Vestkredsen;21. Ubberud Kultur & Bevægelseshus;Nej;490;32,9
Odense Sydkredsen;23. Rådhuset;Ja;4733;72,6
Odense Sydkredsen;23. Rådhuset;Nej;1786;27,4
Odense Sydkredsen;24. Sct. Knuds Gymnasium;Ja;2506;80,0
Odense Sydkredsen;24. Sct. Knuds Gymnasium;Nej;626;20,0
Odense Sydkredsen;25. Rosengårdskolen;Ja;3017;69,8
Odense Sydkredsen;25. Rosengårdskolen;Nej;1307;30,2
Odense Sydkredsen;26. Sanderumhallen;Ja;4029;72,9
Odense Sydkredsen;26. Sanderumhallen;Nej;1497;27,1
Odense Sydkredsen;28. Rasmus Rask-Skolen;Ja;2276;74,5
Odense Sydkredsen;28. Rasmus Rask-Skolen;Nej;777;25,5
Odense Sydkredsen;29. Tingløkkeskolen;Ja;2401;74,3
Odense Sydkredsen;29. Tingløkkeskolen;Nej;829;25,7
Odense Sydkredsen;30. Dalumskolen;Ja;3055;71,7
Odense Sydkredsen;30. Dalumskolen;Nej;1204;28,3
Odense Sydkredsen;31. Skt. Klemensskolen;Ja;1280;72,0
Odense Sydkredsen;31. Skt. Klemensskolen;Nej;497;28,0
Odense Sydkredsen;32. Fangel Forsamlingshus;Ja;330;64,3
Odense Sydkredsen;32. Fangel Forsamlingshus;Nej;183;35,7
Odense Sydkredsen;33. Højby Skole;Ja;1857;67,5
Odense Sydkredsen;33. Højby Skole;Nej;894;32,5
Assenskredsen;1. Assens;Ja;2320;66,8
Assenskredsen;1. Assens;Nej;1152;33,2
Assenskredsen;2. Ebberup;Ja;516;63,0
Assenskredsen;2. Ebberup;Nej;303;37,0
Assenskredsen;3. Turup;Ja;268;62,8
Assenskredsen;3. Turup;Nej;159;37,2
Assenskredsen;4. Salbrovad;Ja;310;63,1
Assenskredsen;4. Salbrovad;Nej;181;36,9
Assenskredsen;5. Aarup/Kerte;Ja;1443;67,1
Assenskredsen;5. Aarup/Kerte;Nej;708;32,9
Assenskredsen;6. Rørup;Ja;224;59,6
Assenskredsen;6. Rørup;Nej;152;40,4
Assenskredsen;7. Orte/Ørsted;Ja;464;66,3
Assenskredsen;7. Orte/Ørsted;Nej;236;33,7
Assenskredsen;8. Glamsbjerg/Søllested;Ja;1084;65,5
Assenskredsen;8. Glamsbjerg/Søllested;Nej;570;34,5
Assenskredsen;9. Flemløse;Ja;304;56,9
Assenskredsen;9. Flemløse;Nej;230;43,1
Assenskredsen;10. Køng;Ja;351;66,4
