Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Østerbrokredsen;1. 1. Østerbro;Ja;5397;74,4
Østerbrokredsen;1. 1. Østerbro;Nej;1856;25,6
Østerbrokredsen;2. 1. Nord;Ja;2963;74,7
Østerbrokredsen;2. 1. Nord;Nej;1006;25,3
Østerbrokredsen;3. 1. Syd;Ja;5961;76,2
Østerbrokredsen;3. 1. Syd;Nej;1858;23,8
Østerbrokredsen;5. 1. Vest;Ja;4452;68,8
Østerbrokredsen;5. 1. Vest;Nej;2015;31,2
Østerbrokredsen;6. 1. Nordvest;Ja;4227;71,4
Østerbrokredsen;6. 1. Nordvest;Nej;1696;28,6
Østerbrokredsen;56. 1. Øst;Ja;4096;79,8
Østerbrokredsen;56. 1. Øst;Nej;1036;20,2
Sundbyvesterkredsen;7. 2. Sundbyvester;Ja;3542;67,1
Sundbyvesterkredsen;7. 2. Sundbyvester;Nej;1739;32,9
Sundbyvesterkredsen;8. 2. Nord;Ja;4945;65,8
Sundbyvesterkredsen;8. 2. Nord;Nej;2571;34,2
Sundbyvesterkredsen;9. 2. Syd;Ja;4736;71,9
Sundbyvesterkredsen;9. 2. Syd;Nej;1851;28,1
Sundbyvesterkredsen;10. 2. Vest;Ja;5195;75,3
Sundbyvesterkredsen;10. 2. Vest;Nej;1706;24,7
Sundbyvesterkredsen;57. 2. Øst;Ja;3173;67,5
Sundbyvesterkredsen;57. 2. Øst;Nej;1528;32,5
Indre Bykredsen;11. 3. Indre By;Ja;5933;74,6
Indre Bykredsen;11. 3. Indre By;Nej;2024;25,4
Indre Bykredsen;12. 3. Nord;Ja;3535;77,8
Indre Bykredsen;12. 3. Nord;Nej;1008;22,2
Indre Bykredsen;13. 3. Syd;Ja;4360;68,9
Indre Bykredsen;13. 3. Syd;Nej;1966;31,1
Indre Bykredsen;14. 3. Øst;Ja;5784;77,2
Indre Bykredsen;14. 3. Øst;Nej;1712;22,8
Sundbyøsterkredsen;16. 4. Sundbyøster;Ja;4292;67,8
Sundbyøsterkredsen;16. 4. Sundbyøster;Nej;2036;32,2
Sundbyøsterkredsen;17. 4. Nord;Ja;5311;65,0
Sundbyøsterkredsen;17. 4. Nord;Nej;2865;35,0
Sundbyøsterkredsen;18. 4. Syd;Ja;3234;66,3
Sundbyøsterkredsen;18. 4. Syd;Nej;1643;33,7
Sundbyøsterkredsen;19. 4. Øst;Ja;4298;73,4
Sundbyøsterkredsen;19. 4. Øst;Nej;1556;26,6
Nørrebrokredsen;20. 5. Nørrebro;Ja;2460;63,7
Nørrebrokredsen;20. 5. Nørrebro;Nej;1403;36,3
Nørrebrokredsen;21. 5. Nord;Ja;4124;67,4
Nørrebrokredsen;21. 5. Nord;Nej;1997;32,6
Nørrebrokredsen;22. 5. Syd;Ja;2316;63,1
Nørrebrokredsen;22. 5. Syd;Nej;1354;36,9
Nørrebrokredsen;23. 5. Øst;Ja;2951;70,4
Nørrebrokredsen;23. 5. Øst;Nej;1241;29,6
Nørrebrokredsen;24. 5. Vest;Ja;2771;63,5
Nørrebrokredsen;24. 5. Vest;Nej;1590;36,5
Nørrebrokredsen;25. 5. Nordvest;Ja;4053;65,8
Nørrebrokredsen;25. 5. Nordvest;Nej;2106;34,2
Nørrebrokredsen;58. 5. Nørrebrohallen;Ja;3329;62,7
Nørrebrokredsen;58. 5. Nørrebrohallen;Nej;1981;37,3
Bispebjergkredsen;27. 6. Bispebjerg;Ja;3349;60,2
Bispebjergkredsen;27. 6. Bispebjerg;Nej;2215;39,8
Bispebjergkredsen;28. 6. Nord;Ja;2658;63,2
Bispebjergkredsen;28. 6. Nord;Nej;1549;36,8
Bispebjergkredsen;29. 6. Øst;Ja;1411;61,7
Bispebjergkredsen;29. 6. Øst;Nej;877;38,3
Bispebjergkredsen;30. 6. Syd;Ja;3121;60,5
Bispebjergkredsen;30. 6. Syd;Nej;2037;39,5
Bispebjergkredsen;59. 6. Vest;Ja;1526;55,8
Bispebjergkredsen;59. 6. Vest;Nej;1207;44,2
Brønshøjkredsen;31. 7. Brønshøj;Ja;1790;69,4
Brønshøjkredsen;31. 7. Brønshøj;Nej;788;30,6
Brønshøjkredsen;32. 7. Nord;Ja;341;40,0
Brønshøjkredsen;32. 7. Nord;Nej;512;60,0
Brønshøjkredsen;33. 7. Rødkilde;Ja;3052;68,8
Brønshøjkredsen;33. 7. Rødkilde;Nej;1381;31,2
Brønshøjkredsen;34. 7. Øst;Ja;3420;68,3
Brønshøjkredsen;34. 7. Øst;Nej;1585;31,7
Brønshøjkredsen;35. 7. Vest;Ja;1917;62,5
Brønshøjkredsen;35. 7. Vest;Nej;1150;37,5
Brønshøjkredsen;36. 7. Nordvest;Ja;3245;65,6
Brønshøjkredsen;36. 7. Nordvest;Nej;1705;34,4
Brønshøjkredsen;39. 7. Katrinedal;Ja;2047;67,9
Brønshøjkredsen;39. 7. Katrinedal;Nej;966;32,1
Brønshøjkredsen;40. 7. Kirkebjerg;Ja;2519;72,0
Brønshøjkredsen;40. 7. Kirkebjerg;Nej;978;28,0
Brønshøjkredsen;41. 7. Vanløse;Ja;4318;68,5
Brønshøjkredsen;41. 7. Vanløse;Nej;1988;31,5
Valbykredsen;42. 8. Valby;Ja;3487;68,5
Valbykredsen;42. 8. Valby;Nej;1601;31,5
Valbykredsen;43. 8. Nord;Ja;3925;71,0
Valbykredsen;43. 8. Nord;Nej;1607;29,0
Valbykredsen;44. 8. Syd;Ja;3008;66,3
Valbykredsen;44. 8. Syd;Nej;1530;33,7
Valbykredsen;46. 8. Vest;Ja;1585;62,5
Valbykredsen;46. 8. Vest;Nej;950;37,5
Valbykredsen;47. 8. Sydøst;Ja;1813;66,3
Valbykredsen;47. 8. Sydøst;Nej;920;33,7
Valbykredsen;48. 8. Midt;Ja;3026;68,7
Valbykredsen;48. 8. Midt;Nej;1379;31,3
Vesterbrokredsen;49. 9. Vesterbro;Ja;3312;69,7
Vesterbrokredsen;49. 9. Vesterbro;Nej;1439;30,3
Vesterbrokredsen;50. 9. Nord;Ja;3572;70,6
Vesterbrokredsen;50. 9. Nord;Nej;1486;29,4
Vesterbrokredsen;51. 9. Syd;Ja;2387;52,9
Vesterbrokredsen;51. 9. Syd;Nej;2123;47,1
Vesterbrokredsen;52. 9. Øst;Ja;3010;72,4
Vesterbrokredsen;52. 9. Øst;Nej;1149;27,6
Vesterbrokredsen;53. 9. Vest;Ja;3397;73,2
Vesterbrokredsen;53. 9. Vest;Nej;1244;26,8
Vesterbrokredsen;54. 9. Midt;Ja;1076;59,3
Vesterbrokredsen;54. 9. Midt;Nej;738;40,7
Vesterbrokredsen;55. 9. Sydhavn;Ja;5288;78,7
Vesterbrokredsen;55. 9. Sydhavn;Nej;1435;21,3
Falkonerkredsen;1. 10. Kreds, Søerne;Ja;4553;77,9
Falkonerkredsen;1. 10. Kreds, Søerne;Nej;1289;22,1
