Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Rødovrekredsen;3. Kildegårdhallen;Nej;1460;37,3
Rødovrekredsen;3. Rødovre;Ja;2496;66,5
Rødovrekredsen;3. Rødovre;Nej;1258;33,5
Rødovrekredsen;4. Valhøj;Ja;1192;57,1
Rødovrekredsen;4. Valhøj;Nej;894;42,9
Rødovrekredsen;5. Rødovrehallen;Ja;2334;66,2
Rødovrekredsen;5. Rødovrehallen;Nej;1193;33,8
Rødovrekredsen;6. Islev;Ja;1672;65,9
Rødovrekredsen;6. Islev;Nej;867;34,1
Rødovrekredsen;7. Milestedet;Ja;337;50,0
Rødovrekredsen;7. Milestedet;Nej;337;50,0
Hvidovrekredsen;1. Holmegårdshallen;Ja;1745;65,6
Hvidovrekredsen;1. Holmegårdshallen;Nej;915;34,4
Hvidovrekredsen;2. Præstemoseskolen;Ja;1132;61,6
Hvidovrekredsen;2. Præstemoseskolen;Nej;707;38,4
Hvidovrekredsen;3. Sønderkærskolen;Ja;1510;59,6
Hvidovrekredsen;3. Sønderkærskolen;Nej;1022;40,4
Hvidovrekredsen;4. Kometen;Ja;1881;63,5
Hvidovrekredsen;4. Kometen;Nej;1083;36,5
Hvidovrekredsen;5. Dansborghallen;Ja;2183;66,1
Hvidovrekredsen;5. Dansborghallen;Nej;1120;33,9
Hvidovrekredsen;6. Frihedens Idrætscenter;Ja;2136;64,9
Hvidovrekredsen;6. Frihedens Idrætscenter;Nej;1156;35,1
Hvidovrekredsen;7. Avedøre Skole;Ja;2203;64,8
Hvidovrekredsen;7. Avedøre Skole;Nej;1197;35,2
Hvidovrekredsen;8. Avedøre Idrætscenter;Ja;1225;53,6
Hvidovrekredsen;8. Avedøre Idrætscenter;Nej;1060;46,4
Brøndbykredsen;1. Brøndbyvester Skole;Ja;1384;61,3
Brøndbykredsen;1. Brøndbyvester Skole;Nej;872;38,7
Brøndbykredsen;1. Ishøj Landsby;Ja;619;65,9
Brøndbykredsen;1. Ishøj Landsby;Nej;320;34,1
Brøndbykredsen;1. Vallensbæk Skole, Multisalen;Ja;1156;66,3
Brøndbykredsen;1. Vallensbæk Skole, Multisalen;Nej;587;33,7
Brøndbykredsen;2. Egholmskolen;Ja;1639;70,4
Brøndbykredsen;2. Egholmskolen;Nej;690;29,6
Brøndbykredsen;2. Tjørnehøjhallen;Ja;1052;57,0
Brøndbykredsen;2. Tjørnehøjhallen;Nej;792;43,0
Brøndbykredsen;2. Vibeholmskolen;Ja;952;57,7
Brøndbykredsen;2. Vibeholmskolen;Nej;699;42,3
Brøndbykredsen;3. Gildbroskolen;Ja;902;51,2
Brøndbykredsen;3. Gildbroskolen;Nej;860;48,8
Brøndbykredsen;3. Lindelundshallen;Ja;1067;58,2
Brøndbykredsen;3. Lindelundshallen;Nej;767;41,8
Brøndbykredsen;3. Pilehaveskolen;Ja;1777;69,4
Brøndbykredsen;3. Pilehaveskolen;Nej;784;30,6
Brøndbykredsen;4. Nørregård;Ja;1670;54,7
Brøndbykredsen;4. Nørregård;Nej;1383;45,3
Brøndbykredsen;4. Strandgårdskolen;Ja;459;46,3
Brøndbykredsen;4. Strandgårdskolen;Nej;533;53,7
Brøndbykredsen;5. Ishøj Bycenter;Ja;1220;64,9
Brøndbykredsen;5. Ishøj Bycenter;Nej;660;35,1
Brøndbykredsen;5. Kulturhuset Brønden;Ja;2194;55,1
Brøndbykredsen;5. Kulturhuset Brønden;Nej;1791;44,9
Taastrupkredsen;1. Herstedøster Skole;Ja;1606;64,0
Taastrupkredsen;1. Herstedøster Skole;Nej;905;36,0
Taastrupkredsen;1. Ole Rømer-Skolen;Ja;539;57,5
Taastrupkredsen;1. Ole Rømer-Skolen;Nej;399;42,5
Taastrupkredsen;2. Egelundskolen;Ja;1416;65,2
Taastrupkredsen;2. Egelundskolen;Nej;756;34,8
Taastrupkredsen;2. Parkskolen;Ja;1279;65,0
Taastrupkredsen;2. Parkskolen;Nej;690;35,0
Taastrupkredsen;3. Herstedlund Skole;Ja;897;57,2
Taastrupkredsen;3. Herstedlund Skole;Nej;672;42,8
Taastrupkredsen;4. Kongsholmcenteret;Ja;816;47,7
Taastrupkredsen;4. Kongsholmcenteret;Nej;896;52,3
Taastrupkredsen;4. Taastrup Kulturcenter;Ja;1880;67,6
Taastrupkredsen;4. Taastrup Kulturcenter;Nej;901;32,4
Taastrupkredsen;5. Herstedvester Skole;Ja;1515;60,7
Taastrupkredsen;5. Herstedvester Skole;Nej;979;39,3
Taastrupkredsen;6. Rådhuset;Ja;1135;60,7
Taastrupkredsen;6. Rådhuset;Nej;735;39,3
Taastrupkredsen;7. Hallen ved Rønnevangsstrøget;Ja;1953;62,4
Taastrupkredsen;7. Hallen ved Rønnevangsstrøget;Nej;1179;37,6
Taastrupkredsen;8. Torstorp Skole;Ja;1028;58,4
Taastrupkredsen;8. Torstorp Skole;Nej;732;41,6
Taastrupkredsen;9. Sengeløse;Ja;822;64,9
Taastrupkredsen;9. Sengeløse;Nej;445;35,1
Taastrupkredsen;10. Charlotteskolen;Ja;1930;61,9
Taastrupkredsen;10. Charlotteskolen;Nej;1190;38,1
Taastrupkredsen;12. Fløng Hallen;Ja;1657;62,6
Taastrupkredsen;12. Fløng Hallen;Nej;988;37,4
Taastrupkredsen;13. Reerslev Skole;Ja;358;69,4
Taastrupkredsen;13. Reerslev Skole;Nej;158;30,6
Ballerupkredsen;1. Nordvanghallen;Ja;1046;66,2
Ballerupkredsen;1. Nordvanghallen;Nej;535;33,8
Ballerupkredsen;1. Tapeten;Ja;1429;60,5
Ballerupkredsen;1. Tapeten;Nej;933;39,5
Ballerupkredsen;2. Aktivitetscentret Sydvestvej;Ja;905;63,4
Ballerupkredsen;2. Aktivitetscentret Sydvestvej;Nej;522;36,6
Ballerupkredsen;2. Baltorpskolen - Rugvænget;Ja;2052;58,8
Ballerupkredsen;2. Baltorpskolen - Rugvænget;Nej;1440;41,2
Ballerupkredsen;3. Skovvejens Skole - Vest;Ja;1231;66,3
Ballerupkredsen;3. Skovvejens Skole - Vest;Nej;627;33,7
Ballerupkredsen;3. Sondervanghallen;Ja;1405;61,6
Ballerupkredsen;3. Sondervanghallen;Nej;877;38,4
Ballerupkredsen;4. Glostrup Skole, Vestervang;Ja;880;53,9
Ballerupkredsen;4. Glostrup Skole, Vestervang;Nej;753;46,1
Ballerupkredsen;4. Grantoftehallen;Ja;923;53,5
Ballerupkredsen;4. Grantoftehallen;Nej;801;46,5
Ballerupkredsen;5. Ejbyhallen;Ja;754;70,3
Ballerupkredsen;5. Ejbyhallen;Nej;318;29,7
Ballerupkredsen;5. Idrætshallen;Ja;1979;72,1
Ballerupkredsen;5. Idrætshallen;Nej;766;27,9
Ballerupkredsen;6. Hvissingehallen;Ja;1106;62,4
Ballerupkredsen;6. Hvissingehallen;Nej;667;37,6
Ballerupkredsen;6. Skovlunde Skole - Lundebjerg;Ja;1942;59,8
Ballerupkredsen;6. Skovlunde Skole - Lundebjerg;Nej;1308;40,2
Ballerupkredsen;8. Måløv Ny Hal;Ja;2201;73,3
Ballerupkredsen;8. Måløv Ny Hal;Nej;803;26,7
Ballerupkredsen;9. Egebjerghallen;Ja;1813;72,8
Ballerupkredsen;9. Egebjerghallen;Nej;679;27,2
Ballerupkredsen;10. Østerhøjhallen;Ja;1148;72,2
Ballerupkredsen;10. Østerhøjhallen;Nej;442;27,8
