Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Aarhus Østkredsen;21. Rådhushallen;Nej;1491;23,0
Aarhus Østkredsen;41. Samsøgades Skole;Ja;3529;75,8
Aarhus Østkredsen;41. Samsøgades Skole;Nej;1125;24,2
Aarhus Østkredsen;45. Bellevuehallerne;Ja;5238;82,9
Aarhus Østkredsen;45. Bellevuehallerne;Nej;1083;17,1
Aarhus Østkredsen;48. Viruphuset;Ja;1551;73,4
Aarhus Østkredsen;48. Viruphuset;Nej;561;26,6
Aarhus Østkredsen;49. Sølystskolen, Egå;Ja;2104;77,4
Aarhus Østkredsen;49. Sølystskolen, Egå;Nej;615;22,6
Aarhus Østkredsen;50. Skæring Skole;Ja;2479;77,2
Aarhus Østkredsen;50. Skæring Skole;Nej;734;22,8
Aarhus Østkredsen;51. Skødstrup Hallen;Ja;3482;76,8
Aarhus Østkredsen;51. Skødstrup Hallen;Nej;1053;23,2
Aarhus Østkredsen;61. Vejlby-Risskov Hallen;Ja;4664;71,1
Aarhus Østkredsen;61. Vejlby-Risskov Hallen;Nej;1895;28,9
Aarhus Østkredsen;65. Ellevangskolen, Risskov;Ja;3433;73,7
Aarhus Østkredsen;65. Ellevangskolen, Risskov;Nej;1224;26,3
Djurskredsen;1. Ebeltoft;Ja;3567;71,1
Djurskredsen;1. Ebeltoft;Nej;1448;28,9
Djurskredsen;1. Kulturhuset Pavillonen;Ja;2950;64,4
Djurskredsen;1. Kulturhuset Pavillonen;Nej;1634;35,6
Djurskredsen;2. Anholt Skole;Ja;46;54,8
Djurskredsen;2. Anholt Skole;Nej;38;45,2
Djurskredsen;2. Mols;Ja;1489;67,9
Djurskredsen;2. Mols;Nej;705;32,1
Djurskredsen;3. Kulturhuset Stationen;Ja;687;55,4
Djurskredsen;3. Kulturhuset Stationen;Nej;554;44,6
Djurskredsen;3. Tirstrup;Ja;629;57,8
Djurskredsen;3. Tirstrup;Nej;460;42,2
Djurskredsen;4. Grenaa Idrætscenter;Ja;1974;62,8
Djurskredsen;4. Grenaa Idrætscenter;Nej;1171;37,2
Djurskredsen;4. Kolind;Ja;1037;62,0
Djurskredsen;4. Kolind;Nej;636;38,0
Djurskredsen;5. Glesborg;Ja;1153;57,9
Djurskredsen;5. Glesborg;Nej;839;42,1
Djurskredsen;5. Ryomgård;Ja;1384;61,9
Djurskredsen;5. Ryomgård;Nej;853;38,1
Djurskredsen;6. Hornslet;Ja;2932;72,3
Djurskredsen;6. Hornslet;Nej;1126;27,7
Djurskredsen;6. Ørum;Ja;578;58,8
Djurskredsen;6. Ørum;Nej;405;41,2
Djurskredsen;7. Mørke;Ja;1119;64,4
Djurskredsen;7. Mørke;Nej;618;35,6
Djurskredsen;7. Ørsted;Ja;907;59,9
Djurskredsen;7. Ørsted;Nej;607;40,1
Djurskredsen;8. Allingåbro;Ja;674;56,6
Djurskredsen;8. Allingåbro;Nej;517;43,4
Djurskredsen;8. Rønde;Ja;3089;71,4
Djurskredsen;8. Rønde;Nej;1238;28,6
Djurskredsen;9. Auning;Ja;1255;61,8
Djurskredsen;9. Auning;Nej;775;38,2
Djurskredsen;10. Vivild;Ja;586;63,7
Djurskredsen;10. Vivild;Nej;334;36,3
Randers Nordkredsen;5. Havndalhallen;Ja;391;57,0
Randers Nordkredsen;5. Havndalhallen;Nej;295;43,0
Randers Nordkredsen;6. Råby Forsamlingshus;Ja;280;48,7
Randers Nordkredsen;6. Råby Forsamlingshus;Nej;295;51,3
Randers Nordkredsen;7. Øster Tørslev Fritidslokaler;Ja;396;55,6
Randers Nordkredsen;7. Øster Tørslev Fritidslokaler;Nej;316;44,4
Randers Nordkredsen;8. Korshøjskolen;Ja;751;60,3
Randers Nordkredsen;8. Korshøjskolen;Nej;494;39,7
Randers Nordkredsen;9. Hald Forsamlingshus;Ja;443;56,9
Randers Nordkredsen;9. Hald Forsamlingshus;Nej;335;43,1
Randers Nordkredsen;10. Gjerlev Aktivitetshus;Ja;341;49,8
Randers Nordkredsen;10. Gjerlev Aktivitetshus;Nej;344;50,2
Randers Nordkredsen;11. Rismølleskolen;Ja;1717;64,5
Randers Nordkredsen;11. Rismølleskolen;Nej;947;35,5
Randers Nordkredsen;12. Randers Specialskole (Firkløve;Ja;1077;65,7
Randers Nordkredsen;12. Randers Specialskole (Firkløve;Nej;563;34,3
Randers Nordkredsen;13. Hornbækhallen;Ja;1674;75,8
Randers Nordkredsen;13. Hornbækhallen;Nej;535;24,2
Randers Nordkredsen;14. Blicherskolen;Ja;863;63,5
Randers Nordkredsen;14. Blicherskolen;Nej;496;36,5
Randers Nordkredsen;15. Kultur-Aktivitetshuset Gassum;Ja;229;56,0
Randers Nordkredsen;15. Kultur-Aktivitetshuset Gassum;Nej;180;44,0
Randers Nordkredsen;26. Randers Badmintonhaller;Ja;1349;56,7
Randers Nordkredsen;26. Randers Badmintonhaller;Nej;1032;43,3
Randers Nordkredsen;27. Nørrevangsskolen;Ja;1017;53,1
Randers Nordkredsen;27. Nørrevangsskolen;Nej;899;46,9
Randers Nordkredsen;29. Vestervangsskolen;Ja;2032;65,6
Randers Nordkredsen;29. Vestervangsskolen;Nej;1065;34,4
Randers Nordkredsen;30. Østervangsskolen;Ja;906;58,6
Randers Nordkredsen;30. Østervangsskolen;Nej;639;41,4
Randers Sydkredsen;1. Kulturhuset Langå;Ja;1111;66,2
Randers Sydkredsen;1. Kulturhuset Langå;Nej;567;33,8
Randers Sydkredsen;2. Stevnstrup Forsamlingshus;Ja;1123;70,1
Randers Sydkredsen;2. Stevnstrup Forsamlingshus;Nej;480;29,9
Randers Sydkredsen;4. Jebjerg Forsamlingshus;Ja;277;58,8
Randers Sydkredsen;4. Jebjerg Forsamlingshus;Nej;194;41,2
Randers Sydkredsen;16. Asferg Træningshus;Ja;314;55,7
Randers Sydkredsen;16. Asferg Træningshus;Nej;250;44,3
Randers Sydkredsen;17. Purhushallen;Ja;385;55,8
Randers Sydkredsen;17. Purhushallen;Nej;305;44,2
Randers Sydkredsen;21. Ø. Bjerregrav Forsamlingshus;Ja;790;61,8
Randers Sydkredsen;21. Ø. Bjerregrav Forsamlingshus;Nej;489;38,2
Randers Sydkredsen;24. Psykiatriens Hus;Ja;1535;62,6
Randers Sydkredsen;24. Psykiatriens Hus;Nej;919;37,4
Randers Sydkredsen;25. Hobrovejens Skole;Ja;959;60,5
Randers Sydkredsen;25. Hobrovejens Skole;Nej;625;39,5
Randers Sydkredsen;28. Fritidscentret;Ja;1185;61,5
Randers Sydkredsen;28. Fritidscentret;Nej;743;38,5
Randers Sydkredsen;31. Søndermarkskolen;Ja;2576;65,1
Randers Sydkredsen;31. Søndermarkskolen;Nej;1378;34,9
Randers Sydkredsen;32. Tirsdalens Skole;Ja;1221;62,7
Randers Sydkredsen;32. Tirsdalens Skole;Nej;726;37,3
Randers Sydkredsen;33. Paderup Gymnasium;Ja;699;63,1
Randers Sydkredsen;33. Paderup Gymnasium;Nej;408;36,9
Randers Sydkredsen;34. Romalt Aktivitetshal;Ja;1361;69,2
Randers Sydkredsen;34. Romalt Aktivitetshal;Nej;605;30,8
Randers Sydkredsen;36. Assentofthallen;Ja;1582;69,5
Randers Sydkredsen;36. Assentofthallen;Nej;693;30,5
Randers Sydkredsen;37. Uggelhuse Forsamlingshus;Ja;300;58,8
Randers Sydkredsen;37. Uggelhuse Forsamlingshus;Nej;210;41,2
Favrskovkredsen;1. Hadsten Nord;Ja;2109;73,7
Favrskovkredsen;1. Hadsten Nord;Nej;751;26,3
Favrskovkredsen;2. Hadsten Syd;Ja;1488;73,8
Favrskovkredsen;2. Hadsten Syd;Nej;527;26,2
Favrskovkredsen;3. Hadbjerg;Ja;767;68,4
Favrskovkredsen;3. Hadbjerg;Nej;354;31,6
Favrskovkredsen;4. Hammel Nord;Ja;2705;68,3
Favrskovkredsen;4. Hammel Nord;Nej;1256;31,7
Favrskovkredsen;5. Hammel Syd;Ja;648;62,6
Favrskovkredsen;5. Hammel Syd;Nej;387;37,4
Favrskovkredsen;6. Haldum-Hinnerup/Vitten;Ja;1960;75,7
Favrskovkredsen;6. Haldum-Hinnerup/Vitten;Nej;630;24,3
Favrskovkredsen;7. Rønbæk/Grundfør;Ja;1803;75,4
Favrskovkredsen;7. Rønbæk/Grundfør;Nej;589;24,6
Favrskovkredsen;8. Foldby;Ja;628;65,7
Favrskovkredsen;8. Foldby;Nej;328;34,3
Favrskovkredsen;9. Ulstrup;Ja;1232;61,2
Favrskovkredsen;9. Ulstrup;Nej;780;38,8
Favrskovkredsen;10. Thorsø/Haurum/Sall;Ja;1123;63,2
Favrskovkredsen;10. Thorsø/Haurum/Sall;Nej;653;36,8
Favrskovkredsen;11. Laurbjerg/Houlbjerg;Ja;576;56,9
Favrskovkredsen;11. Laurbjerg/Houlbjerg;Nej;437;43,1
Favrskovkredsen;12. Søften;Ja;1365;76,7
Favrskovkredsen;12. Søften;Nej;414;23,3
Favrskovkredsen;13. Voldum;Ja;343;59,7
Favrskovkredsen;13. Voldum;Nej;232;40,3
Favrskovkredsen;14. Lading;Ja;357;65,4
Favrskovkredsen;14. Lading;Nej;189;34,6
Skanderborgkredsen;1. Ejer Bavnehøj;Ja;800;67,8
Skanderborgkredsen;1. Ejer Bavnehøj;Nej;380;32,2
Skanderborgkredsen;1. Odder;Ja;5022;71,7
Skanderborgkredsen;1. Odder;Nej;1978;28,3
Skanderborgkredsen;1. Tranebjerg;Ja;1101;62,3
Skanderborgkredsen;1. Tranebjerg;Nej;666;37,7
Skanderborgkredsen;2. Galten;Ja;2465;72,0
Skanderborgkredsen;2. Galten;Nej;958;28,0
Skanderborgkredsen;2. Nordby;Ja;185;70,6
Skanderborgkredsen;2. Nordby;Nej;77;29,4
Skanderborgkredsen;2. Torrild;Ja;183;70,9
Skanderborgkredsen;2. Torrild;Nej;75;29,1
Skanderborgkredsen;3. Gl. Rye;Ja;844;75,4
Skanderborgkredsen;3. Gl. Rye;Nej;275;24,6
Skanderborgkredsen;3. Saksild - Nølev;Ja;788;73,0
Skanderborgkredsen;3. Saksild - Nølev;Nej;291;27,0
Skanderborgkredsen;4. Hørning;Ja;3253;72,4
Skanderborgkredsen;4. Hørning;Nej;1238;27,6
Skanderborgkredsen;4. Randlev - Bjerager;Ja;538;72,6
Skanderborgkredsen;4. Randlev - Bjerager;Nej;203;27,4
Skanderborgkredsen;5. Hou, Gosmer - Halling;Ja;915;73,5
Skanderborgkredsen;5. Hou, Gosmer - Halling;Nej;330;26,5
Skanderborgkredsen;5. Låsby;Ja;1215;67,0
Skanderborgkredsen;5. Låsby;Nej;599;33,0
Skanderborgkredsen;6. Gylling;Ja;329;57,0
Skanderborgkredsen;6. Gylling;Nej;248;43,0
Skanderborgkredsen;6. Morten Børup;Ja;3680;72,2
Skanderborgkredsen;6. Morten Børup;Nej;1414;27,8
Skanderborgkredsen;7. Niels Ebbesen;Ja;2897;78,7
Skanderborgkredsen;7. Niels Ebbesen;Nej;784;21,3
Skanderborgkredsen;7. Ørting-Falling;Ja;434;60,9
Skanderborgkredsen;7. Ørting-Falling;Nej;279;39,1
Skanderborgkredsen;8. Hundslund;Ja;445;68,3
Skanderborgkredsen;8. Hundslund;Nej;207;31,7
Skanderborgkredsen;8. Ry;Ja;3395;77,8
Skanderborgkredsen;8. Ry;Nej;970;22,2
Skanderborgkredsen;9. Alrø;Ja;81;77,9
Skanderborgkredsen;9. Alrø;Nej;23;22,1
Skanderborgkredsen;9. Skovby;Ja;1707;67,6
Skanderborgkredsen;9. Skovby;Nej;819;32,4
Skanderborgkredsen;10. Stilling;Ja;1963;75,4
Skanderborgkredsen;10. Stilling;Nej;642;24,6
Skanderborgkredsen;10. Tunø;Ja;39;70,9
Skanderborgkredsen;10. Tunø;Nej;16;29,1
Skanderborgkredsen;11. Stjær;Ja;851;70,4
Skanderborgkredsen;11. Stjær;Nej;357;29,6
Skanderborgkredsen;12. Virring;Ja;901;70,1
Skanderborgkredsen;12. Virring;Nej;385;29,9
Horsenskredsen;1. Sønderbro;Ja;1488;58,8
Horsenskredsen;1. Sønderbro;Nej;1043;41,2
Horsenskredsen;2. Vestbyen;Ja;1410;57,6
Horsenskredsen;2. Vestbyen;Nej;1038;42,4
Horsenskredsen;3. Midtbyen;Ja;2742;64,3
Horsenskredsen;3. Midtbyen;Nej;1525;35,7
Horsenskredsen;4. Endelave;Ja;86;78,2
Horsenskredsen;4. Endelave;Nej;24;21,8
Horsenskredsen;5. Forum;Ja;1540;62,6
Horsenskredsen;5. Forum;Nej;920;37,4
Horsenskredsen;6. Dagnæs;Ja;3138;63,6
Horsenskredsen;6. Dagnæs;Nej;1796;36,4
Horsenskredsen;7. Torsted;Ja;1817;64,8
Horsenskredsen;7. Torsted;Nej;985;35,2
Horsenskredsen;8. Hatting;Ja;1224;69,5
Horsenskredsen;8. Hatting;Nej;538;30,5
Horsenskredsen;9. Lund;Ja;1300;68,0
Horsenskredsen;9. Lund;Nej;612;32,0
Horsenskredsen;10. Egebjerg;Ja;1269;66,5
Horsenskredsen;10. Egebjerg;Nej;640;33,5
Horsenskredsen;11. Stensballe;Ja;2798;73,3
Horsenskredsen;11. Stensballe;Nej;1018;26,7
Horsenskredsen;12. Højvangen;Ja;1422;69,1
Horsenskredsen;12. Højvangen;Nej;637;30,9
Horsenskredsen;13. Brædstrup;Ja;1570;63,9
Horsenskredsen;13. Brædstrup;Nej;888;36,1
Horsenskredsen;14. Nim;Ja;567;60,8
Horsenskredsen;14. Nim;Nej;365;39,2
Horsenskredsen;15. Sdr.Vissing;Ja;373;64,0
Horsenskredsen;15. Sdr.Vissing;Nej;210;36,0
Horsenskredsen;16. Østbirk;Ja;1203;64,3
Horsenskredsen;16. Østbirk;Nej;669;35,7
Horsenskredsen;17. Gedved;Ja;925;64,6
Horsenskredsen;17. Gedved;Nej;506;35,4
Horsenskredsen;18. Hovedgård;Ja;1089;63,5
Horsenskredsen;18. Hovedgård;Nej;625;36,5
Horsenskredsen;19. Søvind;Ja;632;65,5
Horsenskredsen;19. Søvind;Nej;333;34,5
Horsenskredsen;20. Tønning-Træden;Ja;246;61,7
Horsenskredsen;20. Tønning-Træden;Nej;153;38,3
Horsenskredsen;21. Sundparken;Ja;293;52,2
Horsenskredsen;21. Sundparken;Nej;268;47,8
Horsenskredsen;22. Sejet;Ja;164;63,6
Horsenskredsen;22. Sejet;Nej;94;36,4
Hedenstedkredsen;1. Hedensted, St.Dalby Og Urlev;Ja;3031;69,2
Hedenstedkredsen;1. Hedensted, St.Dalby Og Urlev;Nej;1346;30,8
Hedenstedkredsen;2. Løsning Sogn;Ja;1162;60,6
Hedenstedkredsen;2. Løsning Sogn;Nej;756;39,4
Hedenstedkredsen;3. Ø. Snede Sogn;Ja;675;62,4
Hedenstedkredsen;3. Ø. Snede Sogn;Nej;406;37,6
Hedenstedkredsen;4. Daugård Og Ørum Sogne;Ja;568;66,7
Hedenstedkredsen;4. Daugård Og Ørum Sogne;Nej;283;33,3
Hedenstedkredsen;5. Korning Sogn;Ja;202;61,0
Hedenstedkredsen;5. Korning Sogn;Nej;129;39,0
Hedenstedkredsen;6. Ølsted Og Eriknauer-Området;Ja;426;62,9
Hedenstedkredsen;6. Ølsted Og Eriknauer-Området;Nej;251;37,1
Hedenstedkredsen;7. Juelsminde/Klakring;Ja;1656;67,6
Hedenstedkredsen;7. Juelsminde/Klakring;Nej;792;32,4
Hedenstedkredsen;8. As;Ja;282;66,0
Hedenstedkredsen;8. As;Nej;145;34,0
Hedenstedkredsen;10. Barrit;Ja;510;59,2
Hedenstedkredsen;10. Barrit;Nej;351;40,8
Hedenstedkredsen;11. Bjerre;Ja;427;60,5
Hedenstedkredsen;11. Bjerre;Nej;279;39,5
Hedenstedkredsen;12. Hornsyld;Ja;593;65,2
Hedenstedkredsen;12. Hornsyld;Nej;317;34,8
Hedenstedkredsen;13. Stouby;Ja;590;65,8
Hedenstedkredsen;13. Stouby;Nej;307;34,2
Hedenstedkredsen;14. Rårup;Ja;402;54,3
Hedenstedkredsen;14. Rårup;Nej;338;45,7
Hedenstedkredsen;15. Glud;Ja;819;64,3
Hedenstedkredsen;15. Glud;Nej;454;35,7
Hedenstedkredsen;16. Hjarnø;Ja;44;63,8
Hedenstedkredsen;16. Hjarnø;Nej;25;36,2
Hedenstedkredsen;17. Rask Mølle;Ja;511;67,6
Hedenstedkredsen;17. Rask Mølle;Nej;245;32,4
Hedenstedkredsen;18. Hvirring;Ja;139;55,8
Hedenstedkredsen;18. Hvirring;Nej;110;44,2
Hedenstedkredsen;19. Hornborg;Ja;233;60,5
Hedenstedkredsen;19. Hornborg;Nej;152;39,5
Hedenstedkredsen;20. Lindved;Ja;644;64,4
Hedenstedkredsen;20. Lindved;Nej;356;35,6
Hedenstedkredsen;21. Tørring;Ja;947;62,4
Hedenstedkredsen;21. Tørring;Nej;571;37,6
Hedenstedkredsen;22. Uldum;Ja;483;64,4
Hedenstedkredsen;22. Uldum;Nej;267;35,6
Hedenstedkredsen;23. Aale;Ja;215;52,1
Hedenstedkredsen;23. Aale;Nej;198;47,9
Hedenstedkredsen;24. Ølholm;Ja;290;59,5
Hedenstedkredsen;24. Ølholm;Nej;197;40,5
Hedenstedkredsen;25. Hjortsvang;Ja;109;47,6
Hedenstedkredsen;25. Hjortsvang;Nej;120;52,4
