Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Helsingørkredsen;1. Helsingør Hallen;Ja;3154;66,7
Helsingørkredsen;1. Helsingør Hallen;Nej;1578;33,3
Helsingørkredsen;2. Skolen ved Gurrevej;Ja;2554;60,4
Helsingørkredsen;2. Skolen ved Gurrevej;Nej;1676;39,6
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ja;1951;62,2
Helsingørkredsen;3. Laden, Gl. Vapnagård;Nej;1186;37,8
Helsingørkredsen;4. Bølgen;Ja;2396;73,2
Helsingørkredsen;4. Bølgen;Nej;876;26,8
Helsingørkredsen;5. Hornbæk Skole;Ja;2159;73,8
Helsingørkredsen;5. Hornbæk Skole;Nej;768;26,2
Helsingørkredsen;6. Nygård Skole;Ja;498;65,7
Helsingørkredsen;6. Nygård Skole;Nej;260;34,3
Helsingørkredsen;7. Tikøb Skole;Ja;627;69,4
Helsingørkredsen;7. Tikøb Skole;Nej;276;30,6
Helsingørkredsen;8. Kvistgård Idrætsanlæg;Ja;336;58,8
Helsingørkredsen;8. Kvistgård Idrætsanlæg;Nej;235;41,2
Helsingørkredsen;9. Snekkersten Hallen;Ja;1986;73,5
Helsingørkredsen;9. Snekkersten Hallen;Nej;716;26,5
Helsingørkredsen;10. Espergærde Bibliotek;Ja;2134;79,4
Helsingørkredsen;10. Espergærde Bibliotek;Nej;552;20,6
Helsingørkredsen;11. Mørdrupskolen;Ja;2582;73,7
Helsingørkredsen;11. Mørdrupskolen;Nej;922;26,3
Helsingørkredsen;12. Toldkammeret;Ja;1019;69,7
Helsingørkredsen;12. Toldkammeret;Nej;443;30,3
Fredensborgkredsen;1. Asminderød;Ja;2466;70,5
Fredensborgkredsen;1. Asminderød;Nej;1033;29,5
Fredensborgkredsen;1. Hørsholm;Ja;2755;79,4
Fredensborgkredsen;1. Hørsholm;Nej;715;20,6
Fredensborgkredsen;2. Fredensborg;Ja;2094;79,3
Fredensborgkredsen;2. Fredensborg;Nej;548;20,7
Fredensborgkredsen;2. Usserød;Ja;2649;77,5
Fredensborgkredsen;2. Usserød;Nej;769;22,5
Fredensborgkredsen;3. Humlebæk;Ja;1878;76,6
Fredensborgkredsen;3. Humlebæk;Nej;575;23,4
Fredensborgkredsen;3. Rungsted;Ja;2264;85,2
Fredensborgkredsen;3. Rungsted;Nej;394;14,8
Fredensborgkredsen;4. Baunebjerg;Ja;1956;74,0
Fredensborgkredsen;4. Baunebjerg;Nej;686;26,0
Fredensborgkredsen;4. Grønnegade;Ja;164;69,8
Fredensborgkredsen;4. Grønnegade;Nej;71;30,2
Fredensborgkredsen;5. Kokkedal;Ja;3054;70,8
Fredensborgkredsen;5. Kokkedal;Nej;1259;29,2
Fredensborgkredsen;5. Vallerød;Ja;2828;78,2
Fredensborgkredsen;5. Vallerød;Nej;788;21,8
Fredensborgkredsen;7. Niverød;Ja;1461;70,2
Fredensborgkredsen;7. Niverød;Nej;621;29,8
Fredensborgkredsen;8. Karlebo;Ja;504;77,1
Fredensborgkredsen;8. Karlebo;Nej;150;22,9
Fredensborgkredsen;9. Nivå;Ja;1373;72,8
Fredensborgkredsen;9. Nivå;Nej;512;27,2
Hillerødkredsen;1. Blistrup;Ja;1463;60,4
Hillerødkredsen;1. Blistrup;Nej;958;39,6
Hillerødkredsen;1. Royal Stage;Ja;3537;72,6
Hillerødkredsen;1. Royal Stage;Nej;1333;27,4
Hillerødkredsen;2. Esbønderup;Ja;1041;62,9
Hillerødkredsen;2. Esbønderup;Nej;614;37,1
Hillerødkredsen;2. Hillerødsholmsskolen;Ja;2633;73,6
Hillerødkredsen;2. Hillerødsholmsskolen;Nej;943;26,4
Hillerødkredsen;3. Brødeskov;Ja;350;72,9
Hillerødkredsen;3. Brødeskov;Nej;130;27,1
Hillerødkredsen;3. Valby;Ja;189;60,8
Hillerødkredsen;3. Valby;Nej;122;39,2
Hillerødkredsen;4. Græsted;Ja;1464;59,8
Hillerødkredsen;4. Græsted;Nej;984;40,2
Hillerødkredsen;4. Hammersholt;Ja;736;78,0
Hillerødkredsen;4. Hammersholt;Nej;207;22,0
Hillerødkredsen;5. Alsønderup;Ja;884;68,6
Hillerødkredsen;5. Alsønderup;Nej;405;31,4
Hillerødkredsen;5. Annisse;Ja;929;69,8
Hillerødkredsen;5. Annisse;Nej;401;30,2
Hillerødkredsen;6. Gilleleje;Ja;2527;65,9
Hillerødkredsen;6. Gilleleje;Nej;1308;34,1
Hillerødkredsen;6. Ullerød;Ja;2326;73,4
Hillerødkredsen;6. Ullerød;Nej;842;26,6
Hillerødkredsen;7. Nødebo;Ja;921;77,0
Hillerødkredsen;7. Nødebo;Nej;275;23,0
Hillerødkredsen;7. Søborg;Ja;532;65,0
Hillerødkredsen;7. Søborg;Nej;287;35,0
Hillerødkredsen;8. Gadevang;Ja;572;81,6
Hillerødkredsen;8. Gadevang;Nej;129;18,4
Hillerødkredsen;8. Helsinge;Ja;2601;65,9
Hillerødkredsen;8. Helsinge;Nej;1348;34,1
Hillerødkredsen;9. Grønnevang Skole, Jespervej;Ja;1780;73,1
Hillerødkredsen;9. Grønnevang Skole, Jespervej;Nej;655;26,9
Hillerødkredsen;9. Mårum;Ja;373;67,6
Hillerødkredsen;9. Mårum;Nej;179;32,4
Hillerødkredsen;10. Grønnevang Skole, Østervang;Ja;2289;70,3
Hillerødkredsen;10. Grønnevang Skole, Østervang;Nej;969;29,7
Hillerødkredsen;10. Ramløse;Ja;1142;67,7
Hillerødkredsen;10. Ramløse;Nej;545;32,3
Hillerødkredsen;11. Lille Lyngby;Ja;599;59,5
Hillerødkredsen;11. Lille Lyngby;Nej;407;40,5
Hillerødkredsen;11. Vejby;Ja;928;59,5
Hillerødkredsen;11. Vejby;Nej;632;40,5
Hillerødkredsen;12. Skævinge, Harløse, Strø;Ja;1275;61,9
Hillerødkredsen;12. Skævinge, Harløse, Strø;Nej;786;38,1
Hillerødkredsen;12. Tibirke;Ja;813;72,2
Hillerødkredsen;12. Tibirke;Nej;313;27,8
Hillerødkredsen;13. Gørløse;Ja;480;60,8
Hillerødkredsen;13. Gørløse;Nej;310;39,2
Hillerødkredsen;14. Uvelse;Ja;537;68,1
Hillerødkredsen;14. Uvelse;Nej;252;31,9
Frederikssundkredsen;1. Frederikssund Midt;Ja;2583;65,9
Frederikssundkredsen;1. Frederikssund Midt;Nej;1339;34,1
Frederikssundkredsen;1. Hundested;Ja;3150;61,4
Frederikssundkredsen;1. Hundested;Nej;1983;38,6
Frederikssundkredsen;2. Frederikssund Nord;Ja;2007;64,9
Frederikssundkredsen;2. Frederikssund Nord;Nej;1087;35,1
Frederikssundkredsen;2. Melby;Ja;1372;62,1
Frederikssundkredsen;2. Melby;Nej;837;37,9
Frederikssundkredsen;3. Enghaven;Ja;1203;62,4
Frederikssundkredsen;3. Enghaven;Nej;725;37,6
Frederikssundkredsen;3. Frederikssund Syd;Ja;2457;68,8
Frederikssundkredsen;3. Frederikssund Syd;Nej;1116;31,2
Frederikssundkredsen;4. Frederiksværk;Ja;2760;60,2
Frederikssundkredsen;4. Frederiksværk;Nej;1824;39,8
Frederikssundkredsen;4. Skibby;Ja;2616;61,6
Frederikssundkredsen;4. Skibby;Nej;1630;38,4
Frederikssundkredsen;5. Jægerspris;Ja;2768;62,6
Frederikssundkredsen;5. Jægerspris;Nej;1657;37,4
Frederikssundkredsen;5. Ølsted;Ja;1037;61,2
Frederikssundkredsen;5. Ølsted;Nej;658;38,8
Frederikssundkredsen;6. Slangerup;Ja;2715;65,9
Frederikssundkredsen;6. Slangerup;Nej;1406;34,1
Egedalkredsen;1. Ledøje Forsamlingshus;Ja;467;74,2
Egedalkredsen;1. Ledøje Forsamlingshus;Nej;162;25,8
Egedalkredsen;1. Værløse;Ja;4011;76,9
Egedalkredsen;1. Værløse;Nej;1208;23,1
Egedalkredsen;2. Hareskov;Ja;1784;84,7
Egedalkredsen;2. Hareskov;Nej;322;15,3
Egedalkredsen;2. Smørum Idrætscenter;Ja;4159;73,7
Egedalkredsen;2. Smørum Idrætscenter;Nej;1487;26,3
Egedalkredsen;3. Stenløse;Ja;2279;69,4
Egedalkredsen;3. Stenløse;Nej;1007;30,6
Egedalkredsen;3. Søndersø;Ja;2425;80,6
Egedalkredsen;3. Søndersø;Nej;582;19,4
Egedalkredsen;4. Jonstrup;Ja;842;78,7
Egedalkredsen;4. Jonstrup;Nej;228;21,3
Egedalkredsen;4. Veksø;Ja;739;70,8
Egedalkredsen;4. Veksø;Nej;305;29,2
Egedalkredsen;5. Ganløse;Ja;1482;73,9
Egedalkredsen;5. Ganløse;Nej;524;26,1
Egedalkredsen;5. Stavnsholt;Ja;2410;77,6
Egedalkredsen;5. Stavnsholt;Nej;697;22,4
Egedalkredsen;6. Slagslunde;Ja;625;67,5
Egedalkredsen;6. Slagslunde;Nej;301;32,5
Egedalkredsen;6. Solvang;Ja;3582;77,8
Egedalkredsen;6. Solvang;Nej;1020;22,2
Egedalkredsen;7. Paltholm;Ja;1297;63,1
Egedalkredsen;7. Paltholm;Nej;759;36,9
Egedalkredsen;7. Ølstykke;Ja;2374;67,2
Egedalkredsen;7. Ølstykke;Nej;1158;32,8
Egedalkredsen;8. Stengårdsskolen;Ja;1972;65,5
Egedalkredsen;8. Stengårdsskolen;Nej;1038;34,5
Egedalkredsen;9. Bækkegårdsskolen;Ja;1876;71,5
Egedalkredsen;9. Bækkegårdsskolen;Nej;749;28,5
Rudersdalkredsen;1. Birkerød;Ja;2976;80,1
Rudersdalkredsen;1. Birkerød;Nej;740;19,9
Rudersdalkredsen;1. Blovstrød;Ja;1581;80,4
Rudersdalkredsen;1. Blovstrød;Nej;385;19,6
Rudersdalkredsen;2. Skovvang;Ja;1988;74,6
Rudersdalkredsen;2. Skovvang;Nej;676;25,4
Rudersdalkredsen;3. Grünersvej;Ja;3169;83,7
Rudersdalkredsen;3. Grünersvej;Nej;618;16,3
Rudersdalkredsen;3. Lillerød;Ja;2616;81,1
Rudersdalkredsen;3. Lillerød;Nej;610;18,9
Rudersdalkredsen;4. Lynge;Ja;2085;71,4
Rudersdalkredsen;4. Lynge;Nej;837;28,6
Rudersdalkredsen;4. Nærum;Ja;2029;74,5
Rudersdalkredsen;4. Nærum;Nej;696;25,5
Rudersdalkredsen;5. Ravnsholt;Ja;2833;81,8
Rudersdalkredsen;5. Ravnsholt;Nej;632;18,2
Rudersdalkredsen;5. Sjælsø;Ja;3221;81,7
Rudersdalkredsen;5. Sjælsø;Nej;720;18,3
Rudersdalkredsen;6. Skovly;Ja;1618;82,4
Rudersdalkredsen;6. Skovly;Nej;345;17,6
Rudersdalkredsen;7. Toftevang;Ja;3242;78,0
Rudersdalkredsen;7. Toftevang;Nej;915;22,0
Rudersdalkredsen;8. Trørød;Ja;2389;80,7
Rudersdalkredsen;8. Trørød;Nej;571;19,3
Rudersdalkredsen;9. Vangebo;Ja;1983;84,3
Rudersdalkredsen;9. Vangebo;Nej;368;15,7
Rudersdalkredsen;10. Vedbæk;Ja;3692;83,2
Rudersdalkredsen;10. Vedbæk;Nej;746;16,8
