Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Socialdemokratiet,275,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Christel Schaldemose,Socialdemokratiet,323,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Niels Fuglsang,Socialdemokratiet,56,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Marianne Vind,Socialdemokratiet,35,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Magnus Barsøe,Socialdemokratiet,72,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Asser Mortensen,Socialdemokratiet,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Mathias Niebuhr,Socialdemokratiet,10,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Niels Christian Dahl,Socialdemokratiet,13,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Andi Helbo Sejersen,Socialdemokratiet,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Tayo Lill Andreasen,Socialdemokratiet,3,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Maria Radoor,Socialdemokratiet,16,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Partiliste,Radikale Venstre,439,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Sigrid Friis,Radikale Venstre,404,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anne Sophie Callesen,Radikale Venstre,40,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Philip Tarning-Andersen,Radikale Venstre,4,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Anne-Sofie Sadolin Henningsen,Radikale Venstre,20,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Charlotte Amdi Burgess,Radikale Venstre,7,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Kathrine Olldag,Radikale Venstre,6,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Frederik Aagaard Sørensen,Radikale Venstre,11,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Hediye Temiz,Radikale Venstre,30,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,Jens Frost,Radikale Venstre,5,Københavns Storkreds
Østerbrokredsen,1. 1. Østerbro,João Møller,Radikale Venstre,1,Københavns Storkreds
