Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Partiliste,Socialdemokratiet,338,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Christel Schaldemose,Socialdemokratiet,268,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Niels Fuglsang,Socialdemokratiet,161,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Marianne Vind,Socialdemokratiet,21,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Magnus Barsøe,Socialdemokratiet,40,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Asser Mortensen,Socialdemokratiet,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Mathias Niebuhr,Socialdemokratiet,20,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Niels Christian Dahl,Socialdemokratiet,12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Andi Helbo Sejersen,Socialdemokratiet,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Tayo Lill Andreasen,Socialdemokratiet,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Maria Radoor,Socialdemokratiet,21,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Partiliste,Radikale Venstre,507,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Sigrid Friis,Radikale Venstre,547,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Anne Sophie Callesen,Radikale Venstre,51,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Philip Tarning-Andersen,Radikale Venstre,12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Anne-Sofie Sadolin Henningsen,Radikale Venstre,16,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Charlotte Amdi Burgess,Radikale Venstre,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Kathrine Olldag,Radikale Venstre,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Frederik Aagaard Sørensen,Radikale Venstre,28,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Hediye Temiz,Radikale Venstre,39,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Jens Frost,Radikale Venstre,8,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,João Møller,Radikale Venstre,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Jan Werner Mathiasen,Radikale Venstre,10,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Kim Pagels,Radikale Venstre,8,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Finn Hartvig Nielsen,Radikale Venstre,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Sissel van Run-Kvist,Radikale Venstre,16,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Martin Schepelern,Radikale Venstre,14,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Michael Flarup,Radikale Venstre,10,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Asmus Knigge Vilster,Radikale Venstre,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerghallerne,Nikolai Tange,Radikale Venstre,12,Østjyllands Storkreds
