Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Helsingørkredsen,1. Helsingør Hallen,Partiliste,Socialdemokratiet,261,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Christel Schaldemose,Socialdemokratiet,271,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Niels Fuglsang,Socialdemokratiet,39,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Marianne Vind,Socialdemokratiet,32,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Magnus Barsøe,Socialdemokratiet,65,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Asser Mortensen,Socialdemokratiet,6,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Mathias Niebuhr,Socialdemokratiet,6,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Niels Christian Dahl,Socialdemokratiet,9,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Andi Helbo Sejersen,Socialdemokratiet,3,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Tayo Lill Andreasen,Socialdemokratiet,1,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Maria Radoor,Socialdemokratiet,15,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Partiliste,Radikale Venstre,126,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Sigrid Friis,Radikale Venstre,100,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Anne Sophie Callesen,Radikale Venstre,11,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Philip Tarning-Andersen,Radikale Venstre,1,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Anne-Sofie Sadolin Henningsen,Radikale Venstre,3,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Charlotte Amdi Burgess,Radikale Venstre,9,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Kathrine Olldag,Radikale Venstre,0,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Frederik Aagaard Sørensen,Radikale Venstre,3,Nordsjællands Storkreds
Helsingørkredsen,1. Helsingør Hallen,Hediye Temiz,Radikale Venstre,8,Nordsjællands Storkreds
