Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Partiliste,Socialdemokratiet,1445,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Anne-Marie Meldgaard,Socialdemokratiet,192,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Hüseyin Arac,Socialdemokratiet,48,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Svend Auken,Socialdemokratiet,680,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,René Skau Björnsson,Socialdemokratiet,73,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Kirsten Brosbøl,Socialdemokratiet,83,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Jan Friis,Socialdemokratiet,0,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Torben Hansen,Socialdemokratiet,6,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Leif Lahn Jensen,Socialdemokratiet,11,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Henrik Dam Kristensen,Socialdemokratiet,68,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Maja Panduro,Socialdemokratiet,31,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Iben Sønderup,Socialdemokratiet,10,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Partiliste,Det Radikale Venstre,833,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Marianne Saxtoft,Det Radikale Venstre,37,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Kåre Albrechtsen,Det Radikale Venstre,14,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Rabih Azad-Ahmad,Det Radikale Venstre,4,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Camilla Gade,Det Radikale Venstre,7,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Marianne Madsen,Det Radikale Venstre,8,Østjyllands Storkreds
Århus Sydkredsen,1. Skt. Anna Gades Skole,Zenia Stampe Mortensen,Det Radikale Venstre,37,Østjyllands Storkreds
