kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Fredericiakredsen,1. Brejning,Partiliste,Socialdemokratiet,A,25,
Fredericiakredsen,1. Brejning,Poul Nyrup Rasmussen,Socialdemokratiet,A,153,
Fredericiakredsen,1. Brejning,Henrik Dam Kristensen,Socialdemokratiet,A,181,
Fredericiakredsen,1. Brejning,Britta Thomsen,Socialdemokratiet,A,4,
Fredericiakredsen,1. Brejning,Christel Schaldemose,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Dan Jørgensen,Socialdemokratiet,A,1,
Fredericiakredsen,1. Brejning,Steen Nielsen,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Mads Panny,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Ole Christensen,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Bo Morthorst Rasmussen,Socialdemokratiet,A,1,
Fredericiakredsen,1. Brejning,Anna Haaland Hansen,Socialdemokratiet,A,1,
Fredericiakredsen,1. Brejning,Anders Kronborg,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,"Henning Jensen, Næstved",Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Einer Lyduch,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Benny Hestbek,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Kaj Johansen,Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,0,
Fredericiakredsen,1. Brejning,Partiliste,Det Radikale Venstre,B,17,
Fredericiakredsen,1. Brejning,Anders Samuelsen,Det Radikale Venstre,B,17,
Fredericiakredsen,1. Brejning,Camilla Hersom,Det Radikale Venstre,B,3,
Fredericiakredsen,1. Brejning,Johannes Lebech,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Simon Emil Ammitzbøll,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Tomas Bech Madsen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Adam Lebech,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Bjarke Larsen,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Brejning,Hanne Roed,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Per Kleis Bønnelycke,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Brejning,Stefan Seidler,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Keld Kollerup Kvist,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Per Fibæk Laursen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Torben Lundø,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Kristian Kirk Mailand,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Gunner Nielsen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Peter Sørensen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Brejning,Partiliste,Det Konservative Folkeparti,C,10,
Fredericiakredsen,1. Brejning,Gitte Seeberg,Det Konservative Folkeparti,C,60,
Fredericiakredsen,1. Brejning,Christian Rovsing,Det Konservative Folkeparti,C,11,
Fredericiakredsen,1. Brejning,Søren Møller,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Kent Kirk,Det Konservative Folkeparti,C,2,
Fredericiakredsen,1. Brejning,Kristian Kolind,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Anne-Louise Eppler,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Lis Randa,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Anders Stenild,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Eva Møller,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Regitze Schrøder,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Daniel Gottrup Nielsen,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Susanne Olufsen,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Jørn Hansen,Det Konservative Folkeparti,C,1,
Fredericiakredsen,1. Brejning,Ann-Kathrine Karoff,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Klaus Rehkopff,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Andreas Boisen,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Steen A. Stephansen,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Marina Willems,Det Konservative Folkeparti,C,0,
Fredericiakredsen,1. Brejning,Partiliste,Socialistisk Folkeparti,F,9,
Fredericiakredsen,1. Brejning,Margrete Auken,Socialistisk Folkeparti,F,29,
Fredericiakredsen,1. Brejning,Pernille Frahm,Socialistisk Folkeparti,F,9,
Fredericiakredsen,1. Brejning,Rachid El Mousti,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Sanne Schroll,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Jane Sørensen,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Bente Nielsen,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Masoum Moradi,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Kristen Touborg,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Lene Garsdal,Socialistisk Folkeparti,F,2,
Fredericiakredsen,1. Brejning,Ole Riisgaard,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Marwan Zobi,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Poul Henrik Hedeboe,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Gert Ringgaard,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Claus Larsen,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Peter Hammer,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Mikael Hertig,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Michael Bo Kristensen,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Jørn Kirkegaard Jensen,Socialistisk Folkeparti,F,0,
Fredericiakredsen,1. Brejning,Partiliste,JuniBevægelsen - Mod Union,J,22,
Fredericiakredsen,1. Brejning,Jens-Peter Bonde,JuniBevægelsen - Mod Union,J,50,
Fredericiakredsen,1. Brejning,Hanne Dahl,JuniBevægelsen - Mod Union,J,18,
Fredericiakredsen,1. Brejning,Bent Hindrup Andersen,JuniBevægelsen - Mod Union,J,15,
Fredericiakredsen,1. Brejning,Trine Mach,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Finn Andersen,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Sonia Dahlgaard,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Helge Bjerre,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Charlotte Walkusch,JuniBevægelsen - Mod Union,J,1,
Fredericiakredsen,1. Brejning,Pelle Christy Geertsen,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Anette Storgaard,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Allan Andersen,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Lissie Thording,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Bjarke Lyster,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Ebba Bigler,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Finn Teilmann,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Iben Søndergård,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Hans-Tyge B.T.T. Haarløv,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Inger-Marie Haarløv,JuniBevægelsen - Mod Union,J,0,
Fredericiakredsen,1. Brejning,Bo Steffensen-Thomasen,JuniBevægelsen - Mod Union,J,1,
Fredericiakredsen,1. Brejning,Partiliste,Kristendemokraterne,K,9,
Fredericiakredsen,1. Brejning,Jakob From Høeg,Kristendemokraterne,K,9,
Fredericiakredsen,1. Brejning,Tove Videbæk,Kristendemokraterne,K,6,
Fredericiakredsen,1. Brejning,Henrik Pedersen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Jonas Norgaard Mortensen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Ingrid Feldbæk Wredstrøm,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Filip Hove Kristensen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Anne Margrethe Roesen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Henning Bech-Larsen,Kristendemokraterne,K,3,
Fredericiakredsen,1. Brejning,Bjarne Hartung Kirkegaard,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Søren Harslund,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Jakob Norgaard Mortensen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Jan Dittrich Olesen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Lisette Storm Jakobsen,Kristendemokraterne,K,1,
Fredericiakredsen,1. Brejning,Hans Stengaard Jessen,Kristendemokraterne,K,0,
Fredericiakredsen,1. Brejning,Partiliste,Folkebevægelsen mod EU,N,10,
Fredericiakredsen,1. Brejning,Ole Krarup,Folkebevægelsen mod EU,N,11,
Fredericiakredsen,1. Brejning,Ditte Staun,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Karina Rohr Sørensen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Majbrit Berlau,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Affra I. Khallash,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Niels Eriksen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Kirsten Normann Andersen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Thorkil Sohn,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Søren Søndergaard,Folkebevægelsen mod EU,N,11,
Fredericiakredsen,1. Brejning,Rina Ronja Kari,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Christian Thygesen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Anne Bundsgaard,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Kirsten Annette Christensen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Tue Sylvest,Folkebevægelsen mod EU,N,1,
Fredericiakredsen,1. Brejning,Jan Møgelbjerg,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Kit Aastrup,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Preben Kristensen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Jan Høgfeldt,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Gustav Sieg Sørensen,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Holger Garner,Folkebevægelsen mod EU,N,0,
Fredericiakredsen,1. Brejning,Partiliste,Dansk Folkeparti,O,13,
Fredericiakredsen,1. Brejning,Mogens Camre,Dansk Folkeparti,O,22,
Fredericiakredsen,1. Brejning,Ulla Dahlerup,Dansk Folkeparti,O,19,
Fredericiakredsen,1. Brejning,Kenneth Kristensen,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Morten Messerschmidt,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Carl Christian Ebbesen,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Rikke Karlsson,Dansk Folkeparti,O,1,
Fredericiakredsen,1. Brejning,Anna Rosbach,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Lene Camre,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Mia Falkenberg,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Hans Kristian Skibby,Dansk Folkeparti,O,2,
Fredericiakredsen,1. Brejning,Søren E. Christensen,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Thomas Suenson,Dansk Folkeparti,O,0,
Fredericiakredsen,1. Brejning,Partiliste,"Venstre, Danmarks Liberale Parti",V,44,
Fredericiakredsen,1. Brejning,Karin Riis-Jørgensen,"Venstre, Danmarks Liberale Parti",V,78,
Fredericiakredsen,1. Brejning,Anne E. Jensen,"Venstre, Danmarks Liberale Parti",V,8,
Fredericiakredsen,1. Brejning,Niels Busk,"Venstre, Danmarks Liberale Parti",V,6,
Fredericiakredsen,1. Brejning,Ole B. Sørensen,"Venstre, Danmarks Liberale Parti",V,0,
Fredericiakredsen,1. Brejning,Karsten Madsen,"Venstre, Danmarks Liberale Parti",V,6,
Fredericiakredsen,1. Brejning,Ellen Trane Nørby,"Venstre, Danmarks Liberale Parti",V,0,
Fredericiakredsen,1. Brejning,Lone Yalcinkaya,"Venstre, Danmarks Liberale Parti",V,3,
Fredericiakredsen,1. Brejning,Claus Sømod,"Venstre, Danmarks Liberale Parti",V,0,
Fredericiakredsen,1. Brejning,Mogens Vad,"Venstre, Danmarks Liberale Parti",V,7,
Fredericiakredsen,1. Gymnasiet,Partiliste,Socialdemokratiet,A,105,
Fredericiakredsen,1. Gymnasiet,Poul Nyrup Rasmussen,Socialdemokratiet,A,845,
Fredericiakredsen,1. Gymnasiet,Henrik Dam Kristensen,Socialdemokratiet,A,897,
Fredericiakredsen,1. Gymnasiet,Britta Thomsen,Socialdemokratiet,A,31,
Fredericiakredsen,1. Gymnasiet,Christel Schaldemose,Socialdemokratiet,A,13,
Fredericiakredsen,1. Gymnasiet,Dan Jørgensen,Socialdemokratiet,A,1,
Fredericiakredsen,1. Gymnasiet,Steen Nielsen,Socialdemokratiet,A,2,
Fredericiakredsen,1. Gymnasiet,Mads Panny,Socialdemokratiet,A,0,
Fredericiakredsen,1. Gymnasiet,Ole Christensen,Socialdemokratiet,A,0,
Fredericiakredsen,1. Gymnasiet,Bo Morthorst Rasmussen,Socialdemokratiet,A,1,
Fredericiakredsen,1. Gymnasiet,Anna Haaland Hansen,Socialdemokratiet,A,9,
Fredericiakredsen,1. Gymnasiet,Anders Kronborg,Socialdemokratiet,A,0,
Fredericiakredsen,1. Gymnasiet,"Henning Jensen, Næstved",Socialdemokratiet,A,1,
Fredericiakredsen,1. Gymnasiet,Einer Lyduch,Socialdemokratiet,A,0,
Fredericiakredsen,1. Gymnasiet,Benny Hestbek,Socialdemokratiet,A,0,
Fredericiakredsen,1. Gymnasiet,Kaj Johansen,Socialdemokratiet,A,2,
Fredericiakredsen,1. Gymnasiet,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,0,
Fredericiakredsen,1. Gymnasiet,Partiliste,Det Radikale Venstre,B,34,
Fredericiakredsen,1. Gymnasiet,Anders Samuelsen,Det Radikale Venstre,B,60,
Fredericiakredsen,1. Gymnasiet,Camilla Hersom,Det Radikale Venstre,B,15,
Fredericiakredsen,1. Gymnasiet,Johannes Lebech,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Gymnasiet,Simon Emil Ammitzbøll,Det Radikale Venstre,B,2,
Fredericiakredsen,1. Gymnasiet,Tomas Bech Madsen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Gymnasiet,Adam Lebech,Det Radikale Venstre,B,2,
Fredericiakredsen,1. Gymnasiet,Bjarke Larsen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Gymnasiet,Hanne Roed,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Gymnasiet,Per Kleis Bønnelycke,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Gymnasiet,Stefan Seidler,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Gymnasiet,Keld Kollerup Kvist,Det Radikale Venstre,B,2,
Fredericiakredsen,1. Gymnasiet,Per Fibæk Laursen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Gymnasiet,Torben Lundø,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Gymnasiet,Kristian Kirk Mailand,Det Radikale Venstre,B,1,
Fredericiakredsen,1. Gymnasiet,Gunner Nielsen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Gymnasiet,Peter Sørensen,Det Radikale Venstre,B,0,
Fredericiakredsen,1. Gymnasiet,Partiliste,Det Konservative Folkeparti,C,45,
Fredericiakredsen,1. Gymnasiet,Gitte Seeberg,Det Konservative Folkeparti,C,225,
Fredericiakredsen,1. Gymnasiet,Christian Rovsing,Det Konservative Folkeparti,C,67,
Fredericiakredsen,1. Gymnasiet,Søren Møller,Det Konservative Folkeparti,C,2,
Fredericiakredsen,1. Gymnasiet,Kent Kirk,Det Konservative Folkeparti,C,14,
Fredericiakredsen,1. Gymnasiet,Kristian Kolind,Det Konservative Folkeparti,C,1,
Fredericiakredsen,1. Gymnasiet,Anne-Louise Eppler,Det Konservative Folkeparti,C,2,
