kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Socialdemokratiet,A,3,
Vardekredsen,1. Henne Søndre Sogn,Poul Nyrup Rasmussen,Socialdemokratiet,A,17,
Vardekredsen,1. Henne Søndre Sogn,Henrik Dam Kristensen,Socialdemokratiet,A,14,
Vardekredsen,1. Henne Søndre Sogn,Britta Thomsen,Socialdemokratiet,A,1,
Vardekredsen,1. Henne Søndre Sogn,Christel Schaldemose,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Dan Jørgensen,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Steen Nielsen,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Mads Panny,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Ole Christensen,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Bo Morthorst Rasmussen,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Anna Haaland Hansen,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Anders Kronborg,Socialdemokratiet,A,1,
Vardekredsen,1. Henne Søndre Sogn,"Henning Jensen, Næstved",Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Einer Lyduch,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Benny Hestbek,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Kaj Johansen,Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,0,
Vardekredsen,1. Henne Søndre Sogn,Partiliste,Det Radikale Venstre,B,4,
Vardekredsen,1. Henne Søndre Sogn,Anders Samuelsen,Det Radikale Venstre,B,2,
Vardekredsen,1. Henne Søndre Sogn,Camilla Hersom,Det Radikale Venstre,B,1,
Vardekredsen,1. Henne Søndre Sogn,Johannes Lebech,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Simon Emil Ammitzbøll,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Tomas Bech Madsen,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Adam Lebech,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Bjarke Larsen,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Hanne Roed,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Per Kleis Bønnelycke,Det Radikale Venstre,B,1,
Vardekredsen,1. Henne Søndre Sogn,Stefan Seidler,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Keld Kollerup Kvist,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Per Fibæk Laursen,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Torben Lundø,Det Radikale Venstre,B,0,
Vardekredsen,1. Henne Søndre Sogn,Kristian Kirk Mailand,Det Radikale Venstre,B,0,
