kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Rønnekredsen,1. Hasle,Partiliste,Socialdemokratiet,,26,
Rønnekredsen,1. Hasle,Poul Nyrup Rasmussen,Socialdemokratiet,,211,
Rønnekredsen,1. Hasle,Henrik Dam Kristensen,Socialdemokratiet,,26,
Rønnekredsen,1. Hasle,Britta Thomsen,Socialdemokratiet,,2,
Rønnekredsen,1. Hasle,Christel Schaldemose,Socialdemokratiet,,2,
Rønnekredsen,1. Hasle,Dan Jørgensen,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,Steen Nielsen,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,Mads Panny,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,Ole Christensen,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,Bo Morthorst Rasmussen,Socialdemokratiet,,1,
Rønnekredsen,1. Hasle,Anna Haaland Hansen,Socialdemokratiet,,2,
Rønnekredsen,1. Hasle,Anders Kronborg,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,"Henning Jensen, Næstved",Socialdemokratiet,,1,
Rønnekredsen,1. Hasle,Einer Lyduch,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,Benny Hestbek,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,Kaj Johansen,Socialdemokratiet,,0,
Rønnekredsen,1. Hasle,"Henning A. Jensen, Bornholm",Socialdemokratiet,,48,
Rønnekredsen,1. Hasle,Partiliste,Det Radikale Venstre,,6,
Rønnekredsen,1. Hasle,Anders Samuelsen,Det Radikale Venstre,,6,
Rønnekredsen,1. Hasle,Camilla Hersom,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Johannes Lebech,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Simon Emil Ammitzbøll,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Tomas Bech Madsen,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Adam Lebech,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Bjarke Larsen,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Hanne Roed,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Per Kleis Bønnelycke,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Stefan Seidler,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Keld Kollerup Kvist,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Per Fibæk Laursen,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Torben Lundø,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Kristian Kirk Mailand,Det Radikale Venstre,,6,
Rønnekredsen,1. Hasle,Gunner Nielsen,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Peter Sørensen,Det Radikale Venstre,,0,
Rønnekredsen,1. Hasle,Partiliste,Det Konservative Folkeparti,,7,
Rønnekredsen,1. Hasle,Gitte Seeberg,Det Konservative Folkeparti,,29,
Rønnekredsen,1. Hasle,Christian Rovsing,Det Konservative Folkeparti,,5,
Rønnekredsen,1. Hasle,Søren Møller,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Kent Kirk,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Kristian Kolind,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Anne-Louise Eppler,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Lis Randa,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Anders Stenild,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Eva Møller,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Regitze Schrøder,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Daniel Gottrup Nielsen,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Susanne Olufsen,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Jørn Hansen,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Ann-Kathrine Karoff,Det Konservative Folkeparti,,1,
Rønnekredsen,1. Hasle,Klaus Rehkopff,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Andreas Boisen,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Steen A. Stephansen,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Marina Willems,Det Konservative Folkeparti,,0,
Rønnekredsen,1. Hasle,Partiliste,Socialistisk Folkeparti,,8,
Rønnekredsen,1. Hasle,Margrete Auken,Socialistisk Folkeparti,,13,
Rønnekredsen,1. Hasle,Pernille Frahm,Socialistisk Folkeparti,,7,
Rønnekredsen,1. Hasle,Rachid El Mousti,Socialistisk Folkeparti,,0,
