kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Århus Østkredsen,21. Rådhushallen,Partiliste,Socialdemokratiet,A,201,
Århus Østkredsen,21. Rådhushallen,Poul Nyrup Rasmussen,Socialdemokratiet,A,1051,
Århus Østkredsen,21. Rådhushallen,Henrik Dam Kristensen,Socialdemokratiet,A,95,
Århus Østkredsen,21. Rådhushallen,Britta Thomsen,Socialdemokratiet,A,39,
Århus Østkredsen,21. Rådhushallen,Christel Schaldemose,Socialdemokratiet,A,11,
Århus Østkredsen,21. Rådhushallen,Dan Jørgensen,Socialdemokratiet,A,197,
Århus Østkredsen,21. Rådhushallen,Steen Nielsen,Socialdemokratiet,A,2,
Århus Østkredsen,21. Rådhushallen,Mads Panny,Socialdemokratiet,A,10,
Århus Østkredsen,21. Rådhushallen,Ole Christensen,Socialdemokratiet,A,2,
Århus Østkredsen,21. Rådhushallen,Bo Morthorst Rasmussen,Socialdemokratiet,A,6,
Århus Østkredsen,21. Rådhushallen,Anna Haaland Hansen,Socialdemokratiet,A,23,
Århus Østkredsen,21. Rådhushallen,Anders Kronborg,Socialdemokratiet,A,0,
Århus Østkredsen,21. Rådhushallen,"Henning Jensen, Næstved",Socialdemokratiet,A,1,
Århus Østkredsen,21. Rådhushallen,Einer Lyduch,Socialdemokratiet,A,2,
Århus Østkredsen,21. Rådhushallen,Benny Hestbek,Socialdemokratiet,A,0,
Århus Østkredsen,21. Rådhushallen,Kaj Johansen,Socialdemokratiet,A,0,
Århus Østkredsen,21. Rådhushallen,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,0,
Århus Østkredsen,21. Rådhushallen,Partiliste,Det Radikale Venstre,B,290,
Århus Østkredsen,21. Rådhushallen,Anders Samuelsen,Det Radikale Venstre,B,379,
Århus Østkredsen,21. Rådhushallen,Camilla Hersom,Det Radikale Venstre,B,114,
Århus Østkredsen,21. Rådhushallen,Johannes Lebech,Det Radikale Venstre,B,12,
Århus Østkredsen,21. Rådhushallen,Simon Emil Ammitzbøll,Det Radikale Venstre,B,9,
Århus Østkredsen,21. Rådhushallen,Tomas Bech Madsen,Det Radikale Venstre,B,6,
Århus Østkredsen,21. Rådhushallen,Adam Lebech,Det Radikale Venstre,B,14,
Århus Østkredsen,21. Rådhushallen,Bjarke Larsen,Det Radikale Venstre,B,3,
Århus Østkredsen,21. Rådhushallen,Hanne Roed,Det Radikale Venstre,B,17,
Århus Østkredsen,21. Rådhushallen,Per Kleis Bønnelycke,Det Radikale Venstre,B,3,
Århus Østkredsen,21. Rådhushallen,Stefan Seidler,Det Radikale Venstre,B,3,
Århus Østkredsen,21. Rådhushallen,Keld Kollerup Kvist,Det Radikale Venstre,B,6,
Århus Østkredsen,21. Rådhushallen,Per Fibæk Laursen,Det Radikale Venstre,B,11,
Århus Østkredsen,21. Rådhushallen,Torben Lundø,Det Radikale Venstre,B,3,
Århus Østkredsen,21. Rådhushallen,Kristian Kirk Mailand,Det Radikale Venstre,B,1,
Århus Østkredsen,21. Rådhushallen,Gunner Nielsen,Det Radikale Venstre,B,1,
Århus Østkredsen,21. Rådhushallen,Peter Sørensen,Det Radikale Venstre,B,1,
Århus Østkredsen,21. Rådhushallen,Partiliste,Det Konservative Folkeparti,C,89,
Århus Østkredsen,21. Rådhushallen,Gitte Seeberg,Det Konservative Folkeparti,C,263,
Århus Østkredsen,21. Rådhushallen,Christian Rovsing,Det Konservative Folkeparti,C,65,
Århus Østkredsen,21. Rådhushallen,Søren Møller,Det Konservative Folkeparti,C,3,
Århus Østkredsen,21. Rådhushallen,Kent Kirk,Det Konservative Folkeparti,C,12,
Århus Østkredsen,21. Rådhushallen,Kristian Kolind,Det Konservative Folkeparti,C,11,
Århus Østkredsen,21. Rådhushallen,Anne-Louise Eppler,Det Konservative Folkeparti,C,3,
Århus Østkredsen,21. Rådhushallen,Lis Randa,Det Konservative Folkeparti,C,4,
Århus Østkredsen,21. Rådhushallen,Anders Stenild,Det Konservative Folkeparti,C,2,
Århus Østkredsen,21. Rådhushallen,Eva Møller,Det Konservative Folkeparti,C,2,
Århus Østkredsen,21. Rådhushallen,Regitze Schrøder,Det Konservative Folkeparti,C,5,
Århus Østkredsen,21. Rådhushallen,Daniel Gottrup Nielsen,Det Konservative Folkeparti,C,0,
Århus Østkredsen,21. Rådhushallen,Susanne Olufsen,Det Konservative Folkeparti,C,4,
Århus Østkredsen,21. Rådhushallen,Jørn Hansen,Det Konservative Folkeparti,C,2,
Århus Østkredsen,21. Rådhushallen,Ann-Kathrine Karoff,Det Konservative Folkeparti,C,20,
Århus Østkredsen,21. Rådhushallen,Klaus Rehkopff,Det Konservative Folkeparti,C,2,
Århus Østkredsen,21. Rådhushallen,Andreas Boisen,Det Konservative Folkeparti,C,1,
Århus Østkredsen,21. Rådhushallen,Steen A. Stephansen,Det Konservative Folkeparti,C,0,
Århus Østkredsen,21. Rådhushallen,Marina Willems,Det Konservative Folkeparti,C,1,
Århus Østkredsen,21. Rådhushallen,Partiliste,Socialistisk Folkeparti,F,179,
Århus Østkredsen,21. Rådhushallen,Margrete Auken,Socialistisk Folkeparti,F,407,
Århus Østkredsen,21. Rådhushallen,Pernille Frahm,Socialistisk Folkeparti,F,140,
Århus Østkredsen,21. Rådhushallen,Rachid El Mousti,Socialistisk Folkeparti,F,11,
Århus Østkredsen,21. Rådhushallen,Sanne Schroll,Socialistisk Folkeparti,F,9,
Århus Østkredsen,21. Rådhushallen,Jane Sørensen,Socialistisk Folkeparti,F,19,
Århus Østkredsen,21. Rådhushallen,Bente Nielsen,Socialistisk Folkeparti,F,2,
Århus Østkredsen,21. Rådhushallen,Masoum Moradi,Socialistisk Folkeparti,F,5,
Århus Østkredsen,21. Rådhushallen,Kristen Touborg,Socialistisk Folkeparti,F,7,
Århus Østkredsen,21. Rådhushallen,Lene Garsdal,Socialistisk Folkeparti,F,4,
Århus Østkredsen,21. Rådhushallen,Ole Riisgaard,Socialistisk Folkeparti,F,2,
Århus Østkredsen,21. Rådhushallen,Marwan Zobi,Socialistisk Folkeparti,F,16,
Århus Østkredsen,21. Rådhushallen,Poul Henrik Hedeboe,Socialistisk Folkeparti,F,2,
Århus Østkredsen,21. Rådhushallen,Gert Ringgaard,Socialistisk Folkeparti,F,1,
Århus Østkredsen,21. Rådhushallen,Claus Larsen,Socialistisk Folkeparti,F,1,
Århus Østkredsen,21. Rådhushallen,Peter Hammer,Socialistisk Folkeparti,F,1,
Århus Østkredsen,21. Rådhushallen,Mikael Hertig,Socialistisk Folkeparti,F,1,
Århus Østkredsen,21. Rådhushallen,Michael Bo Kristensen,Socialistisk Folkeparti,F,2,
Århus Østkredsen,21. Rådhushallen,Jørn Kirkegaard Jensen,Socialistisk Folkeparti,F,0,
Århus Østkredsen,21. Rådhushallen,Partiliste,JuniBevægelsen - Mod Union,J,124,
Århus Østkredsen,21. Rådhushallen,Jens-Peter Bonde,JuniBevægelsen - Mod Union,J,174,
Århus Østkredsen,21. Rådhushallen,Hanne Dahl,JuniBevægelsen - Mod Union,J,67,
Århus Østkredsen,21. Rådhushallen,Bent Hindrup Andersen,JuniBevægelsen - Mod Union,J,16,
Århus Østkredsen,21. Rådhushallen,Trine Mach,JuniBevægelsen - Mod Union,J,37,
Århus Østkredsen,21. Rådhushallen,Finn Andersen,JuniBevægelsen - Mod Union,J,18,
Århus Østkredsen,21. Rådhushallen,Sonia Dahlgaard,JuniBevægelsen - Mod Union,J,1,
Århus Østkredsen,21. Rådhushallen,Helge Bjerre,JuniBevægelsen - Mod Union,J,1,
Århus Østkredsen,21. Rådhushallen,Charlotte Walkusch,JuniBevægelsen - Mod Union,J,6,
Århus Østkredsen,21. Rådhushallen,Pelle Christy Geertsen,JuniBevægelsen - Mod Union,J,2,
Århus Østkredsen,21. Rådhushallen,Anette Storgaard,JuniBevægelsen - Mod Union,J,2,
Århus Østkredsen,21. Rådhushallen,Allan Andersen,JuniBevægelsen - Mod Union,J,0,
Århus Østkredsen,21. Rådhushallen,Lissie Thording,JuniBevægelsen - Mod Union,J,2,
Århus Østkredsen,21. Rådhushallen,Bjarke Lyster,JuniBevægelsen - Mod Union,J,2,
Århus Østkredsen,21. Rådhushallen,Ebba Bigler,JuniBevægelsen - Mod Union,J,4,
Århus Østkredsen,21. Rådhushallen,Finn Teilmann,JuniBevægelsen - Mod Union,J,0,
Århus Østkredsen,21. Rådhushallen,Iben Søndergård,JuniBevægelsen - Mod Union,J,1,
Århus Østkredsen,21. Rådhushallen,Hans-Tyge B.T.T. Haarløv,JuniBevægelsen - Mod Union,J,2,
Århus Østkredsen,21. Rådhushallen,Inger-Marie Haarløv,JuniBevægelsen - Mod Union,J,0,
Århus Østkredsen,21. Rådhushallen,Bo Steffensen-Thomasen,JuniBevægelsen - Mod Union,J,0,
Århus Østkredsen,21. Rådhushallen,Partiliste,Kristendemokraterne,K,14,
Århus Østkredsen,21. Rådhushallen,Jakob From Høeg,Kristendemokraterne,K,12,
Århus Østkredsen,21. Rådhushallen,Tove Videbæk,Kristendemokraterne,K,9,
Århus Østkredsen,21. Rådhushallen,Henrik Pedersen,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Jonas Norgaard Mortensen,Kristendemokraterne,K,4,
Århus Østkredsen,21. Rådhushallen,Ingrid Feldbæk Wredstrøm,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Filip Hove Kristensen,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Anne Margrethe Roesen,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Henning Bech-Larsen,Kristendemokraterne,K,2,
Århus Østkredsen,21. Rådhushallen,Bjarne Hartung Kirkegaard,Kristendemokraterne,K,1,
Århus Østkredsen,21. Rådhushallen,Søren Harslund,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Jakob Norgaard Mortensen,Kristendemokraterne,K,1,
Århus Østkredsen,21. Rådhushallen,Jan Dittrich Olesen,Kristendemokraterne,K,3,
Århus Østkredsen,21. Rådhushallen,Lisette Storm Jakobsen,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Hans Stengaard Jessen,Kristendemokraterne,K,0,
Århus Østkredsen,21. Rådhushallen,Partiliste,Folkebevægelsen mod EU,N,65,
Århus Østkredsen,21. Rådhushallen,Ole Krarup,Folkebevægelsen mod EU,N,83,
Århus Østkredsen,21. Rådhushallen,Ditte Staun,Folkebevægelsen mod EU,N,50,
Århus Østkredsen,21. Rådhushallen,Karina Rohr Sørensen,Folkebevægelsen mod EU,N,6,
Århus Østkredsen,21. Rådhushallen,Majbrit Berlau,Folkebevægelsen mod EU,N,4,
Århus Østkredsen,21. Rådhushallen,Affra I. Khallash,Folkebevægelsen mod EU,N,2,
Århus Østkredsen,21. Rådhushallen,Niels Eriksen,Folkebevægelsen mod EU,N,1,
Århus Østkredsen,21. Rådhushallen,Kirsten Normann Andersen,Folkebevægelsen mod EU,N,3,
Århus Østkredsen,21. Rådhushallen,Thorkil Sohn,Folkebevægelsen mod EU,N,0,
Århus Østkredsen,21. Rådhushallen,Søren Søndergaard,Folkebevægelsen mod EU,N,51,
Århus Østkredsen,21. Rådhushallen,Rina Ronja Kari,Folkebevægelsen mod EU,N,3,
Århus Østkredsen,21. Rådhushallen,Christian Thygesen,Folkebevægelsen mod EU,N,0,
Århus Østkredsen,21. Rådhushallen,Anne Bundsgaard,Folkebevægelsen mod EU,N,4,
Århus Østkredsen,21. Rådhushallen,Kirsten Annette Christensen,Folkebevægelsen mod EU,N,1,
Århus Østkredsen,21. Rådhushallen,Tue Sylvest,Folkebevægelsen mod EU,N,0,
Århus Østkredsen,21. Rådhushallen,Jan Møgelbjerg,Folkebevægelsen mod EU,N,1,
Århus Østkredsen,21. Rådhushallen,Kit Aastrup,Folkebevægelsen mod EU,N,1,
Århus Østkredsen,21. Rådhushallen,Preben Kristensen,Folkebevægelsen mod EU,N,1,
Århus Østkredsen,21. Rådhushallen,Jan Høgfeldt,Folkebevægelsen mod EU,N,0,
Århus Østkredsen,21. Rådhushallen,Gustav Sieg Sørensen,Folkebevægelsen mod EU,N,0,
Århus Østkredsen,21. Rådhushallen,Holger Garner,Folkebevægelsen mod EU,N,4,
Århus Østkredsen,21. Rådhushallen,Partiliste,Dansk Folkeparti,O,49,
Århus Østkredsen,21. Rådhushallen,Mogens Camre,Dansk Folkeparti,O,77,
Århus Østkredsen,21. Rådhushallen,Ulla Dahlerup,Dansk Folkeparti,O,26,
Århus Østkredsen,21. Rådhushallen,Kenneth Kristensen,Dansk Folkeparti,O,0,
Århus Østkredsen,21. Rådhushallen,Morten Messerschmidt,Dansk Folkeparti,O,8,
Århus Østkredsen,21. Rådhushallen,Carl Christian Ebbesen,Dansk Folkeparti,O,0,
Århus Østkredsen,21. Rådhushallen,Rikke Karlsson,Dansk Folkeparti,O,2,
Århus Østkredsen,21. Rådhushallen,Anna Rosbach,Dansk Folkeparti,O,0,
Århus Østkredsen,21. Rådhushallen,Lene Camre,Dansk Folkeparti,O,1,
