kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Ringkøbingkredsen,1. Abildå,Partiliste,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Poul Nyrup Rasmussen,Socialdemokratiet,A,3,
Ringkøbingkredsen,1. Abildå,Henrik Dam Kristensen,Socialdemokratiet,A,2,
Ringkøbingkredsen,1. Abildå,Britta Thomsen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Christel Schaldemose,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Dan Jørgensen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Steen Nielsen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Mads Panny,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Ole Christensen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Bo Morthorst Rasmussen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Anna Haaland Hansen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Anders Kronborg,Socialdemokratiet,A,1,
Ringkøbingkredsen,1. Abildå,"Henning Jensen, Næstved",Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Einer Lyduch,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Benny Hestbek,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Kaj Johansen,Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,0,
Ringkøbingkredsen,1. Abildå,Partiliste,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Anders Samuelsen,Det Radikale Venstre,B,3,
Ringkøbingkredsen,1. Abildå,Camilla Hersom,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Johannes Lebech,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Simon Emil Ammitzbøll,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Tomas Bech Madsen,Det Radikale Venstre,B,1,
Ringkøbingkredsen,1. Abildå,Adam Lebech,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Bjarke Larsen,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Hanne Roed,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Per Kleis Bønnelycke,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Stefan Seidler,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Keld Kollerup Kvist,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Per Fibæk Laursen,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Torben Lundø,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Kristian Kirk Mailand,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Gunner Nielsen,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Peter Sørensen,Det Radikale Venstre,B,0,
Ringkøbingkredsen,1. Abildå,Partiliste,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Gitte Seeberg,Det Konservative Folkeparti,C,1,
Ringkøbingkredsen,1. Abildå,Christian Rovsing,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Søren Møller,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Kent Kirk,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Kristian Kolind,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Anne-Louise Eppler,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Lis Randa,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Anders Stenild,Det Konservative Folkeparti,C,0,
Ringkøbingkredsen,1. Abildå,Eva Møller,Det Konservative Folkeparti,C,0,
