kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Thistedkredsen,1. Bedsted,Partiliste,Socialdemokratiet,A,15,
Thistedkredsen,1. Bedsted,Poul Nyrup Rasmussen,Socialdemokratiet,A,142,
Thistedkredsen,1. Bedsted,Henrik Dam Kristensen,Socialdemokratiet,A,43,
Thistedkredsen,1. Bedsted,Britta Thomsen,Socialdemokratiet,A,2,
Thistedkredsen,1. Bedsted,Christel Schaldemose,Socialdemokratiet,A,1,
Thistedkredsen,1. Bedsted,Dan Jørgensen,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Steen Nielsen,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Mads Panny,Socialdemokratiet,A,4,
Thistedkredsen,1. Bedsted,Ole Christensen,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Bo Morthorst Rasmussen,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Anna Haaland Hansen,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Anders Kronborg,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,"Henning Jensen, Næstved",Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Einer Lyduch,Socialdemokratiet,A,1,
Thistedkredsen,1. Bedsted,Benny Hestbek,Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Kaj Johansen,Socialdemokratiet,A,1,
Thistedkredsen,1. Bedsted,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,0,
Thistedkredsen,1. Bedsted,Partiliste,Det Radikale Venstre,B,2,
Thistedkredsen,1. Bedsted,Anders Samuelsen,Det Radikale Venstre,B,16,
Thistedkredsen,1. Bedsted,Camilla Hersom,Det Radikale Venstre,B,3,
Thistedkredsen,1. Bedsted,Johannes Lebech,Det Radikale Venstre,B,4,
Thistedkredsen,1. Bedsted,Simon Emil Ammitzbøll,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Tomas Bech Madsen,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Adam Lebech,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Bjarke Larsen,Det Radikale Venstre,B,1,
Thistedkredsen,1. Bedsted,Hanne Roed,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Per Kleis Bønnelycke,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Stefan Seidler,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Keld Kollerup Kvist,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Per Fibæk Laursen,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Torben Lundø,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Kristian Kirk Mailand,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Gunner Nielsen,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Peter Sørensen,Det Radikale Venstre,B,0,
Thistedkredsen,1. Bedsted,Partiliste,Det Konservative Folkeparti,C,8,
Thistedkredsen,1. Bedsted,Gitte Seeberg,Det Konservative Folkeparti,C,52,
Thistedkredsen,1. Bedsted,Christian Rovsing,Det Konservative Folkeparti,C,11,
Thistedkredsen,1. Bedsted,Søren Møller,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Kent Kirk,Det Konservative Folkeparti,C,4,
Thistedkredsen,1. Bedsted,Kristian Kolind,Det Konservative Folkeparti,C,1,
Thistedkredsen,1. Bedsted,Anne-Louise Eppler,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Lis Randa,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Anders Stenild,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Eva Møller,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Regitze Schrøder,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Daniel Gottrup Nielsen,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Susanne Olufsen,Det Konservative Folkeparti,C,2,
Thistedkredsen,1. Bedsted,Jørn Hansen,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Ann-Kathrine Karoff,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Klaus Rehkopff,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Andreas Boisen,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Steen A. Stephansen,Det Konservative Folkeparti,C,1,
Thistedkredsen,1. Bedsted,Marina Willems,Det Konservative Folkeparti,C,0,
Thistedkredsen,1. Bedsted,Partiliste,Socialistisk Folkeparti,F,7,
Thistedkredsen,1. Bedsted,Margrete Auken,Socialistisk Folkeparti,F,9,
Thistedkredsen,1. Bedsted,Pernille Frahm,Socialistisk Folkeparti,F,3,
Thistedkredsen,1. Bedsted,Rachid El Mousti,Socialistisk Folkeparti,F,1,
Thistedkredsen,1. Bedsted,Sanne Schroll,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Jane Sørensen,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Bente Nielsen,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Masoum Moradi,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Kristen Touborg,Socialistisk Folkeparti,F,2,
Thistedkredsen,1. Bedsted,Lene Garsdal,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Ole Riisgaard,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Marwan Zobi,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Poul Henrik Hedeboe,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Gert Ringgaard,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Claus Larsen,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Peter Hammer,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Mikael Hertig,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Michael Bo Kristensen,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Jørn Kirkegaard Jensen,Socialistisk Folkeparti,F,0,
Thistedkredsen,1. Bedsted,Partiliste,JuniBevægelsen - Mod Union,J,14,
Thistedkredsen,1. Bedsted,Jens-Peter Bonde,JuniBevægelsen - Mod Union,J,23,
Thistedkredsen,1. Bedsted,Hanne Dahl,JuniBevægelsen - Mod Union,J,17,
Thistedkredsen,1. Bedsted,Bent Hindrup Andersen,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Trine Mach,JuniBevægelsen - Mod Union,J,1,
Thistedkredsen,1. Bedsted,Finn Andersen,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Sonia Dahlgaard,JuniBevægelsen - Mod Union,J,1,
Thistedkredsen,1. Bedsted,Helge Bjerre,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Charlotte Walkusch,JuniBevægelsen - Mod Union,J,1,
Thistedkredsen,1. Bedsted,Pelle Christy Geertsen,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Anette Storgaard,JuniBevægelsen - Mod Union,J,1,
Thistedkredsen,1. Bedsted,Allan Andersen,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Lissie Thording,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Bjarke Lyster,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Ebba Bigler,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Finn Teilmann,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Iben Søndergård,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Hans-Tyge B.T.T. Haarløv,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Inger-Marie Haarløv,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Bo Steffensen-Thomasen,JuniBevægelsen - Mod Union,J,0,
Thistedkredsen,1. Bedsted,Partiliste,Kristendemokraterne,K,10,
Thistedkredsen,1. Bedsted,Jakob From Høeg,Kristendemokraterne,K,9,
Thistedkredsen,1. Bedsted,Tove Videbæk,Kristendemokraterne,K,13,
Thistedkredsen,1. Bedsted,Henrik Pedersen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Jonas Norgaard Mortensen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Ingrid Feldbæk Wredstrøm,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Filip Hove Kristensen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Anne Margrethe Roesen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Henning Bech-Larsen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Bjarne Hartung Kirkegaard,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Søren Harslund,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Jakob Norgaard Mortensen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Jan Dittrich Olesen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Lisette Storm Jakobsen,Kristendemokraterne,K,2,
Thistedkredsen,1. Bedsted,Hans Stengaard Jessen,Kristendemokraterne,K,0,
Thistedkredsen,1. Bedsted,Partiliste,Folkebevægelsen mod EU,N,9,
Thistedkredsen,1. Bedsted,Ole Krarup,Folkebevægelsen mod EU,N,5,
Thistedkredsen,1. Bedsted,Ditte Staun,Folkebevægelsen mod EU,N,3,
Thistedkredsen,1. Bedsted,Karina Rohr Sørensen,Folkebevægelsen mod EU,N,0,
Thistedkredsen,1. Bedsted,Majbrit Berlau,Folkebevægelsen mod EU,N,0,
Thistedkredsen,1. Bedsted,Affra I. Khallash,Folkebevægelsen mod EU,N,0,
Thistedkredsen,1. Bedsted,Niels Eriksen,Folkebevægelsen mod EU,N,0,
Thistedkredsen,1. Bedsted,Kirsten Normann Andersen,Folkebevægelsen mod EU,N,0,
Thistedkredsen,1. Bedsted,Thorkil Sohn,Folkebevægelsen mod EU,N,0,
Thistedkredsen,1. Bedsted,Søren Søndergaard,Folkebevægelsen mod EU,N,5,
Thistedkredsen,1. Bedsted,Rina Ronja Kari,Folkebevægelsen mod EU,N,0,
