kreds,valgsted_navn,kandidat_navn,parti,partibogstav,stemmer,kommune
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Socialdemokratiet,A,90,
Christianshavnskredsen,4. 2. Christianshavn,Poul Nyrup Rasmussen,Socialdemokratiet,A,805,
Christianshavnskredsen,4. 2. Christianshavn,Henrik Dam Kristensen,Socialdemokratiet,A,83,
Christianshavnskredsen,4. 2. Christianshavn,Britta Thomsen,Socialdemokratiet,A,79,
Christianshavnskredsen,4. 2. Christianshavn,Christel Schaldemose,Socialdemokratiet,A,16,
Christianshavnskredsen,4. 2. Christianshavn,Dan Jørgensen,Socialdemokratiet,A,4,
Christianshavnskredsen,4. 2. Christianshavn,Steen Nielsen,Socialdemokratiet,A,2,
Christianshavnskredsen,4. 2. Christianshavn,Mads Panny,Socialdemokratiet,A,1,
Christianshavnskredsen,4. 2. Christianshavn,Ole Christensen,Socialdemokratiet,A,0,
Christianshavnskredsen,4. 2. Christianshavn,Bo Morthorst Rasmussen,Socialdemokratiet,A,7,
Christianshavnskredsen,4. 2. Christianshavn,Anna Haaland Hansen,Socialdemokratiet,A,57,
Christianshavnskredsen,4. 2. Christianshavn,Anders Kronborg,Socialdemokratiet,A,1,
Christianshavnskredsen,4. 2. Christianshavn,"Henning Jensen, Næstved",Socialdemokratiet,A,1,
Christianshavnskredsen,4. 2. Christianshavn,Einer Lyduch,Socialdemokratiet,A,5,
Christianshavnskredsen,4. 2. Christianshavn,Benny Hestbek,Socialdemokratiet,A,0,
Christianshavnskredsen,4. 2. Christianshavn,Kaj Johansen,Socialdemokratiet,A,0,
Christianshavnskredsen,4. 2. Christianshavn,"Henning A. Jensen, Bornholm",Socialdemokratiet,A,1,
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Det Radikale Venstre,B,191,
Christianshavnskredsen,4. 2. Christianshavn,Anders Samuelsen,Det Radikale Venstre,B,280,
Christianshavnskredsen,4. 2. Christianshavn,Camilla Hersom,Det Radikale Venstre,B,129,
Christianshavnskredsen,4. 2. Christianshavn,Johannes Lebech,Det Radikale Venstre,B,3,
Christianshavnskredsen,4. 2. Christianshavn,Simon Emil Ammitzbøll,Det Radikale Venstre,B,10,
Christianshavnskredsen,4. 2. Christianshavn,Tomas Bech Madsen,Det Radikale Venstre,B,2,
Christianshavnskredsen,4. 2. Christianshavn,Adam Lebech,Det Radikale Venstre,B,4,
Christianshavnskredsen,4. 2. Christianshavn,Bjarke Larsen,Det Radikale Venstre,B,0,
Christianshavnskredsen,4. 2. Christianshavn,Hanne Roed,Det Radikale Venstre,B,5,
Christianshavnskredsen,4. 2. Christianshavn,Per Kleis Bønnelycke,Det Radikale Venstre,B,2,
Christianshavnskredsen,4. 2. Christianshavn,Stefan Seidler,Det Radikale Venstre,B,0,
Christianshavnskredsen,4. 2. Christianshavn,Keld Kollerup Kvist,Det Radikale Venstre,B,1,
Christianshavnskredsen,4. 2. Christianshavn,Per Fibæk Laursen,Det Radikale Venstre,B,5,
Christianshavnskredsen,4. 2. Christianshavn,Torben Lundø,Det Radikale Venstre,B,0,
Christianshavnskredsen,4. 2. Christianshavn,Kristian Kirk Mailand,Det Radikale Venstre,B,2,
Christianshavnskredsen,4. 2. Christianshavn,Gunner Nielsen,Det Radikale Venstre,B,0,
Christianshavnskredsen,4. 2. Christianshavn,Peter Sørensen,Det Radikale Venstre,B,0,
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Det Konservative Folkeparti,C,47,
Christianshavnskredsen,4. 2. Christianshavn,Gitte Seeberg,Det Konservative Folkeparti,C,189,
Christianshavnskredsen,4. 2. Christianshavn,Christian Rovsing,Det Konservative Folkeparti,C,40,
Christianshavnskredsen,4. 2. Christianshavn,Søren Møller,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Kent Kirk,Det Konservative Folkeparti,C,4,
Christianshavnskredsen,4. 2. Christianshavn,Kristian Kolind,Det Konservative Folkeparti,C,7,
Christianshavnskredsen,4. 2. Christianshavn,Anne-Louise Eppler,Det Konservative Folkeparti,C,3,
Christianshavnskredsen,4. 2. Christianshavn,Lis Randa,Det Konservative Folkeparti,C,0,
Christianshavnskredsen,4. 2. Christianshavn,Anders Stenild,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Eva Møller,Det Konservative Folkeparti,C,2,
Christianshavnskredsen,4. 2. Christianshavn,Regitze Schrøder,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Daniel Gottrup Nielsen,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Susanne Olufsen,Det Konservative Folkeparti,C,2,
Christianshavnskredsen,4. 2. Christianshavn,Jørn Hansen,Det Konservative Folkeparti,C,0,
Christianshavnskredsen,4. 2. Christianshavn,Ann-Kathrine Karoff,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Klaus Rehkopff,Det Konservative Folkeparti,C,2,
Christianshavnskredsen,4. 2. Christianshavn,Andreas Boisen,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Steen A. Stephansen,Det Konservative Folkeparti,C,0,
Christianshavnskredsen,4. 2. Christianshavn,Marina Willems,Det Konservative Folkeparti,C,1,
Christianshavnskredsen,4. 2. Christianshavn,Partiliste,Socialistisk Folkeparti,F,139,
Christianshavnskredsen,4. 2. Christianshavn,Margrete Auken,Socialistisk Folkeparti,F,388,
