Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Nørrebrokredsen;26. 5. Midt;Nej;967;46,5
Bispebjergkredsen;27. 6. Bispebjerg;Ja;3663;41,0
Bispebjergkredsen;27. 6. Bispebjerg;Nej;5264;59,0
Bispebjergkredsen;28. 6. Nord;Ja;2062;45,6
Bispebjergkredsen;28. 6. Nord;Nej;2458;54,4
Bispebjergkredsen;29. 6. Øst;Ja;1067;42,4
Bispebjergkredsen;29. 6. Øst;Nej;1449;57,6
Bispebjergkredsen;30. 6. Syd;Ja;2447;41,7
Bispebjergkredsen;30. 6. Syd;Nej;3428;58,3
Brønshøjkredsen;31. 7. Brønshøj;Ja;1374;49,7
Brønshøjkredsen;31. 7. Brønshøj;Nej;1388;50,3
Brønshøjkredsen;32. 7. Nord;Ja;333;36,3
Brønshøjkredsen;32. 7. Nord;Nej;585;63,7
Brønshøjkredsen;33. 7. Syd;Ja;2354;49,0
Brønshøjkredsen;33. 7. Syd;Nej;2449;51,0
Brønshøjkredsen;34. 7. Øst;Ja;2565;48,8
Brønshøjkredsen;34. 7. Øst;Nej;2693;51,2
Brønshøjkredsen;35. 7. Vest;Ja;1448;42,1
Brønshøjkredsen;35. 7. Vest;Nej;1990;57,9
Brønshøjkredsen;36. 7. Nordvest;Ja;2513;46,1
Brønshøjkredsen;36. 7. Nordvest;Nej;2944;53,9
Brønshøjkredsen;39. 7. Katrinedal;Ja;1442;47,6
Brønshøjkredsen;39. 7. Katrinedal;Nej;1585;52,4
Brønshøjkredsen;40. 7. Kirkebjerg;Ja;1847;50,1
Brønshøjkredsen;40. 7. Kirkebjerg;Nej;1840;49,9
Brønshøjkredsen;41. 7. Vanløse;Ja;3363;48,2
Brønshøjkredsen;41. 7. Vanløse;Nej;3611;51,8
Valbykredsen;42. 8. Valby;Ja;2778;50,5
Valbykredsen;42. 8. Valby;Nej;2718;49,5
Valbykredsen;43. 8. Nord;Ja;2826;47,5
Valbykredsen;43. 8. Nord;Nej;3120;52,5
Valbykredsen;44. 8. Syd;Ja;1108;39,8
Valbykredsen;44. 8. Syd;Nej;1679;60,2
Valbykredsen;46. 8. Vest;Ja;1064;36,7
Valbykredsen;46. 8. Vest;Nej;1837;63,3
Valbykredsen;47. 8. Sydøst;Ja;1085;45,5
Valbykredsen;47. 8. Sydøst;Nej;1302;54,5
Valbykredsen;48. 8. Midt;Ja;1991;47,8
Valbykredsen;48. 8. Midt;Nej;2174;52,2
Vesterbrokredsen;49. 9. Vesterbro;Ja;2660;51,8
Vesterbrokredsen;49. 9. Vesterbro;Nej;2474;48,2
Vesterbrokredsen;50. 9. Nord;Ja;3034;55,5
Vesterbrokredsen;50. 9. Nord;Nej;2434;44,5
Vesterbrokredsen;51. 9. Syd;Ja;1702;32,8
Vesterbrokredsen;51. 9. Syd;Nej;3480;67,2
Vesterbrokredsen;52. 9. Øst;Ja;2546;56,9
Vesterbrokredsen;52. 9. Øst;Nej;1925;43,1
Vesterbrokredsen;53. 9. Vest;Ja;1916;50,7
Vesterbrokredsen;53. 9. Vest;Nej;1865;49,3
Vesterbrokredsen;54. 9. Midt;Ja;799;42,5
Vesterbrokredsen;54. 9. Midt;Nej;1081;57,5
Vesterbrokredsen;55. 9. Sydhavn;Ja;1811;61,1
Vesterbrokredsen;55. 9. Sydhavn;Nej;1152;38,9
Falkonerkredsen;1. 10. Kreds, Søerne;Ja;3823;62,2
Falkonerkredsen;1. 10. Kreds, Søerne;Nej;2325;37,8
Falkonerkredsen;2. 10. Kreds, Ny Hollænder;Ja;4097;63,5
Falkonerkredsen;2. 10. Kreds, Ny Hollænder;Nej;2359;36,5
Falkonerkredsen;3. 10. Kreds, Bülowsvej;Ja;4645;58,8
Falkonerkredsen;3. 10. Kreds, Bülowsvej;Nej;3258;41,2
Falkonerkredsen;4. 10. Kreds, Duevej;Ja;4256;58,2
Falkonerkredsen;4. 10. Kreds, Duevej;Nej;3060;41,8
Slotskredsen;5. 11. Kreds, Lindevang;Ja;3669;52,6
Slotskredsen;5. 11. Kreds, Lindevang;Nej;3305;47,4
Slotskredsen;6. 11. Kreds, Søndermark;Ja;3454;55,1
Slotskredsen;6. 11. Kreds, Søndermark;Nej;2809;44,9
Slotskredsen;7. 11. Kreds, Rådhuset;Ja;4008;58,4
Slotskredsen;7. 11. Kreds, Rådhuset;Nej;2854;41,6
Slotskredsen;8. 11. Kreds, Nyelandsvej;Ja;3196;54,6
Slotskredsen;8. 11. Kreds, Nyelandsvej;Nej;2660;45,4
Tårnbykredsen;1. Dragør Skole Syd;Ja;1753;59,1
Tårnbykredsen;1. Dragør Skole Syd;Nej;1213;40,9
Tårnbykredsen;1. Vestamager;Ja;1165;34,6
Tårnbykredsen;1. Vestamager;Nej;2206;65,4
Tårnbykredsen;2. Pilegården;Ja;1583;40,6
Tårnbykredsen;2. Pilegården;Nej;2318;59,4
Tårnbykredsen;3. Tårnby;Ja;1250;37,4
Tårnbykredsen;3. Tårnby;Nej;2091;62,6
Tårnbykredsen;4. Hollænderhallen;Ja;2434;50,0
Tårnbykredsen;4. Hollænderhallen;Nej;2432;50,0
Tårnbykredsen;4. Korsvejen;Ja;1104;39,5
Tårnbykredsen;4. Korsvejen;Nej;1693;60,5
Tårnbykredsen;5. Løjtegården;Ja;1034;38,9
Tårnbykredsen;5. Løjtegården;Nej;1627;61,1
Tårnbykredsen;6. Kastrup;Ja;1810;30,9
Tårnbykredsen;6. Kastrup;Nej;4041;69,1
