Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Brønderslevkredsen;12. Skovsgård;Nej;546;60,1
Brønderslevkredsen;13. Fjerritslev;Ja;997;46,1
Brønderslevkredsen;13. Fjerritslev;Nej;1168;53,9
Brønderslevkredsen;14. Thorup;Ja;239;35,0
Brønderslevkredsen;14. Thorup;Nej;443;65,0
Brønderslevkredsen;15. Ørebro;Ja;176;33,1
Brønderslevkredsen;15. Ørebro;Nej;356;66,9
Brønderslevkredsen;16. Trekroner;Ja;286;44,0
Brønderslevkredsen;16. Trekroner;Nej;364;56,0
Brønderslevkredsen;18. Pandrup;Ja;633;38,3
Brønderslevkredsen;18. Pandrup;Nej;1021;61,7
Brønderslevkredsen;19. Kaas;Ja;366;23,6
Brønderslevkredsen;19. Kaas;Nej;1185;76,4
Brønderslevkredsen;20. Hune;Ja;508;48,2
Brønderslevkredsen;20. Hune;Nej;545;51,8
Brønderslevkredsen;21. Saltum;Ja;315;42,7
Brønderslevkredsen;21. Saltum;Nej;423;57,3
Brønderslevkredsen;34. Stenum;Ja;158;43,4
Brønderslevkredsen;34. Stenum;Nej;206;56,6
Brønderslevkredsen;40. Thise;Ja;276;41,8
Brønderslevkredsen;40. Thise;Nej;385;58,2
Brønderslevkredsen;50. Ø. Brønderslev;Ja;348;42,5
Brønderslevkredsen;50. Ø. Brønderslev;Nej;470;57,5
Brønderslevkredsen;56. Hallund;Ja;119;32,3
Brønderslevkredsen;56. Hallund;Nej;249;67,7
Brønderslevkredsen;70. Jerslev;Ja;476;37,2
Brønderslevkredsen;70. Jerslev;Nej;803;62,8
Brønderslevkredsen;80. Serritslev;Ja;205;41,2
Brønderslevkredsen;80. Serritslev;Nej;293;58,8
Thistedkredsen;1. Sejerslev;Ja;175;39,8
Thistedkredsen;1. Sejerslev;Nej;265;60,2
Thistedkredsen;1. Thisted By;Ja;2154;47,6
Thistedkredsen;1. Thisted By;Nej;2373;52,4
Thistedkredsen;2. Flade;Ja;143;41,6
Thistedkredsen;2. Flade;Nej;201;58,4
Thistedkredsen;2. Harring-Stagstrup;Ja;304;46,2
Thistedkredsen;2. Harring-Stagstrup;Nej;354;53,8
Thistedkredsen;3. Bjergby;Ja;119;50,4
Thistedkredsen;3. Bjergby;Nej;117;49,6
Thistedkredsen;3. Hillerslev-Kåstrup;Ja;221;43,8
Thistedkredsen;3. Hillerslev-Kåstrup;Nej;284;56,2
Thistedkredsen;4. Hundborg-Jannerup;Ja;201;40,6
Thistedkredsen;4. Hundborg-Jannerup;Nej;294;59,4
Thistedkredsen;4. Sundby;Ja;146;42,1
Thistedkredsen;4. Sundby;Nej;201;57,9
Thistedkredsen;5. Solbjerg;Ja;97;40,4
Thistedkredsen;5. Solbjerg;Nej;143;59,6
Thistedkredsen;5. Vorupør;Ja;138;38,1
Thistedkredsen;5. Vorupør;Nej;224;61,9
Thistedkredsen;6. Nors-Tved;Ja;392;46,8
Thistedkredsen;6. Nors-Tved;Nej;445;53,2
Thistedkredsen;6. Thorup;Ja;105;46,3
Thistedkredsen;6. Thorup;Nej;122;53,7
Thistedkredsen;7. Sennels;Ja;379;54,8
Thistedkredsen;7. Sennels;Nej;313;45,2
Thistedkredsen;7. Ø. Jølby;Ja;221;46,3
Thistedkredsen;7. Ø. Jølby;Nej;256;53,7
Thistedkredsen;8. Erslev;Ja;133;35,0
Thistedkredsen;8. Erslev;Nej;247;65,0
Thistedkredsen;8. Sjørring-Thorsted;Ja;335;43,1
Thistedkredsen;8. Sjørring-Thorsted;Nej;443;56,9
Thistedkredsen;9. Skjoldborg-Kallerup;Ja;134;39,9
Thistedkredsen;9. Skjoldborg-Kallerup;Nej;202;60,1
Thistedkredsen;9. Tødsø;Ja;230;44,8
Thistedkredsen;9. Tødsø;Nej;283;55,2
Thistedkredsen;10. Frøslev;Ja;127;37,2
Thistedkredsen;10. Frøslev;Nej;214;62,8
Thistedkredsen;10. Snedsted-Nørhå;Ja;404;37,3
Thistedkredsen;10. Snedsted-Nørhå;Nej;678;62,7
Thistedkredsen;11. Sønderhå-Hørsted;Ja;99;41,8
Thistedkredsen;11. Sønderhå-Hørsted;Nej;138;58,2
Thistedkredsen;11. Tæbring;Ja;118;35,1
Thistedkredsen;11. Tæbring;Nej;218;64,9
Thistedkredsen;12. Fredsø;Ja;202;41,3
Thistedkredsen;12. Fredsø;Nej;287;58,7
Thistedkredsen;12. Thisted Landsogn;Ja;1044;47,0
Thistedkredsen;12. Thisted Landsogn;Nej;1176;53,0
Thistedkredsen;13. Vang-Tvorup;Ja;83;34,3
Thistedkredsen;13. Vang-Tvorup;Nej;159;65,7
Thistedkredsen;13. Vils;Ja;226;49,0
Thistedkredsen;13. Vils;Nej;235;51,0
Thistedkredsen;14. Karby;Ja;204;45,2
Thistedkredsen;14. Karby;Nej;247;54,8
Thistedkredsen;14. Skinnerup, V Og Ø Vandet;Ja;171;47,5
Thistedkredsen;14. Skinnerup, V Og Ø Vandet;Nej;189;52,5
Thistedkredsen;15. Redsted;Ja;131;37,4
Thistedkredsen;15. Redsted;Nej;219;62,6
Thistedkredsen;15. Øsløs, Vesløs Og Arup;Ja;259;41,0
Thistedkredsen;15. Øsløs, Vesløs Og Arup;Nej;373;59,0
Thistedkredsen;16. Ørding;Ja;169;45,9
Thistedkredsen;16. Ørding;Nej;199;54,1
Thistedkredsen;16. Østerild, Hunstrup;Ja;267;46,5
Thistedkredsen;16. Østerild, Hunstrup;Nej;307;53,5
Thistedkredsen;17. Hanstholm;Ja;388;37,9
Thistedkredsen;17. Hanstholm;Nej;635;62,1
Thistedkredsen;17. Ø. Assels;Ja;135;36,3
Thistedkredsen;17. Ø. Assels;Nej;237;63,7
Thistedkredsen;18. Nykøbing;Ja;2174;45,6
Thistedkredsen;18. Nykøbing;Nej;2597;54,4
Thistedkredsen;18. Ræhr/Vigsø;Ja;172;35,6
Thistedkredsen;18. Ræhr/Vigsø;Nej;311;64,4
Thistedkredsen;19. Klitmøller;Ja;258;48,0
Thistedkredsen;19. Klitmøller;Nej;279;52,0
Thistedkredsen;20. Frøstrup;Ja;244;41,8
Thistedkredsen;20. Frøstrup;Nej;340;58,2
Thistedkredsen;21. Lild;Ja;82;48,0
Thistedkredsen;21. Lild;Nej;89;52,0
Thistedkredsen;23. Bedsted;Ja;466;41,3
Thistedkredsen;23. Bedsted;Nej;661;58,7
Thistedkredsen;24. Hurup;Ja;891;48,7
Thistedkredsen;24. Hurup;Nej;938;51,3
Thistedkredsen;25. Koldby;Ja;430;45,1
Thistedkredsen;25. Koldby;Nej;524;54,9
Thistedkredsen;26. Vestervig;Ja;507;51,8
Thistedkredsen;26. Vestervig;Nej;471;48,2
Thistedkredsen;27. Ydby;Ja;289;44,7
Thistedkredsen;27. Ydby;Nej;357;55,3
Himmerlandkredsen;1. Støvring;Ja;2356;52,2
Himmerlandkredsen;1. Støvring;Nej;2158;47,8
Himmerlandkredsen;1. Aalestrup;Ja;868;44,6
Himmerlandkredsen;1. Aalestrup;Nej;1077;55,4
Himmerlandkredsen;2. Farsø;Ja;1041;44,1
Himmerlandkredsen;2. Farsø;Nej;1321;55,9
Himmerlandkredsen;2. Skørping;Ja;1362;56,2
Himmerlandkredsen;2. Skørping;Nej;1061;43,8
Himmerlandkredsen;3. Strandby;Ja;159;35,7
Himmerlandkredsen;3. Strandby;Nej;286;64,3
Himmerlandkredsen;3. Terndrup;Ja;469;36,8
Himmerlandkredsen;3. Terndrup;Nej;804;63,2
Himmerlandkredsen;4. Suldrup;Ja;640;43,7
Himmerlandkredsen;4. Suldrup;Nej;823;56,3
Himmerlandkredsen;4. Aars;Ja;2222;47,0
Himmerlandkredsen;4. Aars;Nej;2504;53,0
Himmerlandkredsen;5. Hvalpsund;Ja;399;45,3
Himmerlandkredsen;5. Hvalpsund;Nej;482;54,7
Himmerlandkredsen;5. Nørager;Ja;687;44,2
Himmerlandkredsen;5. Nørager;Nej;868;55,8
Himmerlandkredsen;6. Gislum-Vognsild;Ja;256;41,9
Himmerlandkredsen;6. Gislum-Vognsild;Nej;355;58,1
Himmerlandkredsen;6. Haverslev;Ja;281;42,7
Himmerlandkredsen;6. Haverslev;Nej;377;57,3
Himmerlandkredsen;7. Gedsted;Ja;412;42,9
Himmerlandkredsen;7. Gedsted;Nej;549;57,1
Himmerlandkredsen;7. Øster Hornum;Ja;517;49,1
Himmerlandkredsen;7. Øster Hornum;Nej;536;50,9
Himmerlandkredsen;8. Bælum;Ja;352;41,3
Himmerlandkredsen;8. Bælum;Nej;501;58,7
Himmerlandkredsen;8. Hornum-Ulstrup;Ja;348;41,1
Himmerlandkredsen;8. Hornum-Ulstrup;Nej;498;58,9
Himmerlandkredsen;9. Ravnkilde;Ja;211;40,7
Himmerlandkredsen;9. Ravnkilde;Nej;308;59,3
Himmerlandkredsen;9. Vester Hornum;Ja;245;41,4
Himmerlandkredsen;9. Vester Hornum;Nej;347;58,6
Himmerlandkredsen;10. Blenstrup;Ja;324;39,0
Himmerlandkredsen;10. Blenstrup;Nej;507;61,0
Himmerlandkredsen;10. Løgstør;Ja;1152;44,3
Himmerlandkredsen;10. Løgstør;Nej;1450;55,7
Himmerlandkredsen;11. Ranum;Ja;353;37,6
Himmerlandkredsen;11. Ranum;Nej;587;62,4
Himmerlandkredsen;11. Veggerby;Ja;167;45,0
Himmerlandkredsen;11. Veggerby;Nej;204;55,0
Himmerlandkredsen;12. Salling;Ja;260;37,8
Himmerlandkredsen;12. Salling;Nej;428;62,2
Himmerlandkredsen;13. Overlade;Ja;239;47,0
Himmerlandkredsen;13. Overlade;Nej;270;53,0
Himmerlandkredsen;14. Skivum-Giver;Ja;196;39,0
Himmerlandkredsen;14. Skivum-Giver;Nej;307;61,0
Mariagerfjordkredsen;2. Assens;Ja;435;32,8
Mariagerfjordkredsen;2. Assens;Nej;890;67,2
Mariagerfjordkredsen;3. Mariager;Ja;963;42,6
Mariagerfjordkredsen;3. Mariager;Nej;1296;57,4
Mariagerfjordkredsen;4. Arden;Ja;859;43,9
Mariagerfjordkredsen;4. Arden;Nej;1099;56,1
Mariagerfjordkredsen;8. Valsgaard;Ja;529;44,2
Mariagerfjordkredsen;8. Valsgaard;Nej;667;55,8
Mariagerfjordkredsen;9. Vebbestrup;Ja;464;36,7
Mariagerfjordkredsen;9. Vebbestrup;Nej;800;63,3
Mariagerfjordkredsen;11. Hadsund;Ja;1549;42,3
Mariagerfjordkredsen;11. Hadsund;Nej;2109;57,7
Mariagerfjordkredsen;14. Veddum-Skelund;Ja;234;36,6
Mariagerfjordkredsen;14. Veddum-Skelund;Nej;405;63,4
Mariagerfjordkredsen;18. Als;Ja;658;48,4
Mariagerfjordkredsen;18. Als;Nej;701;51,6
Mariagerfjordkredsen;20. Hørby;Ja;917;48,0
Mariagerfjordkredsen;20. Hørby;Nej;994;52,0
Mariagerfjordkredsen;22. Onsild;Ja;423;35,5
Mariagerfjordkredsen;22. Onsild;Nej;767;64,5
Mariagerfjordkredsen;27. Hobro;Ja;2433;45,1
Mariagerfjordkredsen;27. Hobro;Nej;2959;54,9
Aalborg Østkredsen;27. Sønderbroskolen;Ja;2286;41,5
Aalborg Østkredsen;27. Sønderbroskolen;Nej;3218;58,5
Aalborg Østkredsen;29. Gigantium;Ja;2292;39,6
Aalborg Østkredsen;29. Gigantium;Nej;3501;60,4
Aalborg Østkredsen;30. Vejgaardhallen;Ja;1468;41,4
Aalborg Østkredsen;30. Vejgaardhallen;Nej;2080;58,6
Aalborg Østkredsen;31. Vejgaard Østre Skole;Ja;1654;39,8
Aalborg Østkredsen;31. Vejgaard Østre Skole;Nej;2502;60,2
Aalborg Østkredsen;32. Mellervangskolens Idrætshal;Ja;759;35,0
Aalborg Østkredsen;32. Mellervangskolens Idrætshal;Nej;1408;65,0
Aalborg Østkredsen;33. Klaruphallen;Ja;1213;46,0
Aalborg Østkredsen;33. Klaruphallen;Nej;1426;54,0
Aalborg Østkredsen;34. Gug Skole;Ja;2372;51,2
Aalborg Østkredsen;34. Gug Skole;Nej;2257;48,8
Aalborg Østkredsen;35. Gistrup Skoles Idrætshal;Ja;1626;50,6
Aalborg Østkredsen;35. Gistrup Skoles Idrætshal;Nej;1587;49,4
Aalborg Østkredsen;40. Tornhøjskolen, Hallen;Ja;1037;32,5
Aalborg Østkredsen;40. Tornhøjskolen, Hallen;Nej;2156;67,5
Aalborg Østkredsen;56. Idrætscentret Kongerslev;Ja;377;34,6
Aalborg Østkredsen;56. Idrætscentret Kongerslev;Nej;712;65,4
Aalborg Østkredsen;58. Mou Hotel;Ja;516;36,0
Aalborg Østkredsen;58. Mou Hotel;Nej;918;64,0
Aalborg Østkredsen;61. Båndby - Hallen;Ja;1066;41,4
Aalborg Østkredsen;61. Båndby - Hallen;Nej;1510;58,6
Aalborg Vestkredsen;14. Vesterkærets Skole;Ja;893;35,3
Aalborg Vestkredsen;14. Vesterkærets Skole;Nej;1639;64,7
Aalborg Vestkredsen;15. Haraldslund;Ja;1642;43,3
Aalborg Vestkredsen;15. Haraldslund;Nej;2146;56,7
Aalborg Vestkredsen;17. Kærbyskolen;Ja;2013;47,2
Aalborg Vestkredsen;17. Kærbyskolen;Nej;2252;52,8
Aalborg Vestkredsen;18. Hallen Ved Skalborggård;Ja;1205;44,9
Aalborg Vestkredsen;18. Hallen Ved Skalborggård;Nej;1477;55,1
Aalborg Vestkredsen;19. Kfum - Hallen;Ja;4027;58,5
Aalborg Vestkredsen;19. Kfum - Hallen;Nej;2861;41,5
Aalborg Vestkredsen;22. Frejlev Skoles Idrætshal;Ja;1348;48,3
Aalborg Vestkredsen;22. Frejlev Skoles Idrætshal;Nej;1443;51,7
Aalborg Vestkredsen;24. Svenstruphallen;Ja;1673;45,0
Aalborg Vestkredsen;24. Svenstruphallen;Nej;2042;55,0
Aalborg Vestkredsen;38. Ferslev Skolehal;Ja;710;39,4
Aalborg Vestkredsen;38. Ferslev Skolehal;Nej;1091;60,6
Aalborg Vestkredsen;47. Nibe Hallen;Ja;1803;50,8
Aalborg Vestkredsen;47. Nibe Hallen;Nej;1747;49,2
Aalborg Vestkredsen;52. Farstruphallen;Ja;445;39,8
Aalborg Vestkredsen;52. Farstruphallen;Nej;673;60,2
Aalborg Nordkredsen;3. Gl. Lindholm Skole, Kulturhus;Ja;2309;38,7
Aalborg Nordkredsen;3. Gl. Lindholm Skole, Kulturhus;Nej;3651;61,3
Aalborg Nordkredsen;5. Løvvanghallen;Ja;1707;34,7
Aalborg Nordkredsen;5. Løvvanghallen;Nej;3215;65,3
Aalborg Nordkredsen;7. Vadumhallen;Ja;686;42,8
Aalborg Nordkredsen;7. Vadumhallen;Nej;916;57,2
Aalborg Nordkredsen;10. Sulsted Skolehal;Ja;1617;44,2
Aalborg Nordkredsen;10. Sulsted Skolehal;Nej;2038;55,8
Aalborg Nordkredsen;11. Vodskov Kultur & Idrætscenter;Ja;1789;47,6
Aalborg Nordkredsen;11. Vodskov Kultur & Idrætscenter;Nej;1971;52,4
Aalborg Nordkredsen;16. Aalborghallen;Ja;3051;47,9
Aalborg Nordkredsen;16. Aalborghallen;Nej;3322;52,1
Aalborg Nordkredsen;43. Vester Hassing Hallen;Ja;1266;41,7
Aalborg Nordkredsen;43. Vester Hassing Hallen;Nej;1767;58,3
Aalborg Nordkredsen;44. Hals Skole;Ja;998;38,9
Aalborg Nordkredsen;44. Hals Skole;Nej;1570;61,1
Aalborg Nordkredsen;46. Ulstedhallen;Ja;226;30,4
Aalborg Nordkredsen;46. Ulstedhallen;Nej;518;69,6
