Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Horsenskredsen;16. Østbirk;Ja;849;46,2
Horsenskredsen;16. Østbirk;Nej;988;53,8
Horsenskredsen;17. Gedved;Ja;653;44,3
Horsenskredsen;17. Gedved;Nej;822;55,7
Horsenskredsen;18. Hovedgård;Ja;807;43,5
Horsenskredsen;18. Hovedgård;Nej;1050;56,5
Horsenskredsen;19. Søvind;Ja;506;46,4
Horsenskredsen;19. Søvind;Nej;585;53,6
Horsenskredsen;20. Tønning-Træden;Ja;198;45,0
Horsenskredsen;20. Tønning-Træden;Nej;242;55,0
Horsenskredsen;21. Sundparken;Ja;225;31,4
Horsenskredsen;21. Sundparken;Nej;492;68,6
Horsenskredsen;22. Sejet;Ja;115;37,1
Horsenskredsen;22. Sejet;Nej;195;62,9
Hedenstedkredsen;1. Hedensted, St.Dalby Og Urlev;Ja;2182;49,1
Hedenstedkredsen;1. Hedensted, St.Dalby Og Urlev;Nej;2258;50,9
Hedenstedkredsen;2. Løsning Sogn;Ja;861;39,7
Hedenstedkredsen;2. Løsning Sogn;Nej;1310;60,3
Hedenstedkredsen;3. Ø. Snede Sogn;Ja;522;44,0
Hedenstedkredsen;3. Ø. Snede Sogn;Nej;664;56,0
Hedenstedkredsen;4. Daugård Og Ørum Sogne;Ja;470;49,9
Hedenstedkredsen;4. Daugård Og Ørum Sogne;Nej;472;50,1
Hedenstedkredsen;5. Korning Sogn;Ja;132;35,7
Hedenstedkredsen;5. Korning Sogn;Nej;238;64,3
Hedenstedkredsen;6. Ølsted Og Eriknauer-Området;Ja;303;39,2
Hedenstedkredsen;6. Ølsted Og Eriknauer-Området;Nej;470;60,8
Hedenstedkredsen;7. Juelsminde/Klakring;Ja;1215;49,1
Hedenstedkredsen;7. Juelsminde/Klakring;Nej;1261;50,9
Hedenstedkredsen;8. As;Ja;210;44,2
Hedenstedkredsen;8. As;Nej;265;55,8
Hedenstedkredsen;10. Barrit;Ja;329;35,3
Hedenstedkredsen;10. Barrit;Nej;604;64,7
Hedenstedkredsen;11. Bjerre;Ja;293;36,4
Hedenstedkredsen;11. Bjerre;Nej;511;63,6
Hedenstedkredsen;12. Hornsyld;Ja;475;45,7
Hedenstedkredsen;12. Hornsyld;Nej;564;54,3
Hedenstedkredsen;13. Stouby;Ja;440;45,6
Hedenstedkredsen;13. Stouby;Nej;524;54,4
Hedenstedkredsen;14. Rårup;Ja;288;33,6
Hedenstedkredsen;14. Rårup;Nej;569;66,4
Hedenstedkredsen;15. Glud;Ja;527;39,5
Hedenstedkredsen;15. Glud;Nej;807;60,5
Hedenstedkredsen;16. Hjarnø;Ja;33;42,9
Hedenstedkredsen;16. Hjarnø;Nej;44;57,1
Hedenstedkredsen;17. Rask Mølle;Ja;395;48,7
Hedenstedkredsen;17. Rask Mølle;Nej;416;51,3
Hedenstedkredsen;18. Hvirring;Ja;105;36,0
Hedenstedkredsen;18. Hvirring;Nej;187;64,0
Hedenstedkredsen;19. Hornborg;Ja;163;36,9
Hedenstedkredsen;19. Hornborg;Nej;279;63,1
Hedenstedkredsen;20. Lindved;Ja;433;42,3
Hedenstedkredsen;20. Lindved;Nej;590;57,7
Hedenstedkredsen;21. Tørring;Ja;627;40,3
Hedenstedkredsen;21. Tørring;Nej;930;59,7
Hedenstedkredsen;22. Uldum;Ja;364;41,9
Hedenstedkredsen;22. Uldum;Nej;505;58,1
Hedenstedkredsen;23. Aale;Ja;177;38,2
Hedenstedkredsen;23. Aale;Nej;286;61,8
Hedenstedkredsen;24. Ølholm;Ja;251;45,2
Hedenstedkredsen;24. Ølholm;Nej;304;54,8
Hedenstedkredsen;25. Hjortsvang;Ja;105;42,0
Hedenstedkredsen;25. Hjortsvang;Nej;145;58,0
