Opstillingskreds;Afstemningsområde;Svarmulighed;Stemmetal;Stemmeprocent
Gentoftekredsen;1. Jægersborg;Ja;2778;68,6
Gentoftekredsen;1. Jægersborg;Nej;1272;31,4
Gentoftekredsen;2. Munkegård;Ja;1983;58,1
Gentoftekredsen;2. Munkegård;Nej;1429;41,9
Gentoftekredsen;3. Rådhuset;Ja;2696;72,8
Gentoftekredsen;3. Rådhuset;Nej;1007;27,2
Gentoftekredsen;4. Bakkegård;Ja;1969;54,5
Gentoftekredsen;4. Bakkegård;Nej;1644;45,5
Gentoftekredsen;5. Dyssegård;Ja;2514;65,1
Gentoftekredsen;5. Dyssegård;Nej;1346;34,9
Gentoftekredsen;6. Maglegård;Ja;3157;71,1
Gentoftekredsen;6. Maglegård;Nej;1282;28,9
Gentoftekredsen;7. Hellerup;Ja;3037;67,2
Gentoftekredsen;7. Hellerup;Nej;1485;32,8
Gentoftekredsen;8. Ordrup;Ja;2162;65,3
Gentoftekredsen;8. Ordrup;Nej;1151;34,7
Gentoftekredsen;9. Skovshoved;Ja;2666;68,7
Gentoftekredsen;9. Skovshoved;Nej;1213;31,3
Gentoftekredsen;10. Skovgård;Ja;2187;64,8
Gentoftekredsen;10. Skovgård;Nej;1187;35,2
Lyngbykredsen;1. Lyngby Midt;Ja;1836;55,4
Lyngbykredsen;1. Lyngby Midt;Nej;1477;44,6
Lyngbykredsen;2. Lindegård;Ja;1421;47,3
Lyngbykredsen;2. Lindegård;Nej;1584;52,7
Lyngbykredsen;3. Trongård;Ja;1848;57,1
Lyngbykredsen;3. Trongård;Nej;1391;42,9
Lyngbykredsen;4. Engelsborg;Ja;2263;61,4
Lyngbykredsen;4. Engelsborg;Nej;1422;38,6
Lyngbykredsen;5. Taarbæk;Ja;595;67,1
Lyngbykredsen;5. Taarbæk;Nej;292;32,9
Lyngbykredsen;6. Virum;Ja;2800;72,9
Lyngbykredsen;6. Virum;Nej;1042;27,1
Lyngbykredsen;7. Hummeltofte;Ja;1849;65,8
Lyngbykredsen;7. Hummeltofte;Nej;962;34,2
Lyngbykredsen;8. Fuglsanggård;Ja;1628;56,8
Lyngbykredsen;8. Fuglsanggård;Nej;1238;43,2
Lyngbykredsen;9. Kongevej;Ja;1281;69,5
Lyngbykredsen;9. Kongevej;Nej;563;30,5
Lyngbykredsen;10. Lundtofte;Ja;1990;60,3
Lyngbykredsen;10. Lundtofte;Nej;1308;39,7
Gladsaxekredsen;1. Bagsværd;Ja;2027;56,9
Gladsaxekredsen;1. Bagsværd;Nej;1537;43,1
Gladsaxekredsen;2. Hovedbiblioteket;Ja;2042;46,3
Gladsaxekredsen;2. Hovedbiblioteket;Nej;2373;53,7
Gladsaxekredsen;3. Egegård;Ja;1674;42,4
Gladsaxekredsen;3. Egegård;Nej;2277;57,6
Gladsaxekredsen;4. Grønnemose;Ja;2134;48,2
Gladsaxekredsen;4. Grønnemose;Nej;2291;51,8
Gladsaxekredsen;5. Mørkhøj;Ja;1797;42,9
Gladsaxekredsen;5. Mørkhøj;Nej;2393;57,1
Gladsaxekredsen;6. Stengård;Ja;2616;56,9
Gladsaxekredsen;6. Stengård;Nej;1983;43,1
Gladsaxekredsen;7. Søborg;Ja;1434;50,8
Gladsaxekredsen;7. Søborg;Nej;1387;49,2
Gladsaxekredsen;8. Vadgård;Ja;1454;47,2
Gladsaxekredsen;8. Vadgård;Nej;1624;52,8
Gladsaxekredsen;9. Værebro;Ja;727;50,1
Gladsaxekredsen;9. Værebro;Nej;724;49,9
Rødovrekredsen;1. Herlev Medborgerhus;Ja;1823;39,8
Rødovrekredsen;1. Herlev Medborgerhus;Nej;2754;60,2
Rødovrekredsen;1. Ørbygård;Ja;1061;47,5
Rødovrekredsen;1. Ørbygård;Nej;1173;52,5
Rødovrekredsen;2. Herlev Hallerne;Ja;2444;50,2
Rødovrekredsen;2. Herlev Hallerne;Nej;2429;49,8
Rødovrekredsen;3. Kildegårdhallen;Ja;1720;40,5
Rødovrekredsen;3. Kildegårdhallen;Nej;2522;59,5
Rødovrekredsen;3. Rødovre;Ja;1879;46,6
Rødovrekredsen;3. Rødovre;Nej;2154;53,4
Rødovrekredsen;4. Valhøj;Ja;800;36,0
Rødovrekredsen;4. Valhøj;Nej;1423;64,0
Rødovrekredsen;5. Rødovrehallen;Ja;1654;39,2
Rødovrekredsen;5. Rødovrehallen;Nej;2570;60,8
Rødovrekredsen;7. Tinderhøj;Ja;1136;39,2
Rødovrekredsen;7. Tinderhøj;Nej;1765;60,8
Rødovrekredsen;8. Islev;Ja;1202;41,8
Rødovrekredsen;8. Islev;Nej;1676;58,2
Hvidovrekredsen;1. Holmegårdshallen;Ja;1291;44,6
Hvidovrekredsen;1. Holmegårdshallen;Nej;1605;55,4
Hvidovrekredsen;2. Præstemoseskolen;Ja;823;37,4
Hvidovrekredsen;2. Præstemoseskolen;Nej;1380;62,6
Hvidovrekredsen;3. Sønderkærhallen;Ja;999;34,1
Hvidovrekredsen;3. Sønderkærhallen;Nej;1927;65,9
Hvidovrekredsen;4. Medborgerhuset;Ja;1293;38,7
Hvidovrekredsen;4. Medborgerhuset;Nej;2044;61,3
Hvidovrekredsen;5. Dansborghallen;Ja;1550;41,8
Hvidovrekredsen;5. Dansborghallen;Nej;2159;58,2
Hvidovrekredsen;6. Frihedens Idrætscenter;Ja;1504;41,0
Hvidovrekredsen;6. Frihedens Idrætscenter;Nej;2161;59,0
Hvidovrekredsen;7. Avedøre Skole;Ja;1515;40,4
Hvidovrekredsen;7. Avedøre Skole;Nej;2236;59,6
Hvidovrekredsen;8. Avedøre Idrætscenter;Ja;922;32,9
Hvidovrekredsen;8. Avedøre Idrætscenter;Nej;1879;67,1
Brøndbykredsen;1. Brøndbyvester Skole;Ja;956;39,6
Brøndbykredsen;1. Brøndbyvester Skole;Nej;1461;60,4
Brøndbykredsen;1. Ishøj Landsby;Ja;456;48,0
Brøndbykredsen;1. Ishøj Landsby;Nej;494;52,0
Brøndbykredsen;1. Vallensbæk Skole, Multisalen;Ja;993;46,3
Brøndbykredsen;1. Vallensbæk Skole, Multisalen;Nej;1150;53,7
Brøndbykredsen;2. Egholmskolen;Ja;1253;51,7
Brøndbykredsen;2. Egholmskolen;Nej;1171;48,3
Brøndbykredsen;2. Tjørnehøjhallen;Ja;748;33,5
Brøndbykredsen;2. Tjørnehøjhallen;Nej;1487;66,5
Brøndbykredsen;2. Vibeholmskolen;Ja;728;39,1
Brøndbykredsen;2. Vibeholmskolen;Nej;1132;60,9
Brøndbykredsen;3. Gildbroskolen;Ja;732;33,6
Brøndbykredsen;3. Gildbroskolen;Nej;1448;66,4
Brøndbykredsen;3. Lindelundshallen;Ja;703;34,0
Brøndbykredsen;3. Lindelundshallen;Nej;1367;66,0
Brøndbykredsen;3. Pilehaveskolen;Ja;1463;51,0
Brøndbykredsen;3. Pilehaveskolen;Nej;1404;49,0
Brøndbykredsen;4. Nørregård;Ja;1358;37,2
Brøndbykredsen;4. Nørregård;Nej;2293;62,8
Brøndbykredsen;4. Strandgårdskolen;Ja;386;33,5
Brøndbykredsen;4. Strandgårdskolen;Nej;765;66,5
Brøndbykredsen;5. Ishøj Bycenter;Ja;986;42,6
Brøndbykredsen;5. Ishøj Bycenter;Nej;1328;57,4
Brøndbykredsen;5. Kulturhuset Brønden;Ja;1991;40,4
Brøndbykredsen;5. Kulturhuset Brønden;Nej;2943;59,6
Taastrupkredsen;1. Herstedøster Skole;Ja;1277;39,6
Taastrupkredsen;1. Herstedøster Skole;Nej;1951;60,4
Taastrupkredsen;1. Selsmoseskolen;Ja;519;38,7
Taastrupkredsen;1. Selsmoseskolen;Nej;821;61,3
Taastrupkredsen;2. Egelundskolen;Ja;1043;43,5
Taastrupkredsen;2. Egelundskolen;Nej;1353;56,5
Taastrupkredsen;2. Parkskolen;Ja;1007;45,3
Taastrupkredsen;2. Parkskolen;Nej;1217;54,7
Taastrupkredsen;3. Herstedlund Skole;Ja;672;36,5
Taastrupkredsen;3. Herstedlund Skole;Nej;1167;63,5
Taastrupkredsen;3. Mølleholmskolen;Ja;957;51,0
Taastrupkredsen;3. Mølleholmskolen;Nej;918;49,0
Taastrupkredsen;4. Musikteatret;Ja;576;27,7
Taastrupkredsen;4. Musikteatret;Nej;1507;72,3
Taastrupkredsen;4. Taastrup Kulturcenter;Ja;756;48,9
Taastrupkredsen;4. Taastrup Kulturcenter;Nej;790;51,1
Taastrupkredsen;5. Borgerskolen;Ja;591;46,5
Taastrupkredsen;5. Borgerskolen;Nej;681;53,5
Taastrupkredsen;5. Herstedvester Skole;Ja;1292;42,9
Taastrupkredsen;5. Herstedvester Skole;Nej;1723;57,1
Taastrupkredsen;6. Gadehaveskolen;Ja;1054;44,2
Taastrupkredsen;6. Gadehaveskolen;Nej;1328;55,8
Taastrupkredsen;7. Rønnevangshallen;Ja;857;39,3
Taastrupkredsen;7. Rønnevangshallen;Nej;1326;60,7
Taastrupkredsen;8. Torstorp Skole;Ja;686;37,8
Taastrupkredsen;8. Torstorp Skole;Nej;1127;62,2
