Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Socialdemokratiet,221,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Signe Wenneberg,Socialdemokratiet,54,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Sophie Hæstorp Andersen,Socialdemokratiet,14,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Jeppe Bruus,Socialdemokratiet,1,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Morten Bødskov,Socialdemokratiet,13,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kenneth F. Christensen,Socialdemokratiet,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Martin Empacher,Socialdemokratiet,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Mette Frederiksen,Socialdemokratiet,112,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Mogens Lykketoft,Socialdemokratiet,103,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Radikale Venstre,464,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Sofie Carsten Nielsen,Radikale Venstre,132,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Anders Andersen,Radikale Venstre,4,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Marie-Louise Andreassen,Radikale Venstre,54,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Nadeem Farooq,Radikale Venstre,15,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Tina Fischer,Radikale Venstre,3,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Abbas Razvi,Radikale Venstre,4,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Trine Nebel Schou,Radikale Venstre,10,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Cheri-Mae M. Williamson,Radikale Venstre,0,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Partiliste,Det Konservative Folkeparti,426,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Benedikte Kiær,Det Konservative Folkeparti,314,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Sille Beck-Hansen,Det Konservative Folkeparti,10,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Annette Birch,Det Konservative Folkeparti,2,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Charlotte Dyremose,Det Konservative Folkeparti,47,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Kurt Juul-Scheelsbeck,Det Konservative Folkeparti,4,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Naser Khader,Det Konservative Folkeparti,56,Københavns Omegns Storkreds
Gentoftekredsen,1. Jægersborg,Karsten Skawbo-Jensen,Det Konservative Folkeparti,2,Københavns Omegns Storkreds
