Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Sønderborgkredsen,1. Nordborg,Partiliste,Socialdemokratiet,157,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Christel Schaldemose,Socialdemokratiet,223,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Niels Fuglsang,Socialdemokratiet,9,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Marianne Vind,Socialdemokratiet,12,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Magnus Barsøe,Socialdemokratiet,4,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Asser Mortensen,Socialdemokratiet,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Mathias Niebuhr,Socialdemokratiet,1,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Niels Christian Dahl,Socialdemokratiet,4,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Andi Helbo Sejersen,Socialdemokratiet,1,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Tayo Lill Andreasen,Socialdemokratiet,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Maria Radoor,Socialdemokratiet,15,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Partiliste,Radikale Venstre,20,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Sigrid Friis,Radikale Venstre,21,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Anne Sophie Callesen,Radikale Venstre,3,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Philip Tarning-Andersen,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Anne-Sofie Sadolin Henningsen,Radikale Venstre,3,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Charlotte Amdi Burgess,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Kathrine Olldag,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Frederik Aagaard Sørensen,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Hediye Temiz,Radikale Venstre,1,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Jens Frost,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,João Møller,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Jan Werner Mathiasen,Radikale Venstre,1,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Kim Pagels,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Finn Hartvig Nielsen,Radikale Venstre,0,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Sissel van Run-Kvist,Radikale Venstre,2,Sydjyllands Storkreds
Sønderborgkredsen,1. Nordborg,Martin Schepelern,Radikale Venstre,0,Sydjyllands Storkreds
