Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Struerkredsen,1. Lemvig,Partiliste,Socialdemokratiet,545,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Helle Dam,Socialdemokratiet,344,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Charlotte Juhl Andersen,Socialdemokratiet,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anne Marie Christensen,Socialdemokratiet,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Peder Christensen,Socialdemokratiet,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Mogens Jensen,Socialdemokratiet,25,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Thomas Jensen,Socialdemokratiet,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Marianne Kamp,Socialdemokratiet,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jens Chr. Lund,Socialdemokratiet,26,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Berit K. H. Mønsted,Socialdemokratiet,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jens Peter Vernersen,Socialdemokratiet,68,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Merete Villsen,Socialdemokratiet,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,Det Radikale Venstre,106,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Poul Erik Christensen,Det Radikale Venstre,36,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Claus Brodtkorb,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Erika Lorentsen,Det Radikale Venstre,7,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Johs. Poulsen,Det Radikale Venstre,32,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Andreas Steenberg,Det Radikale Venstre,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,Det Konservative Folkeparti,211,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Martin Kaasgaard,Det Konservative Folkeparti,29,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anna Margrethe Engbæk,Det Konservative Folkeparti,10,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anne Hansen,Det Konservative Folkeparti,9,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Per Ørum Jørgensen,Det Konservative Folkeparti,86,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Steen Konradsen,Det Konservative Folkeparti,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jan Møller,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Ove Nørholm,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Alex Pedersen,Det Konservative Folkeparti,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Søren Pape Poulsen,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Peter Ruby,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Per Østergaard,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,SF - Socialistisk Folkeparti,139,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Kristen Touborg,SF - Socialistisk Folkeparti,453,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Ulla Blok,SF - Socialistisk Folkeparti,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Steen Gade,SF - Socialistisk Folkeparti,23,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Sidsel Homann,SF - Socialistisk Folkeparti,0,Vestjyllands Storkreds
