Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Socialdemokratiet,932,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nicolai Wammen,Socialdemokratiet,1110,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,René Skau Björnsson,Socialdemokratiet,41,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Kirsten Brosbøl,Socialdemokratiet,81,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Torben Hansen,Socialdemokratiet,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Daniel Toft Jakobsen,Socialdemokratiet,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Leif Lahn Jensen,Socialdemokratiet,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jens Joel,Socialdemokratiet,241,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Henrik Dam Kristensen,Socialdemokratiet,25,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Otto Ohrt,Socialdemokratiet,30,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Maja Panduro,Socialdemokratiet,25,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Iben Sønderup,Socialdemokratiet,9,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Radikale Venstre,1424,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Henriette Sandager,Radikale Venstre,34,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Kåre Albrechtsen,Radikale Venstre,53,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Liv Holm Andersen,Radikale Venstre,80,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Carsten Bech,Radikale Venstre,8,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Mie Bergmann,Radikale Venstre,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Tom Brøcher Jakobsen,Radikale Venstre,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jeppe Mikkelsen,Radikale Venstre,25,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Mogens Nyholm,Radikale Venstre,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nils Sjøberg,Radikale Venstre,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Hanne Staahlnacke,Radikale Venstre,17,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Morten Østergaard,Radikale Venstre,520,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Det Konservative Folkeparti,359,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Tom Behnke,Det Konservative Folkeparti,93,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nicolaj Bang,Det Konservative Folkeparti,10,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Karina Boldsen,Det Konservative Folkeparti,82,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Per Bøje,Det Konservative Folkeparti,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ida Holst Kristensen,Det Konservative Folkeparti,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Per Løkken,Det Konservative Folkeparti,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Niels Christian Selchau-Mark,Det Konservative Folkeparti,21,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jens Thomsen,Det Konservative Folkeparti,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Søren Vanting,Det Konservative Folkeparti,1,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,SF - Socialistisk Folkeparti,856,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Sanne Rubinke,SF - Socialistisk Folkeparti,59,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Jonas Dahl,SF - Socialistisk Folkeparti,153,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Eigil Andersen,SF - Socialistisk Folkeparti,27,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Thomas Medom,SF - Socialistisk Folkeparti,92,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ulla Holm,SF - Socialistisk Folkeparti,18,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Thea Hansen,SF - Socialistisk Folkeparti,9,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Michael P. Tersbøl,SF - Socialistisk Folkeparti,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ann Søndergaard Pedersen,SF - Socialistisk Folkeparti,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Paw Amdisen,SF - Socialistisk Folkeparti,7,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Michael Islin Bendixen,SF - Socialistisk Folkeparti,9,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Martin Minka Jensen,SF - Socialistisk Folkeparti,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Liberal Alliance,574,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ole Birk Olesen,Liberal Alliance,201,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Helene Dalgaard,Liberal Alliance,10,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Bjarne Dalgaard - Jensen,Liberal Alliance,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Ulrik Hermann,Liberal Alliance,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Peter Hjortkjær,Liberal Alliance,5,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Erik Hougaard,Liberal Alliance,2,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Carsten Kruuse,Liberal Alliance,12,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Nichlas Larsen,Liberal Alliance,3,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Peter Wilhelm Malbæk,Liberal Alliance,6,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Birgitte Nymann,Liberal Alliance,4,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Partiliste,Kristendemokraterne,35,Østjyllands Storkreds
Aarhus Sydkredsen,1. Frederiksbjerg Hallerne,Elise Bjørnholt,Kristendemokraterne,4,Østjyllands Storkreds
