Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Struerkredsen,1. Lemvig,Partiliste,Socialdemokratiet,163,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Dan Jørgensen,Socialdemokratiet,315,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Britta Thomsen,Socialdemokratiet,30,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christel Schaldemose,Socialdemokratiet,15,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Ole Christensen,Socialdemokratiet,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Claus Larsen-Jensen,Socialdemokratiet,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Hüseyin Arac,Socialdemokratiet,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Malou Lunderød,Socialdemokratiet,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Einer Lyduch,Socialdemokratiet,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Mikkel Schøler,Socialdemokratiet,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Henning A. Jensen,Socialdemokratiet,5,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,Det Radikale Venstre,28,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Sofie Carsten Nielsen,Det Radikale Venstre,43,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Johannes Lebech,Det Radikale Venstre,26,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Lotte Rod,Det Radikale Venstre,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anna Mee Allerslev,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Stefan Seidler,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Kristina Siig,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jakob Erle,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Anne Elizabeth Kamstrup,Det Radikale Venstre,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christian Kjølhede,Det Radikale Venstre,3,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Lasse Holm Grønning,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Claus Brandt Rasmussen,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Birger Nissen,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Morten Kirk Jensen,Det Radikale Venstre,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,Det Konservative Folkeparti,45,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Bendt Bendtsen,Det Konservative Folkeparti,320,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Christian Wedell-Neergaard,Det Konservative Folkeparti,7,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Pernille Høxbro,Det Konservative Folkeparti,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Mette Abildgaard,Det Konservative Folkeparti,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Tove Videbæk,Det Konservative Folkeparti,175,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Peter Norsk,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Thomas Krarup,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Jan Køpke Christensen,Det Konservative Folkeparti,1,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Julie Broe,Det Konservative Folkeparti,2,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Michael Christensen,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Karsten Skawbo-Jensen,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Ole Brøkner,Det Konservative Folkeparti,0,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Partiliste,SF - Socialistisk Folkeparti,72,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Margrete Auken,SF - Socialistisk Folkeparti,249,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Emilie Turunen,SF - Socialistisk Folkeparti,23,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Fathi El-Abed,SF - Socialistisk Folkeparti,4,Vestjyllands Storkreds
Struerkredsen,1. Lemvig,Ole Riisgaard,SF - Socialistisk Folkeparti,3,Vestjyllands Storkreds
