Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Lollandkredsen,1. Errindlev,Partiliste,Socialdemokratiet,42,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Dan Jørgensen,Socialdemokratiet,22,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Britta Thomsen,Socialdemokratiet,19,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Christel Schaldemose,Socialdemokratiet,5,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Ole Christensen,Socialdemokratiet,2,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Claus Larsen-Jensen,Socialdemokratiet,3,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Hüseyin Arac,Socialdemokratiet,1,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Malou Lunderød,Socialdemokratiet,0,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Einer Lyduch,Socialdemokratiet,1,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Mikkel Schøler,Socialdemokratiet,1,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Henning A. Jensen,Socialdemokratiet,0,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Partiliste,Det Radikale Venstre,3,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Sofie Carsten Nielsen,Det Radikale Venstre,3,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Johannes Lebech,Det Radikale Venstre,0,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Lotte Rod,Det Radikale Venstre,1,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Anna Mee Allerslev,Det Radikale Venstre,0,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Stefan Seidler,Det Radikale Venstre,1,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Kristina Siig,Det Radikale Venstre,0,Sjællands Storkreds
Lollandkredsen,1. Errindlev,Jakob Erle,Det Radikale Venstre,0,Sjællands Storkreds
