Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Socialdemokratiet,531,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Bjarne Laustsen,Socialdemokratiet,1384,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Birgit Elgaard,Socialdemokratiet,16,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Ane Halsboe-Larsen,Socialdemokratiet,7,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Orla Hav,Socialdemokratiet,79,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Per Husted,Socialdemokratiet,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Simon Kollerup,Socialdemokratiet,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Flemming Møller Mortensen,Socialdemokratiet,13,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Rasmus Prehn,Socialdemokratiet,25,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Helmuth Zickert,Socialdemokratiet,10,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Radikale Venstre,151,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Nicolaj Holm,Radikale Venstre,17,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Daniel Nyboe Andersen,Radikale Venstre,10,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Thomas Baun,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Ninni Lodahl Gjessing,Radikale Venstre,9,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anders Høyer,Radikale Venstre,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Marianne Jelved,Radikale Venstre,52,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kjeld Lundager Jørgensen,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Karina Kroustrup,Radikale Venstre,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Leon Sebbelin,Radikale Venstre,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Det Konservative Folkeparti,80,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Daniel Rugholm,Det Konservative Folkeparti,27,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Lene Espersen,Det Konservative Folkeparti,176,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Dorte Jepsen,Det Konservative Folkeparti,2,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Kristian Klarskov,Det Konservative Folkeparti,6,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Thomas Krarup,Det Konservative Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Tage Leegaard,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Jesper Togsverd,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Anette Valentin,Det Konservative Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,SF - Socialistisk Folkeparti,162,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Teis Volstrup,SF - Socialistisk Folkeparti,39,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Pernille Vigsø Bagge,SF - Socialistisk Folkeparti,85,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Grete Bonde,SF - Socialistisk Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Karl H. Bornhøft,SF - Socialistisk Folkeparti,8,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Torben Duelund,SF - Socialistisk Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Thorkil Olesen,SF - Socialistisk Folkeparti,0,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Lisbeth Bech Poulsen,SF - Socialistisk Folkeparti,3,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Helena Mosskov Starcke,SF - Socialistisk Folkeparti,1,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Karen Touborg,SF - Socialistisk Folkeparti,5,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Partiliste,Liberal Alliance,84,Nordjyllands Storkreds
Frederikshavnkredsen,1. Skagen,Thyra Frank,Liberal Alliance,56,Nordjyllands Storkreds
